matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgRight,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
1059803,11.0,2019-11-02 15:00:00,39,Wolves,Away,150.0,37.0,3.0,6.0,3.0,1.0,,172.0,6.0,,5.0,5.0,4.0,39.0,316.0,1.0,,21.0,7.0,18.0,13.0,2.0,4.0,1.0,,,,1.0,1.0,,,,,1.0,17.0,,,,,1.0,9.0,9.0,1.0,15.0,9.0,,70.0,62.0,1.0,1.0,,3.0,22.0,12.0,10.0,,,9.0,14.0,3.0,,8.0,1.0,48.0,57.0,3.0,21.0,16.0,,2.0,40.0,15.0,6.0,1.0,,2.0,1.0,1.0,155.0,1.0,,1.0,,1.0,,8.0,,,,1.0,,,,,16.0,,14.0,14.0,3.0,5.0,77.0,54.0,37.0,8.0,,2.0,14.0,8.0,379.0,,,1.0,1.0,,52.0,63.0,31.0,,,,,,130.0,130.0,4.0,29.0,20.0,42.5,,,1.0,,22.0,0.0,,,,95.0,3.0,,3.0,,1.0,1.0,4.0,,2.0,100.0,301.0,6.0,16.0,180.0,54.0,21.0,19.0,7.0,25.0,18.0,1.0,129.0,5.0,242.0,1.0,,13.0,4.0,57.0,2.0,397.0,1.0,0.0,24.0,22.0,1.0,21.0,2.0,613.0,34.0,11.0,11.0,9.0,13.0,0.0
1059821,12.0,2019-11-10 14:00:00,39,Wolves,Home,144.0,29.0,1.0,4.0,3.0,3.0,,169.0,4.0,,3.0,7.0,7.0,40.0,309.0,1.0,,18.0,13.0,19.0,10.0,,,4.0,,,,,,,,,,,16.0,,1.0,,,1.0,4.0,5.0,8.0,12.0,5.0,,58.0,60.0,,3.0,,2.0,15.0,5.0,17.0,,1.0,6.0,13.0,2.0,,9.0,,65.0,59.0,2.0,28.0,21.0,,,57.0,17.0,5.0,1.0,,1.0,,,140.0,2.0,1.0,2.0,1.0,1.0,1.0,6.0,,,1.0,,,,,2.0,21.0,2.0,11.0,11.0,1.0,3.0,103.0,62.0,44.0,3.0,1.0,4.0,8.0,5.0,366.0,,,4.0,1.0,,48.0,76.0,24.0,,,,,,127.0,127.0,2.0,28.0,23.0,50.1,1.0,,,,15.0,0.0,,,,84.0,1.0,2.0,3.0,,,4.0,7.0,,3.0,87.0,297.0,6.0,12.0,170.0,57.0,28.0,32.0,6.0,21.0,15.0,5.0,122.0,4.0,236.0,,,14.0,7.0,67.0,,385.0,1.0,0.0,17.0,14.0,2.0,19.0,4.0,594.0,33.0,12.0,21.0,6.0,8.0,0.0
1059822,13.0,2019-11-23 15:00:00,39,Wolves,Away,250.0,24.0,1.0,5.0,4.0,1.0,,198.0,3.0,,3.0,6.0,4.0,49.0,443.0,,2.0,16.0,12.0,22.0,10.0,1.0,4.0,2.0,1.0,,,,1.0,,1.0,,1.0,,12.0,,,,,1.0,4.0,7.0,2.0,7.0,11.0,,88.0,50.0,1.0,,1.0,2.0,18.0,3.0,9.0,,,9.0,14.0,4.0,,5.0,,39.0,49.0,2.0,27.0,13.0,,,47.0,12.0,10.0,1.0,,2.0,,1.0,158.0,1.0,,1.0,,1.0,,6.0,,,,,,,,3.0,13.0,,6.0,6.0,3.0,3.0,136.0,85.0,57.0,5.0,1.0,5.0,7.0,8.0,481.0,,,3.0,1.0,,68.0,67.0,22.0,,,,,,111.0,111.0,4.0,17.0,21.0,53.4,,,,,18.0,0.0,,,,127.0,1.0,,2.0,,1.0,2.0,7.0,,1.0,94.0,422.0,11.0,12.0,268.0,38.0,27.0,11.0,3.0,21.0,18.0,2.0,123.0,5.0,262.0,,,10.0,4.0,71.0,4.0,509.0,,0.0,18.0,11.0,3.0,19.0,1.0,689.0,26.0,12.0,7.0,9.0,6.0,0.0
1059841,14.0,2019-12-01 14:00:00,39,Wolves,Home,221.0,30.0,1.0,7.0,6.0,3.0,,208.0,3.0,1.0,8.0,3.0,5.0,41.0,422.0,1.0,,16.0,26.0,26.0,6.0,1.0,4.0,,,,,,,,,,,,7.0,,,,,2.0,4.0,9.0,1.0,8.0,5.0,,69.0,59.0,1.0,1.0,1.0,,7.0,6.0,7.0,,3.0,7.0,18.0,4.0,,11.0,1.0,63.0,75.0,,13.0,5.0,,,42.0,12.0,16.0,,,5.0,6.0,,155.0,1.0,,1.0,1.0,,,5.0,,,1.0,1.0,,,,,5.0,,11.0,11.0,1.0,8.0,144.0,65.0,41.0,2.0,1.0,2.0,6.0,3.0,492.0,,,,1.0,,60.0,84.0,29.0,,,,,,156.0,156.0,2.0,21.0,28.0,59.4,,,1.0,,7.0,0.0,,,,149.0,3.0,,3.0,,,,4.0,2.0,,86.0,402.0,4.0,8.0,257.0,51.0,13.0,24.0,4.0,32.0,28.0,,122.0,5.0,292.0,1.0,1.0,12.0,7.0,62.0,1.0,517.0,1.0,0.0,13.0,17.0,1.0,17.0,1.0,718.0,30.0,14.0,16.0,7.0,8.0,0.0
1059847,15.0,2019-12-04 19:30:00,39,Wolves,Home,189.0,35.0,2.0,7.0,5.0,1.0,2.0,208.0,4.0,,2.0,2.0,7.0,39.0,390.0,,1.0,19.0,16.0,28.0,9.0,1.0,3.0,2.0,,,,,,,,,,1.0,8.0,,,,,2.0,4.0,4.0,2.0,12.0,1.0,,79.0,65.0,2.0,1.0,1.0,1.0,19.0,,17.0,,,5.0,15.0,,1.0,11.0,2.0,63.0,63.0,1.0,17.0,8.0,,,44.0,8.0,8.0,,,3.0,3.0,,164.0,2.0,1.0,2.0,1.0,1.0,,5.0,,,1.0,,,,,1.0,8.0,1.0,17.0,17.0,,2.0,114.0,77.0,48.0,4.0,,6.0,6.0,7.0,463.0,,,1.0,2.0,,58.0,87.0,22.0,,,,,,145.0,145.0,2.0,22.0,34.0,49.4,,,,1.0,19.0,0.0,,,,122.0,3.0,,3.0,,,2.0,6.0,,3.0,98.0,377.0,9.0,12.0,221.0,57.0,17.0,28.0,4.0,22.0,18.0,2.0,121.0,5.0,280.0,,,13.0,8.0,66.0,3.0,479.0,,0.0,13.0,12.0,1.0,20.0,1.0,680.0,32.0,12.0,16.0,5.0,5.0,0.0
1059854,16.0,2019-12-08 16:30:00,39,Wolves,Away,142.0,34.0,,3.0,3.0,1.0,1.0,119.0,5.0,,4.0,4.0,6.0,31.0,258.0,1.0,,19.0,17.0,20.0,7.0,,1.0,,,,,,,,,,,1.0,12.0,,,,,,5.0,7.0,6.0,11.0,2.0,,48.0,64.0,3.0,2.0,1.0,2.0,23.0,5.0,6.0,,1.0,4.0,3.0,3.0,,8.0,,43.0,53.0,2.0,11.0,7.0,1.0,3.0,40.0,7.0,9.0,2.0,1.0,2.0,2.0,,141.0,2.0,,2.0,2.0,,,11.0,,,2.0,,,,,,7.0,,10.0,10.0,,4.0,85.0,64.0,28.0,3.0,,1.0,8.0,6.0,329.0,,,3.0,2.0,,49.0,57.0,20.0,,,,,,141.0,141.0,6.0,24.0,26.0,38.0,,2.0,1.0,,23.0,0.0,,,,82.0,1.0,2.0,3.0,,,,2.0,1.0,3.0,67.0,242.0,11.0,9.0,170.0,60.0,11.0,21.0,2.0,10.0,8.0,,107.0,5.0,196.0,,,14.0,6.0,66.0,3.0,356.0,2.0,0.0,13.0,9.0,2.0,20.0,0.0,521.0,29.0,16.0,16.0,4.0,5.0,0.0
1059871,17.0,2019-12-15 14:00:00,39,Wolves,Home,157.0,36.0,1.0,5.0,4.0,1.0,1.0,227.0,3.0,,5.0,,4.0,40.0,379.0,,,18.0,24.0,17.0,10.0,2.0,1.0,,,,,,,,,,,,15.0,,,,,2.0,6.0,8.0,1.0,10.0,9.0,,86.0,82.0,,,,,12.0,10.0,18.0,,1.0,11.0,18.0,3.0,,13.0,1.0,72.0,65.0,,9.0,3.0,,,61.0,14.0,10.0,1.0,,4.0,4.0,,192.0,1.0,,,1.0,,,4.0,,,1.0,,,,,2.0,3.0,,13.0,13.0,1.0,5.0,97.0,77.0,44.0,2.0,,2.0,11.0,5.0,475.0,,,1.0,4.0,,67.0,98.0,38.0,,,,,,184.0,184.0,8.0,26.0,39.0,57.8,,,,,12.0,0.0,,,,119.0,3.0,,3.0,,,,4.0,,,126.0,363.0,4.0,13.0,190.0,69.0,9.0,25.0,8.0,33.0,25.0,,174.0,2.0,337.0,,,16.0,4.0,78.0,,494.0,3.0,0.0,19.0,18.0,,18.0,4.0,699.0,36.0,19.0,20.0,11.0,9.0,0.0
1059878,18.0,2019-12-21 15:00:00,39,Wolves,Away,187.0,24.0,2.0,7.0,5.0,1.0,,177.0,7.0,,3.0,13.0,14.0,47.0,357.0,,,17.0,20.0,20.0,10.0,,1.0,2.0,,,,,,,,,,,13.0,,,,,,11.0,8.0,5.0,12.0,2.0,,75.0,63.0,2.0,1.0,2.0,1.0,17.0,8.0,18.0,,,11.0,12.0,1.0,1.0,5.0,5.0,67.0,52.0,1.0,12.0,6.0,1.0,1.0,38.0,14.0,7.0,1.0,,2.0,2.0,,160.0,1.0,,1.0,,1.0,,9.0,,,1.0,1.0,,,,,6.0,,10.0,10.0,,4.0,92.0,71.0,46.0,4.0,,,11.0,4.0,416.0,,,1.0,5.0,,59.0,70.0,24.0,,,,,,135.0,135.0,6.0,24.0,25.0,49.8,,,3.0,,17.0,0.0,,,,113.0,4.0,2.0,6.0,,,2.0,2.0,,2.0,79.0,338.0,9.0,11.0,218.0,42.0,12.0,22.0,7.0,22.0,15.0,2.0,102.0,5.0,244.0,1.0,,28.0,16.0,72.0,2.0,440.0,,0.0,14.0,13.0,,17.0,4.0,618.0,24.0,14.0,12.0,11.0,8.0,0.0
1059891,19.0,2019-12-27 19:45:00,39,Wolves,Home,202.0,27.0,1.0,10.0,9.0,,1.0,308.0,6.0,,2.0,,3.0,35.0,500.0,,2.0,26.0,18.0,21.0,14.0,2.0,2.0,,,,,1.0,1.0,,,,,,16.0,,,,,2.0,4.0,5.0,2.0,11.0,10.0,,78.0,48.0,3.0,3.0,1.0,,14.0,7.0,9.0,,1.0,3.0,20.0,8.0,,8.0,1.0,50.0,64.0,,2.0,1.0,,,76.0,7.0,12.0,2.0,,7.0,5.0,1.0,136.0,3.0,,1.0,3.0,,,6.0,,,3.0,,,,,,1.0,,7.0,7.0,,2.0,167.0,54.0,40.0,1.0,1.0,5.0,14.0,8.0,545.0,,,1.0,1.0,,117.0,83.0,32.0,,1.0,1.0,1.0,,121.0,121.0,4.0,16.0,26.0,61.9,,,3.0,,14.0,0.0,,,,183.0,1.0,,1.0,,,,6.0,2.0,3.0,147.0,482.0,7.0,19.0,211.0,50.0,2.0,26.0,1.0,34.0,33.0,,187.0,1.0,387.0,,,3.0,3.0,50.0,,564.0,,0.0,21.0,13.0,5.0,26.0,0.0,759.0,37.0,16.0,18.0,3.0,7.0,0.0
1059895,20.0,2019-12-29 16:30:00,39,Wolves,Away,141.0,26.0,2.0,4.0,2.0,3.0,,121.0,8.0,,1.0,5.0,2.0,33.0,258.0,,,21.0,18.0,26.0,5.0,1.0,1.0,,,,,,1.0,,,,,,8.0,,,,,,,7.0,3.0,4.0,6.0,,56.0,53.0,,,,1.0,15.0,3.0,7.0,,1.0,6.0,10.0,3.0,,11.0,,46.0,76.0,1.0,20.0,7.0,,,34.0,3.0,5.0,,,,,1.0,155.0,,,,,,,13.0,,,,,,,,1.0,7.0,,10.0,10.0,1.0,1.0,72.0,67.0,39.0,5.0,,5.0,1.0,2.0,328.0,,,3.0,6.0,,53.0,50.0,20.0,,,,,,153.0,153.0,2.0,28.0,20.0,37.1,,,,,15.0,0.0,,,,69.0,1.0,1.0,2.0,,1.0,,5.0,,3.0,43.0,241.0,7.0,6.0,181.0,60.0,20.0,30.0,5.0,18.0,13.0,,69.0,9.0,189.0,,,14.0,2.0,70.0,5.0,352.0,,0.0,10.0,23.0,,24.0,0.0,559.0,10.0,12.0,22.0,6.0,12.0,0.0
1059910,21.0,2020-01-01 15:00:00,39,Wolves,Away,218.0,31.0,,4.0,4.0,2.0,,277.0,7.0,,6.0,4.0,3.0,43.0,491.0,,1.0,11.0,24.0,18.0,10.0,1.0,4.0,,,,,,1.0,,,,,,11.0,,,,,,2.0,6.0,3.0,8.0,8.0,,85.0,66.0,2.0,2.0,,2.0,13.0,5.0,10.0,,,7.0,22.0,4.0,,7.0,1.0,50.0,71.0,2.0,7.0,5.0,1.0,,68.0,6.0,12.0,1.0,1.0,3.0,2.0,1.0,180.0,1.0,,,1.0,,,7.0,,,1.0,,,,,1.0,5.0,,9.0,9.0,,6.0,159.0,77.0,51.0,4.0,,5.0,7.0,4.0,555.0,,,2.0,2.0,,89.0,92.0,39.0,,,,,,147.0,147.0,2.0,28.0,27.0,63.6,,,,,13.0,0.0,,,,154.0,1.0,,1.0,,,,7.0,,3.0,111.0,469.0,4.0,12.0,247.0,52.0,7.0,25.0,4.0,32.0,28.0,,149.0,6.0,363.0,,,17.0,4.0,69.0,,578.0,1.0,0.0,16.0,23.0,3.0,12.0,1.0,773.0,24.0,15.0,19.0,7.0,14.0,0.0
1059921,22.0,2020-01-11 15:00:00,39,Wolves,Home,300.0,21.0,,2.0,2.0,2.0,,207.0,1.0,,4.0,,4.0,38.0,505.0,,,21.0,15.0,18.0,4.0,1.0,2.0,1.0,,,,,,,,,,,6.0,,,,,1.0,5.0,1.0,4.0,5.0,4.0,,84.0,68.0,2.0,3.0,1.0,,15.0,2.0,11.0,,1.0,5.0,13.0,1.0,1.0,5.0,,52.0,58.0,,8.0,8.0,,,69.0,13.0,12.0,,,4.0,3.0,,153.0,,,,,,,5.0,,,,,,,,1.0,8.0,,14.0,14.0,,4.0,163.0,85.0,57.0,2.0,,2.0,3.0,4.0,574.0,,,2.0,6.0,,106.0,75.0,22.0,,,,,,148.0,148.0,6.0,32.0,26.0,65.7,,,1.0,,15.0,0.0,,,,193.0,,,,,,1.0,3.0,,1.0,93.0,492.0,5.0,5.0,323.0,41.0,8.0,23.0,3.0,20.0,17.0,1.0,135.0,2.0,290.0,,,8.0,4.0,65.0,,593.0,1.0,0.0,9.0,16.0,,22.0,0.0,779.0,19.0,20.0,13.0,5.0,9.0,0.0
1059929,23.0,2020-01-18 15:00:00,39,Wolves,Away,140.0,21.0,,4.0,4.0,2.0,1.0,101.0,6.0,,2.0,7.0,8.0,36.0,237.0,1.0,,18.0,21.0,31.0,2.0,1.0,,,,,,,,,,,,,6.0,1.0,,,,1.0,5.0,9.0,2.0,6.0,2.0,,52.0,75.0,3.0,1.0,3.0,1.0,15.0,1.0,9.0,,3.0,3.0,9.0,3.0,,6.0,,54.0,75.0,1.0,18.0,12.0,,,41.0,12.0,13.0,3.0,,3.0,1.0,,182.0,2.0,,2.0,2.0,,,6.0,,,2.0,1.0,,,,2.0,12.0,,11.0,11.0,1.0,2.0,70.0,84.0,38.0,1.0,,2.0,3.0,4.0,345.0,,,1.0,3.0,,34.0,74.0,20.0,,,,,1.0,186.0,186.0,3.0,36.0,26.0,47.5,,,3.0,,15.0,0.0,,,,67.0,2.0,1.0,3.0,,,,3.0,,1.0,32.0,217.0,4.0,5.0,189.0,55.0,18.0,26.0,1.0,14.0,13.0,,70.0,3.0,196.0,2.0,,27.0,9.0,78.0,2.0,371.0,2.0,0.0,8.0,13.0,,23.0,1.0,563.0,17.0,18.0,18.0,3.0,10.0,0.0
1059938,24.0,2020-01-23 20:00:00,39,Wolves,Home,271.0,22.0,,7.0,7.0,2.0,2.0,148.0,7.0,,4.0,10.0,5.0,47.0,412.0,,1.0,12.0,11.0,19.0,7.0,1.0,1.0,2.0,,,,,,,,,,1.0,8.0,,,,,1.0,2.0,10.0,3.0,8.0,2.0,,78.0,76.0,4.0,3.0,1.0,,14.0,2.0,13.0,,,2.0,14.0,6.0,,6.0,2.0,39.0,60.0,,7.0,6.0,,3.0,53.0,6.0,11.0,1.0,,4.0,3.0,,187.0,1.0,,1.0,1.0,,,8.0,,,1.0,,,,,2.0,6.0,,11.0,11.0,,4.0,122.0,83.0,48.0,4.0,,4.0,5.0,3.0,485.0,,,6.0,1.0,,65.0,64.0,29.0,,,,,,146.0,146.0,3.0,40.0,25.0,46.4,,,,,14.0,0.0,,,,118.0,4.0,,4.0,,,2.0,5.0,,2.0,67.0,394.0,5.0,9.0,301.0,52.0,7.0,24.0,,23.0,23.0,2.0,99.0,6.0,227.0,,,19.0,5.0,80.0,2.0,505.0,,0.0,10.0,11.0,1.0,14.0,0.0,678.0,21.0,21.0,19.0,2.0,6.0,0.0
1059947,25.0,2020-02-01 17:30:00,39,Wolves,Away,165.0,23.0,2.0,9.0,7.0,2.0,2.0,125.0,3.0,,3.0,5.0,1.0,28.0,281.0,,1.0,9.0,9.0,8.0,6.0,4.0,3.0,1.0,,1.0,,,1.0,,,,,,9.0,,,,,2.0,10.0,6.0,10.0,13.0,2.0,,61.0,77.0,2.0,2.0,,4.0,13.0,6.0,13.0,,,6.0,12.0,,,8.0,1.0,55.0,66.0,4.0,21.0,12.0,,,36.0,15.0,14.0,,,2.0,2.0,1.0,142.0,,,,,,,7.0,,,,,,,,1.0,12.0,,19.0,19.0,1.0,3.0,76.0,58.0,35.0,4.0,,2.0,8.0,4.0,331.0,,,3.0,,,44.0,49.0,19.0,,,,,,117.0,117.0,3.0,47.0,19.0,36.3,,,,,13.0,0.0,,,,75.0,1.0,4.0,5.0,,,1.0,5.0,1.0,3.0,56.0,266.0,6.0,10.0,195.0,45.0,21.0,27.0,5.0,19.0,14.0,1.0,74.0,3.0,178.0,,,16.0,1.0,58.0,1.0,354.0,,0.0,15.0,28.0,2.0,12.0,2.0,575.0,29.0,11.0,16.0,6.0,19.0,0.0
1059961,26.0,2020-02-14 20:00:00,39,Wolves,Home,121.0,27.0,4.0,9.0,6.0,,1.0,131.0,1.0,1.0,3.0,3.0,7.0,34.0,243.0,,,30.0,19.0,22.0,7.0,4.0,4.0,,,,,,2.0,,,,,,8.0,,,,,1.0,5.0,6.0,3.0,11.0,4.0,,52.0,56.0,2.0,2.0,,2.0,18.0,4.0,11.0,,1.0,7.0,14.0,4.0,,12.0,1.0,62.0,67.0,2.0,15.0,6.0,,1.0,44.0,13.0,9.0,,,5.0,3.0,2.0,130.0,,,,,,,5.0,,,,1.0,,,,1.0,6.0,,11.0,11.0,,3.0,70.0,61.0,40.0,,,7.0,4.0,3.0,311.0,,,4.0,1.0,,43.0,55.0,33.0,,,,,,145.0,145.0,4.0,21.0,20.0,40.8,,,,,18.0,0.0,,,,76.0,1.0,2.0,3.0,,,,8.0,,3.0,62.0,235.0,7.0,11.0,149.0,39.0,15.0,27.0,6.0,26.0,21.0,,95.0,1.0,205.0,1.0,1.0,13.0,8.0,62.0,2.0,328.0,1.0,0.0,15.0,18.0,,36.0,2.0,557.0,28.0,13.0,18.0,7.0,10.0,0.0
1059971,27.0,2020-02-23 14:00:00,39,Wolves,Home,167.0,21.0,1.0,5.0,4.0,2.0,,130.0,3.0,,4.0,5.0,1.0,31.0,292.0,,,23.0,7.0,12.0,10.0,1.0,5.0,2.0,,,,2.0,2.0,,,,,,12.0,,,,1.0,,10.0,3.0,3.0,13.0,6.0,,69.0,69.0,3.0,2.0,3.0,2.0,18.0,4.0,10.0,,1.0,4.0,9.0,2.0,,7.0,1.0,44.0,59.0,2.0,12.0,5.0,,,42.0,11.0,6.0,3.0,,3.0,1.0,2.0,155.0,2.0,,1.0,1.0,1.0,1.0,6.0,,,2.0,,,,,,5.0,2.0,17.0,17.0,,4.0,83.0,63.0,39.0,1.0,,6.0,7.0,6.0,366.0,,,1.0,2.0,,44.0,59.0,20.0,,,,,,135.0,135.0,4.0,29.0,27.0,39.8,1.0,,,,18.0,0.0,,,,71.0,3.0,1.0,4.0,,,2.0,9.0,,3.0,55.0,284.0,11.0,13.0,201.0,40.0,12.0,18.0,3.0,15.0,12.0,2.0,80.0,9.0,192.0,,,18.0,1.0,62.0,1.0,378.0,1.0,0.0,19.0,32.0,1.0,25.0,2.0,592.0,21.0,18.0,9.0,4.0,14.0,0.0
1059979,28.0,2020-03-01 14:00:00,39,Wolves,Away,109.0,20.0,3.0,8.0,5.0,1.0,1.0,137.0,4.0,,2.0,5.0,7.0,35.0,238.0,,,16.0,21.0,18.0,5.0,4.0,3.0,,,,,,,,,,,,10.0,,,,,1.0,6.0,10.0,3.0,11.0,3.0,,42.0,67.0,2.0,1.0,3.0,3.0,12.0,3.0,11.0,,,5.0,8.0,1.0,,10.0,1.0,68.0,68.0,3.0,28.0,13.0,,1.0,39.0,14.0,11.0,2.0,,1.0,3.0,,138.0,1.0,,1.0,1.0,,,5.0,,,3.0,1.0,,,,,13.0,,17.0,17.0,3.0,2.0,79.0,70.0,43.0,4.0,1.0,6.0,4.0,4.0,301.0,,,5.0,2.0,,52.0,52.0,22.0,,,,,,130.0,130.0,2.0,34.0,22.0,34.5,,,3.0,1.0,12.0,0.0,,,,63.0,3.0,,3.0,,,,7.0,1.0,3.0,50.0,222.0,4.0,10.0,128.0,43.0,28.0,26.0,4.0,16.0,12.0,,81.0,7.0,210.0,1.0,,26.0,8.0,72.0,,322.0,,0.0,14.0,25.0,,19.0,2.0,535.0,25.0,11.0,14.0,5.0,10.0,0.0
1059991,29.0,2020-03-07 15:00:00,39,Wolves,Home,192.0,23.0,,4.0,4.0,1.0,1.0,155.0,5.0,,2.0,7.0,8.0,43.0,343.0,,,23.0,20.0,20.0,7.0,,,2.0,,,,,,,,,,,11.0,,,,,,3.0,2.0,5.0,5.0,6.0,,74.0,75.0,,1.0,,3.0,23.0,3.0,10.0,,,2.0,8.0,7.0,,11.0,,57.0,65.0,3.0,14.0,8.0,,,49.0,4.0,7.0,,,2.0,1.0,,164.0,,,,,,,9.0,,,,,,,,,8.0,,8.0,8.0,,2.0,106.0,78.0,48.0,,,4.0,3.0,1.0,440.0,,,2.0,4.0,,56.0,52.0,19.0,,,,,,170.0,170.0,3.0,37.0,29.0,43.1,,,,,23.0,0.0,,,,114.0,,1.0,1.0,,1.0,2.0,7.0,,2.0,59.0,332.0,12.0,7.0,236.0,58.0,14.0,28.0,1.0,17.0,16.0,2.0,100.0,4.0,239.0,,,21.0,9.0,84.0,,458.0,,0.0,11.0,22.0,1.0,25.0,1.0,668.0,19.0,13.0,16.0,2.0,17.0,0.0
1060001,30.0,2020-06-20 17:30:00,39,Wolves,Away,231.0,31.0,1.0,6.0,5.0,2.0,1.0,189.0,2.0,,5.0,4.0,2.0,43.0,414.0,1.0,,22.0,19.0,24.0,7.0,,1.0,,,,,,,,,,,,9.0,,,,,,7.0,3.0,4.0,6.0,4.0,,97.0,45.0,1.0,,1.0,2.0,18.0,3.0,9.0,,,7.0,9.0,3.0,,5.0,1.0,50.0,60.0,2.0,18.0,10.0,,,55.0,7.0,6.0,1.0,,2.0,2.0,,152.0,2.0,,2.0,2.0,,,4.0,,,2.0,2.0,,,,,10.0,,10.0,10.0,,5.0,123.0,68.0,44.0,5.0,,1.0,8.0,6.0,493.0,,,3.0,1.0,,74.0,68.0,28.0,,,,,,138.0,138.0,1.0,20.0,16.0,57.8,,,,,18.0,0.0,,,,134.0,1.0,1.0,2.0,,,,1.0,3.0,4.0,83.0,404.0,11.0,9.0,263.0,43.0,18.0,23.0,5.0,19.0,14.0,,119.0,7.0,262.0,2.0,,17.0,2.0,70.0,1.0,506.0,1.0,0.0,10.0,18.0,,26.0,1.0,695.0,25.0,12.0,13.0,7.0,11.0,0.0
1060011,31.0,2020-06-24 18:00:00,39,Wolves,Home,198.0,22.0,2.0,4.0,2.0,2.0,1.0,159.0,1.0,,4.0,7.0,5.0,34.0,353.0,,,16.0,21.0,18.0,3.0,2.0,1.0,2.0,,1.0,,,1.0,,,1.0,,,7.0,,,,,1.0,5.0,1.0,3.0,5.0,5.0,,74.0,60.0,1.0,1.0,,2.0,23.0,1.0,12.0,,,6.0,11.0,2.0,,11.0,,60.0,50.0,2.0,24.0,12.0,,,50.0,11.0,10.0,1.0,,4.0,3.0,1.0,139.0,1.0,,1.0,1.0,,,1.0,,,1.0,2.0,,,,1.0,12.0,,10.0,10.0,,4.0,105.0,65.0,42.0,4.0,,3.0,3.0,2.0,412.0,,,2.0,2.0,,42.0,77.0,28.0,,,,,,124.0,124.0,4.0,23.0,25.0,55.1,,,,1.0,23.0,0.0,,,,107.0,,,,,1.0,2.0,7.0,,4.0,61.0,342.0,12.0,6.0,222.0,45.0,24.0,14.0,6.0,22.0,16.0,2.0,93.0,3.0,225.0,2.0,,19.0,5.0,64.0,2.0,425.0,,0.0,10.0,14.0,,21.0,3.0,613.0,14.0,8.0,8.0,6.0,8.0,0.0
