matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
987801,21,2019-01-02 19:45:00,39,Wolves,Home,236.0,37.0,1.0,2.0,1.0,,,197.0,6.0,,4.0,6.0,3.0,41.0,431.0,1.0,,15.0,15.0,26.0,6.0,1.0,,,,,,,,,,6.0,,,,1.0,4.0,9.0,8.0,4.0,5.0,83.0,66.0,2.0,2.0,,3.0,26.0,3.0,14.0,,,3.0,8.0,3.0,,14.0,,56.0,64.0,3.0,40.0,16.0,,2.0,53.0,9.0,7.0,,,,,,137.0,,,,,,,9.0,,1.0,,16.0,,9.0,9.0,,4.0,153.0,67.0,39.0,10.0,,4.0,3.0,1.0,508.0,7.0,1.0,,100.0,60.0,21.0,1.0,1.0,1.0,,142.0,142.0,4.0,24.0,33.0,51.9,,,,1.0,26.0,0.0,154.0,,2.0,2.0,,,5.0,,3.0,93.0,416.0,9.0,7.0,269.0,67.0,40.0,10.0,2.0,13.0,11.0,,130.0,3.0,271.0,1.0,,15.0,3.0,74.0,1.0,527.0,1.0,0.0,9.0,26.0,1.0,18.0,4.0,730.0,11.0,11.0,5.0,3.0,11.0,0.0
987809,22,2019-01-14 20:00:00,39,Wolves,Away,144.0,20.0,,,,,,46.0,9.0,,1.0,5.0,9.0,26.0,190.0,,,8.0,21.0,16.0,1.0,1.0,,1.0,,,,,1.0,,,2.0,,,,,2.0,14.0,11.0,2.0,1.0,43.0,51.0,,,,5.0,12.0,2.0,12.0,,1.0,1.0,,,,6.0,2.0,46.0,49.0,5.0,31.0,13.0,,,28.0,3.0,6.0,,,,,,116.0,,,,,,,17.0,,,,13.0,,10.0,10.0,1.0,1.0,67.0,56.0,21.0,12.0,,1.0,1.0,,251.0,8.0,2.0,1.0,19.0,34.0,12.0,1.0,1.0,1.0,,117.0,117.0,1.0,32.0,9.0,23.9,,,,,12.0,0.0,57.0,4.0,3.0,7.0,1.0,1.0,1.0,,3.0,15.0,171.0,8.0,2.0,180.0,45.0,31.0,13.0,1.0,1.0,,1.0,40.0,6.0,104.0,,,24.0,9.0,76.0,1.0,283.0,1.0,1.0,3.0,18.0,2.0,11.0,0.0,438.0,6.0,7.0,9.0,1.0,8.0,0.0
987821,23,2019-01-19 12:30:00,39,Wolves,Home,139.0,29.0,1.0,4.0,3.0,,,134.0,5.0,,1.0,4.0,4.0,30.0,269.0,,1.0,19.0,34.0,31.0,6.0,,,1.0,,,,,1.0,,3.0,8.0,,,,,4.0,12.0,5.0,9.0,3.0,53.0,64.0,5.0,2.0,3.0,1.0,23.0,2.0,17.0,,,5.0,10.0,4.0,1.0,10.0,4.0,76.0,65.0,1.0,30.0,19.0,1.0,2.0,52.0,11.0,10.0,3.0,,,,,152.0,4.0,1.0,4.0,3.0,1.0,1.0,9.0,3.0,,,19.0,,13.0,13.0,1.0,1.0,95.0,77.0,39.0,9.0,,2.0,8.0,7.0,357.0,5.0,1.0,1.0,46.0,59.0,31.0,,,,,170.0,170.0,1.0,33.0,27.0,45.6,,,,1.0,23.0,0.0,81.0,3.0,1.0,4.0,1.0,1.0,3.0,,2.0,55.0,254.0,10.0,11.0,181.0,54.0,30.0,9.0,4.0,18.0,14.0,2.0,94.0,2.0,218.0,,,23.0,4.0,73.0,1.0,381.0,,0.0,12.0,20.0,2.0,25.0,3.0,589.0,22.0,22.0,5.0,5.0,10.0,0.0
987827,24,2019-01-29 19:45:00,39,Wolves,Home,184.0,40.0,2.0,8.0,6.0,3.0,1.0,205.0,3.0,,3.0,3.0,8.0,44.0,381.0,,1.0,22.0,16.0,24.0,9.0,2.0,,1.0,,,,1.0,,,1.0,13.0,,,,3.0,6.0,,4.0,13.0,7.0,74.0,70.0,3.0,2.0,1.0,1.0,19.0,7.0,9.0,,1.0,5.0,5.0,2.0,1.0,10.0,,48.0,68.0,1.0,13.0,6.0,,,53.0,8.0,10.0,2.0,1.0,3.0,1.0,1.0,163.0,3.0,2.0,3.0,1.0,2.0,1.0,6.0,1.0,,,6.0,,17.0,17.0,1.0,3.0,125.0,78.0,52.0,1.0,,4.0,10.0,9.0,462.0,,5.0,,46.0,83.0,29.0,,,,,139.0,139.0,4.0,31.0,31.0,54.7,,,,,19.0,0.0,115.0,,,,,1.0,4.0,,3.0,84.0,370.0,10.0,14.0,216.0,58.0,13.0,15.0,5.0,13.0,8.0,2.0,122.0,6.0,274.0,1.0,,10.0,12.0,70.0,2.0,477.0,1.0,0.0,20.0,24.0,3.0,27.0,4.0,671.0,27.0,10.0,10.0,5.0,15.0,0.0
987837,25,2019-02-02 15:00:00,39,Wolves,Away,111.0,29.0,,,,1.0,,94.0,4.0,,3.0,6.0,4.0,25.0,205.0,,1.0,13.0,31.0,19.0,4.0,,,,,,,,,2.0,1.0,6.0,1.0,,,1.0,10.0,9.0,4.0,5.0,3.0,43.0,72.0,3.0,2.0,2.0,2.0,18.0,2.0,11.0,,,1.0,1.0,1.0,,13.0,1.0,72.0,53.0,2.0,20.0,11.0,,,41.0,14.0,12.0,1.0,,3.0,,,145.0,1.0,1.0,1.0,,1.0,,11.0,1.0,,1.0,11.0,,19.0,19.0,,3.0,51.0,75.0,36.0,3.0,2.0,1.0,4.0,4.0,280.0,7.0,1.0,,40.0,55.0,8.0,,,,1.0,145.0,145.0,4.0,32.0,30.0,36.0,,,,,18.0,0.0,67.0,3.0,,3.0,1.0,,2.0,1.0,3.0,47.0,191.0,9.0,6.0,138.0,53.0,20.0,10.0,1.0,3.0,2.0,,82.0,6.0,171.0,,,23.0,4.0,67.0,1.0,306.0,,0.0,8.0,17.0,1.0,17.0,1.0,489.0,12.0,17.0,5.0,1.0,9.0,0.0
987851,26,2019-02-11 20:00:00,39,Wolves,Home,283.0,23.0,3.0,9.0,6.0,,,228.0,4.0,,3.0,6.0,8.0,40.0,502.0,,,14.0,26.0,22.0,12.0,3.0,,,,,,,,,,16.0,,,,,3.0,6.0,3.0,16.0,6.0,98.0,81.0,2.0,2.0,1.0,2.0,19.0,8.0,7.0,,,13.0,16.0,2.0,1.0,9.0,,61.0,57.0,2.0,13.0,9.0,1.0,1.0,50.0,7.0,9.0,,,,,,205.0,1.0,,1.0,1.0,,,4.0,1.0,,,9.0,,13.0,13.0,,3.0,166.0,81.0,52.0,1.0,,5.0,11.0,6.0,606.0,4.0,,,92.0,82.0,38.0,,,,,179.0,179.0,6.0,27.0,42.0,59.5,,,1.0,,19.0,0.0,154.0,2.0,,2.0,,,8.0,,3.0,87.0,485.0,6.0,16.0,327.0,50.0,13.0,23.0,12.0,30.0,18.0,,129.0,3.0,326.0,,,20.0,9.0,71.0,1.0,623.0,2.0,0.0,22.0,15.0,,18.0,1.0,822.0,36.0,11.0,11.0,13.0,8.0,0.0
987852,27,2019-02-23 15:00:00,39,Wolves,Away,169.0,18.0,2.0,4.0,2.0,1.0,,187.0,3.0,,2.0,4.0,8.0,30.0,352.0,,,28.0,27.0,21.0,6.0,2.0,4.0,,,,,,,,,5.0,1.0,,,,10.0,9.0,1.0,6.0,4.0,81.0,69.0,,,1.0,2.0,19.0,3.0,11.0,,4.0,8.0,7.0,4.0,,16.0,2.0,73.0,61.0,2.0,17.0,8.0,,,59.0,15.0,10.0,1.0,,3.0,2.0,,177.0,,,,,,,6.0,,1.0,,8.0,,7.0,7.0,1.0,2.0,109.0,89.0,42.0,9.0,,5.0,3.0,2.0,447.0,2.0,2.0,,68.0,70.0,33.0,1.0,2.0,2.0,1.0,167.0,167.0,7.0,23.0,32.0,55.4,,,1.0,,19.0,0.0,101.0,2.0,,2.0,,,5.0,,3.0,94.0,343.0,12.0,8.0,193.0,52.0,17.0,15.0,8.0,21.0,13.0,,147.0,2.0,296.0,1.0,,23.0,8.0,81.0,3.0,468.0,2.0,0.0,10.0,21.0,,31.0,5.0,669.0,18.0,5.0,10.0,8.0,11.0,0.0
987865,28,2019-02-26 19:45:00,39,Wolves,Away,145.0,20.0,2.0,3.0,1.0,2.0,1.0,213.0,8.0,,2.0,6.0,9.0,37.0,355.0,1.0,,31.0,34.0,21.0,4.0,2.0,,,,,,,,,,4.0,,,,1.0,5.0,8.0,7.0,4.0,3.0,73.0,57.0,1.0,1.0,,5.0,18.0,2.0,5.0,,,5.0,3.0,1.0,,6.0,2.0,69.0,62.0,5.0,16.0,8.0,,,55.0,10.0,9.0,,,1.0,1.0,,175.0,,,,,,,14.0,,1.0,,8.0,,13.0,13.0,1.0,2.0,106.0,70.0,37.0,3.0,,4.0,2.0,,435.0,3.0,4.0,,94.0,66.0,16.0,,,,,160.0,160.0,1.0,23.0,29.0,50.1,,,,2.0,18.0,0.0,107.0,2.0,,2.0,,,5.0,,3.0,101.0,337.0,5.0,6.0,178.0,41.0,16.0,27.0,5.0,10.0,5.0,,142.0,5.0,293.0,1.0,,18.0,9.0,69.0,4.0,461.0,1.0,0.0,7.0,20.0,1.0,33.0,2.0,666.0,14.0,16.0,12.0,5.0,10.0,0.0
987881,29,2019-03-02 15:00:00,39,Wolves,Home,205.0,25.0,3.0,4.0,1.0,3.0,,177.0,3.0,,2.0,4.0,3.0,35.0,378.0,,,18.0,20.0,41.0,8.0,2.0,,4.0,,,,,,,1.0,9.0,,,1.0,,6.0,6.0,6.0,11.0,2.0,87.0,72.0,6.0,5.0,2.0,4.0,29.0,2.0,7.0,1.0,,7.0,5.0,1.0,,9.0,,53.0,83.0,4.0,38.0,25.0,,,35.0,11.0,6.0,2.0,,,,,165.0,2.0,,2.0,2.0,,,7.0,2.0,1.0,2.0,25.0,1.0,8.0,8.0,,2.0,119.0,83.0,51.0,8.0,,5.0,7.0,6.0,457.0,4.0,4.0,,76.0,53.0,17.0,,,,,145.0,145.0,2.0,35.0,30.0,56.3,1.0,,,,29.0,0.0,102.0,4.0,,3.0,1.0,4.0,5.0,,3.0,64.0,368.0,20.0,12.0,240.0,46.0,38.0,24.0,6.0,12.0,6.0,4.0,85.0,6.0,245.0,1.0,,16.0,5.0,65.0,1.0,473.0,1.0,0.0,13.0,20.0,1.0,25.0,1.0,702.0,26.0,13.0,16.0,7.0,11.0,0.0
987884,30,2019-03-10 14:05:00,39,Wolves,Away,124.0,12.0,,,,,,72.0,6.0,,,4.0,,21.0,196.0,,1.0,5.0,8.0,12.0,,1.0,,1.0,,,,,,,,1.0,,,,1.0,11.0,10.0,12.0,1.0,1.0,29.0,62.0,1.0,,1.0,4.0,24.0,,21.0,,,,1.0,,,8.0,3.0,56.0,58.0,4.0,47.0,29.0,,1.0,29.0,14.0,8.0,1.0,,1.0,,,113.0,1.0,,1.0,1.0,,1.0,9.0,1.0,1.0,1.0,29.0,,24.0,24.0,3.0,,70.0,44.0,18.0,13.0,,1.0,1.0,1.0,257.0,14.0,,,22.0,38.0,7.0,,,,,108.0,108.0,2.0,40.0,17.0,24.4,,2.0,,,24.0,0.0,65.0,2.0,3.0,5.0,,1.0,1.0,,2.0,35.0,181.0,11.0,2.0,159.0,31.0,47.0,10.0,,1.0,1.0,2.0,61.0,2.0,119.0,1.0,,20.0,1.0,58.0,2.0,277.0,,0.0,2.0,34.0,1.0,6.0,4.0,473.0,2.0,9.0,4.0,,15.0,0.0
987901,31,2019-04-24 19:45:00,39,Wolves,Home,116.0,21.0,2.0,4.0,2.0,3.0,,100.0,7.0,,3.0,2.0,4.0,22.0,212.0,,,11.0,17.0,14.0,5.0,2.0,,,1.0,,,2.0,,,,5.0,,,,,3.0,5.0,6.0,8.0,3.0,55.0,46.0,1.0,,1.0,3.0,12.0,3.0,10.0,,,5.0,4.0,1.0,,5.0,,45.0,43.0,3.0,18.0,7.0,,1.0,30.0,12.0,8.0,1.0,,4.0,1.0,2.0,121.0,1.0,,1.0,,1.0,,11.0,1.0,,,7.0,,22.0,22.0,5.0,3.0,59.0,54.0,21.0,5.0,2.0,5.0,3.0,3.0,259.0,6.0,,,48.0,44.0,14.0,,,,,100.0,100.0,1.0,23.0,14.0,29.6,,,,,12.0,0.0,50.0,,,,,,5.0,,3.0,48.0,195.0,7.0,8.0,135.0,40.0,18.0,8.0,3.0,9.0,6.0,,69.0,8.0,159.0,,,18.0,5.0,52.0,1.0,285.0,,0.0,11.0,15.0,,14.0,2.0,445.0,12.0,11.0,6.0,5.0,7.0,0.0
987904,32,2019-03-30 15:00:00,39,Wolves,Away,202.0,13.0,,6.0,6.0,2.0,,217.0,3.0,,3.0,4.0,1.0,24.0,413.0,1.0,,30.0,36.0,27.0,5.0,,,,,,,,1.0,,,6.0,,,,,4.0,6.0,1.0,6.0,2.0,91.0,51.0,,,,2.0,24.0,4.0,6.0,,,5.0,13.0,6.0,,8.0,,67.0,69.0,2.0,10.0,5.0,,,57.0,10.0,11.0,,1.0,,,,181.0,,,,,,,5.0,,,,5.0,,5.0,5.0,,3.0,139.0,89.0,50.0,1.0,,2.0,3.0,1.0,511.0,2.0,3.0,1.0,64.0,92.0,29.0,,,,,170.0,170.0,1.0,25.0,20.0,62.8,,,,,24.0,0.0,123.0,,,,1.0,,3.0,,3.0,79.0,396.0,14.0,5.0,242.0,48.0,10.0,23.0,3.0,22.0,19.0,,129.0,6.0,314.0,,,18.0,1.0,63.0,2.0,534.0,1.0,0.0,8.0,16.0,1.0,36.0,1.0,719.0,19.0,6.0,16.0,5.0,10.0,0.0
987921,33,2019-04-02 19:45:00,39,Wolves,Home,229.0,23.0,,2.0,2.0,2.0,1.0,190.0,3.0,,2.0,5.0,3.0,37.0,417.0,1.0,1.0,10.0,23.0,21.0,6.0,1.0,,1.0,,,,,,,1.0,6.0,,1.0,,3.0,2.0,7.0,11.0,7.0,2.0,90.0,58.0,3.0,2.0,1.0,1.0,22.0,2.0,8.0,,,3.0,6.0,4.0,,8.0,2.0,49.0,58.0,1.0,25.0,13.0,,,42.0,5.0,11.0,1.0,,1.0,2.0,,179.0,1.0,,1.0,1.0,,,9.0,1.0,,,13.0,1.0,14.0,14.0,1.0,2.0,119.0,89.0,49.0,5.0,,5.0,3.0,2.0,481.0,7.0,1.0,,70.0,88.0,18.0,,,,,133.0,133.0,2.0,28.0,22.0,49.8,1.0,,3.0,,22.0,0.0,122.0,3.0,,3.0,,1.0,5.0,1.0,3.0,68.0,401.0,11.0,8.0,251.0,48.0,25.0,15.0,,12.0,12.0,1.0,101.0,4.0,271.0,,,21.0,3.0,79.0,4.0,510.0,1.0,0.0,9.0,17.0,1.0,11.0,1.0,683.0,16.0,10.0,9.0,3.0,8.0,0.0
987929,34,2019-04-13 15:00:00,39,Wolves,Away,289.0,12.0,2.0,4.0,2.0,2.0,1.0,220.0,2.0,,3.0,3.0,4.0,28.0,505.0,,,30.0,21.0,27.0,5.0,2.0,,,,,,,,,,6.0,,,,3.0,4.0,9.0,3.0,8.0,9.0,85.0,60.0,,,,,21.0,7.0,11.0,,,9.0,8.0,5.0,1.0,11.0,2.0,63.0,69.0,,16.0,9.0,,1.0,41.0,8.0,13.0,,,2.0,1.0,,218.0,1.0,1.0,1.0,,1.0,,5.0,,,,9.0,,15.0,15.0,,3.0,161.0,90.0,56.0,4.0,,4.0,4.0,2.0,602.0,2.0,1.0,,85.0,91.0,29.0,,,,,179.0,179.0,4.0,34.0,18.0,69.3,,,,,21.0,0.0,161.0,2.0,1.0,3.0,,,8.0,,3.0,74.0,487.0,5.0,8.0,322.0,35.0,16.0,25.0,7.0,21.0,14.0,,116.0,3.0,324.0,,,14.0,5.0,58.0,2.0,625.0,,0.0,17.0,17.0,,30.0,3.0,844.0,25.0,16.0,13.0,9.0,14.0,0.0
987941,35,2019-04-20 15:00:00,39,Wolves,Home,216.0,28.0,2.0,12.0,10.0,1.0,2.0,342.0,2.0,,3.0,2.0,2.0,34.0,546.0,,,21.0,26.0,22.0,15.0,3.0,,,,,,,,,,14.0,,1.0,1.0,3.0,,2.0,3.0,18.0,5.0,76.0,62.0,2.0,3.0,,,18.0,4.0,5.0,,,14.0,18.0,8.0,,15.0,,55.0,49.0,,9.0,6.0,,,71.0,,8.0,,,3.0,3.0,,148.0,,,,,,,2.0,,1.0,,6.0,2.0,6.0,6.0,1.0,3.0,210.0,53.0,39.0,1.0,,11.0,7.0,5.0,601.0,1.0,3.0,,81.0,92.0,52.0,,,,,137.0,137.0,6.0,25.0,28.0,68.2,2.0,,,,18.0,0.0,181.0,,,,1.0,,14.0,1.0,3.0,164.0,532.0,9.0,18.0,233.0,44.0,9.0,18.0,9.0,38.0,29.0,,200.0,2.0,420.0,1.0,,6.0,2.0,50.0,,615.0,1.0,0.0,23.0,12.0,1.0,22.0,0.0,818.0,41.0,14.0,9.0,14.0,8.0,0.0
987951,36,2019-04-27 15:00:00,39,Wolves,Away,138.0,24.0,1.0,5.0,4.0,1.0,1.0,157.0,2.0,,2.0,4.0,4.0,34.0,290.0,,,17.0,17.0,19.0,4.0,1.0,,1.0,,,,,,,,5.0,,,,1.0,7.0,5.0,5.0,8.0,3.0,65.0,67.0,3.0,2.0,2.0,3.0,19.0,4.0,12.0,,1.0,5.0,5.0,5.0,,11.0,,55.0,63.0,3.0,34.0,19.0,1.0,,36.0,11.0,10.0,2.0,,3.0,3.0,,147.0,2.0,,2.0,2.0,,,7.0,2.0,1.0,1.0,19.0,,11.0,11.0,1.0,2.0,82.0,74.0,39.0,4.0,,1.0,6.0,4.0,366.0,4.0,2.0,,62.0,76.0,33.0,,,,,152.0,152.0,3.0,30.0,29.0,43.5,,,,,19.0,0.0,92.0,,,,1.0,1.0,3.0,,2.0,67.0,278.0,10.0,7.0,162.0,43.0,34.0,18.0,3.0,16.0,13.0,1.0,108.0,5.0,240.0,1.0,,16.0,5.0,64.0,5.0,386.0,,0.0,11.0,22.0,1.0,24.0,2.0,597.0,23.0,14.0,12.0,5.0,14.0,0.0
987961,37,2019-05-04 15:00:00,39,Wolves,Home,138.0,19.0,1.0,6.0,5.0,2.0,3.0,153.0,5.0,,2.0,4.0,6.0,20.0,285.0,,,13.0,24.0,17.0,8.0,3.0,,1.0,,,,,,,,10.0,,1.0,,4.0,4.0,3.0,3.0,12.0,7.0,60.0,53.0,3.0,2.0,1.0,,8.0,4.0,16.0,,,7.0,4.0,3.0,,8.0,,62.0,54.0,,13.0,8.0,,1.0,44.0,10.0,13.0,,,4.0,4.0,,138.0,1.0,,1.0,1.0,,,7.0,1.0,,,8.0,2.0,8.0,8.0,,2.0,95.0,62.0,31.0,1.0,1.0,7.0,5.0,6.0,354.0,1.0,4.0,,38.0,76.0,35.0,,,,,140.0,140.0,5.0,19.0,26.0,39.2,1.0,,,,8.0,0.0,83.0,1.0,1.0,2.0,,1.0,9.0,,3.0,75.0,269.0,6.0,12.0,157.0,41.0,13.0,10.0,5.0,16.0,11.0,1.0,116.0,4.0,235.0,,,13.0,6.0,46.0,1.0,376.0,,0.0,19.0,19.0,1.0,21.0,1.0,546.0,24.0,13.0,5.0,7.0,13.0,0.0
987967,38,2019-05-12 15:00:00,39,Wolves,Away,191.0,24.0,,,,3.0,,133.0,6.0,,3.0,9.0,1.0,47.0,324.0,,1.0,17.0,12.0,17.0,7.0,,,,,,,,,,1.0,6.0,,1.0,,,8.0,9.0,4.0,7.0,,56.0,74.0,2.0,2.0,,1.0,16.0,1.0,6.0,,,1.0,5.0,1.0,,10.0,2.0,45.0,38.0,1.0,20.0,10.0,,2.0,47.0,11.0,3.0,,,,,,172.0,,,,,,,9.0,,1.0,,10.0,1.0,9.0,9.0,2.0,3.0,98.0,87.0,51.0,4.0,,4.0,3.0,2.0,407.0,3.0,1.0,,59.0,55.0,21.0,,,,,145.0,145.0,2.0,36.0,28.0,41.0,1.0,,,,16.0,0.0,101.0,1.0,2.0,3.0,1.0,,4.0,,3.0,60.0,309.0,8.0,7.0,217.0,53.0,20.0,10.0,1.0,7.0,6.0,,95.0,10.0,217.0,1.0,,23.0,1.0,81.0,1.0,427.0,1.0,0.0,7.0,14.0,1.0,19.0,2.0,581.0,22.0,15.0,4.0,1.0,8.0,0.0
