matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
321666,1.0,2010-08-14 15:00:00,39,Wolves,Home,98.0,7.0,1.0,9.0,8.0,3.0,,180.0,1.0,,6.0,3.0,17.0,19.0,269.0,,1.0,21.0,30.0,22.0,10.0,,,1.0,,,,1.0,,,13.0,,,,,6.0,4.0,,49.0,57.0,,1.0,1.0,3.0,4.0,3.0,,5.0,18.0,10.0,,12.0,,66.0,59.0,3.0,28.0,19.0,,,85.0,19.0,16.0,1.0,1.0,4.0,1.0,1.0,155.0,1.0,1.0,1.0,,1.0,,4.0,,,1.0,5.0,,,,1.0,36.0,1.0,8.0,6.0,,6.0,82.0,80.0,33.0,5.0,1.0,7.0,4.0,4.0,,,3.0,1.0,,67.0,62.0,22.0,,,,,182.0,164.0,3.0,24.0,19.0,61.5,,2.0,0.0,,,,83.0,3.0,,,,,7.0,,3.0,93.0,11.0,108.0,15.0,46.0,8.0,5.0,34.0,29.0,,154.0,13.0,295.0,5.0,,35.0,17.0,61.0,,369.0,,0.0,15.0,16.0,3.0,26.0,0.0,588.0,14.0,5.0,5.0,14.0,0.0
321669,2.0,2010-08-21 15:00:00,39,Wolves,Away,78.0,4.0,1.0,2.0,1.0,1.0,,102.0,5.0,,1.0,16.0,11.0,22.0,178.0,,,15.0,22.0,17.0,5.0,1.0,1.0,,,,,,,,,,,,,9.0,5.0,,44.0,46.0,,,,1.0,2.0,5.0,,3.0,4.0,2.0,,10.0,1.0,58.0,56.0,1.0,24.0,10.0,,,85.0,16.0,17.0,1.0,,,,,162.0,1.0,,1.0,1.0,,1.0,10.0,,,,3.0,,,,1.0,19.0,,11.0,10.0,3.0,1.0,47.0,91.0,32.0,3.0,,4.0,3.0,2.0,,,4.0,,,74.0,32.0,23.0,,,,,176.0,161.0,1.0,24.0,14.0,40.7,,,0.0,,,,45.0,,1.0,,,1.0,6.0,,3.0,58.0,7.0,96.0,14.0,39.0,8.0,3.0,11.0,8.0,,136.0,14.0,213.0,3.0,,56.0,13.0,60.0,,298.0,1.0,0.0,10.0,20.0,,18.0,2.0,471.0,8.0,2.0,3.0,14.0,0.0
321686,3.0,2010-08-28 15:00:00,39,Wolves,Home,62.0,8.0,1.0,4.0,3.0,3.0,,117.0,3.0,,2.0,20.0,3.0,25.0,175.0,,,14.0,21.0,16.0,2.0,1.0,,,,,,,,,2.0,,,1.0,1.0,7.0,4.0,,37.0,38.0,2.0,1.0,1.0,,1.0,6.0,,5.0,5.0,3.0,,7.0,1.0,60.0,58.0,,20.0,10.0,,1.0,91.0,20.0,19.0,1.0,,2.0,3.0,,149.0,1.0,,1.0,1.0,,,10.0,,,1.0,4.0,,,,,19.0,1.0,8.0,5.0,,2.0,46.0,96.0,39.0,3.0,,3.0,1.0,1.0,,,2.0,1.0,,33.0,64.0,22.0,,,,,184.0,169.0,3.0,13.0,12.0,44.9,1.0,1.0,0.0,,,,54.0,3.0,,,,,4.0,,3.0,59.0,4.0,73.0,26.0,35.0,6.0,5.0,16.0,11.0,,141.0,14.0,229.0,4.0,,53.0,7.0,71.0,3.0,286.0,,0.0,6.0,23.0,1.0,19.0,7.0,461.0,17.0,,5.0,8.0,0.0
321690,4.0,2010-09-11 15:00:00,39,Wolves,Away,138.0,11.0,2.0,5.0,3.0,1.0,,114.0,4.0,2.0,1.0,13.0,16.0,35.0,247.0,,1.0,15.0,12.0,17.0,4.0,2.0,,,,,,,,,4.0,,,,1.0,5.0,12.0,,69.0,57.0,1.0,,1.0,,3.0,5.0,,6.0,8.0,5.0,1.0,14.0,,53.0,46.0,,27.0,9.0,1.0,,83.0,19.0,9.0,,1.0,2.0,,,150.0,1.0,,1.0,1.0,,,11.0,,,1.0,,,,,,16.0,,22.0,18.0,5.0,1.0,63.0,96.0,41.0,6.0,,2.0,5.0,2.0,,,6.0,1.0,,38.0,38.0,24.0,,,,,185.0,161.0,2.0,22.0,24.0,38.7,,2.0,0.0,,,,66.0,,1.0,1.0,,,2.0,3.0,3.0,65.0,7.0,147.0,31.0,51.0,5.0,6.0,19.0,13.0,,126.0,13.0,220.0,,2.0,37.0,19.0,76.0,2.0,348.0,,1.0,7.0,17.0,2.0,19.0,5.0,561.0,14.0,2.0,6.0,12.0,0.0
321704,5.0,2010-09-18 15:00:00,39,Wolves,Away,96.0,6.0,3.0,8.0,5.0,5.0,1.0,143.0,5.0,,2.0,16.0,6.0,26.0,231.0,,,23.0,15.0,5.0,3.0,,,,1.0,,,1.0,,,3.0,,,,1.0,16.0,10.0,,59.0,40.0,1.0,,1.0,1.0,2.0,6.0,,5.0,12.0,2.0,,10.0,2.0,48.0,35.0,1.0,16.0,9.0,1.0,1.0,81.0,12.0,7.0,1.0,,5.0,4.0,1.0,142.0,1.0,,1.0,1.0,,,12.0,,,1.0,3.0,,,,1.0,16.0,,11.0,11.0,,2.0,66.0,90.0,40.0,5.0,,2.0,2.0,1.0,,,8.0,2.0,,80.0,40.0,13.0,1.0,1.0,1.0,,160.0,146.0,2.0,9.0,18.0,42.3,,1.0,0.0,,,,59.0,4.0,1.0,,1.0,,3.0,1.0,3.0,76.0,4.0,108.0,13.0,30.0,10.0,4.0,22.0,18.0,,135.0,18.0,240.0,3.0,,37.0,13.0,62.0,3.0,326.0,,0.0,6.0,19.0,,28.0,3.0,517.0,4.0,4.0,5.0,14.0,0.0
321716,6.0,2010-09-26 14:05:00,39,Wolves,Home,102.0,16.0,,4.0,4.0,4.0,,226.0,3.0,,4.0,12.0,13.0,32.0,324.0,1.0,2.0,29.0,28.0,20.0,12.0,,,,,,,,,,9.0,,,,2.0,5.0,5.0,,57.0,64.0,,,,3.0,5.0,1.0,,5.0,9.0,5.0,,13.0,3.0,68.0,55.0,2.0,12.0,5.0,,,102.0,14.0,19.0,,,5.0,3.0,,203.0,1.0,,,1.0,,,6.0,,,1.0,3.0,,,,,10.0,,18.0,17.0,,4.0,114.0,103.0,54.0,4.0,1.0,3.0,10.0,7.0,,,,4.0,,80.0,89.0,36.0,,,,,221.0,211.0,5.0,25.0,25.0,57.7,,,0.0,,,,89.0,1.0,5.0,,1.0,,4.0,1.0,3.0,128.0,13.0,119.0,45.0,21.0,19.0,5.0,22.0,17.0,,220.0,18.0,366.0,3.0,,38.0,14.0,68.0,1.0,463.0,1.0,0.0,16.0,9.0,4.0,39.0,1.0,672.0,11.0,7.0,5.0,8.0,0.0
321726,7.0,2010-10-02 12:45:00,39,Wolves,Away,160.0,8.0,1.0,2.0,1.0,3.0,,92.0,2.0,,5.0,8.0,12.0,25.0,250.0,,,19.0,10.0,3.0,2.0,,,,1.0,,,1.0,,,1.0,,,,,9.0,17.0,,50.0,59.0,,,,2.0,1.0,10.0,,3.0,2.0,5.0,,12.0,2.0,55.0,35.0,2.0,10.0,4.0,1.0,,62.0,14.0,9.0,,,3.0,2.0,1.0,123.0,,,,,,,8.0,,,,1.0,,,,,7.0,,20.0,15.0,1.0,5.0,85.0,73.0,31.0,3.0,,1.0,1.0,,,,9.0,1.0,,38.0,38.0,13.0,,,,,148.0,139.0,2.0,34.0,8.0,39.1,,,0.0,,,,77.0,3.0,5.0,,,,2.0,1.0,3.0,32.0,2.0,181.0,24.0,19.0,10.0,3.0,12.0,9.0,,82.0,6.0,166.0,1.0,,35.0,14.0,60.0,2.0,335.0,,1.0,3.0,22.0,,21.0,2.0,526.0,12.0,1.0,3.0,11.0,0.0
321736,8.0,2010-10-16 15:00:00,39,Wolves,Home,132.0,11.0,2.0,5.0,3.0,4.0,,190.0,2.0,,4.0,12.0,26.0,27.0,317.0,,,22.0,18.0,15.0,6.0,1.0,,,,,,,,,10.0,,,,,7.0,7.0,,71.0,58.0,,,1.0,3.0,6.0,4.0,,8.0,12.0,5.0,,18.0,1.0,61.0,44.0,3.0,8.0,4.0,,1.0,105.0,12.0,8.0,,,2.0,1.0,,177.0,,,,,,,9.0,,,1.0,1.0,,,,1.0,10.0,,16.0,14.0,1.0,4.0,95.0,98.0,37.0,3.0,1.0,3.0,4.0,2.0,,,5.0,4.0,,73.0,69.0,22.0,1.0,1.0,1.0,,201.0,187.0,6.0,20.0,16.0,49.0,,,0.0,,,,92.0,1.0,2.0,,1.0,,5.0,,3.0,111.0,7.0,148.0,24.0,22.0,14.0,7.0,25.0,18.0,,185.0,11.0,312.0,1.0,,52.0,28.0,70.0,,435.0,,0.0,13.0,17.0,2.0,25.0,0.0,654.0,7.0,4.0,8.0,8.0,0.0
321738,9.0,2010-10-23 15:00:00,39,Wolves,Away,260.0,12.0,3.0,7.0,4.0,2.0,,177.0,9.0,2.0,6.0,7.0,26.0,28.0,430.0,,,12.0,10.0,5.0,8.0,4.0,,,,,,,,,9.0,,,,1.0,12.0,7.0,,87.0,38.0,,,,7.0,1.0,9.0,,8.0,12.0,11.0,,11.0,1.0,41.0,38.0,7.0,10.0,2.0,,,61.0,9.0,10.0,,,2.0,1.0,,170.0,,,,,,,12.0,,,,3.0,,,,2.0,13.0,,15.0,13.0,1.0,6.0,123.0,72.0,44.0,8.0,,3.0,9.0,10.0,,,4.0,1.0,,67.0,57.0,18.0,,,,,133.0,117.0,2.0,17.0,10.0,51.5,,,0.0,,,,117.0,2.0,1.0,,2.0,,3.0,1.0,3.0,87.0,12.0,274.0,17.0,26.0,10.0,8.0,32.0,24.0,,122.0,7.0,255.0,3.0,2.0,28.0,26.0,45.0,1.0,497.0,,0.0,14.0,17.0,,12.0,2.0,688.0,5.0,6.0,8.0,14.0,0.0
321756,10.0,2010-10-30 15:00:00,39,Wolves,Home,154.0,15.0,1.0,8.0,7.0,6.0,,221.0,6.0,1.0,6.0,7.0,19.0,25.0,367.0,,,18.0,10.0,14.0,5.0,1.0,,,,,,,,,8.0,,,1.0,,9.0,10.0,,86.0,48.0,,,1.0,3.0,2.0,7.0,1.0,5.0,22.0,7.0,,11.0,1.0,44.0,49.0,3.0,13.0,5.0,,,98.0,5.0,13.0,,1.0,2.0,1.0,,204.0,,,,,,,12.0,,,2.0,1.0,,,,,21.0,1.0,11.0,7.0,2.0,6.0,76.0,95.0,43.0,7.0,2.0,4.0,2.0,4.0,,,8.0,1.0,,123.0,65.0,10.0,1.0,1.0,1.0,,189.0,165.0,3.0,20.0,15.0,52.3,1.0,1.0,0.0,,,,96.0,,1.0,,2.0,,4.0,1.0,3.0,124.0,6.0,168.0,29.0,37.0,14.0,4.0,34.0,30.0,,186.0,12.0,328.0,1.0,1.0,35.0,20.0,60.0,4.0,462.0,,0.0,10.0,19.0,1.0,21.0,1.0,676.0,7.0,3.0,5.0,14.0,0.0
