matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
321764,11.0,2010-11-06 15:00:00,39,Wolves,Away,181.0,16.0,,2.0,2.0,2.0,,172.0,5.0,1.0,5.0,8.0,16.0,25.0,351.0,,,14.0,14.0,15.0,7.0,,,,,,,,,1.0,8.0,,,,1.0,8.0,9.0,,80.0,49.0,2.0,1.0,1.0,3.0,4.0,8.0,,2.0,11.0,2.0,,9.0,1.0,45.0,46.0,3.0,11.0,5.0,,1.0,81.0,11.0,6.0,1.0,,2.0,1.0,,155.0,1.0,,,1.0,,,10.0,,,1.0,2.0,,,,1.0,12.0,,12.0,7.0,1.0,5.0,108.0,92.0,39.0,3.0,,2.0,6.0,3.0,,,7.0,,,75.0,50.0,10.0,,,,,154.0,140.0,3.0,22.0,12.0,48.2,,,0.0,,,,106.0,2.0,1.0,,,,2.0,,3.0,81.0,8.0,197.0,34.0,25.0,11.0,,14.0,14.0,,137.0,9.0,266.0,2.0,1.0,31.0,18.0,60.0,,449.0,,0.0,9.0,18.0,1.0,17.0,0.0,613.0,9.0,7.0,2.0,17.0,0.0
321771,12.0,2010-11-10 19:45:00,39,Wolves,Home,182.0,17.0,3.0,10.0,7.0,9.0,2.0,189.0,2.0,2.0,4.0,9.0,21.0,33.0,361.0,,,25.0,17.0,13.0,8.0,3.0,,,,,,1.0,,,9.0,,,,4.0,6.0,8.0,,74.0,70.0,2.0,2.0,,2.0,7.0,4.0,1.0,5.0,20.0,6.0,,12.0,2.0,53.0,46.0,2.0,15.0,7.0,,3.0,84.0,7.0,14.0,,,5.0,4.0,1.0,166.0,,,,,,,5.0,,,,1.0,,,,,14.0,,12.0,9.0,,4.0,109.0,93.0,41.0,3.0,,5.0,6.0,3.0,,,5.0,1.0,,71.0,62.0,30.0,,,,,187.0,177.0,6.0,24.0,33.0,52.0,,,0.0,,,,117.0,3.0,,,,,8.0,2.0,3.0,85.0,11.0,196.0,35.0,25.0,20.0,5.0,35.0,30.0,,150.0,14.0,305.0,1.0,2.0,41.0,21.0,76.0,1.0,466.0,,0.0,18.0,12.0,,31.0,1.0,679.0,11.0,7.0,5.0,11.0,0.0
321786,13.0,2010-11-13 15:00:00,39,Wolves,Home,112.0,11.0,5.0,9.0,6.0,6.0,1.0,168.0,7.0,,2.0,5.0,16.0,17.0,271.0,,4.0,27.0,28.0,21.0,5.0,4.0,,,,,1.0,1.0,1.0,,5.0,,1.0,,2.0,6.0,12.0,,54.0,68.0,2.0,1.0,1.0,4.0,4.0,6.0,,11.0,25.0,8.0,1.0,14.0,1.0,64.0,54.0,4.0,19.0,12.0,,,101.0,13.0,10.0,1.0,,2.0,3.0,1.0,206.0,2.0,1.0,1.0,1.0,1.0,,13.0,,,1.0,1.0,,,,4.0,22.0,1.0,8.0,6.0,,2.0,76.0,117.0,44.0,3.0,,5.0,6.0,5.0,,,4.0,1.0,1.0,100.0,30.0,31.0,,,,,236.0,225.0,3.0,28.0,26.0,55.5,1.0,,0.0,,,,78.0,,3.0,,,,6.0,,1.0,87.0,11.0,140.0,25.0,30.0,16.0,10.0,44.0,36.0,,161.0,19.0,318.0,1.0,,46.0,17.0,70.0,2.0,414.0,,0.0,15.0,14.0,5.0,32.0,1.0,653.0,12.0,9.0,12.0,10.0,0.0
321790,14.0,2010-11-20 15:00:00,39,Wolves,Away,135.0,6.0,3.0,10.0,7.0,7.0,,218.0,6.0,,2.0,13.0,15.0,33.0,343.0,1.0,3.0,35.0,16.0,17.0,17.0,2.0,,,,,,,,,16.0,,,,,6.0,7.0,,63.0,59.0,2.0,1.0,1.0,3.0,5.0,5.0,,11.0,30.0,12.0,,16.0,1.0,54.0,53.0,3.0,12.0,5.0,1.0,1.0,86.0,11.0,7.0,1.0,,3.0,3.0,,192.0,1.0,,1.0,,1.0,,8.0,,,,1.0,,,,3.0,8.0,1.0,5.0,5.0,,2.0,96.0,101.0,54.0,4.0,,8.0,12.0,9.0,,,4.0,1.0,,75.0,47.0,34.0,,,,,196.0,185.0,2.0,19.0,28.0,55.8,,1.0,0.0,,,,89.0,,2.0,,,,10.0,1.0,3.0,123.0,20.0,149.0,18.0,23.0,12.0,11.0,56.0,45.0,,176.0,18.0,347.0,1.0,,32.0,15.0,61.0,2.0,440.0,2.0,0.0,24.0,26.0,3.0,40.0,2.0,691.0,7.0,3.0,11.0,18.0,0.0
321806,15.0,2010-11-27 15:00:00,39,Wolves,Home,131.0,15.0,2.0,7.0,5.0,8.0,,169.0,3.0,,3.0,13.0,16.0,20.0,293.0,,2.0,22.0,23.0,33.0,11.0,2.0,1.0,,,,,,,,13.0,,,,4.0,9.0,7.0,,57.0,55.0,,2.0,2.0,2.0,4.0,4.0,,11.0,28.0,9.0,1.0,14.0,3.0,60.0,73.0,2.0,14.0,9.0,,1.0,90.0,12.0,10.0,1.0,1.0,4.0,1.0,,194.0,1.0,,1.0,1.0,,,8.0,,,2.0,1.0,,,,1.0,22.0,,17.0,14.0,2.0,3.0,82.0,105.0,48.0,5.0,1.0,6.0,8.0,7.0,,,5.0,1.0,,56.0,62.0,20.0,,,,,224.0,204.0,1.0,21.0,24.0,54.0,,,0.0,,,,83.0,1.0,3.0,,,1.0,7.0,1.0,2.0,101.0,14.0,156.0,33.0,34.0,13.0,10.0,48.0,38.0,1.0,160.0,17.0,308.0,1.0,,35.0,19.0,48.0,5.0,416.0,2.0,0.0,18.0,25.0,4.0,23.0,2.0,667.0,5.0,5.0,11.0,14.0,0.0
321809,16.0,2010-12-04 15:00:00,39,Wolves,Away,82.0,17.0,2.0,8.0,6.0,1.0,,205.0,4.0,,12.0,4.0,20.0,22.0,279.0,,,24.0,21.0,10.0,11.0,,,,,,,,,,8.0,,1.0,,,9.0,2.0,,54.0,53.0,,,,4.0,2.0,2.0,,11.0,23.0,9.0,,7.0,,51.0,33.0,4.0,23.0,16.0,,,87.0,13.0,8.0,,,2.0,3.0,,176.0,,,,,,,7.0,,,,3.0,,,,1.0,28.0,2.0,7.0,6.0,,12.0,77.0,88.0,36.0,8.0,,4.0,7.0,6.0,,,1.0,,,103.0,52.0,25.0,,,,,193.0,180.0,2.0,18.0,16.0,58.4,1.0,1.0,0.0,,,,86.0,3.0,,,,,6.0,,2.0,121.0,11.0,97.0,36.0,36.0,12.0,10.0,45.0,35.0,,190.0,12.0,341.0,3.0,,37.0,21.0,65.0,,393.0,,0.0,14.0,12.0,2.0,27.0,2.0,604.0,7.0,3.0,11.0,8.0,0.0
321826,17.0,2010-12-12 13:30:00,39,Wolves,Home,55.0,18.0,1.0,11.0,10.0,7.0,,148.0,1.0,,3.0,12.0,14.0,25.0,192.0,,,25.0,25.0,23.0,9.0,1.0,,,,,1.0,1.0,,,12.0,,,,,2.0,1.0,,39.0,50.0,3.0,3.0,1.0,2.0,2.0,,,7.0,22.0,7.0,,6.0,,46.0,48.0,2.0,18.0,12.0,,,88.0,11.0,15.0,,,6.0,4.0,1.0,173.0,1.0,,1.0,1.0,,,9.0,,,1.0,4.0,,,,,25.0,,20.0,14.0,1.0,3.0,49.0,83.0,31.0,2.0,1.0,6.0,5.0,8.0,,,,2.0,,76.0,79.0,16.0,,,,,200.0,179.0,4.0,17.0,18.0,45.9,,,0.0,,,,44.0,,,,,,7.0,,1.0,96.0,11.0,78.0,43.0,39.0,4.0,7.0,40.0,33.0,,163.0,22.0,267.0,4.0,,37.0,16.0,55.0,4.0,305.0,,0.0,17.0,10.0,3.0,30.0,2.0,513.0,8.0,,7.0,8.0,0.0
321835,18.0,2011-02-20 12:00:00,39,Wolves,Away,162.0,14.0,,1.0,1.0,4.0,,192.0,3.0,1.0,2.0,5.0,32.0,24.0,353.0,,,17.0,8.0,15.0,2.0,,,,,,,,,,5.0,,,,1.0,12.0,7.0,,72.0,50.0,,1.0,,5.0,1.0,6.0,1.0,1.0,13.0,5.0,,7.0,4.0,33.0,46.0,5.0,22.0,12.0,1.0,1.0,79.0,6.0,7.0,,,3.0,1.0,,160.0,1.0,1.0,1.0,,1.0,,15.0,,,,1.0,,,,,23.0,,7.0,6.0,,2.0,111.0,97.0,43.0,12.0,1.0,1.0,2.0,1.0,,,4.0,3.0,,81.0,70.0,10.0,,,,,183.0,163.0,1.0,17.0,26.0,55.0,,2.0,0.0,,,,113.0,4.0,3.0,,2.0,,4.0,,3.0,91.0,3.0,180.0,35.0,42.0,12.0,,19.0,19.0,,151.0,11.0,295.0,3.0,1.0,34.0,34.0,57.0,2.0,456.0,,0.0,6.0,18.0,1.0,22.0,0.0,647.0,7.0,6.0,1.0,14.0,0.0
321846,19.0,2010-12-26 15:00:00,39,Wolves,Home,88.0,18.0,1.0,8.0,7.0,2.0,1.0,169.0,2.0,2.0,2.0,18.0,17.0,31.0,249.0,1.0,1.0,35.0,19.0,16.0,5.0,1.0,,,1.0,,1.0,2.0,,,7.0,,,,1.0,11.0,4.0,,48.0,56.0,1.0,,1.0,2.0,3.0,8.0,,7.0,19.0,12.0,,16.0,,58.0,62.0,2.0,10.0,1.0,,,94.0,7.0,14.0,1.0,,8.0,5.0,2.0,189.0,1.0,,,1.0,,,5.0,,,1.0,,,,,,5.0,,22.0,20.0,1.0,2.0,72.0,93.0,44.0,3.0,,2.0,5.0,3.0,,,3.0,3.0,,65.0,82.0,33.0,,,,,237.0,232.0,5.0,19.0,23.0,54.6,,,0.0,,,,77.0,4.0,,,1.0,,4.0,1.0,2.0,101.0,7.0,112.0,34.0,15.0,15.0,7.0,43.0,36.0,,183.0,13.0,317.0,,2.0,49.0,19.0,63.0,1.0,386.0,2.0,0.0,10.0,25.0,5.0,42.0,1.0,636.0,22.0,7.0,7.0,20.0,0.0
321849,20.0,2010-12-29 20:00:00,39,Wolves,Away,78.0,6.0,1.0,5.0,4.0,2.0,,155.0,6.0,,2.0,12.0,7.0,24.0,228.0,,1.0,24.0,25.0,22.0,6.0,,,,,,,,,,7.0,,,,,5.0,8.0,,52.0,63.0,2.0,1.0,1.0,2.0,2.0,3.0,,8.0,20.0,3.0,,13.0,,55.0,51.0,2.0,21.0,12.0,,,98.0,11.0,8.0,,,4.0,1.0,,178.0,1.0,,1.0,1.0,,,9.0,,,1.0,1.0,,,,,22.0,,24.0,19.0,2.0,2.0,68.0,107.0,40.0,2.0,1.0,3.0,4.0,2.0,,,5.0,1.0,,62.0,104.0,17.0,,,,,214.0,198.0,7.0,15.0,28.0,43.6,,1.0,0.0,,,,54.0,2.0,1.0,,,,4.0,,2.0,105.0,7.0,97.0,18.0,37.0,4.0,8.0,32.0,24.0,,183.0,10.0,287.0,2.0,,52.0,8.0,64.0,4.0,352.0,,0.0,8.0,20.0,2.0,30.0,1.0,585.0,17.0,1.0,8.0,15.0,0.0
321865,21.0,2011-01-01 15:00:00,39,Wolves,Away,76.0,8.0,3.0,8.0,5.0,4.0,,160.0,5.0,1.0,3.0,14.0,6.0,22.0,228.0,,,21.0,21.0,20.0,13.0,1.0,,,,,,2.0,1.0,,8.0,,1.0,,1.0,7.0,7.0,,55.0,54.0,3.0,3.0,,2.0,6.0,2.0,1.0,10.0,15.0,1.0,,9.0,1.0,49.0,52.0,1.0,25.0,16.0,,,88.0,15.0,7.0,,,5.0,1.0,2.0,175.0,,,,,,,10.0,,,,3.0,,,,1.0,26.0,1.0,17.0,10.0,1.0,3.0,58.0,94.0,41.0,5.0,,7.0,7.0,3.0,,,2.0,2.0,1.0,76.0,60.0,17.0,,,,,185.0,167.0,2.0,25.0,8.0,51.9,1.0,,0.0,,,,55.0,3.0,3.0,,1.0,,7.0,2.0,3.0,85.0,14.0,93.0,29.0,42.0,9.0,9.0,26.0,17.0,,164.0,20.0,276.0,3.0,1.0,43.0,8.0,59.0,,343.0,1.0,0.0,16.0,19.0,2.0,24.0,1.0,573.0,12.0,6.0,10.0,15.0,0.0
