matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgLeft,attOboxOwnGoal,attObxdLeft,attObxdRight,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsGainedLosingPos,punches,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
360676,21.0,2012-01-14 15:00:00,39,Wolves,Away,84.0,5.0,1.0,3.0,2.0,1.0,,84.0,4.0,,2.0,8.0,26.0,17.0,165.0,1.0,,18.0,19.0,9.0,2.0,1.0,,,,,,,,,,,3.0,,,,,,,10.0,18.0,,,,55.0,57.0,,,1.0,5.0,,9.0,,1.0,6.0,1.0,,7.0,5.0,51.0,47.0,5.0,23.0,8.0,,,64.0,13.0,6.0,1.0,,1.0,1.0,,129.0,,,,,,,17.0,,,,5.0,,,,,18.0,,29.0,24.0,2.0,2.0,40.0,87.0,32.0,8.0,,2.0,1.0,3.0,,,,8.0,2.0,,46.0,29.0,11.0,,,,,,158.0,133.0,3.0,22.0,20.0,31.6,,,,0.0,,,,34.0,2.0,4.0,,,,,2.0,,3.0,38.0,,3.0,102.0,11.0,48.0,7.0,1.0,9.0,8.0,,86.0,11.0,165.0,6.0,,41.0,28.0,54.0,1.0,258.0,1.0,0.0,5.0,28.0,,18.0,3.0,483.0,,8.0,4.0,1.0,16.0,0.0
360688,22.0,2012-01-21 15:00:00,39,Wolves,Home,140.0,5.0,4.0,7.0,3.0,5.0,,152.0,5.0,1.0,2.0,17.0,19.0,37.0,285.0,2.0,,32.0,19.0,10.0,6.0,3.0,,,,,,,,,,,8.0,,,,,,,4.0,9.0,,,,54.0,62.0,2.0,1.0,1.0,3.0,5.0,6.0,,13.0,21.0,5.0,,16.0,1.0,60.0,30.0,2.0,15.0,5.0,2.0,,90.0,12.0,9.0,,,1.0,2.0,,165.0,2.0,,,1.0,1.0,,11.0,,,1.0,1.0,,,,1.0,9.0,,20.0,12.0,2.0,2.0,84.0,96.0,48.0,3.0,2.0,3.0,8.0,6.0,,,,2.0,1.0,,64.0,40.0,26.0,1.0,1.0,1.0,,,207.0,191.0,1.0,28.0,26.0,49.7,,,,0.0,,,,89.0,,1.0,,,,,3.0,1.0,3.0,65.0,,11.0,157.0,11.0,30.0,11.0,12.0,40.0,28.0,,134.0,16.0,275.0,1.0,1.0,51.0,23.0,69.0,,392.0,4.0,1.0,14.0,8.0,,36.0,1.0,617.0,,16.0,3.0,13.0,8.0,0.0
360694,23.0,2012-01-31 19:45:00,39,Wolves,Home,194.0,7.0,2.0,6.0,4.0,,2.0,201.0,2.0,1.0,8.0,8.0,31.0,37.0,389.0,,1.0,13.0,17.0,12.0,4.0,2.0,,,,,,,,,,,4.0,,,,,1.0,1.0,13.0,11.0,,,,76.0,63.0,,,,5.0,1.0,6.0,,5.0,11.0,3.0,,16.0,4.0,49.0,45.0,5.0,10.0,1.0,1.0,,83.0,6.0,8.0,,,4.0,4.0,,170.0,,,,,,,11.0,,,,3.0,,,,,6.0,1.0,16.0,15.0,1.0,8.0,117.0,89.0,43.0,4.0,,4.0,2.0,1.0,,,,3.0,2.0,,65.0,78.0,16.0,,,,,,178.0,165.0,3.0,21.0,26.0,47.3,1.0,,,0.0,,,,129.0,6.0,4.0,,,1.0,,4.0,,3.0,90.0,,6.0,218.0,17.0,23.0,8.0,4.0,22.0,18.0,,146.0,5.0,296.0,3.0,1.0,35.0,32.0,66.0,,492.0,,0.0,6.0,21.0,1.0,15.0,1.0,682.0,,13.0,4.0,5.0,14.0,0.0
360705,24.0,2012-02-04 15:00:00,39,Wolves,Away,207.0,18.0,,9.0,9.0,3.0,,205.0,3.0,,6.0,17.0,32.0,43.0,403.0,,,22.0,8.0,9.0,8.0,,,1.0,,1.0,,1.0,,,,,11.0,,,1.0,,,,3.0,10.0,,,,88.0,54.0,,,,2.0,,7.0,,3.0,15.0,11.0,,13.0,3.0,47.0,41.0,2.0,20.0,8.0,,,84.0,13.0,8.0,1.0,,1.0,1.0,1.0,191.0,2.0,,,2.0,,,8.0,,,2.0,1.0,,,,,13.0,1.0,17.0,14.0,,6.0,111.0,87.0,53.0,7.0,1.0,6.0,4.0,5.0,,,,2.0,1.0,,76.0,72.0,20.0,,,,,,163.0,151.0,5.0,20.0,16.0,61.0,1.0,,1.0,0.0,,,,102.0,1.0,4.0,,,,,8.0,,3.0,102.0,,10.0,230.0,26.0,32.0,11.0,1.0,28.0,27.0,,149.0,14.0,290.0,1.0,,41.0,33.0,61.0,2.0,492.0,,0.0,13.0,19.0,,23.0,3.0,699.0,,15.0,5.0,3.0,14.0,0.0
360718,25.0,2012-02-12 13:30:00,39,Wolves,Home,169.0,20.0,2.0,4.0,2.0,6.0,,158.0,2.0,1.0,4.0,11.0,16.0,43.0,323.0,,2.0,22.0,11.0,12.0,5.0,2.0,,,,1.0,,,,,,,8.0,,,,,,,19.0,10.0,,,,57.0,50.0,,,,5.0,6.0,7.0,1.0,12.0,16.0,4.0,,10.0,6.0,35.0,48.0,,5.0,1.0,1.0,2.0,74.0,6.0,11.0,1.0,,2.0,1.0,1.0,157.0,1.0,,1.0,1.0,,,10.0,,,1.0,1.0,,,,,7.0,1.0,16.0,13.0,3.0,4.0,107.0,74.0,34.0,8.0,,1.0,7.0,5.0,,,,5.0,,,51.0,58.0,12.0,,,,,,173.0,157.0,2.0,20.0,19.0,54.0,,,1.0,0.0,,,,91.0,7.0,2.0,,,,,1.0,,2.0,78.0,,8.0,192.0,38.0,16.0,8.0,11.0,32.0,21.0,,124.0,12.0,252.0,1.0,1.0,31.0,17.0,67.0,4.0,412.0,1.0,0.0,12.0,18.0,2.0,23.0,1.0,614.0,,16.0,7.0,12.0,14.0,0.0
360723,26.0,2012-02-25 15:00:00,39,Wolves,Away,186.0,14.0,,2.0,2.0,2.0,,196.0,3.0,2.0,3.0,14.0,61.0,29.0,380.0,,1.0,19.0,9.0,11.0,6.0,,,,,1.0,,,,,,,,,,,,,1.0,6.0,9.0,,,,98.0,79.0,,,1.0,,5.0,4.0,,3.0,10.0,7.0,,12.0,2.0,38.0,47.0,,8.0,4.0,1.0,,91.0,8.0,8.0,1.0,,,,1.0,196.0,1.0,,,1.0,,,9.0,,,,5.0,,,,,9.0,,22.0,17.0,,3.0,100.0,113.0,58.0,3.0,1.0,1.0,6.0,4.0,,,,5.0,1.0,,54.0,69.0,14.0,,,,,,189.0,172.0,3.0,26.0,37.0,54.2,,,,0.0,,,,96.0,2.0,1.0,,,,,1.0,,3.0,78.0,,7.0,212.0,28.0,25.0,10.0,2.0,21.0,19.0,,136.0,7.0,299.0,5.0,2.0,47.0,63.0,62.0,2.0,490.0,,0.0,10.0,23.0,1.0,22.0,1.0,688.0,,14.0,5.0,3.0,21.0,0.0
360730,27.0,2012-03-04 14:05:00,39,Wolves,Away,172.0,10.0,2.0,5.0,3.0,,1.0,153.0,4.0,,7.0,5.0,38.0,16.0,320.0,1.0,,11.0,4.0,1.0,7.0,2.0,1.0,,,,,,,,,,10.0,,,,,,1.0,16.0,11.0,,,,63.0,54.0,,,,3.0,7.0,6.0,,7.0,13.0,8.0,,7.0,5.0,33.0,31.0,3.0,15.0,9.0,2.0,,64.0,10.0,7.0,,,2.0,4.0,,142.0,,,,,,,7.0,,,,1.0,,,,,10.0,,14.0,9.0,2.0,7.0,94.0,73.0,33.0,7.0,,5.0,4.0,1.0,,,,8.0,,,71.0,31.0,17.0,,,,,,132.0,125.0,2.0,21.0,19.0,41.8,,,,0.0,,,,91.0,5.0,2.0,,,,1.0,5.0,1.0,3.0,70.0,,9.0,189.0,19.0,22.0,10.0,6.0,31.0,25.0,1.0,102.0,4.0,232.0,2.0,,32.0,38.0,41.0,1.0,390.0,1.0,0.0,13.0,19.0,,11.0,2.0,579.0,,12.0,4.0,7.0,14.0,0.0
360748,28.0,2012-03-10 15:00:00,39,Wolves,Home,156.0,7.0,1.0,9.0,8.0,1.0,,186.0,5.0,1.0,8.0,16.0,16.0,44.0,333.0,,,24.0,11.0,19.0,11.0,1.0,,,,,,,,,,,13.0,,,,,,,9.0,5.0,,,,64.0,56.0,2.0,2.0,,2.0,4.0,6.0,,3.0,23.0,6.0,,14.0,1.0,51.0,54.0,2.0,16.0,8.0,,,90.0,10.0,10.0,,,,2.0,,171.0,,,,,,,13.0,,,,3.0,,,,,16.0,,3.0,3.0,,8.0,112.0,96.0,55.0,4.0,,7.0,5.0,3.0,,,,5.0,,,78.0,69.0,20.0,,,,,,192.0,174.0,2.0,17.0,19.0,60.1,,,,0.0,,,,92.0,2.0,1.0,,,2.0,,7.0,1.0,3.0,77.0,,12.0,185.0,15.0,34.0,14.0,2.0,33.0,31.0,,133.0,10.0,287.0,3.0,1.0,42.0,16.0,70.0,3.0,439.0,,0.0,14.0,21.0,,25.0,1.0,656.0,,8.0,4.0,3.0,15.0,0.0
360758,29.0,2012-03-18 13:30:00,39,Wolves,Home,171.0,7.0,1.0,7.0,6.0,2.0,2.0,186.0,1.0,1.0,7.0,18.0,25.0,26.0,350.0,,,7.0,8.0,10.0,5.0,1.0,,1.0,,1.0,,,,,,,4.0,,,,,,2.0,10.0,12.0,,,,70.0,66.0,1.0,1.0,,5.0,,7.0,,4.0,10.0,4.0,,8.0,2.0,39.0,41.0,5.0,10.0,5.0,,,63.0,6.0,11.0,,1.0,4.0,5.0,1.0,143.0,,,,,,,7.0,,,,3.0,,,,,7.0,,23.0,19.0,3.0,7.0,109.0,75.0,44.0,7.0,,3.0,3.0,3.0,,,,9.0,2.0,,80.0,34.0,17.0,,,,,,129.0,124.0,2.0,30.0,24.0,41.1,,,,0.0,,,,97.0,2.0,2.0,,1.0,,,4.0,,3.0,63.0,,6.0,183.0,13.0,15.0,19.0,4.0,23.0,19.0,,102.0,15.0,259.0,3.0,1.0,39.0,25.0,41.0,1.0,419.0,,1.0,7.0,11.0,,9.0,0.0,587.0,,9.0,9.0,4.0,8.0,0.0
360764,30.0,2012-03-24 15:00:00,39,Wolves,Away,57.0,8.0,,6.0,6.0,3.0,2.0,140.0,1.0,1.0,3.0,14.0,9.0,22.0,191.0,,,21.0,10.0,12.0,5.0,2.0,,,,1.0,,,,,,,8.0,,,,,,3.0,8.0,6.0,,,,39.0,47.0,,,,3.0,6.0,7.0,1.0,5.0,17.0,10.0,,11.0,1.0,42.0,46.0,3.0,19.0,7.0,,,85.0,10.0,12.0,,,4.0,4.0,1.0,139.0,1.0,,,1.0,,,7.0,,,1.0,2.0,,,,2.0,13.0,,23.0,17.0,3.0,3.0,56.0,89.0,36.0,5.0,1.0,4.0,4.0,2.0,,,,5.0,1.0,,50.0,41.0,26.0,1.0,1.0,1.0,,,189.0,174.0,3.0,15.0,19.0,37.6,,,1.0,0.0,,,,58.0,1.0,1.0,,,,,5.0,,3.0,66.0,,8.0,75.0,16.0,34.0,11.0,4.0,35.0,31.0,,127.0,11.0,252.0,2.0,2.0,52.0,10.0,56.0,5.0,292.0,,0.0,13.0,17.0,,26.0,2.0,511.0,,10.0,5.0,5.0,14.0,0.0
360778,31.0,2012-03-31 15:00:00,39,Wolves,Home,76.0,14.0,4.0,18.0,14.0,4.0,1.0,149.0,5.0,2.0,2.0,19.0,7.0,24.0,207.0,1.0,,19.0,12.0,26.0,10.0,2.0,1.0,,,,,,,,,,12.0,,,1.0,,,,16.0,4.0,,,,45.0,55.0,2.0,2.0,,5.0,3.0,6.0,,13.0,28.0,5.0,,10.0,3.0,45.0,55.0,5.0,36.0,15.0,,,77.0,12.0,11.0,,,1.0,1.0,,129.0,1.0,,,1.0,,1.0,9.0,,,2.0,,,,,,22.0,1.0,9.0,5.0,2.0,2.0,62.0,84.0,40.0,4.0,2.0,6.0,7.0,6.0,,,,4.0,2.0,,51.0,48.0,23.0,1.0,1.0,1.0,,,183.0,163.0,1.0,17.0,31.0,50.9,1.0,,1.0,0.0,,,,59.0,3.0,1.0,,,1.0,1.0,7.0,,3.0,85.0,,13.0,86.0,21.0,56.0,9.0,10.0,44.0,34.0,1.0,140.0,12.0,253.0,,2.0,52.0,10.0,55.0,4.0,295.0,1.0,0.0,16.0,14.0,,24.0,1.0,541.0,,19.0,4.0,13.0,11.0,0.0
360785,32.0,2012-04-07 17:30:00,39,Wolves,Away,96.0,5.0,2.0,4.0,2.0,6.0,1.0,142.0,5.0,1.0,4.0,9.0,23.0,15.0,234.0,,,21.0,24.0,12.0,5.0,1.0,,,1.0,1.0,,,,,,,8.0,,,,,,2.0,9.0,4.0,,,,61.0,56.0,1.0,1.0,,4.0,5.0,3.0,,8.0,16.0,4.0,,4.0,,52.0,38.0,4.0,24.0,12.0,,,78.0,12.0,8.0,,,2.0,2.0,1.0,150.0,1.0,,,1.0,,,14.0,,,1.0,4.0,,,,1.0,22.0,,13.0,11.0,,4.0,66.0,90.0,32.0,3.0,1.0,3.0,4.0,4.0,,,,1.0,1.0,,58.0,38.0,19.0,,,,,,191.0,172.0,2.0,22.0,18.0,53.8,,,2.0,0.0,,,,66.0,2.0,,,,1.0,,3.0,,2.0,75.0,,7.0,120.0,16.0,43.0,15.0,5.0,27.0,22.0,,130.0,12.0,250.0,4.0,1.0,52.0,27.0,56.0,1.0,343.0,,0.0,12.0,13.0,,21.0,1.0,548.0,,15.0,5.0,8.0,12.0,0.0
360798,33.0,2012-04-11 19:45:00,39,Wolves,Home,147.0,6.0,1.0,3.0,2.0,,,91.0,1.0,,4.0,13.0,9.0,24.0,235.0,,,16.0,11.0,10.0,6.0,1.0,,,,,,,,,,,9.0,,,,,,,11.0,1.0,,,,50.0,53.0,1.0,1.0,,2.0,4.0,11.0,,6.0,9.0,3.0,,6.0,1.0,43.0,38.0,2.0,11.0,6.0,,,41.0,8.0,4.0,,,,,,109.0,,,,,,,6.0,,,,3.0,,,,,12.0,,31.0,19.0,7.0,4.0,71.0,60.0,23.0,4.0,,4.0,3.0,2.0,,,,2.0,3.0,,32.0,42.0,12.0,1.0,1.0,1.0,,,124.0,115.0,,30.0,10.0,28.0,,,,0.0,,,,74.0,4.0,,,,,,4.0,1.0,3.0,37.0,,7.0,164.0,18.0,20.0,12.0,6.0,18.0,12.0,,67.0,2.0,158.0,3.0,,36.0,9.0,52.0,3.0,304.0,,1.0,10.0,19.0,,18.0,3.0,481.0,,5.0,5.0,6.0,13.0,0.0
360806,34.0,2012-04-14 15:00:00,39,Wolves,Away,101.0,9.0,,7.0,7.0,6.0,,174.0,6.0,,6.0,11.0,15.0,18.0,268.0,,,19.0,7.0,8.0,10.0,,,,,,,,,,,,11.0,,,,,,,12.0,3.0,,,,81.0,59.0,,,,6.0,2.0,5.0,,4.0,8.0,12.0,,10.0,2.0,46.0,29.0,6.0,30.0,17.0,,,85.0,12.0,4.0,,,,,,143.0,,,,,,,14.0,,,,3.0,,,,,26.0,,10.0,6.0,,6.0,74.0,83.0,35.0,8.0,,3.0,7.0,5.0,,,,2.0,3.0,,67.0,60.0,19.0,,,,,,169.0,150.0,5.0,17.0,25.0,48.9,,,2.0,0.0,,,,50.0,2.0,1.0,,,1.0,,4.0,,3.0,89.0,,10.0,109.0,21.0,49.0,14.0,4.0,24.0,20.0,,142.0,13.0,263.0,5.0,,33.0,15.0,44.0,1.0,348.0,,0.0,11.0,15.0,,19.0,1.0,577.0,,19.0,2.0,4.0,12.0,0.0
360818,35.0,2012-04-22 16:00:00,39,Wolves,Home,190.0,13.0,1.0,4.0,3.0,2.0,,204.0,5.0,1.0,8.0,14.0,24.0,33.0,390.0,,,25.0,8.0,4.0,4.0,,,,,,,,,,,,3.0,,,,,,1.0,12.0,5.0,,,,94.0,47.0,,,,1.0,1.0,10.0,,7.0,11.0,11.0,,9.0,3.0,49.0,34.0,1.0,15.0,7.0,,1.0,72.0,6.0,10.0,,,2.0,2.0,,162.0,,,,,,,10.0,,,,,,,,,10.0,,16.0,14.0,3.0,8.0,108.0,88.0,41.0,4.0,,2.0,2.0,3.0,,,,4.0,1.0,,60.0,88.0,22.0,,,,,,168.0,159.0,2.0,16.0,18.0,51.8,,,2.0,0.0,,,,111.0,3.0,,,,,,2.0,,3.0,89.0,,4.0,202.0,19.0,24.0,20.0,7.0,31.0,24.0,,128.0,7.0,304.0,1.0,1.0,39.0,24.0,55.0,2.0,475.0,,0.0,6.0,16.0,,29.0,0.0,676.0,,10.0,4.0,7.0,14.0,0.0
360825,36.0,2012-04-28 15:00:00,39,Wolves,Away,124.0,15.0,1.0,10.0,9.0,1.0,1.0,221.0,,2.0,2.0,10.0,12.0,32.0,335.0,,2.0,17.0,7.0,5.0,7.0,,,,,,,,,,,,13.0,,,,,,1.0,8.0,3.0,,,,76.0,62.0,3.0,1.0,2.0,2.0,3.0,11.0,,6.0,24.0,6.0,,9.0,3.0,46.0,33.0,2.0,11.0,5.0,,1.0,73.0,10.0,8.0,1.0,,3.0,2.0,,149.0,4.0,,4.0,4.0,,,1.0,,,4.0,1.0,,,,2.0,9.0,,19.0,18.0,1.0,2.0,94.0,74.0,44.0,2.0,3.0,4.0,7.0,6.0,,,,2.0,,,69.0,47.0,23.0,,,,,,151.0,142.0,6.0,25.0,26.0,45.0,,,,0.0,,,,87.0,1.0,2.0,,,,,8.0,,2.0,93.0,,11.0,134.0,21.0,20.0,15.0,5.0,37.0,32.0,,133.0,3.0,309.0,1.0,2.0,36.0,12.0,46.0,,406.0,2.0,0.0,17.0,16.0,2.0,22.0,1.0,597.0,,18.0,4.0,6.0,12.0,0.0
360838,37.0,2012-05-06 14:00:00,39,Wolves,Home,145.0,7.0,2.0,9.0,7.0,2.0,3.0,143.0,4.0,,7.0,19.0,21.0,33.0,279.0,,,20.0,8.0,10.0,5.0,3.0,,,,,,,,,,,6.0,,,,,,1.0,13.0,8.0,,,,51.0,62.0,,,,3.0,2.0,5.0,,3.0,8.0,8.0,,9.0,2.0,37.0,46.0,3.0,23.0,10.0,,2.0,62.0,9.0,10.0,,,1.0,3.0,,143.0,,,,,,,11.0,,,,4.0,,,,1.0,21.0,,20.0,14.0,4.0,7.0,81.0,81.0,45.0,7.0,,7.0,1.0,,,,,8.0,1.0,,50.0,41.0,11.0,,,,,,164.0,141.0,1.0,28.0,19.0,43.2,,,1.0,0.0,,,,91.0,2.0,2.0,,,,,7.0,,3.0,59.0,,8.0,170.0,14.0,46.0,10.0,3.0,22.0,19.0,,96.0,8.0,218.0,4.0,,47.0,22.0,56.0,4.0,366.0,,0.0,9.0,23.0,1.0,20.0,0.0,596.0,,13.0,3.0,3.0,17.0,0.0
360848,38.0,2012-05-13 15:00:00,39,Wolves,Away,201.0,13.0,,3.0,3.0,2.0,1.0,162.0,2.0,,6.0,17.0,24.0,27.0,360.0,,1.0,27.0,6.0,4.0,4.0,1.0,,,,,,,,,,,7.0,,,,,,1.0,9.0,5.0,,,,86.0,57.0,1.0,1.0,1.0,2.0,3.0,3.0,,2.0,9.0,6.0,,14.0,3.0,41.0,40.0,2.0,17.0,9.0,,,58.0,9.0,13.0,1.0,,1.0,2.0,,146.0,1.0,,,1.0,,,6.0,,,2.0,1.0,,,,,12.0,,27.0,23.0,5.0,6.0,102.0,73.0,40.0,9.0,1.0,1.0,5.0,4.0,,,,2.0,2.0,,68.0,36.0,16.0,,,,,,136.0,126.0,5.0,20.0,22.0,48.0,,,,0.0,,,,97.0,3.0,2.0,,,,,2.0,,3.0,61.0,,6.0,211.0,22.0,27.0,13.0,1.0,18.0,17.0,,94.0,6.0,238.0,1.0,,40.0,24.0,50.0,,431.0,,0.0,9.0,19.0,1.0,29.0,2.0,627.0,,9.0,4.0,2.0,14.0,0.0
