matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2367646,11.0,2023-11-04 15:00:00,39,Wolves,Away,264.0,20.0,2.0,3.0,1.0,3.0,,146.0,11.0,,5.0,1.0,8.0,20.0,407.0,,2.0,25.0,11.0,25.0,5.0,2.0,3.0,,1.0,,1.0,,,,,,6.0,,,,,,3.0,4.0,7.0,7.0,3.0,,80.0,55.0,2.0,2.0,,1.0,5.0,2.0,2.0,,,4.0,4.0,1.0,,11.0,,44.0,57.0,1.0,25.0,13.0,,,,,,,34.0,10.0,11.0,,1.0,2.0,1.0,1.0,168.0,1.0,,,1.0,,,13.0,,,1.0,1.0,,,,1.0,13.0,,6.0,6.0,,5.0,118.0,70.0,39.0,4.0,,4.0,4.0,3.0,475.0,,,2.0,3.0,,40.0,68.0,19.0,1.0,1.0,1.0,,147.0,147.0,4.0,36.0,10.0,61.9,,,,,18.0,0.0,,,,135.0,,,,,2.0,,5.0,,1.0,3.0,56.0,385.0,5.0,8.0,302.0,32.0,25.0,21.0,4.0,10.0,6.0,,88.0,4.0,209.0,2.0,,14.0,12.0,50.0,3.0,501.0,,0.0,10.0,13.0,3.0,27.0,3.0,694.0,19.0,13.0,8.0,4.0,7.0,0.0
2367657,12.0,2023-11-11 12:30:00,39,Wolves,Home,219.0,25.0,1.0,3.0,2.0,,1.0,148.0,4.0,1.0,3.0,5.0,4.0,38.0,364.0,,1.0,20.0,9.0,10.0,6.0,3.0,4.0,1.0,,,,,1.0,,,,11.0,,,,,2.0,12.0,3.0,3.0,10.0,7.0,,77.0,59.0,3.0,2.0,2.0,2.0,14.0,7.0,9.0,,,11.0,9.0,5.0,,9.0,,56.0,69.0,2.0,10.0,5.0,,,,,,,45.0,19.0,15.0,,,3.0,2.0,,119.0,2.0,,2.0,2.0,,,4.0,,,2.0,1.0,,,,,5.0,,10.0,10.0,,3.0,115.0,50.0,33.0,3.0,1.0,3.0,8.0,4.0,409.0,,,2.0,,,62.0,43.0,36.0,,,,,125.0,125.0,12.0,23.0,21.0,41.5,,,3.0,,22.0,0.0,,,,119.0,,1.0,1.0,,1.0,1.0,6.0,1.0,1.0,4.0,83.0,346.0,14.0,11.0,240.0,41.0,10.0,31.0,10.0,26.0,16.0,1.0,116.0,1.0,216.0,1.0,1.0,15.0,4.0,60.0,4.0,430.0,,0.0,17.0,23.0,1.0,20.0,4.0,649.0,22.0,13.0,21.0,11.0,13.0,0.0
2367661,13.0,2023-11-27 20:00:00,39,Wolves,Away,236.0,13.0,1.0,2.0,1.0,1.0,,91.0,6.0,,7.0,,1.0,11.0,325.0,,2.0,14.0,11.0,6.0,6.0,1.0,1.0,1.0,,,,,,,,,7.0,1.0,1.0,,,1.0,8.0,6.0,6.0,7.0,3.0,,67.0,59.0,1.0,,2.0,1.0,16.0,,4.0,,,2.0,3.0,1.0,,9.0,3.0,45.0,34.0,1.0,22.0,13.0,,,,,,,41.0,13.0,12.0,2.0,,1.0,,,145.0,1.0,,1.0,1.0,,,7.0,,,1.0,,,,,,13.0,1.0,4.0,4.0,2.0,7.0,115.0,65.0,24.0,6.0,,4.0,4.0,6.0,407.0,,,3.0,2.0,,35.0,52.0,15.0,2.0,2.0,2.0,1.0,144.0,144.0,4.0,21.0,26.0,40.2,1.0,,,,24.0,0.0,,,,105.0,1.0,2.0,3.0,,1.0,1.0,4.0,,,3.0,33.0,305.0,16.0,8.0,265.0,35.0,22.0,13.0,2.0,6.0,4.0,1.0,75.0,2.0,173.0,,,22.0,1.0,57.0,1.0,432.0,2.0,0.0,10.0,11.0,7.0,16.0,2.0,594.0,25.0,11.0,5.0,2.0,6.0,0.0
2367669,14.0,2023-12-02 15:00:00,39,Wolves,Away,239.0,20.0,,2.0,2.0,1.0,1.0,145.0,7.0,1.0,2.0,2.0,8.0,24.0,382.0,,1.0,12.0,9.0,11.0,2.0,1.0,,,,,,,,,,,5.0,,,,,1.0,1.0,14.0,5.0,6.0,,,96.0,51.0,2.0,2.0,,1.0,10.0,,3.0,,,,4.0,3.0,,10.0,3.0,37.0,47.0,1.0,18.0,9.0,,2.0,,,,,46.0,10.0,9.0,1.0,,2.0,1.0,,154.0,1.0,,,1.0,,,10.0,,,1.0,1.0,,,,1.0,9.0,,8.0,8.0,1.0,2.0,114.0,54.0,22.0,4.0,,2.0,2.0,3.0,450.0,,,5.0,2.0,,44.0,56.0,16.0,,,,,134.0,134.0,5.0,24.0,16.0,43.3,,,,2.0,18.0,0.0,,,,114.0,4.0,,4.0,,,,3.0,,,4.0,59.0,363.0,10.0,4.0,279.0,42.0,18.0,16.0,,8.0,8.0,,85.0,5.0,207.0,1.0,1.0,20.0,10.0,62.0,,478.0,,0.0,6.0,18.0,3.0,12.0,2.0,637.0,14.0,13.0,9.0,,10.0,0.0
2367686,15.0,2023-12-05 19:30:00,39,Wolves,Home,236.0,21.0,1.0,4.0,3.0,,1.0,138.0,4.0,,1.0,8.0,6.0,26.0,370.0,,1.0,18.0,15.0,19.0,2.0,3.0,1.0,,,1.0,1.0,,,,,,3.0,,,,,2.0,11.0,4.0,8.0,5.0,2.0,,77.0,48.0,2.0,1.0,1.0,2.0,9.0,,5.0,,,5.0,4.0,,,6.0,2.0,49.0,58.0,2.0,27.0,12.0,,1.0,,,,,37.0,11.0,15.0,1.0,,4.0,2.0,1.0,147.0,1.0,,1.0,1.0,,,9.0,,,1.0,,,,,1.0,12.0,,5.0,5.0,1.0,1.0,116.0,60.0,36.0,8.0,,3.0,3.0,4.0,443.0,,,4.0,1.0,,61.0,51.0,19.0,,,,,149.0,149.0,4.0,16.0,26.0,51.1,,,,,20.0,0.0,,,,127.0,2.0,1.0,3.0,,2.0,,3.0,,,3.0,48.0,354.0,9.0,6.0,277.0,34.0,27.0,20.0,4.0,10.0,6.0,,77.0,2.0,200.0,,,28.0,6.0,60.0,2.0,467.0,1.0,0.0,7.0,17.0,3.0,21.0,2.0,660.0,15.0,21.0,7.0,6.0,12.0,0.0
2367697,16.0,2023-12-09 15:00:00,39,Wolves,Home,287.0,16.0,1.0,6.0,5.0,1.0,2.0,274.0,3.0,,7.0,3.0,5.0,38.0,555.0,1.0,1.0,37.0,23.0,13.0,5.0,1.0,2.0,1.0,,,,,,,,,7.0,,,,,1.0,7.0,6.0,2.0,7.0,3.0,,112.0,52.0,1.0,,1.0,2.0,5.0,2.0,6.0,,,4.0,14.0,6.0,,14.0,1.0,59.0,44.0,2.0,14.0,8.0,,1.0,,,,,76.0,9.0,11.0,1.0,,4.0,4.0,,181.0,1.0,,1.0,1.0,,,3.0,,,1.0,1.0,,,,,8.0,,7.0,7.0,,7.0,174.0,77.0,53.0,3.0,,3.0,4.0,4.0,641.0,,,2.0,3.0,,88.0,123.0,30.0,,,,,162.0,162.0,4.0,16.0,25.0,68.1,,,1.0,,21.0,0.0,,,,188.0,,1.0,1.0,,,1.0,4.0,,,4.0,101.0,541.0,5.0,7.0,322.0,31.0,14.0,18.0,2.0,26.0,24.0,1.0,150.0,5.0,359.0,1.0,,20.0,5.0,67.0,3.0,655.0,1.0,0.0,10.0,9.0,2.0,39.0,0.0,858.0,15.0,13.0,11.0,4.0,4.0,0.0
2367707,17.0,2023-12-17 14:00:00,39,Wolves,Away,229.0,10.0,2.0,6.0,4.0,,1.0,233.0,5.0,,4.0,3.0,6.0,20.0,456.0,,,11.0,21.0,16.0,10.0,2.0,2.0,,,,,,,,,,11.0,,,,,1.0,13.0,6.0,7.0,7.0,7.0,,80.0,60.0,,,,1.0,16.0,7.0,12.0,,1.0,5.0,12.0,4.0,,12.0,,66.0,59.0,1.0,22.0,12.0,,,,,,,48.0,15.0,11.0,,,1.0,3.0,,177.0,,,,,,,8.0,,,,,,,,,12.0,,2.0,2.0,,4.0,133.0,60.0,39.0,6.0,,3.0,9.0,3.0,519.0,,,4.0,2.0,,74.0,59.0,37.0,,,,,141.0,141.0,5.0,25.0,26.0,55.8,,,,,21.0,0.0,,,,151.0,,1.0,1.0,,,,4.0,,,3.0,118.0,437.0,16.0,12.0,256.0,25.0,22.0,14.0,5.0,24.0,19.0,,151.0,,309.0,,,17.0,7.0,44.0,2.0,541.0,,0.0,14.0,25.0,1.0,11.0,1.0,735.0,27.0,16.0,8.0,6.0,13.0,0.0
2367717,18.0,2023-12-24 13:00:00,39,Wolves,Home,90.0,8.0,5.0,6.0,1.0,,,92.0,2.0,,5.0,3.0,,10.0,176.0,,,13.0,14.0,14.0,5.0,2.0,5.0,1.0,,,1.0,,,1.0,,,8.0,,,,,,11.0,8.0,8.0,8.0,6.0,,45.0,54.0,2.0,2.0,1.0,,1.0,5.0,9.0,1.0,,10.0,7.0,1.0,,12.0,1.0,51.0,51.0,,19.0,11.0,,2.0,,,,,40.0,11.0,8.0,,,2.0,1.0,1.0,105.0,1.0,1.0,1.0,,1.0,,7.0,,,1.0,3.0,,,,,11.0,1.0,12.0,12.0,2.0,5.0,47.0,58.0,19.0,6.0,1.0,3.0,5.0,6.0,245.0,,,8.0,,,47.0,34.0,25.0,,,,,133.0,133.0,7.0,15.0,22.0,31.6,,,,,6.0,0.0,,,,69.0,3.0,1.0,3.0,,1.0,1.0,3.0,1.0,1.0,4.0,42.0,168.0,1.0,8.0,105.0,22.0,19.0,12.0,10.0,19.0,9.0,1.0,81.0,4.0,180.0,5.0,,21.0,,49.0,3.0,266.0,1.0,0.0,14.0,22.0,,16.0,3.0,457.0,21.0,7.0,7.0,10.0,15.0,0.0
2367720,19.0,2023-12-27 19:30:00,39,Wolves,Away,149.0,19.0,1.0,2.0,1.0,1.0,,158.0,,,3.0,5.0,4.0,19.0,305.0,,2.0,9.0,21.0,20.0,6.0,,2.0,,,,,,,,,1.0,9.0,,,,1.0,,13.0,10.0,4.0,6.0,5.0,,77.0,75.0,3.0,,4.0,2.0,12.0,4.0,11.0,,,2.0,5.0,,,5.0,1.0,58.0,67.0,2.0,39.0,21.0,,,,,,,57.0,14.0,5.0,2.0,,,1.0,,159.0,3.0,,2.0,2.0,1.0,,10.0,,,3.0,1.0,,,,2.0,21.0,1.0,9.0,9.0,1.0,3.0,80.0,73.0,23.0,8.0,1.0,2.0,7.0,5.0,386.0,,,4.0,5.0,,57.0,42.0,18.0,,,,,147.0,147.0,4.0,36.0,25.0,39.5,1.0,,,,18.0,0.0,,,,94.0,2.0,1.0,3.0,,1.0,,2.0,,1.0,4.0,66.0,302.0,12.0,9.0,174.0,34.0,39.0,26.0,2.0,8.0,6.0,,104.0,3.0,244.0,2.0,,33.0,5.0,72.0,3.0,410.0,2.0,0.0,11.0,25.0,2.0,12.0,1.0,619.0,20.0,11.0,17.0,2.0,12.0,0.0
2367737,20.0,2023-12-30 15:00:00,39,Wolves,Home,251.0,24.0,1.0,3.0,2.0,2.0,,169.0,3.0,,4.0,2.0,2.0,28.0,417.0,,1.0,17.0,12.0,8.0,6.0,1.0,3.0,2.0,,,,,,,,,9.0,,,,,,7.0,5.0,5.0,10.0,2.0,,80.0,70.0,2.0,,3.0,2.0,9.0,3.0,9.0,,,5.0,12.0,2.0,2.0,9.0,,51.0,52.0,2.0,17.0,5.0,,,,,,,61.0,9.0,14.0,1.0,,1.0,1.0,,168.0,2.0,,2.0,1.0,1.0,,8.0,,,1.0,,,,,1.0,5.0,1.0,9.0,9.0,1.0,4.0,118.0,65.0,34.0,2.0,,3.0,6.0,6.0,486.0,,,4.0,2.0,,45.0,59.0,31.0,,,,,149.0,149.0,7.0,33.0,24.0,52.8,,,,,14.0,0.0,,,,146.0,,,,,2.0,2.0,3.0,,,5.0,85.0,403.0,9.0,9.0,292.0,44.0,17.0,25.0,4.0,19.0,15.0,2.0,124.0,2.0,239.0,,,23.0,4.0,71.0,3.0,512.0,,0.0,12.0,19.0,2.0,18.0,2.0,702.0,29.0,9.0,11.0,5.0,12.0,0.0
2367741,21.0,2024-01-22 19:45:00,39,Wolves,Away,163.0,7.0,,,,,,75.0,2.0,,6.0,5.0,2.0,15.0,238.0,1.0,2.0,11.0,11.0,4.0,5.0,,1.0,5.0,,,,,,,1.0,,7.0,,,,,,11.0,8.0,3.0,4.0,4.0,,46.0,61.0,,1.0,,1.0,5.0,,6.0,1.0,,2.0,2.0,2.0,,10.0,1.0,43.0,39.0,1.0,35.0,17.0,,,,,,,26.0,13.0,10.0,,,,,,128.0,,,,,,,3.0,,,,,,,,,17.0,,13.0,13.0,1.0,7.0,74.0,53.0,27.0,8.0,,3.0,2.0,3.0,294.0,,,7.0,1.0,,31.0,30.0,12.0,,,,,111.0,111.0,4.0,25.0,22.0,28.2,,,,1.0,12.0,0.0,,,,64.0,4.0,,3.0,,,5.0,5.0,,,2.0,32.0,227.0,5.0,5.0,188.0,17.0,35.0,8.0,2.0,6.0,4.0,5.0,63.0,3.0,130.0,,,23.0,2.0,40.0,1.0,312.0,3.0,0.0,8.0,20.0,2.0,12.0,4.0,488.0,11.0,14.0,5.0,2.0,8.0,0.0
2367755,22.0,2024-02-01 20:15:00,39,Wolves,Home,200.0,15.0,1.0,5.0,4.0,1.0,1.0,251.0,8.0,1.0,2.0,2.0,5.0,25.0,446.0,,,16.0,6.0,11.0,8.0,1.0,4.0,1.0,,1.0,1.0,,,,,,8.0,1.0,,,,2.0,10.0,12.0,9.0,12.0,4.0,,69.0,49.0,1.0,,2.0,,8.0,5.0,10.0,,,4.0,9.0,7.0,1.0,10.0,3.0,45.0,58.0,,12.0,6.0,,1.0,,,,,43.0,10.0,9.0,1.0,,4.0,1.0,1.0,139.0,2.0,,,1.0,1.0,1.0,9.0,,,1.0,,,,,1.0,6.0,,3.0,3.0,,2.0,147.0,49.0,35.0,5.0,,4.0,7.0,7.0,487.0,,,6.0,2.0,,69.0,66.0,36.0,,,,1.0,115.0,115.0,5.0,21.0,21.0,53.1,,,,,18.0,0.0,,,,156.0,3.0,1.0,5.0,,,1.0,4.0,1.0,1.0,4.0,123.0,424.0,8.0,11.0,218.0,30.0,12.0,23.0,3.0,20.0,17.0,2.0,155.0,3.0,313.0,,1.0,8.0,5.0,37.0,1.0,511.0,,0.0,16.0,25.0,1.0,16.0,2.0,704.0,33.0,12.0,13.0,4.0,15.0,0.0
2367763,23.0,2024-02-04 14:00:00,39,Wolves,Away,190.0,17.0,,1.0,1.0,,1.0,93.0,3.0,1.0,6.0,8.0,9.0,20.0,282.0,1.0,,16.0,11.0,9.0,5.0,1.0,,2.0,1.0,,2.0,,,,,,10.0,1.0,,,,1.0,11.0,11.0,4.0,11.0,3.0,,75.0,47.0,2.0,1.0,2.0,5.0,16.0,3.0,12.0,2.0,,1.0,1.0,1.0,,2.0,,47.0,50.0,5.0,26.0,17.0,,,,,,,24.0,11.0,15.0,3.0,,6.0,3.0,2.0,128.0,2.0,,2.0,2.0,,,11.0,,,2.0,2.0,,,,,17.0,,8.0,8.0,1.0,6.0,71.0,55.0,23.0,10.0,,3.0,5.0,7.0,330.0,,,4.0,3.0,,52.0,38.0,13.0,,,,1.0,110.0,110.0,6.0,23.0,11.0,35.6,,,3.0,,25.0,0.0,,,,82.0,3.0,1.0,2.0,,,2.0,4.0,,,4.0,42.0,272.0,16.0,8.0,214.0,27.0,26.0,19.0,1.0,6.0,5.0,2.0,65.0,,148.0,2.0,1.0,24.0,10.0,56.0,,356.0,1.0,0.0,14.0,18.0,2.0,18.0,2.0,546.0,26.0,13.0,8.0,1.0,12.0,0.0
2367777,24.0,2024-02-10 15:00:00,39,Wolves,Home,201.0,23.0,3.0,6.0,3.0,1.0,,370.0,4.0,,4.0,2.0,4.0,25.0,565.0,,,21.0,18.0,12.0,12.0,2.0,2.0,1.0,,1.0,1.0,,,,1.0,,14.0,,,,,,10.0,7.0,2.0,10.0,7.0,,98.0,61.0,2.0,2.0,,,11.0,4.0,2.0,,1.0,7.0,21.0,11.0,,5.0,1.0,48.0,56.0,,9.0,5.0,1.0,,,,,,66.0,11.0,8.0,,1.0,3.0,1.0,1.0,172.0,,,,,,,5.0,,,,1.0,,,,,5.0,2.0,8.0,8.0,1.0,4.0,195.0,60.0,42.0,4.0,,8.0,6.0,5.0,633.0,,,,3.0,,128.0,111.0,41.0,,,,,160.0,160.0,6.0,23.0,25.0,71.1,,,,,27.0,0.0,,,,186.0,3.0,1.0,4.0,,,1.0,8.0,,,4.0,177.0,550.0,11.0,14.0,235.0,36.0,9.0,30.0,7.0,40.0,33.0,1.0,210.0,2.0,456.0,1.0,,21.0,4.0,54.0,1.0,651.0,,0.0,17.0,18.0,,23.0,2.0,866.0,21.0,16.0,18.0,7.0,11.0,0.0
2367787,25.0,2024-02-17 15:00:00,39,Wolves,Away,114.0,14.0,2.0,6.0,4.0,2.0,,106.0,2.0,1.0,5.0,1.0,4.0,16.0,214.0,1.0,,7.0,13.0,8.0,8.0,,2.0,3.0,,,,,,,,,10.0,,,,,,13.0,10.0,5.0,9.0,3.0,,51.0,56.0,2.0,2.0,1.0,1.0,14.0,1.0,11.0,,,4.0,7.0,4.0,,12.0,3.0,60.0,39.0,1.0,38.0,21.0,,,,,,,34.0,13.0,8.0,,,1.0,,,133.0,2.0,1.0,2.0,1.0,1.0,1.0,11.0,,,1.0,,,,,,21.0,,11.0,11.0,4.0,5.0,47.0,57.0,21.0,10.0,2.0,3.0,7.0,7.0,272.0,,,4.0,,,69.0,28.0,17.0,,,,,130.0,130.0,5.0,26.0,15.0,28.8,,,,,24.0,0.0,,,,69.0,1.0,2.0,4.0,,1.0,3.0,4.0,,,3.0,70.0,203.0,14.0,10.0,145.0,28.0,38.0,18.0,2.0,13.0,11.0,4.0,93.0,5.0,168.0,,1.0,17.0,4.0,56.0,2.0,300.0,1.0,0.0,12.0,16.0,,9.0,1.0,502.0,23.0,10.0,7.0,4.0,11.0,0.0
2367797,26.0,2024-02-25 13:30:00,39,Wolves,Home,307.0,20.0,,5.0,5.0,1.0,1.0,227.0,6.0,1.0,6.0,1.0,8.0,26.0,529.0,,,18.0,22.0,22.0,7.0,1.0,1.0,,,,,,,,,,10.0,,,,,2.0,7.0,9.0,3.0,10.0,3.0,,109.0,57.0,1.0,,1.0,1.0,6.0,3.0,4.0,,,5.0,10.0,6.0,,8.0,1.0,51.0,57.0,1.0,25.0,19.0,,,,,,,50.0,8.0,4.0,1.0,,3.0,2.0,,183.0,1.0,,1.0,1.0,,,7.0,,,1.0,,,,,,19.0,,4.0,4.0,,7.0,156.0,66.0,44.0,6.0,,4.0,5.0,2.0,595.0,,,4.0,,,102.0,81.0,29.0,,,,,131.0,131.0,5.0,23.0,21.0,63.5,,,,1.0,14.0,0.0,,,,160.0,3.0,1.0,4.0,,,,8.0,1.0,,3.0,104.0,518.0,6.0,9.0,330.0,34.0,25.0,17.0,3.0,21.0,18.0,,139.0,4.0,299.0,,1.0,12.0,10.0,48.0,1.0,608.0,,0.0,13.0,23.0,1.0,21.0,2.0,795.0,27.0,14.0,8.0,5.0,15.0,0.0
2367804,27.0,2024-03-02 15:00:00,39,Wolves,Away,240.0,12.0,1.0,5.0,4.0,1.0,,245.0,3.0,1.0,10.0,2.0,5.0,22.0,480.0,,,24.0,16.0,6.0,9.0,1.0,3.0,1.0,,,,,,,,,9.0,,,,,,10.0,8.0,6.0,8.0,4.0,,80.0,58.0,,,,2.0,10.0,3.0,5.0,1.0,,5.0,10.0,6.0,,13.0,1.0,51.0,36.0,2.0,13.0,4.0,1.0,,,,,,36.0,11.0,8.0,,,,,,148.0,,,,,,,4.0,,,,,,,,,4.0,,11.0,11.0,1.0,10.0,169.0,48.0,27.0,3.0,,5.0,5.0,3.0,545.0,,,4.0,4.0,,75.0,64.0,27.0,,,,,141.0,141.0,4.0,24.0,19.0,55.8,,,,,26.0,0.0,,,,167.0,2.0,2.0,3.0,,1.0,1.0,6.0,,,5.0,114.0,465.0,10.0,10.0,270.0,27.0,13.0,20.0,3.0,19.0,16.0,1.0,145.0,3.0,313.0,,1.0,19.0,6.0,52.0,2.0,564.0,2.0,0.0,12.0,8.0,,27.0,1.0,769.0,21.0,15.0,14.0,5.0,7.0,0.0
2367817,28.0,2024-03-09 15:00:00,39,Wolves,Home,208.0,11.0,1.0,1.0,,1.0,,176.0,5.0,1.0,5.0,,6.0,15.0,383.0,1.0,1.0,17.0,12.0,10.0,6.0,1.0,1.0,1.0,,,,,,,,1.0,6.0,,,,,1.0,7.0,16.0,7.0,5.0,3.0,,81.0,50.0,3.0,2.0,1.0,,12.0,,4.0,1.0,,3.0,8.0,3.0,1.0,13.0,2.0,44.0,39.0,,20.0,13.0,,,,,,,47.0,7.0,11.0,,,4.0,2.0,,129.0,1.0,,1.0,,1.0,,8.0,,,,,,,,,13.0,,6.0,6.0,,5.0,119.0,51.0,31.0,4.0,,5.0,3.0,3.0,432.0,,,8.0,1.0,,87.0,69.0,22.0,,,,,119.0,119.0,5.0,16.0,23.0,47.8,,,,,20.0,0.0,,,,122.0,3.0,3.0,5.0,,,1.0,5.0,,,3.0,92.0,370.0,12.0,8.0,225.0,28.0,20.0,18.0,3.0,16.0,13.0,1.0,125.0,3.0,242.0,,1.0,12.0,7.0,44.0,3.0,451.0,1.0,0.0,8.0,9.0,1.0,18.0,2.0,630.0,18.0,10.0,10.0,3.0,2.0,0.0
2367827,29.0,2024-04-24 19:45:00,39,Wolves,Home,247.0,11.0,2.0,4.0,2.0,1.0,,192.0,7.0,1.0,2.0,6.0,13.0,20.0,435.0,1.0,2.0,23.0,22.0,23.0,9.0,2.0,4.0,,,,,,,,,,10.0,,,,,1.0,5.0,13.0,8.0,6.0,9.0,,84.0,48.0,,,,1.0,9.0,7.0,13.0,,1.0,8.0,7.0,4.0,,19.0,4.0,65.0,67.0,1.0,21.0,11.0,,,,,,,52.0,10.0,17.0,,,2.0,2.0,,177.0,,,,,,,9.0,,,,,,,,1.0,11.0,,4.0,4.0,1.0,2.0,126.0,58.0,30.0,12.0,,2.0,9.0,4.0,505.0,,,8.0,2.0,,48.0,78.0,33.0,,,,,157.0,157.0,1.0,30.0,13.0,62.8,,,,,22.0,0.0,,,,148.0,3.0,2.0,5.0,,1.0,,4.0,1.0,,5.0,101.0,410.0,9.0,11.0,281.0,35.0,21.0,13.0,5.0,18.0,13.0,,144.0,5.0,272.0,,1.0,17.0,14.0,48.0,2.0,535.0,2.0,0.0,15.0,17.0,2.0,25.0,4.0,751.0,29.0,15.0,10.0,8.0,10.0,0.0
2367829,30.0,2024-03-30 17:30:00,39,Wolves,Away,216.0,21.0,2.0,6.0,4.0,,,174.0,5.0,2.0,9.0,2.0,6.0,28.0,384.0,,1.0,15.0,8.0,11.0,8.0,2.0,3.0,,1.0,,1.0,,,,,1.0,9.0,,,,,,18.0,7.0,4.0,10.0,3.0,,77.0,49.0,2.0,3.0,,1.0,7.0,3.0,11.0,,,4.0,7.0,4.0,,7.0,2.0,54.0,53.0,1.0,12.0,7.0,,1.0,,,,,45.0,19.0,10.0,,,1.0,,1.0,111.0,,,,,,,7.0,,,,2.0,,,,,7.0,,4.0,4.0,,9.0,132.0,42.0,30.0,5.0,,5.0,5.0,3.0,418.0,,,2.0,1.0,,35.0,79.0,25.0,,,,,96.0,96.0,4.0,15.0,21.0,51.7,,,,,16.0,0.0,,,,119.0,3.0,,3.0,,,,7.0,,,5.0,69.0,365.0,7.0,10.0,237.0,33.0,12.0,17.0,4.0,15.0,11.0,,92.0,,217.0,2.0,2.0,9.0,7.0,45.0,2.0,439.0,1.0,0.0,13.0,24.0,2.0,15.0,4.0,607.0,19.0,13.0,8.0,4.0,14.0,0.0
2367841,31.0,2024-04-02 19:45:00,39,Wolves,Away,270.0,13.0,2.0,4.0,2.0,3.0,,129.0,6.0,1.0,5.0,2.0,7.0,13.0,395.0,,,11.0,14.0,13.0,5.0,,3.0,,,,,,,,,,4.0,,,,,1.0,11.0,8.0,5.0,7.0,1.0,,79.0,54.0,3.0,2.0,1.0,3.0,6.0,2.0,8.0,,,4.0,7.0,3.0,,12.0,3.0,49.0,52.0,3.0,29.0,17.0,,,,,,,28.0,12.0,10.0,,,1.0,,,137.0,1.0,1.0,1.0,,1.0,,8.0,,,,,,,,1.0,17.0,,7.0,7.0,,5.0,128.0,42.0,22.0,7.0,1.0,4.0,2.0,2.0,443.0,,,2.0,2.0,,30.0,57.0,19.0,,,,,124.0,124.0,2.0,27.0,17.0,49.1,,,1.0,,13.0,0.0,,,,124.0,3.0,2.0,5.0,,1.0,,4.0,,,3.0,47.0,376.0,6.0,6.0,307.0,22.0,29.0,16.0,4.0,14.0,10.0,,67.0,8.0,175.0,,1.0,16.0,7.0,44.0,5.0,468.0,1.0,0.0,8.0,18.0,,12.0,2.0,665.0,20.0,17.0,12.0,4.0,8.0,0.0
