matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2367547,1.0,2023-08-14 20:00:00,39,Wolves,Away,208.0,14.0,1.0,10.0,9.0,2.0,3.0,157.0,8.0,,6.0,8.0,5.0,22.0,355.0,,1.0,15.0,7.0,17.0,15.0,4.0,2.0,2.0,,,,,,,,,18.0,,,1.0,,3.0,6.0,12.0,3.0,17.0,6.0,,82.0,76.0,1.0,1.0,,2.0,7.0,10.0,11.0,1.0,1.0,7.0,12.0,2.0,,9.0,1.0,46.0,76.0,2.0,19.0,6.0,,,,,,,41.0,10.0,14.0,,,3.0,3.0,,147.0,,,,,,,9.0,,,,2.0,,,,,6.0,1.0,18.0,18.0,3.0,6.0,103.0,44.0,20.0,8.0,,7.0,12.0,6.0,413.0,,,9.0,3.0,,57.0,60.0,35.0,,,,,145.0,145.0,5.0,39.0,25.0,49.0,1.0,,,1.0,19.0,0.0,,,,107.0,2.0,,2.0,,2.0,2.0,7.0,,,4.0,83.0,333.0,7.0,19.0,235.0,40.0,19.0,31.0,6.0,23.0,17.0,2.0,121.0,4.0,227.0,3.0,,15.0,6.0,44.0,3.0,439.0,3.0,0.0,23.0,23.0,1.0,16.0,3.0,698.0,48.0,23.0,22.0,7.0,10.0,0.0
2367557,2.0,2023-08-19 15:00:00,39,Wolves,Home,238.0,9.0,2.0,4.0,2.0,,1.0,155.0,3.0,,11.0,4.0,2.0,10.0,389.0,,2.0,15.0,5.0,5.0,9.0,2.0,3.0,1.0,,,,,,,,2.0,11.0,,1.0,,,2.0,7.0,11.0,5.0,12.0,4.0,,79.0,67.0,3.0,4.0,,1.0,5.0,5.0,13.0,,,5.0,7.0,2.0,,17.0,1.0,57.0,59.0,1.0,6.0,1.0,,,,,,,50.0,14.0,10.0,,,1.0,2.0,,159.0,1.0,1.0,1.0,,1.0,,5.0,,,,2.0,,,,,1.0,2.0,6.0,6.0,1.0,11.0,107.0,47.0,24.0,3.0,,4.0,8.0,5.0,435.0,,,3.0,5.0,,43.0,52.0,24.0,,,,,137.0,137.0,6.0,18.0,30.0,46.4,1.0,,,,15.0,0.0,,,,117.0,2.0,2.0,4.0,1.0,,1.0,6.0,,1.0,4.0,80.0,366.0,5.0,12.0,258.0,25.0,6.0,32.0,5.0,16.0,11.0,1.0,114.0,1.0,220.0,2.0,,14.0,3.0,39.0,4.0,462.0,,1.0,16.0,20.0,3.0,16.0,3.0,672.0,33.0,17.0,24.0,5.0,15.0,0.0
2367564,3.0,2023-08-26 15:00:00,39,Wolves,Away,253.0,11.0,,5.0,5.0,1.0,2.0,148.0,11.0,1.0,10.0,2.0,8.0,28.0,396.0,,1.0,25.0,14.0,10.0,6.0,1.0,,1.0,,1.0,1.0,,,,,,9.0,,,,,1.0,7.0,11.0,4.0,7.0,4.0,,81.0,69.0,2.0,1.0,1.0,1.0,3.0,4.0,6.0,,,,8.0,3.0,,13.0,4.0,60.0,42.0,1.0,20.0,9.0,,,,,,,51.0,14.0,10.0,,,3.0,3.0,1.0,148.0,1.0,,1.0,1.0,,,11.0,,,1.0,5.0,,,,,9.0,,5.0,5.0,1.0,10.0,121.0,68.0,32.0,7.0,,4.0,4.0,2.0,450.0,,,2.0,,,64.0,61.0,19.0,,,,,133.0,133.0,3.0,27.0,25.0,53.2,,,,1.0,11.0,0.0,,,,122.0,6.0,1.0,7.0,,,1.0,5.0,,1.0,4.0,66.0,378.0,3.0,8.0,276.0,31.0,20.0,18.0,,14.0,14.0,1.0,97.0,4.0,210.0,5.0,1.0,17.0,8.0,67.0,1.0,472.0,,0.0,11.0,18.0,1.0,26.0,4.0,673.0,12.0,20.0,5.0,,10.0,0.0
2367573,4.0,2023-09-03 14:00:00,39,Wolves,Away,219.0,14.0,,5.0,5.0,1.0,1.0,220.0,7.0,,7.0,1.0,6.0,20.0,434.0,,,22.0,12.0,13.0,8.0,,3.0,1.0,,,,,,,,,7.0,,,,,2.0,4.0,14.0,2.0,9.0,3.0,,88.0,68.0,2.0,1.0,1.0,,7.0,2.0,5.0,1.0,,2.0,12.0,7.0,,14.0,3.0,51.0,58.0,,15.0,7.0,,1.0,,,,,52.0,12.0,10.0,1.0,,2.0,1.0,,181.0,2.0,1.0,2.0,1.0,1.0,,7.0,,,1.0,2.0,,,,2.0,7.0,,8.0,8.0,1.0,9.0,120.0,66.0,42.0,4.0,,5.0,5.0,4.0,495.0,,,2.0,,,102.0,63.0,35.0,,,,,141.0,141.0,8.0,26.0,24.0,57.1,,,,1.0,11.0,0.0,,,,130.0,7.0,1.0,7.0,,,1.0,6.0,,1.0,4.0,92.0,413.0,7.0,10.0,245.0,40.0,15.0,19.0,2.0,22.0,20.0,1.0,130.0,2.0,296.0,2.0,,5.0,6.0,51.0,2.0,519.0,,0.0,12.0,26.0,1.0,22.0,3.0,722.0,20.0,11.0,9.0,2.0,18.0,0.0
2367587,5.0,2023-09-16 12:30:00,39,Wolves,Home,163.0,20.0,3.0,6.0,3.0,,,139.0,3.0,,8.0,1.0,3.0,15.0,296.0,,,20.0,11.0,7.0,4.0,3.0,3.0,1.0,,,,1.0,1.0,,,,8.0,,,,,,7.0,12.0,5.0,7.0,4.0,,66.0,65.0,,,,,9.0,2.0,7.0,1.0,,4.0,8.0,3.0,,9.0,2.0,51.0,51.0,,24.0,8.0,,,,,,,43.0,10.0,4.0,,,1.0,,,125.0,1.0,,1.0,1.0,,,7.0,,,1.0,3.0,,,,1.0,8.0,,13.0,13.0,1.0,8.0,84.0,52.0,24.0,4.0,1.0,5.0,3.0,2.0,348.0,,,4.0,1.0,1.0,43.0,73.0,20.0,,,,,129.0,129.0,5.0,27.0,22.0,34.2,,3.0,,1.0,17.0,0.0,,,,92.0,4.0,,3.0,,,1.0,7.0,,,5.0,63.0,284.0,9.0,8.0,183.0,42.0,24.0,33.0,4.0,15.0,11.0,1.0,92.0,,199.0,3.0,,7.0,4.0,46.0,1.0,367.0,,0.0,11.0,22.0,1.0,23.0,1.0,589.0,30.0,20.0,18.0,4.0,15.0,0.0
2367595,6.0,2023-09-23 15:00:00,39,Wolves,Away,165.0,17.0,,1.0,1.0,1.0,1.0,99.0,7.0,1.0,6.0,4.0,6.0,19.0,263.0,,,9.0,19.0,21.0,,1.0,,1.0,,,,,,,,,1.0,,,,,2.0,10.0,15.0,5.0,3.0,,,65.0,64.0,,1.0,,6.0,10.0,,8.0,,,1.0,3.0,1.0,,11.0,,63.0,55.0,6.0,33.0,18.0,,1.0,,,,,47.0,17.0,12.0,,,1.0,1.0,,152.0,,,,,,1.0,18.0,,,1.0,,,,,1.0,18.0,,4.0,4.0,,6.0,65.0,72.0,32.0,10.0,1.0,,1.0,3.0,322.0,,,8.0,4.0,,43.0,49.0,11.0,1.0,1.0,1.0,,151.0,151.0,1.0,34.0,16.0,43.6,,2.0,,,13.0,0.0,,,,77.0,2.0,1.0,3.0,,3.0,1.0,,,,5.0,43.0,241.0,10.0,1.0,207.0,44.0,33.0,17.0,1.0,6.0,5.0,1.0,74.0,6.0,158.0,1.0,1.0,17.0,7.0,63.0,1.0,359.0,,1.0,3.0,14.0,,13.0,2.0,555.0,7.0,21.0,8.0,1.0,5.0,0.0
2367607,7.0,2023-09-30 15:00:00,39,Wolves,Home,135.0,20.0,,,,1.0,,80.0,7.0,1.0,2.0,1.0,,26.0,215.0,,,8.0,2.0,5.0,1.0,,,1.0,,,,,,,,,3.0,,,,,,11.0,12.0,11.0,3.0,,,48.0,58.0,1.0,,1.0,1.0,13.0,2.0,12.0,,,,5.0,1.0,,8.0,2.0,47.0,38.0,1.0,28.0,13.0,,,,,,,35.0,18.0,12.0,1.0,,,,,119.0,1.0,,1.0,1.0,,,9.0,,,1.0,3.0,,,,,13.0,,10.0,10.0,1.0,2.0,55.0,51.0,23.0,6.0,,,2.0,1.0,251.0,,,10.0,,,32.0,39.0,11.0,,,,,103.0,103.0,1.0,36.0,7.0,31.9,,,,,18.0,0.0,,,,60.0,3.0,4.0,7.0,,,1.0,,,,4.0,40.0,197.0,13.0,2.0,157.0,42.0,28.0,16.0,,6.0,6.0,1.0,67.0,5.0,131.0,3.0,1.0,10.0,,54.0,2.0,282.0,1.0,0.0,3.0,12.0,,9.0,6.0,462.0,6.0,12.0,9.0,,7.0,0.0
2367617,8.0,2023-10-08 14:00:00,39,Wolves,Home,177.0,18.0,1.0,2.0,1.0,,,108.0,6.0,,3.0,,1.0,22.0,283.0,,1.0,10.0,6.0,10.0,6.0,,,2.0,,,,,,,,,8.0,,,,,,13.0,13.0,5.0,6.0,2.0,,47.0,63.0,3.0,2.0,1.0,2.0,4.0,2.0,,,,2.0,4.0,2.0,,3.0,1.0,32.0,40.0,2.0,23.0,19.0,,,,,,,45.0,19.0,8.0,1.0,1.0,2.0,2.0,,124.0,1.0,,1.0,1.0,,,7.0,,,1.0,1.0,,,,,19.0,,5.0,5.0,,3.0,92.0,52.0,30.0,10.0,,3.0,4.0,3.0,340.0,,,6.0,,,54.0,43.0,14.0,,,,,112.0,112.0,5.0,30.0,23.0,46.3,,2.0,,,13.0,0.0,,,,95.0,3.0,,3.0,1.0,,2.0,3.0,,,4.0,41.0,268.0,4.0,7.0,199.0,39.0,23.0,13.0,2.0,10.0,8.0,2.0,77.0,3.0,169.0,2.0,,4.0,1.0,45.0,3.0,358.0,,1.0,8.0,13.0,3.0,14.0,3.0,506.0,13.0,14.0,9.0,2.0,7.0,0.0
2367618,9.0,2023-10-21 15:00:00,39,Wolves,Away,227.0,15.0,2.0,8.0,6.0,2.0,1.0,292.0,1.0,,9.0,1.0,5.0,15.0,511.0,,1.0,17.0,9.0,21.0,13.0,3.0,4.0,1.0,,,,,,,,,16.0,,1.0,,,1.0,7.0,4.0,3.0,15.0,6.0,,105.0,72.0,2.0,3.0,1.0,1.0,8.0,6.0,8.0,,,12.0,13.0,6.0,,12.0,2.0,43.0,71.0,1.0,15.0,9.0,,,,,,,55.0,10.0,15.0,1.0,,1.0,2.0,,180.0,2.0,,2.0,2.0,,,4.0,,,2.0,1.0,,,,,9.0,1.0,12.0,12.0,2.0,9.0,159.0,56.0,35.0,3.0,,6.0,12.0,7.0,575.0,,,2.0,,,69.0,107.0,43.0,,,,,138.0,138.0,10.0,22.0,31.0,66.3,1.0,,3.0,,21.0,0.0,,,,154.0,1.0,2.0,3.0,,,1.0,8.0,1.0,1.0,3.0,162.0,492.0,8.0,18.0,259.0,38.0,15.0,15.0,7.0,28.0,21.0,1.0,199.0,2.0,367.0,1.0,,10.0,6.0,37.0,1.0,598.0,1.0,0.0,21.0,26.0,1.0,17.0,6.0,812.0,45.0,12.0,9.0,12.0,15.0,0.0
2367637,10.0,2023-10-28 17:30:00,39,Wolves,Home,166.0,16.0,1.0,2.0,1.0,1.0,,157.0,5.0,,3.0,1.0,3.0,18.0,321.0,,,11.0,4.0,9.0,4.0,,3.0,2.0,,,1.0,,,,,,6.0,,,,,1.0,5.0,11.0,2.0,6.0,5.0,,62.0,66.0,,,,,7.0,3.0,11.0,1.0,,8.0,5.0,5.0,,9.0,1.0,43.0,74.0,,21.0,6.0,1.0,,,,,,44.0,13.0,15.0,1.0,,4.0,,1.0,123.0,2.0,1.0,2.0,,2.0,,6.0,,,,,,,,,6.0,,12.0,12.0,,3.0,92.0,54.0,30.0,7.0,1.0,1.0,5.0,6.0,368.0,,,6.0,2.0,,40.0,68.0,27.0,1.0,1.0,1.0,,124.0,124.0,6.0,30.0,25.0,43.2,,,1.0,,13.0,0.0,,,,116.0,2.0,1.0,2.0,,,2.0,2.0,,,3.0,67.0,301.0,7.0,6.0,188.0,43.0,21.0,29.0,6.0,16.0,10.0,2.0,97.0,1.0,221.0,1.0,,7.0,3.0,47.0,2.0,393.0,1.0,0.0,11.0,28.0,,12.0,1.0,598.0,27.0,17.0,22.0,8.0,20.0,0.0
