playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,awayGoals,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,keyPassesAttemptAssists,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,homeGoals,forwardPasses,recoveries,appearances,rightFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,successfulPassesOwnHalf,handballsConceded,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,goalAssists,offsides,penaltyGoalsConceded,tacklesLost,aerialDuelsWon,unsuccessfulLayoffs,successfulLaunches,leftFootGoals,redCards2ndYellow,headedGoals,attemptsFromSetPieces,unsuccessfulLaunches,throwInsToOppositionPlayer,penaltiesTaken,penaltyGoals,hitWoodwork,foulWonPenalty,clearancesOffTheLine,penaltiesConceded,catches,goalKicks,gkSuccessfulDistribution,savesMadeCaught,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,lastPlayerTackle,savesMadeFromOutsideBox,penaltiesFaced,punches,drops,crossesNotClaimed,penaltiesSaved,savesFromPenalty,setPiecesGoals,ownGoalScored,goalkeeperSmother,otherGoals
38401,Carlos Vela,Forward,Arsenal,3,Mexico,2010-11,33.0,3.0,0.0,2.0,8.0,,2.0,12.0,2.0,24.0,12.0,9.0,3.0,25.0,8.0,165.0,3.0,1.0,9.0,4.0,9.0,,4.0,377.0,7.0,22.0,4.0,20.0,135.0,2.0,25.0,10.0,1.0,6.0,26.0,40.0,,11.0,0.0,55.0,2.0,43.0,9.0,12.0,2.0,9.0,119.0,2.0,10.0,21.0,46.0,0.0,164.0,4.0,3.0,67.0,2.0,7.0,1.0,51.0,3.0,1.0,2.0,5.0,31.0,263.0,8.0,2.0,25.0,2.0,0.0,1.0,2.0,1.0,2.0,,,2.0,1.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
56865,Jay Emmanuel-Thomas,Forward,Arsenal,3,England,2010-11,1.0,,0.0,,,,,,1.0,,1.0,1.0,,,,5.0,,,1.0,,1.0,,,9.0,1.0,,1.0,,5.0,,,1.0,1.0,1.0,,1.0,,,0.0,1.0,,1.0,,1.0,,,2.0,,,,,0.0,5.0,,,1.0,,,,2.0,,,,,1.0,7.0,,,3.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15675,Marouane Chamakh,Forward,Arsenal,3,Morocco,2010-11,185.0,,0.0,10.0,21.0,2.0,28.0,42.0,9.0,155.0,29.0,121.0,18.0,158.0,4.0,723.0,7.0,3.0,11.0,,137.0,1.0,,1843.0,73.0,131.0,3.0,67.0,560.0,,129.0,36.0,20.0,24.0,112.0,218.0,1.0,31.0,8.0,316.0,4.0,133.0,66.0,29.0,3.0,11.0,435.0,21.0,4.0,72.0,179.0,0.0,723.0,21.0,14.0,294.0,22.0,8.0,1.0,166.0,33.0,21.0,,5.0,206.0,1060.0,,8.0,130.0,2.0,5.0,3.0,21.0,4.0,15.0,2.0,6.0,64.0,20.0,,1.0,,3.0,,1.0,,,,2.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,
27697,Nicklas Bendtner,Forward,Arsenal,3,Denmark,2010-11,44.0,3.0,0.0,3.0,10.0,,3.0,16.0,10.0,36.0,17.0,33.0,3.0,39.0,10.0,231.0,2.0,2.0,14.0,,32.0,1.0,3.0,495.0,19.0,25.0,1.0,12.0,182.0,,37.0,6.0,7.0,5.0,25.0,60.0,,4.0,0.0,69.0,0.0,45.0,23.0,17.0,2.0,4.0,137.0,4.0,10.0,13.0,37.0,0.0,231.0,6.0,5.0,79.0,3.0,5.0,,58.0,8.0,10.0,,10.0,68.0,340.0,4.0,1.0,58.0,1.0,2.0,3.0,8.0,1.0,4.0,2.0,,13.0,,1.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12297,Robin van Persie,Forward,Arsenal,3,Netherlands,2010-11,152.0,4.0,0.0,12.0,43.0,3.0,21.0,85.0,24.0,119.0,25.0,66.0,19.0,131.0,32.0,646.0,18.0,11.0,6.0,75.0,83.0,5.0,18.0,1768.0,56.0,85.0,4.0,58.0,498.0,13.0,151.0,37.0,28.0,24.0,96.0,170.0,3.0,19.0,8.0,237.0,7.0,163.0,37.0,25.0,5.0,20.0,441.0,20.0,88.0,61.0,154.0,0.0,613.0,42.0,24.0,319.0,12.0,18.0,3.0,173.0,32.0,7.0,39.0,17.0,140.0,1098.0,6.0,4.0,92.0,1.0,4.0,12.0,11.0,7.0,11.0,4.0,9.0,27.0,10.0,,12.0,,1.0,14.0,4.0,1.0,3.0,2.0,5.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,
20467,Theo Walcott,Forward,Arsenal,3,England,2010-11,108.0,10.0,0.0,11.0,28.0,7.0,8.0,57.0,7.0,69.0,28.0,29.0,19.0,77.0,73.0,451.0,9.0,5.0,9.0,2.0,16.0,2.0,11.0,1696.0,14.0,67.0,2.0,65.0,372.0,1.0,154.0,16.0,9.0,16.0,94.0,68.0,1.0,24.0,2.0,175.0,4.0,100.0,54.0,28.0,7.0,46.0,307.0,14.0,78.0,81.0,159.0,0.0,448.0,29.0,35.0,288.0,7.0,33.0,1.0,158.0,4.0,16.0,1.0,2.0,125.0,873.0,9.0,12.0,78.0,1.0,0.0,8.0,13.0,7.0,18.0,2.0,1.0,2.0,4.0,1.0,2.0,,,5.0,4.0,1.0,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,
90515,Akwasi Asante,Forward,Birmingham,41,Netherlands,2010-11,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18804,Cameron Jerome,Forward,Birmingham,41,England,2010-11,291.0,2.0,0.0,7.0,19.0,14.0,21.0,48.0,5.0,260.0,34.0,64.0,30.0,264.0,25.0,643.0,3.0,2.0,4.0,,263.0,3.0,2.0,2657.0,155.0,182.0,11.0,74.0,370.0,,121.0,23.0,19.0,47.0,136.0,175.0,,38.0,0.0,473.0,1.0,159.0,49.0,34.0,2.0,37.0,307.0,36.0,25.0,87.0,210.0,0.0,642.0,29.0,22.0,462.0,16.0,15.0,3.0,152.0,43.0,11.0,,9.0,157.0,1046.0,10.0,12.0,74.0,,2.0,4.0,25.0,6.0,25.0,4.0,5.0,108.0,25.0,,,,1.0,,2.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
1972,Kevin Phillips,Forward,Birmingham,41,England,2010-11,26.0,,0.0,4.0,5.0,,,10.0,2.0,23.0,14.0,16.0,5.0,25.0,7.0,146.0,1.0,0.0,9.0,,5.0,,,485.0,5.0,10.0,1.0,10.0,118.0,,19.0,,1.0,7.0,21.0,44.0,,7.0,0.0,36.0,1.0,26.0,19.0,14.0,1.0,2.0,83.0,6.0,7.0,13.0,31.0,0.0,146.0,5.0,4.0,55.0,,3.0,2.0,32.0,7.0,,,3.0,44.0,207.0,,2.0,38.0,1.0,0.0,2.0,7.0,,6.0,1.0,,,2.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
1450,Marcus Bent,Forward,Birmingham,41,England,2010-11,1.0,,0.0,,,,,,,3.0,3.0,1.0,,3.0,,7.0,,,3.0,,1.0,,,12.0,1.0,,,,4.0,,,,,2.0,,3.0,,,0.0,1.0,,1.0,,3.0,,,3.0,2.0,,,,0.0,7.0,,,3.0,,,,1.0,,,,,2.0,8.0,,,1.0,,0.0,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
