playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,oboxTarget,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,throwInsToOppositionPlayer,lastPlayerTackle,redCards2ndYellow,clearancesOffTheLine,successfulLaunches,secondGoalAssists,setPiecesGoals,freekickTotal,attemptsFromSetPieces,hitWoodwork,expectedGoalsFreekick,foulWonPenalty,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,successfulCornersIntoBox,unsuccessfulCornersIntoBox,penaltiesConceded,headedGoals,ownGoalScored,otherGoals,penaltiesTaken,penaltyGoals,penaltiesSaved,savesFromPenalty
153133,Alex Iwobi,Forward,Arsenal,3,Nigeria,2018-19,142.0,12.0,5.5595,0.0,11.0,14.0,13.0,2.6128,28.0,24.0,3.0,182.0,35.0,6.0,26.0,22.0,211.0,45.0,951.0,3.0,2.0,2.0,3.0,13.0,1.0,25.0,1.0,1.0,12.0,10.0,1972.0,10.0,5.0,21.0,91.0,2.0,54.0,87.0,713.0,119.0,6.0,32.2188,34.0,10.0,32.0,8.0,121.0,360.0,13.0,0.0,233.0,20.0,1.0,257.0,90.0,35.0,1.0,3.0,14.0,,39.0,547.0,30.0,45.0,95.0,8.0,208.0,4.0,0.0,949.0,10.0,20.0,438.0,14.0,46.0,1.0,126.0,8.0,12.0,27.0,208.0,1415.0,15.0,15.0,3.0,8.0,205.0,4.0,1.0,3.4876,0.0,29.0,35.0,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59966,Alexandre Lacazette,Forward,Arsenal,3,France,2018-19,249.0,5.0,3.3569,0.0,19.0,30.0,2.0,11.148,35.0,62.0,10.0,187.0,35.0,8.0,39.0,27.0,199.0,24.0,771.0,13.0,24.0,4.0,3.0,8.0,,140.0,4.0,2.0,5.0,15.0,2470.0,15.0,10.0,93.0,181.0,1.0,65.0,134.0,556.0,203.0,3.0,33.9485,23.0,29.0,31.0,16.0,156.0,182.0,54.0,9.0,430.0,26.0,9.0,183.0,73.0,35.0,2.0,12.0,19.0,1.0,23.0,441.0,30.0,24.0,84.0,16.0,290.0,47.0,0.0,724.0,32.0,22.0,381.0,16.0,46.0,1.0,220.0,51.0,15.0,16.0,186.0,1313.0,4.0,9.0,3.0,1.0,136.0,26.0,1.0,11.66,2.0,12.0,23.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,0.108,1.0,,,,,,,,,,,,,,,,,,,,,,,,
223340,Bukayo Saka,Forward,Arsenal,3,England,2018-19,,,,0.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,7.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50175,Danny Welbeck,Forward,Arsenal,3,England,2018-19,23.0,,0.4664,0.0,1.0,2.0,1.0,0.8235,3.0,3.0,,14.0,8.0,1.0,1.0,1.0,14.0,,54.0,1.0,,0.0,,7.0,,21.0,,,,1.0,147.0,1.0,,14.0,14.0,,4.0,7.0,39.0,9.0,1.0,2.109,4.0,1.0,3.0,1.0,9.0,19.0,2.0,0.0,37.0,2.0,1.0,20.0,11.0,8.0,,,1.0,1.0,4.0,33.0,3.0,,7.0,1.0,16.0,7.0,0.0,53.0,1.0,,27.0,2.0,2.0,,9.0,3.0,1.0,1.0,6.0,87.0,,1.0,,,7.0,1.0,1.0,0.7926,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205533,Eddie Nketiah,Forward,Arsenal,3,England,2018-19,8.0,,0.3295,0.0,2.0,1.0,,0.0754,1.0,1.0,,1.0,5.0,,1.0,,2.0,,20.0,1.0,2.0,1.0,,5.0,,2.0,,,,,63.0,,,2.0,5.0,,1.0,5.0,18.0,6.0,,3.266,1.0,1.0,3.0,2.0,6.0,1.0,2.0,0.0,13.0,,0.0,3.0,3.0,5.0,,,,1.0,2.0,13.0,3.0,,5.0,2.0,11.0,,0.0,19.0,,2.0,10.0,1.0,2.0,,5.0,1.0,,,11.0,37.0,,,,,5.0,,,0.2042,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54694,Pierre-Emerick Aubameyang,Forward,Arsenal,3,Gabon,2018-19,174.0,9.0,3.5464,0.0,22.0,40.0,4.0,19.1408,21.0,72.0,3.0,172.0,36.0,5.0,34.0,30.0,180.0,34.0,692.0,22.0,23.0,9.0,8.0,6.0,,115.0,3.0,4.0,9.0,14.0,2731.0,14.0,,83.0,105.0,2.0,54.0,73.0,503.0,149.0,6.0,47.162,28.0,18.0,42.0,14.0,91.0,192.0,23.0,5.0,279.0,26.0,13.0,179.0,66.0,36.0,4.0,20.0,4.0,2.0,26.0,390.0,40.0,34.0,59.0,14.0,164.0,32.0,0.0,658.0,32.0,34.0,344.0,17.0,29.0,,146.0,13.0,8.0,9.0,175.0,1132.0,3.0,11.0,8.0,,131.0,7.0,1.0,23.1385,0.0,8.0,36.0,,,,,,1.0,,,,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,5.0,4.0,,
75115,Callum Wilson,Forward,Bournemouth,91,England,2018-19,203.0,6.0,2.8636,0.0,11.0,30.0,,14.6941,9.0,54.0,2.0,140.0,30.0,9.0,19.0,29.0,144.0,14.0,441.0,14.0,19.0,9.0,1.0,1.0,1.0,135.0,6.0,1.0,6.0,15.0,2534.0,15.0,12.0,90.0,103.0,5.0,41.0,58.0,293.0,161.0,3.0,38.4242,22.0,15.0,47.0,10.0,113.0,128.0,32.0,3.0,306.0,10.0,5.0,104.0,59.0,30.0,1.0,7.0,2.0,3.0,25.0,217.0,42.0,14.0,68.0,10.0,171.0,45.0,0.0,421.0,24.0,23.0,332.0,7.0,17.0,4.0,102.0,41.0,4.0,4.0,107.0,838.0,1.0,8.0,1.0,2.0,86.0,8.0,3.0,13.4296,3.0,4.0,25.0,,,,,,,,,,2.0,,3.0,,,,,,,,,,,,,,,,,,3.0,,1.0,2.0,1.0,,
154566,Dominic Solanke,Forward,Bournemouth,91,England,2018-19,48.0,,0.1962,0.0,4.0,3.0,,0.7881,8.0,7.0,1.0,26.0,10.0,1.0,4.0,2.0,28.0,1.0,99.0,,1.0,0.0,1.0,8.0,,39.0,,,,3.0,340.0,3.0,,24.0,42.0,,8.0,27.0,69.0,22.0,2.0,6.064,7.0,9.0,5.0,3.0,24.0,28.0,9.0,0.0,90.0,3.0,0.0,23.0,17.0,10.0,,,5.0,,7.0,50.0,5.0,1.0,16.0,3.0,51.0,15.0,0.0,96.0,4.0,4.0,62.0,3.0,10.0,1.0,26.0,2.0,2.0,2.0,22.0,195.0,,2.0,1.0,,21.0,1.0,1.0,0.9563,0.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78007,Joshua King,Forward,Bournemouth,91,Norway,2018-19,342.0,8.0,2.9411,0.0,18.0,23.0,,12.274,30.0,54.0,11.0,216.0,35.0,3.0,56.0,34.0,225.0,35.0,802.0,12.0,7.0,3.0,4.0,1.0,1.0,206.0,5.0,1.0,8.0,10.0,2970.0,10.0,7.0,119.0,226.0,4.0,53.0,139.0,565.0,172.0,4.0,44.5308,34.0,13.0,57.0,14.0,223.0,228.0,45.0,2.0,568.0,24.0,9.0,187.0,149.0,35.0,1.0,9.0,11.0,2.0,61.0,404.0,53.0,35.0,157.0,14.0,362.0,87.0,0.0,786.0,31.0,32.0,560.0,19.0,65.0,5.0,189.0,53.0,7.0,12.0,198.0,1493.0,2.0,14.0,4.0,2.0,181.0,13.0,3.0,13.4589,3.0,9.0,39.0,3.0,,,,,4.0,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,1.0,,,6.0,5.0,,
178304,Lys Mousset,Forward,Bournemouth,91,France,2018-19,37.0,,0.7312,0.0,2.0,7.0,,1.4548,3.0,10.0,2.0,34.0,24.0,,8.0,1.0,34.0,3.0,121.0,1.0,4.0,1.0,,23.0,,22.0,,,,6.0,350.0,6.0,1.0,13.0,27.0,1.0,7.0,18.0,86.0,30.0,1.0,10.4964,4.0,2.0,15.0,2.0,24.0,30.0,5.0,0.0,64.0,3.0,0.0,33.0,11.0,24.0,,1.0,2.0,,9.0,64.0,14.0,3.0,14.0,2.0,42.0,9.0,0.0,109.0,3.0,7.0,74.0,1.0,10.0,,20.0,7.0,1.0,1.0,38.0,216.0,,,,,23.0,1.0,,1.3684,1.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
