playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,ownGoalScored,keyPassesAttemptAssists,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,homeGoals,forwardPasses,recoveries,appearances,rightFootGoals,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,handballsConceded,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,secondGoalAssists,successfulCornersIntoBox,successfulLaunches,unsuccessfulCornersIntoBox,leftFootGoals,throwInsToOppositionPlayer,lastPlayerTackle,attemptsFromSetPieces,clearancesOffTheLine,headedGoals,redCards2ndYellow,hitWoodwork,setPiecesGoals,penaltiesTaken,penaltyGoals,foulWonPenalty,penaltiesSaved,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,otherGoals,putthroughBlockedDistribution
43274,Gervinho,Forward,Arsenal,3,Cote d’Ivoire,2011-12,123.0,3.0,1.0,9.0,17.0,10.0,25.0,31.0,10.0,91.0,28.0,6.0,30.0,19.0,94.0,48.0,615.0,4.0,6.0,2.0,9.0,1.0,13.0,,3.0,1685.0,4.0,10.0,85.0,5.0,,82.0,521.0,165.0,,,31.0,4.0,21.0,113.0,175.0,19.0,0.0,208.0,2.0,126.0,71.0,28.0,2.0,1.0,47.0,390.0,16.0,48.0,98.0,195.0,3.0,1.0,614.0,14.0,24.0,293.0,24.0,38.0,,129.0,10.0,20.0,,185.0,1004.0,1.0,14.0,1.0,134.0,3.0,0.0,3.0,18.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15675,Marouane Chamakh,Forward,Arsenal,3,Morocco,2011-12,15.0,1.0,0.0,1.0,2.0,,6.0,7.0,1.0,22.0,11.0,,9.0,1.0,22.0,1.0,79.0,1.0,,1.0,10.0,,18.0,,1.0,169.0,2.0,7.0,26.0,,,15.0,57.0,14.0,,,2.0,5.0,3.0,8.0,23.0,8.0,0.0,41.0,0.0,20.0,4.0,11.0,,1.0,1.0,47.0,3.0,1.0,7.0,23.0,11.0,0.0,79.0,5.0,,34.0,5.0,1.0,1.0,13.0,1.0,1.0,,23.0,127.0,,1.0,,11.0,,0.0,,3.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
27697,Nicklas Bendtner,Forward,Arsenal,3,Denmark,2011-12,201.0,7.0,0.0,14.0,23.0,,19.0,48.0,11.0,219.0,29.0,5.0,109.0,25.0,233.0,15.0,889.0,8.0,26.0,4.0,4.0,,184.0,4.0,7.0,2244.0,23.0,107.0,133.0,5.0,,56.0,615.0,108.0,3.0,,29.0,32.0,30.0,94.0,230.0,32.0,2.0,334.0,4.0,198.0,52.0,29.0,4.0,9.0,9.0,467.0,25.0,15.0,64.0,150.0,77.0,0.0,887.0,25.0,19.0,380.0,10.0,5.0,7.0,195.0,26.0,8.0,41.0,266.0,1262.0,10.0,7.0,1.0,196.0,3.0,2.0,14.0,32.0,,,1.0,,1.0,,,,,3.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,
36968,Park Chu-Young,Forward,Arsenal,3,South Korea,2011-12,,,0.0,,,,,,,1.0,1.0,,,,1.0,,4.0,,,,1.0,,,,,6.0,,,,,,,2.0,,,,,,,,2.0,,0.0,,,1.0,,1.0,,,,2.0,,,,,,0.0,4.0,,,1.0,,,,1.0,,,1.0,,4.0,,,,1.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12297,Robin van Persie,Forward,Arsenal,3,Netherlands,2011-12,217.0,10.0,0.0,33.0,82.0,6.0,20.0,141.0,49.0,202.0,38.0,9.0,105.0,37.0,221.0,55.0,1032.0,30.0,44.0,13.0,1.0,138.0,95.0,11.0,48.0,3334.0,21.0,67.0,127.0,9.0,,99.0,784.0,303.0,3.0,,83.0,44.0,47.0,150.0,236.0,37.0,22.0,344.0,17.0,286.0,56.0,38.0,12.0,7.0,24.0,692.0,38.0,156.0,114.0,249.0,28.0,0.0,988.0,59.0,55.0,560.0,13.0,42.0,4.0,271.0,30.0,10.0,27.0,239.0,1794.0,2.0,3.0,3.0,167.0,2.0,8.0,19.0,23.0,,36.0,,82.0,17.0,1.0,,17.0,,1.0,,10.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,
92372,Ryo Miyaichi,Forward,Arsenal,3,Japan,2011-12,45.0,6.0,0.0,1.0,4.0,6.0,8.0,8.0,,41.0,12.0,2.0,7.0,8.0,47.0,29.0,158.0,,4.0,,4.0,25.0,18.0,,19.0,681.0,,13.0,32.0,3.0,,27.0,110.0,21.0,,,19.0,5.0,13.0,32.0,28.0,9.0,0.0,77.0,,46.0,26.0,12.0,,6.0,14.0,100.0,10.0,43.0,25.0,59.0,5.0,0.0,155.0,4.0,13.0,135.0,2.0,10.0,1.0,50.0,1.0,5.0,1.0,34.0,330.0,4.0,4.0,5.0,30.0,,0.0,6.0,11.0,,12.0,,11.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
20467,Theo Walcott,Forward,Arsenal,3,England,2011-12,185.0,17.0,0.0,18.0,34.0,18.0,18.0,58.0,9.0,165.0,35.0,8.0,51.0,32.0,174.0,114.0,839.0,8.0,23.0,5.0,3.0,1.0,36.0,2.0,18.0,2746.0,6.0,25.0,106.0,5.0,1.0,95.0,664.0,184.0,3.0,,34.0,6.0,33.0,160.0,120.0,42.0,0.0,291.0,3.0,185.0,77.0,35.0,8.0,4.0,68.0,522.0,28.0,116.0,133.0,255.0,11.0,0.0,838.0,24.0,54.0,529.0,14.0,35.0,,271.0,13.0,17.0,1.0,263.0,1486.0,18.0,19.0,5.0,161.0,2.0,1.0,9.0,29.0,,,,1.0,,2.0,,1.0,,,,3.0,,,,3.0,,,,,,,,,,,,,,,,,,
35865,Anthony Modeste,Forward,Blackburn,5,France,2011-12,39.0,,1.0,2.0,4.0,,7.0,11.0,1.0,32.0,9.0,,9.0,3.0,33.0,2.0,86.0,,4.0,,6.0,,25.0,,,383.0,2.0,19.0,28.0,3.0,,22.0,53.0,18.0,,,2.0,1.0,15.0,20.0,13.0,14.0,0.0,67.0,,35.0,7.0,9.0,,2.0,8.0,41.0,12.0,2.0,12.0,42.0,6.0,1.0,86.0,7.0,5.0,62.0,5.0,1.0,,18.0,7.0,3.0,,20.0,156.0,,,,12.0,,1.0,1.0,5.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
28157,David Goodwillie,Forward,Blackburn,5,Scotland,2011-12,50.0,2.0,0.0,9.0,3.0,,6.0,11.0,1.0,26.0,20.0,,16.0,4.0,29.0,9.0,146.0,2.0,4.0,1.0,16.0,,14.0,,2.0,596.0,1.0,14.0,21.0,4.0,,21.0,113.0,39.0,2.0,,10.0,7.0,15.0,36.0,26.0,9.0,0.0,71.0,1.0,34.0,14.0,20.0,,,12.0,81.0,11.0,9.0,26.0,57.0,,0.0,146.0,8.0,7.0,78.0,6.0,6.0,2.0,31.0,8.0,7.0,4.0,55.0,263.0,1.0,2.0,1.0,38.0,1.0,0.0,3.0,5.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,
89328,Jordan Slew,Forward,Blackburn,5,England,2011-12,1.0,,0.0,,,,1.0,,,,1.0,,,,,,1.0,,,,1.0,,,,,1.0,,,1.0,,,1.0,1.0,,,,,,,1.0,,,0.0,2.0,,,1.0,1.0,,,1.0,,,,1.0,2.0,,0.0,1.0,,,1.0,1.0,,,1.0,,,,,3.0,,,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
