playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,throughBalls,gamesPlayed,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,goalsConcededOutsideBox,groundDuelsWon,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,shotsBlockedInBox,totalFoulsWon,winningGoal,recoveries,appearances,rightFootGoals,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,freekickTotal,openPlayPasses,shotsOffTargetIncWoodwork,totalLossesOfPossession,tacklesWon,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,hitWoodwork,successfulPassesOwnHalf,handballsConceded,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,secondGoalAssists,expectedAssists,totalRedCards,expectedGoalsFreekick,overruns,totalShots,unsuccessfulShortPasses,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,timePlayed,unsuccessfulLayoffs,duelsWon,putthroughBlockedDistribution,successfulShortPasses,totalTouchesInOppositionBox,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,oboxTarget,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,headedGoals,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,cornersWon,successfulDribbles,blocks,interceptions,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,foulAttemptedTackle,expectedGoals,yellowCards,successfulCrossesOpenPlay,foulWonPenalty,successfulCrossesAndCorners,penaltiesConceded,throwInsToOppositionPlayer,unsuccessfulCornersIntoBox,lastPlayerTackle,clearancesOffTheLine,redCards2ndYellow,catches,savesMade,savesMadeFromOutsideBox,goalKicks,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,ownGoalScored,successfulCornersIntoBox,penaltiesTaken,penaltyGoals,penaltiesSaved,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,goalkeeperSmother,drops,crossesNotClaimed,otherGoals,setPiecesGoals
147675,Chuba Akpom,Forward,Arsenal,3,England,2013-14,1.0,,,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,0.0,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17733,Lukas Podolski,Forward,Arsenal,3,Germany,2013-14,59.0,10.0,19.0,7.1349,18.0,4.0,20.0,600.0,8.0,5.0,5.0,3.0,6.0,7.0,7.0,14.0,1.0,35.0,1.0,13.9321,6.0,,7.0,11.0,1.0,34.0,20.0,,8.0,7.0,20.0,25.0,1.0,594.0,12.0,135.0,14.0,1.0,98.0,9.0,7.0,173.0,814.0,12.0,2.0,135.0,,3.0,12.0,,2.1916,0.0,0.0754,,31.0,64.0,2.0,53.0,14.0,67.0,20.0,,32.0,3.0,4.0,1172.0,4.0,53.0,18.0,526.0,84.0,17.0,11.0,45.0,207.0,112.0,12.0,3.0,122.0,4.0,4.0,401.0,10.0,,7.0,80.0,18.0,0.0,22.0,6.0,,4.0,9.0,3.0,3.0,6.0,5.4156,0.0,3.0,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
27697,Nicklas Bendtner,Forward,Arsenal,3,Denmark,2013-14,12.0,3.0,3.0,1.7888,3.0,1.0,9.0,85.0,2.0,4.0,0.0,,8.0,1.0,1.0,8.0,,4.0,1.0,2.0966,4.0,,3.0,,2.0,6.0,9.0,1.0,,1.0,2.0,2.0,,84.0,2.0,22.0,3.0,,18.0,2.0,1.0,21.0,108.0,,,16.0,,2.0,3.0,,0.7408,0.0,,,5.0,14.0,,15.0,1.0,16.0,2.0,,14.0,,,156.0,,10.0,4.0,68.0,14.0,,2.0,4.0,33.0,22.0,2.0,2.0,13.0,,,55.0,2.0,1.0,3.0,8.0,6.0,0.0,3.0,1.0,,1.0,2.0,,1.0,,1.6975,0.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44346,Olivier Giroud,Forward,Arsenal,3,France,2013-14,325.0,24.0,38.0,16.4836,31.0,24.0,36.0,1114.0,16.0,29.0,6.0,7.0,,16.0,16.0,131.0,5.0,106.0,4.0,43.4767,29.0,,17.0,58.0,7.0,74.0,36.0,2.0,10.0,57.0,19.0,137.0,1.0,1063.0,50.0,606.0,21.0,1.0,324.0,48.0,31.0,315.0,1736.0,1.0,2.0,185.0,1.0,9.0,43.0,1.0,4.8552,0.0,0.0596,4.0,88.0,337.0,8.0,202.0,36.0,346.0,19.0,,277.0,10.0,6.0,3081.0,51.0,252.0,53.0,737.0,195.0,40.0,37.0,194.0,213.0,577.0,29.0,10.0,262.0,6.0,10.0,585.0,32.0,4.0,17.0,300.0,146.0,0.0,24.0,25.0,6.0,19.0,16.0,7.0,,13.0,17.3179,4.0,2.0,,2.0,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,
36968,Park Chu-Young,Forward,Arsenal,3,South Korea,2013-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92372,Ryo Miyaichi,Forward,Arsenal,3,Japan,2013-14,3.0,,,,1.0,,1.0,4.0,,,,,1.0,,,1.0,,2.0,,0.0573,,,,,0.0,,1.0,,,,,1.0,,4.0,,2.0,1.0,,1.0,,,2.0,10.0,,,1.0,,,,,0.0021,0.0,,,,,,1.0,,,,,1.0,,,17.0,,2.0,,4.0,,,,2.0,1.0,5.0,,,,,,4.0,,,,4.0,,0.0,,1.0,,,,,,,,0.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133798,Serge Gnabry,Forward,Arsenal,3,Germany,2013-14,35.0,2.0,6.0,1.6459,13.0,1.0,9.0,238.0,1.0,,1.0,1.0,4.0,2.0,2.0,9.0,2.0,31.0,1.0,5.2033,5.0,,1.0,7.0,0.0,20.0,9.0,1.0,,11.0,14.0,21.0,,238.0,4.0,82.0,10.0,,92.0,2.0,3.0,58.0,356.0,,,50.0,,2.0,6.0,,0.4249,0.0,,1.0,10.0,33.0,,12.0,5.0,35.0,8.0,5.0,10.0,,3.0,464.0,1.0,32.0,17.0,200.0,17.0,6.0,6.0,26.0,36.0,67.0,8.0,0.0,52.0,3.0,3.0,153.0,4.0,,1.0,57.0,1.0,0.0,4.0,11.0,,6.0,6.0,1.0,,1.0,0.9258,0.0,,1.0,,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
20467,Theo Walcott,Forward,Arsenal,3,England,2013-14,51.0,4.0,17.0,5.2198,5.0,2.0,13.0,258.0,5.0,6.0,4.0,1.0,4.0,11.0,11.0,14.0,1.0,19.0,3.0,15.4927,19.0,,3.0,7.0,1.0,23.0,13.0,3.0,1.0,21.0,46.0,33.0,3.0,247.0,12.0,142.0,4.0,3.0,83.0,4.0,2.0,71.0,454.0,3.0,1.0,43.0,,1.0,4.0,,3.2707,0.0,0.213,2.0,29.0,47.0,4.0,21.0,9.0,48.0,20.0,36.0,18.0,2.0,1.0,858.0,4.0,23.0,8.0,208.0,80.0,4.0,13.0,37.0,54.0,74.0,4.0,1.0,50.0,1.0,1.0,188.0,12.0,1.0,3.0,56.0,4.0,0.0,16.0,9.0,,4.0,3.0,1.0,1.0,2.0,4.6357,1.0,10.0,,21.0,,,19.0,,,,,,,,,,,,,11.0,,,,,,,,,,,,
80711,Yaya Sanogo,Forward,Arsenal,3,France,2013-14,16.0,,1.0,0.6954,2.0,,8.0,25.0,,3.0,,,8.0,1.0,1.0,10.0,,3.0,,0.7741,1.0,,,1.0,0.0,,8.0,,,2.0,,5.0,,24.0,1.0,17.0,1.0,,10.0,,1.0,4.0,44.0,,,2.0,,,1.0,,0.0323,0.0,,1.0,2.0,8.0,,4.0,,8.0,,,17.0,,,71.0,1.0,10.0,,16.0,5.0,,1.0,6.0,6.0,26.0,,,5.0,,1.0,15.0,1.0,,,9.0,7.0,0.0,,,,3.0,,,,,0.4268,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,Craig Bellamy,Forward,Cardiff,97,Wales,2013-14,56.0,7.0,4.0,0.8994,24.0,2.0,22.0,510.0,1.0,8.0,0.0,6.0,9.0,,,12.0,5.0,44.0,,26.8196,22.0,1.0,1.0,13.0,0.0,45.0,22.0,,1.0,11.0,61.0,27.0,6.0,492.0,7.0,180.0,22.0,6.0,99.0,7.0,23.0,153.0,747.0,8.0,1.0,143.0,,11.0,15.0,,2.2889,0.0,0.3441,1.0,11.0,67.0,1.0,24.0,13.0,78.0,36.0,30.0,12.0,1.0,3.0,1256.0,1.0,44.0,20.0,409.0,34.0,9.0,27.0,44.0,133.0,100.0,10.0,1.0,125.0,3.0,2.0,305.0,22.0,,1.0,88.0,,0.0,13.0,7.0,1.0,11.0,8.0,6.0,1.0,,1.1901,3.0,8.0,,16.0,,1.0,17.0,,1.0,,,,,,,,,,,8.0,,,,,,,,,,,,
