season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2019-20,8243397,1,49,Sheffield_United,Away,10507,7645,Phil Jagielka,phil-jagielka,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243397,1,49,Sheffield_United,Away,15033,27436,David McGoldrick,david-mcgoldrick,F,False,,,,10.0,7.0,17.0,4.0,3.0,3.0,,2.0,,,,,8.0,9.0,,,3.0,,,,,,,,63.0,1.0,,,,,,7.0,,6.3,,,1.0,,,3.0,,,,,14.0,7.0,21.0,2,1.0,35.0,2.0,3.0,2.0,1.0
2019-20,8243397,1,49,Sheffield_United,Away,20514,18867,Billy Sharp,billy-sharp,F,True,,,,2.0,,2.0,,1.0,1.0,,,,,,,,1.0,,,1.0,,1.0,,,,,,8.0,1.0,,,,,,2.0,,7.5,,,,,,,,,,,3.0,,3.0,1,,5.0,,,,
2019-20,8243397,1,49,Sheffield_United,Away,27999,47247,John Fleck,john-fleck,M,False,1.0,,,24.0,12.0,35.0,2.0,1.0,6.0,,,,2.0,,,7.0,2.0,,,2.0,,,,,,2.0,,90.0,,,,,,,11.0,,6.5,,,,,1.0,2.0,4.0,,1.0,,31.0,12.0,39.0,0,1.0,51.0,2.0,,,1.0
2019-20,8243397,1,49,Sheffield_United,Away,31703,49083,Luke Freeman,luke-freeman,M,True,1.0,,,9.0,,8.0,,,1.0,,,,,,1.0,2.0,2.0,,,,,,,,,,,12.0,,,,,,,4.0,,6.6,,,,,,2.0,2.0,,,,10.0,,8.0,0,,16.0,1.0,1.0,1.0,
2019-20,8243397,1,49,Sheffield_United,Away,33854,40386,Chris Basham,chris-basham,D,False,,,3.0,13.0,20.0,33.0,,2.0,2.0,,,,,,,3.0,3.0,,,1.0,,,,,2.0,,,82.0,,,,,,,15.0,,6.6,,,,,3.0,2.0,,,7.0,,21.0,21.0,42.0,0,1.0,64.0,,1.0,,1.0
2019-20,8243397,1,49,Sheffield_United,Away,95461,74854,Simon Moore,simon-moore,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243397,1,49,Sheffield_United,Away,100578,108416,John Egan,john-egan,D,False,,,3.0,8.0,25.0,33.0,,5.0,4.0,,,,1.0,,,2.0,8.0,,,1.0,,,,,3.0,,,90.0,,,,,,,9.0,,6.9,,,,,7.0,,,,7.0,,13.0,29.0,42.0,0,2.0,57.0,,1.0,,2.0
2019-20,8243397,1,49,Sheffield_United,Away,100637,79934,Oliver Norwood,oliver-norwood,M,False,2.0,,4.0,33.0,24.0,55.0,1.0,1.0,14.0,,,,1.0,,,4.0,5.0,,,2.0,,,,,3.0,1.0,,90.0,,,,,,,16.0,,7.1,,,,,,,7.0,,11.0,,47.0,26.0,66.0,0,3.0,86.0,,1.0,,1.0
2019-20,8243397,1,49,Sheffield_United,Away,112928,82691,George Baldock,george-baldock,D,False,,,1.0,18.0,8.0,26.0,2.0,,3.0,,,,1.0,,2.0,9.0,,,,1.0,,,,,1.0,,,90.0,,,,,,,14.0,,5.8,,,1.0,,1.0,3.0,1.0,,4.0,1.0,24.0,11.0,34.0,1,,58.0,,,,
2019-20,8243397,1,49,Sheffield_United,Away,124960,87447,Muhamed Bešić,muhamed-besic,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
