playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,expectedGoalsFreekick,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,oboxTarget,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,freekickTotal,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,goalAssists,goals,awayGoals,unsuccessfulLayoffs,penaltyGoalsConceded,successfulLaunches,shotsBlockedInBox,homeGoals,rightFootGoals,headedGoals,iboxBlocked,hitWoodwork,handballsConceded,throwInsToOppositionPlayer,ownGoalScored,leftFootGoals,blocks,setPiecesGoals,successfulCornersIntoBox,penaltiesSaved,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,penaltiesConceded,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,lastPlayerTackle,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,foulWonPenalty,penaltiesTaken,penaltyGoals,clearancesOffTheLine,secondGoalAssists
57255,Aleksandar Tonev,Midfielder,A Villa,7,Bulgaria,2013-14,42.0,2.0,0.3067,0.0,0.0482,4.0,9.0,2.0,1.3514,8.0,20.0,1.0,33.0,17.0,16.0,6.0,35.0,28.0,145.0,1.0,4.0,11.0,1.0,10.0,1.0,7.0,2.0,2.0,596.0,2.0,8.0,22.0,1.0,7.0,20.0,108.0,9.0,6.8504,2.0,3.0,8.0,34.0,28.0,5.0,0.0,64.0,1.0,35.0,29.0,17.0,7.0,1.0,10.0,73.0,7.0,29.0,17.0,1.0,54.0,2.0,0.0,143.0,11.0,10.0,93.0,7.0,8.0,1.0,31.0,11.0,3.0,1.0,2.0,51.0,263.0,1.0,5.0,4.0,2.0,39.0,2.0,0.732,0.0,2.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60551,Ashley Westwood,Midfielder,A Villa,7,England,2013-14,84.0,4.0,3.7846,0.0,0.3074,9.0,7.0,1.0,1.5539,55.0,19.0,3.0,201.0,35.0,17.0,35.0,280.0,16.0,1630.0,,7.0,,100.0,27.0,7.0,3.0,45.0,1.0,3081.0,1.0,17.0,91.0,9.0,41.0,81.0,1182.0,17.0,48.9566,63.0,30.0,56.0,67.0,460.0,19.0,0.0,175.0,28.0,591.0,222.0,35.0,3.0,16.0,1.0,844.0,47.0,99.0,16.0,4.0,148.0,10.0,0.0,1584.0,12.0,11.0,419.0,39.0,7.0,4.0,406.0,38.0,48.0,62.0,168.0,173.0,2059.0,6.0,4.0,7.0,16.0,551.0,13.0,1.0981,7.0,79.0,56.0,2.0,3.0,2.0,,5.0,9.0,2.0,1.0,3.0,,2.0,,,1.0,,,11.0,1.0,37.0,,,,,,,,,,,,,,,,,,,,,,,
49493,Chris Herd,Midfielder,A Villa,7,Australia,2013-14,15.0,,0.0855,0.0,,,,,,6.0,,,12.0,2.0,,2.0,23.0,,68.0,,,,,25.0,,,,,171.0,,11.0,22.0,,,8.0,38.0,1.0,3.3954,,17.0,4.0,4.0,5.0,6.0,0.0,37.0,,36.0,7.0,2.0,,2.0,,12.0,4.0,,,,12.0,14.0,0.0,65.0,,1.0,23.0,4.0,,,24.0,4.0,3.0,,7.0,3.0,106.0,,1.0,,8.0,33.0,2.0,,2.0,11.0,6.0,,,,,1.0,3.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
90590,Daniel Johnson,Midfielder,A Villa,7,Jamaica,2013-14,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41823,Fabian Delph,Midfielder,A Villa,7,England,2013-14,166.0,13.0,2.019,0.0,,7.0,9.0,10.0,2.3567,100.0,29.0,3.0,199.0,34.0,17.0,33.0,260.0,36.0,1587.0,1.0,7.0,1.0,6.0,70.0,7.0,5.0,15.0,1.0,3003.0,1.0,36.0,251.0,9.0,56.0,217.0,1201.0,20.0,49.0838,26.0,49.0,54.0,130.0,507.0,61.0,2.0,417.0,34.0,498.0,231.0,34.0,5.0,25.0,26.0,804.0,45.0,40.0,65.0,,347.0,34.0,0.0,1551.0,20.0,8.0,424.0,75.0,58.0,,338.0,31.0,58.0,4.0,126.0,244.0,2215.0,11.0,,7.0,24.0,538.0,18.0,1.4514,7.0,61.0,62.0,2.0,3.0,1.0,2.0,5.0,8.0,,2.0,,,,2.0,,3.0,1.0,3.0,13.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,
77800,Gary Gardner,Midfielder,A Villa,7,England,2013-14,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114283,Jack Grealish,Midfielder,A Villa,7,England,2013-14,,,0.0022,0.0,,,,,,,,,,1.0,,,,,5.0,,,1.0,,,,,,,2.0,,,,1.0,,,5.0,,0.8177,1.0,,2.0,,1.0,,0.0,,,3.0,,1.0,,,,5.0,1.0,,,,,,0.0,4.0,,,,,,,1.0,,,,,,5.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39242,Karim El Ahmadi,Midfielder,A Villa,7,Morocco,2013-14,119.0,7.0,1.0285,0.0,0.142,13.0,8.0,,2.1076,105.0,18.0,1.0,112.0,31.0,11.0,26.0,130.0,17.0,719.0,1.0,10.0,5.0,1.0,25.0,4.0,6.0,7.0,,2187.0,,15.0,129.0,7.0,59.0,119.0,577.0,28.0,35.468,18.0,24.0,39.0,104.0,152.0,12.0,0.0,248.0,38.0,216.0,88.0,31.0,6.0,24.0,2.0,399.0,32.0,17.0,22.0,2.0,223.0,10.0,0.0,705.0,10.0,6.0,201.0,81.0,4.0,2.0,181.0,53.0,25.0,,12.0,170.0,1063.0,5.0,15.0,10.0,16.0,197.0,21.0,1.5384,7.0,18.0,26.0,1.0,2.0,1.0,1.0,2.0,,3.0,1.0,2.0,,3.0,,2.0,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0
74297,Leandro Bacuna,Midfielder,A Villa,7,Curacao,2013-14,168.0,14.0,1.4487,0.0,0.6791,12.0,10.0,10.0,3.0997,81.0,25.0,1.0,191.0,35.0,14.0,28.0,288.0,64.0,1007.0,1.0,10.0,7.0,14.0,65.0,9.0,3.0,20.0,2.0,2594.0,2.0,34.0,139.0,10.0,39.0,108.0,653.0,22.0,41.3025,9.0,89.0,47.0,134.0,87.0,12.0,1.0,307.0,21.0,424.0,151.0,35.0,3.0,10.0,23.0,390.0,37.0,73.0,56.0,10.0,242.0,31.0,0.0,968.0,15.0,17.0,545.0,71.0,17.0,10.0,315.0,43.0,61.0,7.0,66.0,181.0,1825.0,199.0,3.0,10.0,92.0,349.0,14.0,2.465,6.0,97.0,80.0,1.0,5.0,1.0,1.0,4.0,29.0,2.0,4.0,4.0,,2.0,1.0,1.0,69.0,,1.0,2.0,2.0,6.0,,,,,,,2.0,,,,,,,,,,,,,,,1.0,1.0
51938,Marc Albrighton,Midfielder,A Villa,7,England,2013-14,79.0,23.0,3.3428,0.0,,10.0,7.0,3.0,0.9149,35.0,15.0,,69.0,19.0,6.0,9.0,99.0,97.0,358.0,3.0,10.0,10.0,40.0,18.0,2.0,3.0,41.0,4.0,966.0,4.0,15.0,76.0,6.0,30.0,73.0,235.0,24.0,17.3055,31.0,7.0,19.0,64.0,42.0,16.0,0.0,155.0,17.0,128.0,54.0,19.0,3.0,9.0,19.0,222.0,13.0,128.0,35.0,,137.0,3.0,0.0,346.0,8.0,21.0,291.0,26.0,22.0,,119.0,13.0,5.0,21.0,24.0,69.0,745.0,15.0,4.0,10.0,16.0,78.0,9.0,1.0123,4.0,30.0,17.0,4.0,,,,2.0,3.0,,,,,,1.0,1.0,2.0,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,
