playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,oboxBlocked,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,oboxTarget,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,clearancesOffTheLine,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,substituteOn,goalKicks,iboxTarget,shotsOnTargetInBox,shotsBlockedInBox,iboxBlocked,gkSuccessfulDistribution,offsides,lastPlayerTackle,goals,awayGoals,successfulCornersIntoBox,rightFootGoals,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,hitWoodwork,handballsConceded,successfulCrossesOpenPlay,expectedGoalsFreekick,cornersTakenInclShortCorners,successfulCrossesAndCorners,unsuccessfulLayoffs,homeGoals,penaltiesTaken,headedGoals,penaltyGoals,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,punches,penaltyGoalsConceded,ownGoalScored,savesMade,goalkeeperSmother,drops,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,foulWonPenalty,penaltiesConceded,throwInsToOppositionPlayer,secondGoalAssists,leftFootGoals,setPiecesGoals,penaltiesSaved,savesFromPenalty
226944,Boubacar Kamara,Midfielder,A Villa,7,France,2023-24,108.0,1.3992,1.0,1.0,1.0,2.0,0.1727,43.0,4.0,6.0,83.0,20.0,1.0,18.0,20.0,110.0,2.0,1024.0,1.0,45.0,4.0,1.0,1659.0,25.0,105.0,4.0,27.0,85.0,873.0,13.0,24.1396,19.0,1.0,15.0,22.0,83.0,210.0,29.0,0.0,213.0,14.0,293.0,97.0,20.0,1.0,14.0,12.0,445.0,18.0,2.0,25.0,168.0,20.0,1.0,992.0,3.0,2.0,159.0,29.0,14.0,7.0,349.0,35.0,21.0,1.0,41.0,172.0,1264.0,8.0,9.0,1.0,11.0,469.0,24.0,0.1284,7.0,27.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230046,Douglas Luiz,Midfielder,A Villa,7,Brazil,2023-24,141.0,5.3465,0.0,20.0,17.0,2.0,7.8737,58.0,28.0,11.0,159.0,35.0,5.0,48.0,35.0,210.0,22.0,1973.0,16.0,44.0,5.0,4.0,3001.0,19.0,148.0,7.0,45.0,123.0,1664.0,41.0,55.8218,48.0,1.0,17.0,57.0,122.0,776.0,41.0,4.0,289.0,24.0,415.0,184.0,35.0,4.0,20.0,16.0,897.0,50.0,84.0,47.0,245.0,25.0,0.0,1826.0,11.0,21.0,383.0,38.0,24.0,8.0,408.0,51.0,23.0,,99.0,374.0,2455.0,6.0,9.0,16.0,17.0,897.0,34.0,6.9659,12.0,51.0,64.0,,1.0,4.0,4.0,4.0,4.0,1.0,,,9.0,0.0,18.0,8.0,5.0,5.0,53.0,1.0,3.0,8.0,0.2874,100.0,31.0,3.0,9.0,4.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,
232653,Jacob Ramsey,Midfielder,A Villa,7,England,2023-24,52.0,1.372,0.0,4.0,5.0,3.0,1.3411,16.0,15.0,3.0,51.0,16.0,1.0,9.0,8.0,56.0,8.0,310.0,,8.0,,1.0,850.0,3.0,41.0,,22.0,36.0,254.0,52.0,13.0014,9.0,,7.0,12.0,49.0,109.0,12.0,0.0,93.0,13.0,57.0,42.0,16.0,1.0,8.0,11.0,172.0,12.0,9.0,32.0,85.0,5.0,0.0,302.0,10.0,11.0,118.0,8.0,8.0,2.0,61.0,7.0,3.0,,,83.0,477.0,1.0,3.0,,4.0,84.0,6.0,2.1672,2.0,5.0,12.0,8.0,,3.0,3.0,4.0,4.0,,,,1.0,0.0,2.0,1.0,,,1.0,,,,,10.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,
122806,John McGinn,Midfielder,A Villa,7,Scotland,2023-24,191.0,4.9186,1.0,11.0,16.0,4.0,5.3341,59.0,29.0,15.0,152.0,35.0,4.0,13.0,35.0,197.0,21.0,1142.0,4.0,28.0,4.0,6.0,3009.0,19.0,191.0,7.0,54.0,182.0,872.0,62.0,50.4432,40.0,,18.0,52.0,172.0,246.0,69.0,4.0,382.0,29.0,345.0,161.0,35.0,6.0,24.0,27.0,641.0,45.0,49.0,88.0,354.0,9.0,1.0,1100.0,13.0,21.0,398.0,35.0,54.0,4.0,392.0,39.0,21.0,,73.0,159.0,1717.0,2.0,10.0,4.0,10.0,329.0,30.0,4.9726,9.0,45.0,46.0,,,4.0,4.0,7.0,7.0,,2.0,,6.0,2.0,7.0,3.0,3.0,3.0,21.0,,,16.0,0.1032,37.0,25.0,5.0,4.0,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,3.0,1.0,,
151589,Leander Dendoncker,Midfielder,A Villa,7,Belgium,2023-24,8.0,0.0157,0.0,1.0,1.0,,0.9736,6.0,1.0,,7.0,8.0,,1.0,1.0,11.0,,56.0,1.0,9.0,,,118.0,5.0,11.0,,3.0,7.0,42.0,2.0,2.0254,,2.0,3.0,3.0,3.0,14.0,1.0,0.0,19.0,3.0,14.0,4.0,8.0,,2.0,,16.0,3.0,,1.0,10.0,4.0,0.0,56.0,,,14.0,4.0,,2.0,14.0,1.0,2.0,,3.0,14.0,83.0,,1.0,1.0,2.0,29.0,1.0,0.736,0.0,4.0,4.0,7.0,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
245414,Nicolò Zaniolo,Midfielder,A Villa,7,Italy,2023-24,112.0,0.7181,0.0,10.0,10.0,2.0,2.1551,19.0,17.0,,50.0,25.0,,,9.0,59.0,18.0,208.0,2.0,21.0,,,828.0,14.0,60.0,4.0,36.0,53.0,146.0,64.0,14.2503,10.0,,11.0,13.0,98.0,54.0,21.0,0.0,172.0,13.0,63.0,36.0,25.0,,10.0,30.0,106.0,9.0,18.0,66.0,151.0,7.0,0.0,207.0,7.0,16.0,178.0,9.0,13.0,,48.0,24.0,1.0,,3.0,43.0,471.0,1.0,10.0,2.0,4.0,43.0,16.0,2.5641,7.0,9.0,22.0,16.0,,8.0,8.0,8.0,8.0,,,,2.0,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,
549068,Omari Kellyman,Midfielder,A Villa,7,England,2023-24,2.0,0.0013,0.0,1.0,,,,1.0,,,1.0,2.0,,,,1.0,,7.0,1.0,1.0,,,35.0,1.0,1.0,1.0,,1.0,6.0,,0.5584,,,,1.0,1.0,3.0,,0.0,3.0,,,2.0,2.0,,1.0,,4.0,,,,2.0,,0.0,6.0,,,3.0,,,,,,,,,4.0,11.0,,,1.0,,2.0,,0.0696,0.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84583,Philippe Coutinho,Midfielder,A Villa,7,Brazil,2023-24,2.0,0.0119,0.0,,1.0,,0.0219,,3.0,,4.0,2.0,,1.0,,4.0,,24.0,,,,1.0,24.0,,5.0,,,5.0,20.0,1.0,1.156,,,,1.0,2.0,4.0,1.0,0.0,7.0,,8.0,1.0,2.0,1.0,,1.0,11.0,1.0,,1.0,7.0,,0.0,23.0,2.0,,7.0,,4.0,,6.0,,,,,6.0,35.0,,1.0,,,9.0,,0.1434,0.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490094,Tim Iroegbunam,Midfielder,A Villa,7,England,2023-24,19.0,0.009,0.0,,,,,7.0,,,4.0,9.0,,1.0,1.0,4.0,,55.0,,2.0,,,158.0,,14.0,3.0,4.0,12.0,51.0,,6.424,,,2.0,7.0,19.0,11.0,3.0,0.0,33.0,3.0,14.0,15.0,9.0,,2.0,2.0,23.0,4.0,,5.0,31.0,2.0,0.0,54.0,,,11.0,5.0,3.0,,20.0,9.0,2.0,,,10.0,88.0,,1.0,,,28.0,9.0,,0.0,,2.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166989,Youri Tielemans,Midfielder,A Villa,7,Belgium,2023-24,86.0,2.1678,0.0,5.0,6.0,1.0,1.3309,41.0,9.0,17.0,109.0,32.0,6.0,16.0,17.0,127.0,14.0,907.0,4.0,22.0,2.0,2.0,1620.0,9.0,98.0,1.0,41.0,85.0,744.0,29.0,33.15,12.0,1.0,8.0,27.0,77.0,242.0,29.0,0.0,184.0,20.0,273.0,97.0,32.0,2.0,21.0,10.0,475.0,26.0,29.0,32.0,162.0,13.0,0.0,876.0,3.0,8.0,210.0,20.0,15.0,3.0,211.0,22.0,15.0,,36.0,181.0,1173.0,7.0,11.0,4.0,5.0,307.0,15.0,1.3234,3.0,18.0,33.0,15.0,,2.0,2.0,1.0,1.0,,,,2.0,1.0,1.0,2.0,,,14.0,2.0,1.0,1.0,,18.0,2.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,
