playerId,playerName,position,team_name,team_id,nationality,season,expectedGoalsOnTargetConceded,expectedAssists,goalsConceded,totalRedCards,rightsidePasses,totalFoulsWon,winningGoal,overruns,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,totalShots,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,successfulPassesOppositionHalf,goalsConcededInsideBox,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,groundDuels,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,substituteOn,totalLossesOfPossession,successfulDribbles,leftsidePasses,interceptions,backwardPasses,timePlayed,touches,duelsWon,putthroughBlockedDistribution,groundDuelsWon,unsuccessfulLaunches,successfulPassesOwnHalf,successfulShortPasses,expectedGoals,totalTouchesInOppositionBox,yellowCards,unsuccessfulLongPasses,duelsLost,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,throughBalls,starts,goals,awayGoals,oboxBlocked,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,goalsConcededOutsideBox,keyPassesAttemptAssists,successfulLaunches,totalClearances,shotsBlockedInBox,groundDuelsLost,homeGoals,oboxTarget,rightFootGoals,tacklesLost,unsuccessfulDribbles,headedGoals,timesTackled,iboxBlocked,aerialDuelsWon,cornersWon,tacklesWon,blocks,totalFoulsConceded,successfulLongPasses,throwInsToOwnPlayer,substituteOff,hitWoodwork,shotsBlockedOutsideBox,foulAttemptedTackle,handballsConceded,unsuccessfulPassesOwnHalf,goalAssists,cornersTakenInclShortCorners,leftFootGoals,unsuccessfulCornersIntoBox,clearancesOffTheLine,successfulCrossesOpenPlay,offsides,successfulCrossesAndCorners,unsuccessfulLayoffs,penaltyGoalsConceded,penaltiesConceded,successfulCornersIntoBox,expectedGoalsFreekick,setPiecesGoals,freekickTotal,attemptsFromSetPieces,penaltiesSaved,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,throwInsToOppositionPlayer,lastPlayerTackle,secondGoalAssists,ownGoalScored
449871,Amadou Onana,Midfielder,A Villa,7,Belgium,2025-26,26.5071,0.7038,26.0,0.0,215.0,25.0,0.0,1.0,191.0,12.0,245.0,72.0,25.0,15.0,84.0,25.0,23.0,353.0,23.0,107.0,,,849.0,123.0,0.0,837.0,8.0,4.0,145.0,7.0,222.0,25.0,167.0,1764.0,1149.0,122.0,18.0,77.0,3.0,389.0,700.0,1.7146,25.0,3.0,23.0,69.0,4.0,7.0,1.8018,48.0,3.0,21.0,2.0,1.0,2.0,68.0,3.0,2.0,3.0,3.0,23.0,3.0,7.0,2.0,59.0,2.0,46.0,1.0,2.0,1.0,18.0,6.0,1.0,16.0,2.0,45.0,5.0,30.0,17.0,20.0,42.0,1.0,10.0,1.0,2.0,9.0,1.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226944,Boubacar Kamara,Midfielder,A Villa,7,France,2025-26,18.3271,0.8605,15.0,0.0,210.0,30.0,1.0,1.0,204.0,13.0,244.0,65.0,18.0,4.0,81.0,18.0,30.0,392.0,14.0,96.0,2.0,1.0,818.0,148.0,0.0,799.0,,1.0,145.0,14.0,232.0,18.0,132.0,1418.0,1048.0,116.0,25.0,80.0,1.0,330.0,691.0,0.4904,11.0,5.0,15.0,88.0,3.0,4.0,0.8604,37.0,4.0,17.0,1.0,0.0,,56.0,2.0,1.0,2.0,2.0,20.0,1.0,12.0,3.0,20.0,3.0,68.0,1.0,1.0,,20.0,17.0,,32.0,3.0,36.0,1.0,17.0,8.0,17.0,31.0,,8.0,,,15.0,,27.0,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230046,Douglas Luiz,Midfielder,A Villa,7,Brazil,2025-26,8.7525,0.7754,15.0,0.0,210.0,15.0,0.0,1.0,92.0,11.0,167.0,52.0,21.0,8.0,45.0,21.0,18.0,311.0,11.0,65.0,32.0,13.0,653.0,71.0,0.0,606.0,3.0,9.0,128.0,6.0,148.0,15.0,128.0,923.0,852.0,52.0,19.0,43.0,3.0,288.0,559.0,0.3904,16.0,3.0,20.0,40.0,3.0,5.0,0.8338,23.0,,12.0,1.0,0.0,,21.0,,2.0,1.0,1.0,12.0,4.0,19.0,1.0,12.0,1.0,28.0,1.0,2.0,1.0,10.0,7.0,,10.0,1.0,9.0,3.0,13.0,4.0,13.0,29.0,3.0,11.0,,,8.0,,14.0,,33.0,,15.0,,3.0,,11.0,,1.0,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,
195546,Emiliano Buendía,Midfielder,A Villa,7,Argentina,2025-26,28.1295,2.2865,24.0,0.0,190.0,45.0,4.0,2.0,276.0,25.0,192.0,109.0,36.0,36.0,107.0,36.0,25.0,329.0,23.0,122.0,10.0,9.0,658.0,218.0,0.0,643.0,23.0,15.0,224.0,9.0,120.0,15.0,156.0,1759.0,1051.0,124.0,48.0,103.0,2.0,207.0,512.0,3.4219,73.0,6.0,15.0,152.0,13.0,13.0,4.3844,49.0,5.0,21.0,6.0,2.0,7.0,58.0,,3.0,4.0,4.0,37.0,1.0,28.0,3.0,20.0,6.0,115.0,4.0,3.0,4.0,22.0,20.0,1.0,55.0,6.0,21.0,7.0,27.0,4.0,41.0,24.0,6.0,20.0,2.0,7.0,24.0,,30.0,2.0,4.0,1.0,1.0,,,1.0,,3.0,,,,0.4832,1.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,
577285,George Hemmings,Midfielder,A Villa,7,England,2025-26,0.0847,0.0093,,0.0,9.0,,0.0,,1.0,,1.0,1.0,2.0,,,2.0,,12.0,,,,,17.0,1.0,0.0,17.0,,2.0,,,5.0,,2.0,25.0,20.0,,,,,5.0,16.0,0.0381,,0.0,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444884,Harvey Elliott,Midfielder,A Villa,7,England,2025-26,1.5345,0.0896,2.0,0.0,13.0,2.0,0.0,,5.0,3.0,27.0,4.0,5.0,1.0,9.0,5.0,3.0,60.0,2.0,13.0,2.0,2.0,82.0,3.0,0.0,81.0,1.0,4.0,18.0,,19.0,,23.0,110.0,103.0,3.0,3.0,2.0,2.0,10.0,68.0,0.291,9.0,0.0,4.0,2.0,4.0,,,,1.0,1.0,,,1.0,2.0,,,,,1.0,,1.0,,1.0,3.0,1.0,,,,,1.0,,1.0,3.0,1.0,3.0,,1.0,,1.0,2.0,1.0,,1.0,,,3.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122806,John McGinn,Midfielder,A Villa,7,Scotland,2025-26,30.2925,3.9863,28.0,0.0,87.0,48.0,3.0,3.0,239.0,15.0,205.0,89.0,30.0,21.0,105.0,30.0,26.0,423.0,24.0,133.0,62.0,37.0,754.0,207.0,0.0,730.0,9.0,2.0,309.0,19.0,317.0,12.0,145.0,2157.0,1175.0,107.0,28.0,96.0,,219.0,578.0,2.9607,55.0,5.0,28.0,132.0,7.0,12.0,3.8979,29.0,5.0,28.0,5.0,0.0,4.0,32.0,2.0,2.0,5.0,5.0,21.0,4.0,37.0,1.0,15.0,3.0,111.0,5.0,2.0,,12.0,20.0,,66.0,3.0,11.0,19.0,17.0,5.0,31.0,43.0,1.0,22.0,,4.0,12.0,,30.0,4.0,28.0,5.0,19.0,,13.0,,21.0,2.0,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,1.0,,,
515597,Lamare Bogarde,Midfielder,A Villa,7,Netherlands,2025-26,16.4221,0.2056,17.0,0.0,94.0,20.0,0.0,,109.0,7.0,151.0,43.0,28.0,,40.0,28.0,4.0,213.0,14.0,52.0,1.0,1.0,505.0,85.0,0.0,494.0,,17.0,86.0,2.0,177.0,5.0,83.0,1047.0,668.0,57.0,13.0,48.0,6.0,241.0,446.0,,7.0,5.0,12.0,52.0,,,,26.0,,11.0,,,,24.0,1.0,,,,15.0,3.0,2.0,2.0,23.0,,37.0,,,,8.0,5.0,,15.0,,9.0,,18.0,6.0,17.0,7.0,15.0,7.0,,,12.0,,20.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,
659290,Mohamed Koné,Midfielder,A Villa,7,Cote d’Ivoire,2025-26,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88894,Ross Barkley,Midfielder,A Villa,7,England,2025-26,15.1821,1.3478,15.0,0.0,121.0,9.0,0.0,,106.0,4.0,91.0,45.0,21.0,14.0,45.0,21.0,17.0,206.0,13.0,50.0,,,407.0,76.0,0.0,392.0,6.0,14.0,89.0,13.0,106.0,2.0,89.0,852.0,540.0,50.0,7.0,36.0,,151.0,343.0,1.5114,18.0,1.0,5.0,56.0,4.0,8.0,1.8582,14.0,4.0,7.0,3.0,2.0,4.0,30.0,,3.0,2.0,2.0,16.0,2.0,9.0,1.0,10.0,,40.0,1.0,3.0,,4.0,7.0,2.0,23.0,,14.0,3.0,10.0,3.0,9.0,14.0,,8.0,,4.0,2.0,,16.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
