playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,fiftyFifty,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,oboxTarget,rightFootGoals,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,clearancesOffTheLine,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,iboxTarget,shotsOnTargetInBox,leftFootGoals,goalAssists,successfulLayoffs,setPiecesGoals,freekickTotal,attemptsFromSetPieces,hitWoodwork,secondGoalAssists,expectedGoalsFreekick,unsuccessfulLayoffs,headedGoals,penaltiesSaved,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,ownGoalScored,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,foulWonPenalty,penaltiesTaken,penaltyGoals
226944,Boubacar Kamara,Midfielder,A Villa,7,France,2022-23,106.0,,0.7472,51.0,0.0,,1.0,3.0,0.0445,58.0,4.0,2.0,110.0,24.0,28.0,21.0,142.0,1.0,940.0,,,,,3.0,,39.0,3.0,,,1778.0,17.0,131.0,2.0,,46.0,109.0,750.0,,13.0,,2.0,26.7663,6.0,,23.0,30.0,,89.0,278.0,31.0,0.0,237.0,26.0,,269.0,126.0,24.0,,,33.0,12.0,326.0,28.0,1.0,26.0,,198.0,22.0,0.0,906.0,3.0,,192.0,25.0,20.0,12.0,247.0,34.0,19.0,,,48.0,146.0,1216.0,,7.0,,12.0,472.0,26.0,1.0,0.1859,4.0,32.0,52.0,1.0,1.0,,1.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230046,Douglas Luiz,Midfielder,A Villa,7,Brazil,2022-23,148.0,4.0,2.9347,71.0,1.0,12.0,12.0,1.0,3.4107,72.0,22.0,6.0,171.0,37.0,34.0,33.0,230.0,16.0,1697.0,6.0,2.0,3.0,9.0,4.0,90.0,48.0,8.0,5.0,21.0,2933.0,23.0,167.0,3.0,,45.0,142.0,1386.0,15.0,20.0,,4.0,33.1338,39.0,1.0,21.0,33.0,3.0,125.0,581.0,42.0,2.0,315.0,29.0,3.0,415.0,197.0,37.0,5.0,6.0,30.0,14.0,706.0,30.0,85.0,47.0,3.0,267.0,25.0,1.0,1573.0,10.0,17.0,402.0,42.0,28.0,7.0,396.0,48.0,40.0,53.0,,81.0,305.0,2246.0,6.0,9.0,9.0,15.0,782.0,25.0,2.0,2.774,6.0,59.0,73.0,1.0,1.0,,6.0,16.0,1.0,7.0,7.0,2.0,1.0,0.3075,,,,,,,,,,,,,,,,,,,,,,
195546,Emiliano Buendía,Midfielder,A Villa,7,Argentina,2022-23,238.0,1.0,4.1893,76.0,0.0,19.0,12.0,4.0,4.1635,51.0,30.0,11.0,192.0,38.0,38.0,27.0,212.0,14.0,992.0,5.0,1.0,2.0,5.0,11.0,5.0,77.0,3.0,3.0,1.0,2421.0,54.0,146.0,2.0,,56.0,123.0,734.0,,101.0,1.0,4.0,33.4248,39.0,1.0,13.0,34.0,14.0,184.0,233.0,44.0,3.0,384.0,18.0,3.0,282.0,138.0,38.0,3.0,2.0,28.0,26.0,487.0,32.0,17.0,84.0,14.0,307.0,23.0,0.0,939.0,18.0,9.0,384.0,23.0,28.0,2.0,223.0,43.0,20.0,3.0,,46.0,254.0,1463.0,6.0,19.0,5.0,7.0,294.0,29.0,3.0,6.2842,0.0,20.0,52.0,4.0,4.0,1.0,2.0,29.0,,2.0,2.0,4.0,1.0,0.133,5.0,2.0,,,,,,,,,,,,,,,,,,,,
232653,Jacob Ramsey,Midfielder,A Villa,7,England,2022-23,174.0,4.0,2.8562,91.0,0.0,9.0,13.0,2.0,3.9524,69.0,24.0,3.0,125.0,35.0,47.0,31.0,141.0,14.0,864.0,6.0,2.0,1.0,3.0,4.0,,51.0,5.0,2.0,4.0,2644.0,35.0,162.0,3.0,1.0,66.0,146.0,704.0,,89.0,,4.0,34.0598,35.0,1.0,29.0,33.0,6.0,139.0,245.0,45.0,2.0,336.0,40.0,5.0,225.0,141.0,35.0,2.0,4.0,30.0,32.0,443.0,30.0,14.0,69.0,6.0,285.0,16.0,0.0,862.0,11.0,20.0,294.0,39.0,32.0,8.0,193.0,35.0,23.0,,1.0,19.0,201.0,1359.0,1.0,15.0,3.0,10.0,284.0,24.0,,5.0314,5.0,16.0,36.0,5.0,5.0,2.0,7.0,18.0,,,,2.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,
122806,John McGinn,Midfielder,A Villa,7,Scotland,2022-23,148.0,7.0,3.3343,74.0,0.0,13.0,11.0,3.0,1.6339,66.0,29.0,11.0,143.0,34.0,42.0,30.0,179.0,17.0,970.0,1.0,,1.0,10.0,4.0,25.0,43.0,8.0,4.0,13.0,2695.0,21.0,200.0,3.0,,59.0,178.0,727.0,4.0,48.0,,3.0,28.7641,15.0,1.0,15.0,31.0,3.0,127.0,169.0,66.0,0.0,348.0,39.0,0.0,303.0,176.0,34.0,4.0,,30.0,14.0,522.0,28.0,37.0,49.0,3.0,305.0,22.0,0.0,941.0,18.0,13.0,333.0,36.0,46.0,4.0,348.0,41.0,24.0,14.0,,64.0,150.0,1497.0,1.0,8.0,10.0,6.0,282.0,25.0,1.0,2.4022,7.0,36.0,41.0,6.0,6.0,1.0,3.0,18.0,,,,1.0,1.0,,4.0,,,,,,,,,,,,,,,,,,,2.0,,
151589,Leander Dendoncker,Midfielder,A Villa,7,Belgium,2022-23,35.0,1.0,0.1319,26.0,0.0,1.0,2.0,1.0,,23.0,4.0,,37.0,24.0,19.0,9.0,46.0,2.0,378.0,,,,1.0,15.0,,25.0,3.0,,1.0,901.0,13.0,39.0,1.0,,27.0,27.0,317.0,,12.0,,1.0,9.7544,7.0,3.0,16.0,14.0,,22.0,119.0,1.0,0.0,74.0,17.0,,87.0,52.0,24.0,,,12.0,3.0,144.0,13.0,2.0,8.0,,49.0,12.0,0.0,371.0,2.0,4.0,68.0,11.0,3.0,4.0,94.0,1.0,19.0,,,15.0,78.0,507.0,1.0,5.0,1.0,4.0,189.0,,,0.068,0.0,9.0,18.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184704,Marvelous Nakamba,Midfielder,A Villa,7,Zimbabwe,2022-23,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122775,Morgan Sanson,Midfielder,A Villa,7,France,2022-23,1.0,,0.0008,,0.0,,,,,2.0,,,2.0,2.0,,,2.0,,7.0,,,,,2.0,,1.0,,,,10.0,1.0,4.0,,,,4.0,5.0,,,,,0.6879,,,,1.0,,,,2.0,0.0,5.0,,,2.0,1.0,2.0,,,1.0,,3.0,1.0,,,,4.0,,0.0,7.0,,,3.0,1.0,,,1.0,,,,,,4.0,12.0,,,,,2.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84583,Philippe Coutinho,Midfielder,A Villa,7,Brazil,2022-23,69.0,2.0,0.7706,20.0,0.0,5.0,8.0,3.0,1.2835,18.0,16.0,5.0,69.0,20.0,5.0,7.0,77.0,7.0,358.0,1.0,2.0,0.0,3.0,13.0,6.0,16.0,1.0,4.0,2.0,783.0,13.0,50.0,2.0,,17.0,47.0,271.0,,26.0,,,5.0214,8.0,,1.0,9.0,2.0,56.0,107.0,14.0,0.0,119.0,10.0,1.0,103.0,41.0,20.0,4.0,1.0,4.0,15.0,208.0,7.0,17.0,32.0,2.0,103.0,3.0,0.0,343.0,8.0,7.0,154.0,14.0,15.0,1.0,63.0,16.0,4.0,4.0,,10.0,85.0,548.0,5.0,6.0,3.0,3.0,75.0,12.0,,1.3786,3.0,8.0,12.0,3.0,3.0,,,16.0,,2.0,2.0,1.0,,0.0746,,,,,,,,,,,,,,,,,,,,,,
479641,Sebastian Revan,Midfielder,A Villa,7,England,2022-23,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
