playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,overruns,totalTackles,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,substituteOn,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalShots,goals,awayGoals,oboxBlocked,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,iboxTarget,shotsOnTargetInBox,shotsBlockedInBox,homeGoals,oboxTarget,leftFootGoals,lastPlayerTackle,unsuccessfulDribbles,iboxBlocked,shotsOffTargetIncWoodwork,shotsBlockedOutsideBox,expectedGoals,throughBalls,offsides,successfulCornersIntoBox,rightFootGoals,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,clearancesOffTheLine,hitWoodwork,secondGoalAssists,expectedGoalsFreekick,unsuccessfulLayoffs,penaltiesConceded,foulWonPenalty,headedGoals,goalKicks,gkSuccessfulDistribution,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,punches,ownGoalScored,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,penaltiesTaken,penaltyGoals,setPiecesGoals
503139,Alex Scott,Midfielder,Bournemouth,91,England,2025-26,148.0,7.0,2.9509,0.0,1.0,60.0,135.0,37.0,1.0,38.0,34.0,211.0,20.0,1393.0,3.0,68.0,6.0,14.0,2859.0,31.0,185.0,7.0,50.0,148.0,1129.0,49.0,,5.0,40.5428,26.0,8.0,81.0,41.0,117.0,358.0,60.0,1.0,333.0,31.0,352.0,195.0,37.0,22.0,614.0,34.0,74.0,49.0,265.0,37.0,0.0,1339.0,18.0,384.0,38.0,29.0,15.0,378.0,45.0,36.0,53.0,305.0,2006.0,5.0,15.0,29.0,582.0,20.0,,5.0,76.0,44.0,14.0,13.0,2.6766,30.0,3.0,2.0,7.0,56.0,6.0,4.0,4.0,7.0,1.0,6.0,2.0,,23.0,7.0,17.0,7.0,3.8057,10.0,1.0,6.0,1.0,2.0,2.0,46.0,1.0,1.0,1.0,0.0721,2.0,1.0,,,,,,,,,,,,,,,,,,,,
614574,Alex Tóth,Midfielder,Bournemouth,91,Hungary,2025-26,12.0,,0.3325,0.0,,1.0,7.0,9.0,,2.0,2.0,8.0,2.0,65.0,7.0,2.0,,,137.0,2.0,4.0,1.0,3.0,4.0,56.0,7.0,,1.0,4.0398,5.0,,4.0,3.0,10.0,20.0,2.0,0.0,16.0,1.0,13.0,8.0,9.0,1.0,45.0,2.0,3.0,5.0,14.0,,0.0,59.0,,19.0,,1.0,1.0,19.0,1.0,3.0,1.0,13.0,97.0,,2.0,1.0,12.0,,,1.0,1.0,2.0,,,,2.0,,,,2.0,,,,,,,,,3.0,,2.0,,0.105,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658013,Charlie Stevens,Midfielder,Bournemouth,91,Wales,2025-26,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111317,David Brooks,Midfielder,Bournemouth,91,Wales,2025-26,78.0,7.0,3.3007,0.0,2.0,19.0,88.0,31.0,3.0,13.0,13.0,102.0,28.0,445.0,18.0,19.0,,11.0,1199.0,13.0,55.0,2.0,27.0,49.0,331.0,73.0,1.0,1.0,18.3846,23.0,2.0,15.0,20.0,65.0,84.0,13.0,0.0,133.0,8.0,129.0,56.0,31.0,6.0,269.0,18.0,48.0,34.0,114.0,6.0,0.0,436.0,18.0,223.0,13.0,17.0,,127.0,11.0,4.0,12.0,105.0,734.0,11.0,13.0,8.0,85.0,6.0,,7.0,14.0,21.0,17.0,13.0,3.2298,31.0,1.0,1.0,5.0,22.0,3.0,9.0,9.0,12.0,0.0,3.0,1.0,,24.0,12.0,18.0,5.0,5.834,5.0,2.0,2.0,,2.0,2.0,17.0,,2.0,,0.0704,2.0,,,,,,,,,,,,,,,,,,,,,
424044,Hamed Traoré,Midfielder,Bournemouth,91,Cote d’Ivoire,2025-26,3.0,,,0.0,,1.0,,1.0,1.0,,,,,2.0,1.0,2.0,,,16.0,2.0,1.0,,,1.0,2.0,,,,1.4596,,,1.0,2.0,1.0,,,0.0,4.0,,1.0,2.0,1.0,1.0,,2.0,1.0,1.0,2.0,,0.0,2.0,,2.0,,,,1.0,,,,,7.0,,,,2.0,,,0.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
155408,Lewis Cook,Midfielder,Bournemouth,91,England,2025-26,35.0,5.0,0.5364,1.0,,25.0,38.0,18.0,1.0,1.0,8.0,69.0,9.0,498.0,10.0,25.0,1.0,10.0,872.0,16.0,42.0,2.0,12.0,33.0,403.0,4.0,1.0,1.0,16.5365,10.0,5.0,26.0,19.0,19.0,112.0,5.0,0.0,77.0,9.0,146.0,62.0,18.0,9.0,257.0,17.0,34.0,4.0,52.0,9.0,1.0,485.0,4.0,120.0,16.0,3.0,6.0,147.0,8.0,24.0,26.0,93.0,685.0,15.0,,16.0,182.0,5.0,,1.0,31.0,11.0,1.0,,,2.0,,,1.0,26.0,,,,,,,,,1.0,,2.0,1.0,0.077,,,4.0,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,
678552,Malcom DaCosta,Midfielder,Bournemouth,91,Ecuador,2025-26,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201658,Marcus Tavernier,Midfielder,Bournemouth,91,England,2025-26,181.0,9.0,4.642,0.0,5.0,40.0,138.0,34.0,4.0,35.0,31.0,185.0,58.0,1128.0,3.0,62.0,3.0,19.0,2738.0,38.0,138.0,7.0,56.0,114.0,913.0,114.0,2.0,4.0,37.0625,50.0,1.0,39.0,44.0,143.0,235.0,35.0,2.0,319.0,20.0,317.0,150.0,34.0,18.0,700.0,37.0,95.0,94.0,257.0,24.0,0.0,1082.0,34.0,464.0,22.0,39.0,6.0,270.0,30.0,17.0,30.0,306.0,1789.0,18.0,16.0,22.0,262.0,18.0,2.0,6.0,47.0,36.0,19.0,24.0,6.3591,51.0,7.0,4.0,13.0,63.0,10.0,7.0,7.0,6.0,3.0,10.0,6.0,,50.0,6.0,27.0,13.0,9.0597,11.0,4.0,9.0,1.0,7.0,7.0,33.0,,4.0,1.0,0.6454,2.0,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0
158499,Ryan Christie,Midfielder,Bournemouth,91,Scotland,2025-26,80.0,2.0,0.826,1.0,2.0,27.0,82.0,26.0,,16.0,9.0,119.0,10.0,547.0,17.0,28.0,,3.0,986.0,15.0,80.0,1.0,18.0,67.0,403.0,27.0,,4.0,13.0359,11.0,3.0,18.0,14.0,65.0,120.0,22.0,0.0,160.0,4.0,187.0,62.0,26.0,10.0,269.0,13.0,14.0,35.0,132.0,13.0,1.0,536.0,7.0,191.0,17.0,19.0,4.0,136.0,17.0,12.0,25.0,104.0,782.0,2.0,8.0,12.0,162.0,9.0,1.0,3.0,37.0,27.0,10.0,8.0,2.6137,15.0,2.0,1.0,8.0,4.0,2.0,4.0,4.0,2.0,1.0,2.0,1.0,,20.0,2.0,7.0,8.0,1.9194,5.0,1.0,1.0,1.0,,,2.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
200785,Tyler Adams,Midfielder,Bournemouth,91,United States,2025-26,91.0,2.0,0.6123,0.0,,53.0,95.0,25.0,2.0,14.0,21.0,130.0,1.0,1010.0,4.0,49.0,4.0,2.0,1778.0,22.0,96.0,5.0,42.0,69.0,847.0,10.0,,2.0,25.4199,5.0,6.0,42.0,28.0,69.0,303.0,13.0,0.0,187.0,23.0,278.0,96.0,25.0,30.0,450.0,23.0,1.0,17.0,138.0,27.0,0.0,982.0,2.0,176.0,23.0,6.0,9.0,298.0,35.0,33.0,33.0,131.0,1310.0,7.0,11.0,22.0,432.0,25.0,,8.0,35.0,42.0,2.0,6.0,1.6492,8.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,0.0,2.0,,,6.0,1.0,2.0,1.0,0.6029,2.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
