playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,fiftyFifty,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,oboxBlocked,substituteOn,aerialDuels,cleanSheets,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,lastPlayerTackle,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulLayoffs,goals,offsides,awayGoals,homeGoals,leftFootGoals,shotsOnTargetOutsideBox,oboxTarget,ownGoalScored,throughBalls,cornersTakenInclShortCorners,rightFootGoals,expectedGoalsFreekick,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,unsuccessfulLayoffs,hitWoodwork,successfulCornersIntoBox,secondGoalAssists,headedGoals,clearancesOffTheLine,goalKicks,gkSuccessfulDistribution,gkUnsuccessfulDistribution,catches,savesMadeFromOutsideBox,penaltiesFaced,punches,savesMade,goalkeeperSmother,savesMadeParried,savesMadeFromInsideBox,savesMadeCaught,drops
156687,Ben Pearson,Midfielder,Bournemouth,91,England,2022-23,14.0,,0.0333,6.0,0.0,1.0,1.0,,0.1198,7.0,1.0,17.0,7.0,,2.0,3.0,26.0,,134.0,1.0,4.0,6.0,,,,284.0,,4.0,11.0,,,5.0,9.0,100.0,,,1.0,7.3685,,1.0,4.0,10.0,,10.0,40.0,2.0,0.0,25.0,4.0,37.0,19.0,7.0,4.0,,,40.0,10.0,,,,19.0,2.0,0.0,130.0,,,32.0,3.0,,,24.0,9.0,2.0,8.0,33.0,164.0,,3.0,1.0,5.0,68.0,6.0,,0.0578,1.0,9.0,12.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
111317,David Brooks,Midfielder,Bournemouth,91,Wales,2022-23,18.0,,0.2034,3.0,0.0,3.0,1.0,1.0,0.0501,1.0,2.0,8.0,6.0,,2.0,2.0,11.0,4.0,57.0,1.0,4.0,5.0,,,1.0,171.0,1.0,3.0,6.0,,,5.0,4.0,44.0,9.0,,,5.6769,2.0,,4.0,4.0,2.0,15.0,6.0,1.0,0.0,24.0,2.0,21.0,4.0,6.0,1.0,,7.0,27.0,4.0,6.0,11.0,2.0,19.0,2.0,0.0,57.0,1.0,2.0,33.0,,2.0,,16.0,3.0,2.0,2.0,14.0,101.0,,2.0,1.0,1.0,19.0,,,0.2705,1.0,3.0,2.0,3.0,,,,,,,,,,2.0,,0.0569,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
133845,Emiliano Marcondes,Midfielder,Bournemouth,91,Denmark,2022-23,,,0.001,,0.0,,,,,,,,1.0,,,,,,1.0,,1.0,,,,,8.0,,,1.0,,,,1.0,,,,,0.1865,,,1.0,1.0,,,,1.0,0.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,,,,1.0,,0.0,1.0,,,,,,,,,,1.0,,3.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424044,Hamed Traoré,Midfielder,Bournemouth,91,Cote d’Ivoire,2022-23,39.0,3.0,1.1054,8.0,0.0,4.0,,3.0,,17.0,2.0,34.0,7.0,,4.0,5.0,39.0,14.0,135.0,1.0,2.0,5.0,,12.0,,429.0,,2.0,40.0,,,13.0,37.0,92.0,11.0,,,7.9833,14.0,,1.0,8.0,3.0,37.0,39.0,4.0,0.0,79.0,9.0,54.0,33.0,7.0,6.0,,8.0,79.0,8.0,29.0,21.0,3.0,74.0,3.0,0.0,132.0,2.0,4.0,108.0,11.0,16.0,,20.0,4.0,2.0,4.0,22.0,283.0,1.0,4.0,1.0,4.0,29.0,3.0,,1.0701,0.0,5.0,7.0,4.0,,1.0,,,,,,,5.0,18.0,,0.0351,1.0,1.0,9.0,1.0,1.0,8.0,1.0,,,,,,,,,,,,,,,
152551,Jefferson Lerma,Midfielder,Bournemouth,91,Colombia,2022-23,128.0,2.0,3.089,60.0,0.0,3.0,12.0,1.0,2.1366,50.0,32.0,223.0,37.0,,36.0,37.0,282.0,9.0,1588.0,1.0,,103.0,6.0,2.0,4.0,3255.0,4.0,41.0,160.0,7.0,2.0,41.0,98.0,1260.0,44.0,2.0,6.0,61.7,18.0,2.0,88.0,67.0,2.0,87.0,431.0,33.0,2.0,288.0,17.0,590.0,260.0,37.0,20.0,,9.0,601.0,60.0,9.0,26.0,2.0,185.0,62.0,0.0,1540.0,20.0,8.0,345.0,30.0,15.0,15.0,352.0,37.0,47.0,46.0,215.0,2018.0,9.0,4.0,1.0,20.0,707.0,23.0,1.0,2.6818,7.0,59.0,87.0,7.0,5.0,2.0,1.0,4.0,1.0,3.0,3.0,1.0,7.0,,4.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,
156685,Joe Rothwell,Midfielder,Bournemouth,91,England,2022-23,44.0,1.0,1.4846,16.0,0.0,1.0,2.0,,0.0274,20.0,2.0,32.0,20.0,1.0,11.0,12.0,53.0,3.0,429.0,,8.0,4.0,2.0,8.0,,1018.0,,3.0,40.0,1.0,,17.0,39.0,357.0,5.0,,,15.0982,7.0,1.0,7.0,15.0,1.0,41.0,139.0,3.0,0.0,84.0,11.0,92.0,56.0,20.0,7.0,,7.0,187.0,14.0,18.0,11.0,1.0,80.0,1.0,0.0,398.0,,2.0,91.0,13.0,16.0,3.0,101.0,17.0,9.0,19.0,97.0,567.0,1.0,9.0,,10.0,197.0,13.0,1.0,0.1477,2.0,21.0,17.0,5.0,,,,,,2.0,2.0,,4.0,21.0,,0.0328,1.0,1.0,12.0,,,7.0,,,,,,,,,,,,,,,,
56872,Junior Stanislas,Midfielder,Bournemouth,91,England,2022-23,2.0,,0.1831,1.0,0.0,,,1.0,,,1.0,4.0,4.0,,,,5.0,1.0,27.0,,4.0,1.0,,,,58.0,,1.0,1.0,,,2.0,1.0,22.0,3.0,,,0.0272,2.0,,,1.0,,1.0,6.0,,0.0,3.0,1.0,6.0,1.0,4.0,,,,14.0,1.0,1.0,1.0,,2.0,,0.0,26.0,1.0,,9.0,,1.0,1.0,6.0,,,,9.0,35.0,,,,,8.0,,,0.0388,0.0,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
155408,Lewis Cook,Midfielder,Bournemouth,91,England,2022-23,78.0,9.0,2.3131,60.0,0.0,3.0,,1.0,,37.0,3.0,99.0,28.0,2.0,20.0,18.0,128.0,9.0,703.0,3.0,10.0,17.0,3.0,18.0,,1713.0,,10.0,63.0,5.0,,39.0,56.0,552.0,9.0,,5.0,35.4538,22.0,2.0,29.0,39.0,,68.0,158.0,10.0,0.0,141.0,19.0,235.0,129.0,28.0,15.0,,10.0,279.0,34.0,27.0,26.0,,124.0,7.0,0.0,674.0,3.0,3.0,200.0,22.0,9.0,10.0,173.0,15.0,23.0,23.0,137.0,975.0,,4.0,3.0,8.0,314.0,13.0,,0.2213,4.0,29.0,54.0,2.0,,,,,,,,,1.0,15.0,,0.1143,2.0,2.0,8.0,,,7.0,,,,,,,,,,,,,,,,
201658,Marcus Tavernier,Midfielder,Bournemouth,91,England,2022-23,160.0,8.0,1.2982,39.0,0.0,10.0,15.0,8.0,3.6055,33.0,27.0,109.0,23.0,4.0,17.0,19.0,135.0,37.0,596.0,3.0,4.0,49.0,2.0,21.0,8.0,1749.0,8.0,32.0,124.0,3.0,,49.0,107.0,442.0,60.0,6.0,5.0,33.3743,15.0,2.0,17.0,37.0,7.0,128.0,127.0,28.0,3.0,284.0,21.0,183.0,124.0,23.0,11.0,,45.0,309.0,34.0,72.0,85.0,7.0,235.0,17.0,0.0,578.0,12.0,26.0,353.0,22.0,46.0,4.0,110.0,21.0,9.0,19.0,176.0,1115.0,28.0,9.0,3.0,15.0,173.0,11.0,1.0,3.1331,1.0,26.0,33.0,4.0,5.0,4.0,3.0,2.0,4.0,2.0,2.0,,5.0,42.0,1.0,0.0961,2.0,2.0,26.0,,,10.0,,,,,,,,,,,,,,,,
168991,Philip Billing,Midfielder,Bournemouth,91,Denmark,2022-23,146.0,5.0,2.5829,79.0,0.0,10.0,18.0,2.0,5.3075,63.0,28.0,170.0,36.0,1.0,39.0,34.0,208.0,25.0,1008.0,3.0,2.0,87.0,4.0,7.0,4.0,2783.0,4.0,35.0,178.0,5.0,,72.0,126.0,774.0,70.0,,6.0,47.8197,25.0,1.0,50.0,54.0,7.0,111.0,219.0,35.0,2.0,324.0,40.0,309.0,146.0,36.0,27.0,,15.0,451.0,49.0,31.0,50.0,7.0,237.0,52.0,0.0,979.0,10.0,18.0,336.0,36.0,28.0,8.0,248.0,30.0,31.0,26.0,232.0,1512.0,6.0,23.0,3.0,9.0,356.0,12.0,,4.8732,5.0,38.0,61.0,21.0,7.0,3.0,5.0,2.0,4.0,7.0,7.0,,5.0,10.0,3.0,0.3507,5.0,5.0,5.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,
