playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,penaltiesSaved,expectedAssists,fiftyFifty,totalRedCards,catches,savesMadeFromOutsideBox,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,savesFromPenalty,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,successfulPassesOppositionHalf,goalsConcededInsideBox,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,cornersWon,totalLossesOfPossession,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,successfulLayoffs,goals,offsides,awayGoals,iboxTarget,shotsOnTargetInBox,totalTouchesInOppositionBox,shotsBlockedInBox,putthroughBlockedDistributionWon,homeGoals,tacklesLost,lastPlayerTackle,unsuccessfulDribbles,headedGoals,iboxBlocked,shotsOffTargetIncWoodwork,tacklesWon,successfulDribbles,blocks,clearancesOffTheLine,backwardPasses,throwInsToOwnPlayer,hitWoodwork,handballsConceded,expectedGoals,successfulCrossesOpenPlay,overruns,unsuccessfulCrossesOpenPlay,oboxBlocked,substituteOn,cornersTakenInclShortCorners,successfulCrossesAndCorners,throwInsToOppositionPlayer,unsuccessfulCrossesAndCorners,substituteOff,shotsBlockedOutsideBox,redCards2ndYellow,rightFootGoals,unsuccessfulCornersIntoBox,shotsOnTargetOutsideBox,oboxTarget,unsuccessfulLayoffs,expectedGoalsFreekick,freekickTotal,attemptsFromSetPieces,successfulCornersIntoBox,leftFootGoals,foulWonPenalty,penaltiesTaken,penaltyGoals
17761,James Tarkowski,Defender,Everton,11,England,2022-23,114.0,,1.8766,66.0,0.0,,,3.0,168.0,38.0,1.0,41.0,38.0,304.0,1620.0,1.0,,169.0,9.0,,3420.0,49.0,203.0,6.0,1.0,25.0,83.0,1194.0,,,5.0,61.5005,14.0,15.0,196.0,57.0,65.0,551.0,,23.0,1.0,317.0,,672.0,173.0,38.0,,,414.0,51.0,6.0,148.0,120.0,0.0,1.0,1578.0,9.0,339.0,,,298.0,40.0,51.0,122.0,2175.0,40.0,902.0,21.0,,6.0,136.0,84.0,9.0,9.0,1.1444,51.0,23.0,1.0,1.0,2.0,0.0,8.0,8.0,81.0,9.0,21.0,1.0,25.0,1.0,1.0,1.0,9.0,14.0,26.0,9.0,78.0,2.0,99.0,6.0,2.0,2.0,3.0014,,,,,,,,,,,,,,,,,,,,,,,,,
243571,Nathan Patterson,Defender,Everton U21,12933,Scotland,2022-23,73.0,,0.7107,32.0,0.0,,,1.0,67.0,19.0,,17.0,14.0,95.0,472.0,,,22.0,2.0,,1277.0,12.0,84.0,2.0,,34.0,74.0,365.0,,,1.0,22.0094,6.0,3.0,36.0,22.0,61.0,22.0,,13.0,0.0,157.0,,134.0,80.0,19.0,,,181.0,20.0,21.0,135.0,10.0,0.0,,465.0,5.0,206.0,,,220.0,14.0,15.0,12.0,885.0,11.0,200.0,9.0,,3.0,28.0,33.0,4.0,1.0,0.1695,49.0,4.0,2.0,,1.0,,1.0,1.0,19.0,2.0,20.0,,25.0,,12.0,,2.0,3.0,24.0,12.0,4.0,,96.0,107.0,,,0.4899,4.0,2.0,34.0,2.0,5.0,1.0,4.0,30.0,35.0,3.0,2.0,,,,,,,,,,,,,,
194164,Mason Holgate,Defender,Everton,11,Jamaica,2022-23,26.0,,0.1737,18.0,1.0,,,1.0,30.0,8.0,,11.0,5.0,64.0,196.0,,,19.0,,,508.0,10.0,27.0,1.0,,6.0,18.0,117.0,,,1.0,9.4375,6.0,4.0,26.0,9.0,16.0,11.0,,4.0,0.0,53.0,,83.0,23.0,8.0,,,39.0,8.0,,34.0,9.0,0.0,,189.0,1.0,80.0,,,73.0,9.0,7.0,15.0,293.0,9.0,94.0,4.0,,1.0,34.0,15.0,2.0,1.0,,11.0,2.0,,,,,1.0,1.0,5.0,1.0,4.0,,4.0,,,,1.0,1.0,7.0,3.0,3.0,,29.0,10.0,,,1.0053,1.0,,1.0,1.0,3.0,,1.0,7.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,
106611,Michael Keane,Defender,Everton,11,England,2022-23,46.0,,0.8227,20.0,0.0,,,,72.0,12.0,2.0,8.0,10.0,128.0,428.0,,,100.0,2.0,,983.0,33.0,82.0,1.0,2.0,13.0,15.0,274.0,,,2.0,22.7425,1.0,3.0,55.0,22.0,13.0,70.0,,4.0,0.0,128.0,,246.0,62.0,12.0,,,122.0,21.0,4.0,28.0,67.0,0.0,,425.0,,146.0,,,84.0,7.0,14.0,26.0,579.0,16.0,179.0,3.0,,0.0,56.0,44.0,2.0,4.0,0.1214,7.0,12.0,,1.0,,0.0,3.0,3.0,24.0,2.0,5.0,1.0,3.0,,2.0,,2.0,8.0,4.0,4.0,7.0,1.0,28.0,4.0,,1.0,1.3398,1.0,,3.0,,2.0,,1.0,2.0,3.0,,,,1.0,,,,,,,,,,,,
164511,Yerry Mina,Defender,Cagliari,124,Colombia,2022-23,24.0,,0.1564,6.0,0.0,,,,26.0,7.0,,3.0,7.0,37.0,321.0,,,34.0,1.0,,596.0,15.0,44.0,1.0,,4.0,25.0,272.0,,,1.0,8.7105,1.0,2.0,28.0,9.0,9.0,67.0,,10.0,0.0,68.0,,132.0,31.0,7.0,,,95.0,8.0,,34.0,19.0,0.0,,308.0,1.0,43.0,,,97.0,6.0,6.0,12.0,414.0,6.0,189.0,2.0,,2.0,11.0,18.0,,4.0,2.1267,14.0,8.0,,2.0,,1.0,2.0,2.0,16.0,,3.0,1.0,6.0,,,1.0,,4.0,8.0,1.0,4.0,,25.0,2.0,,,1.2373,,,1.0,,,,,,1.0,2.0,,,1.0,,,,,,,,,,,,
224967,Vitalii Mykolenko,Defender,Everton,11,Ukraine,2022-23,109.0,,0.9362,46.0,0.0,,,1.0,174.0,34.0,,22.0,30.0,244.0,1000.0,,,60.0,7.0,,2656.0,34.0,115.0,5.0,,64.0,89.0,719.0,,,3.0,50.1329,19.0,8.0,89.0,46.0,75.0,315.0,,21.0,0.0,224.0,,462.0,150.0,34.0,,,410.0,41.0,22.0,164.0,26.0,0.0,,991.0,11.0,385.0,,,70.0,29.0,46.0,37.0,1680.0,40.0,360.0,16.0,,4.0,70.0,92.0,3.0,3.0,0.1848,58.0,7.0,2.0,,,,3.0,3.0,28.0,2.0,34.0,,24.0,,14.0,,2.0,4.0,34.0,11.0,16.0,1.0,153.0,196.0,,,0.455,14.0,5.0,40.0,1.0,4.0,2.0,14.0,31.0,43.0,3.0,1.0,,,2.0,,,,,,,,,,,
198826,Ben Godfrey,Defender,Sheffield United U21,19592,England,2022-23,50.0,,0.0829,11.0,0.0,,,,45.0,13.0,1.0,8.0,10.0,76.0,226.0,,,32.0,1.0,,801.0,17.0,43.0,2.0,,15.0,28.0,142.0,,,2.0,18.1127,2.0,1.0,31.0,18.0,33.0,37.0,,5.0,0.0,93.0,,125.0,35.0,13.0,,,75.0,16.0,6.0,61.0,15.0,0.0,,225.0,2.0,117.0,,,44.0,10.0,8.0,8.0,413.0,19.0,76.0,5.0,,2.0,31.0,23.0,2.0,1.0,,20.0,4.0,,,1.0,,1.0,1.0,8.0,1.0,6.0,,9.0,1.0,3.0,,1.0,3.0,11.0,3.0,6.0,,20.0,31.0,,1.0,1.2313,1.0,,6.0,1.0,3.0,,1.0,16.0,6.0,4.0,1.0,,,,,,,,,,,,,,
59949,Séamus Coleman,Defender,Everton,11,Ireland,2022-23,58.0,,0.9175,32.0,0.0,,,,93.0,23.0,,19.0,20.0,148.0,603.0,,,34.0,4.0,,1662.0,16.0,91.0,2.0,,27.0,73.0,433.0,,,4.0,30.6732,4.0,3.0,45.0,25.0,42.0,47.0,,21.0,1.0,149.0,,276.0,100.0,23.0,,,224.0,23.0,21.0,115.0,18.0,0.0,,593.0,9.0,242.0,,,175.0,10.0,22.0,22.0,1040.0,23.0,240.0,1.0,,1.0,55.0,39.0,3.0,2.0,0.0907,35.0,4.0,,1.0,2.0,0.0,,,22.0,1.0,7.0,1.0,9.0,,15.0,,1.0,2.0,26.0,17.0,7.0,,105.0,134.0,,,0.3642,9.0,,13.0,2.0,3.0,,9.0,30.0,13.0,11.0,2.0,,1.0,,1.0,1.0,,,,,,,,,
216054,Rúben Vinagre,Defender,Legia Warsaw,263,Portugal,2022-23,3.0,,0.002,,0.0,,,,6.0,2.0,,,,6.0,18.0,,,1.0,,,24.0,1.0,6.0,,,1.0,6.0,12.0,,,,0.4907,,,1.0,,2.0,4.0,,3.0,0.0,9.0,,7.0,4.0,2.0,,,7.0,,1.0,8.0,,0.0,,17.0,,11.0,,,1.0,,,,33.0,,5.0,,,0.0,,4.0,,,,2.0,,,,,,,,,,,,,,,,,,2.0,1.0,,,6.0,3.0,,,,,,2.0,,2.0,,,1.0,2.0,,,,,,,,,,,,,,,,
94147,Conor Coady,Defender,Charlton Athletic,33,England,2022-23,47.0,,0.5074,28.0,0.0,,,1.0,60.0,24.0,1.0,21.0,23.0,179.0,1200.0,1.0,,49.0,7.0,,2096.0,24.0,52.0,4.0,,5.0,27.0,915.0,,,2.0,31.5843,3.0,4.0,85.0,28.0,23.0,267.0,,13.0,0.0,99.0,,435.0,92.0,24.0,,,264.0,24.0,4.0,50.0,25.0,0.0,1.0,1168.0,2.0,194.0,,,434.0,11.0,14.0,106.0,1387.0,27.0,758.0,2.0,,2.0,119.0,50.0,1.0,3.0,0.9382,14.0,3.0,,1.0,2.0,1.0,2.0,2.0,10.0,1.0,4.0,0.0,5.0,,2.0,,1.0,,9.0,,17.0,2.0,64.0,3.0,,1.0,0.8355,1.0,,,,1.0,,1.0,,,1.0,,,1.0,,,,,,,,,,,,
