playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,foulWonPenalty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,rightFootGoals,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,secondGoalAssists,expectedAssists,expectedGoalsOnTarget,throughBalls,goalAssists,oboxBlocked,shotsOnTargetOutsideBox,iboxTarget,shotsOnTargetInBox,unsuccessfulLayoffs,expectedGoalsOnTargetConceded,shotsBlockedInBox,oboxTarget,leftFootGoals,headedGoals,iboxBlocked,shotsBlockedOutsideBox,expectedGoals,throwInsToOppositionPlayer,clearancesOffTheLine,successfulCornersIntoBox,unsuccessfulCornersIntoBox,penaltiesConceded,redCards2ndYellow,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,expectedGoalsFreekick,freekickTotal,attemptsFromSetPieces,penaltiesTaken,penaltyGoals,hitWoodwork,ownGoalScored
108824,Brendan Galloway,Defender,Everton,11,Zimbabwe,2015-16,56.0,3.0,0.0,3.0,,,50.0,5.0,52.0,15.0,2.0,,14.0,75.0,10.0,396.0,,,,1.0,,19.0,2.0,3.0,1223.0,12.0,93.0,2.0,28.0,86.0,312.0,3.0,1.0,3.0,1.0,30.0,20.0,44.0,129.0,29.0,,149.0,9.0,,159.0,58.0,15.0,,20.0,6.0,179.0,18.0,10.0,,130.0,7.0,0.0,391.0,5.0,7.0,152.0,30.0,7.0,5.0,12.0,9.0,21.0,9.0,96.0,734.0,86.0,4.0,15.0,145.0,6.0,,2.0,23.0,25.0,,0.537,,,1.0,1.0,,,,,17.0836,2.0,,,,2.0,1.0,0.4793,16.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
77762,Bryan Oviedo,Defender,Everton,11,Costa Rica,2015-16,61.0,5.0,0.0,1.0,3.0,,41.0,4.0,53.0,14.0,,,12.0,81.0,19.0,432.0,,1.0,,2.0,15.0,17.0,3.0,11.0,998.0,14.0,64.0,1.0,22.0,61.0,327.0,,2.0,12.0,3.0,34.0,18.0,47.0,132.0,13.0,,125.0,6.0,,161.0,53.0,14.0,,7.0,7.0,190.0,17.0,31.0,,108.0,3.0,0.0,421.0,1.0,7.0,166.0,34.0,8.0,4.0,78.0,17.0,20.0,24.0,61.0,749.0,74.0,4.0,20.0,172.0,10.0,1.0,0.0,28.0,36.0,,1.2177,0.2484,1.0,1.0,1.0,2.0,1.0,1.0,,20.4538,,2.0,,,,1.0,0.409,15.0,,6.0,9.0,,,,,,,,,,,,,,,,,,,,,,
97299,John Stones,Defender,Everton,11,England,2015-16,74.0,2.0,0.0,1.0,1.0,,46.0,7.0,90.0,33.0,3.0,,31.0,177.0,2.0,1566.0,,,,2.0,,83.0,8.0,2.0,2779.0,30.0,147.0,3.0,31.0,94.0,1245.0,3.0,5.0,6.0,11.0,127.0,45.0,44.0,235.0,26.0,,221.0,11.0,,606.0,180.0,33.0,,10.0,8.0,458.0,42.0,2.0,,138.0,53.0,0.0,1510.0,6.0,2.0,229.0,36.0,23.0,34.0,624.0,11.0,56.0,144.0,101.0,1971.0,12.0,2.0,54.0,933.0,7.0,,3.0,87.0,48.0,,0.8542,0.0355,1.0,,1.0,,1.0,1.0,,45.1545,,,,,,1.0,0.4259,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
153673,Jonjoe Kenny,Defender,Everton,11,England,2015-16,3.0,,0.0,1.0,,,1.0,,5.0,1.0,,,,7.0,,22.0,,,,1.0,,1.0,,,61.0,1.0,1.0,,1.0,1.0,14.0,,,,1.0,4.0,,2.0,1.0,,,4.0,,,9.0,2.0,1.0,,,,9.0,,,,3.0,,0.0,22.0,,,13.0,1.0,,,10.0,,1.0,1.0,2.0,48.0,8.0,,1.0,6.0,,,0.0,2.0,2.0,,0.0109,,,,,,,,,0.1983,1.0,,,,1.0,,0.0466,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
12745,Leighton Baines,Defender,Everton,11,England,2015-16,54.0,9.0,0.0,3.0,3.0,,34.0,6.0,77.0,18.0,1.0,,16.0,135.0,41.0,756.0,2.0,4.0,,2.0,42.0,26.0,4.0,25.0,1477.0,17.0,68.0,2.0,42.0,59.0,564.0,,4.0,21.0,6.0,42.0,26.0,37.0,325.0,21.0,,122.0,25.0,,317.0,62.0,18.0,,14.0,5.0,379.0,24.0,78.0,,96.0,9.0,0.0,737.0,3.0,10.0,278.0,20.0,4.0,6.0,15.0,6.0,29.0,57.0,99.0,1236.0,127.0,,30.0,267.0,4.0,,0.0,58.0,32.0,,1.7662,1.4352,,1.0,3.0,1.0,,,,25.8351,,1.0,2.0,,,3.0,1.2538,24.0,,13.0,28.0,,,,,,,,,,,,,,,,0.2684,4.0,4.0,1.0,1.0,1.0,
194164,Mason Holgate,Defender,Everton,11,Jamaica,2015-16,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114093,Matthew Pennington,Defender,Everton,11,England,2015-16,6.0,,0.0,,1.0,,1.0,2.0,16.0,4.0,,,4.0,29.0,1.0,169.0,,,,,,9.0,,,299.0,2.0,11.0,1.0,5.0,4.0,131.0,,1.0,,1.0,17.0,7.0,4.0,48.0,,,17.0,1.0,,69.0,26.0,4.0,,,,37.0,6.0,1.0,,8.0,7.0,0.0,169.0,1.0,,39.0,1.0,3.0,8.0,43.0,2.0,7.0,9.0,9.0,224.0,11.0,1.0,10.0,103.0,1.0,,1.0,13.0,13.0,,0.0266,0.2231,,,,,1.0,1.0,,6.0071,,,,,,,0.2053,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
7645,Phil Jagielka,Defender,Everton,11,England,2015-16,66.0,1.0,0.0,,1.0,,39.0,9.0,58.0,21.0,,,21.0,163.0,2.0,1036.0,,,,,,96.0,7.0,1.0,1851.0,38.0,111.0,1.0,23.0,53.0,725.0,1.0,,2.0,29.0,170.0,25.0,28.0,265.0,15.0,,177.0,15.0,,437.0,115.0,21.0,,11.0,1.0,264.0,24.0,2.0,,81.0,58.0,0.0,990.0,8.0,2.0,200.0,28.0,3.0,21.0,263.0,9.0,50.0,148.0,71.0,1390.0,4.0,2.0,61.0,610.0,7.0,,0.0,105.0,43.0,,0.2538,0.0615,,,,,1.0,1.0,,24.3761,,,,,,,0.5895,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
121221,Ramiro Funes Mori,Defender,Everton,11,Argentina,2015-16,75.0,4.0,1.0,2.0,9.0,,41.0,22.0,82.0,28.0,1.0,,24.0,201.0,2.0,1238.0,4.0,2.0,,4.0,,121.0,6.0,4.0,2191.0,45.0,139.0,2.0,32.0,63.0,930.0,,4.0,5.0,30.0,217.0,35.0,30.0,421.0,10.0,,214.0,11.0,,526.0,146.0,28.0,1.0,10.0,4.0,341.0,33.0,2.0,,93.0,76.0,1.0,1188.0,13.0,1.0,269.0,31.0,12.0,11.0,214.0,8.0,66.0,107.0,77.0,1680.0,7.0,,70.0,700.0,5.0,,4.0,119.0,57.0,,0.8147,2.0231,,1.0,1.0,1.0,4.0,4.0,,33.0336,1.0,1.0,1.0,2.0,1.0,1.0,2.6613,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,
59949,Séamus Coleman,Defender,Everton,11,Ireland,2015-16,120.0,14.0,0.0,8.0,6.0,,58.0,19.0,92.0,28.0,2.0,,27.0,166.0,79.0,1044.0,1.0,8.0,,1.0,,35.0,7.0,14.0,2386.0,22.0,142.0,2.0,39.0,129.0,833.0,3.0,3.0,15.0,9.0,71.0,34.0,98.0,51.0,28.0,,262.0,18.0,,403.0,160.0,28.0,,12.0,32.0,527.0,32.0,79.0,,227.0,13.0,0.0,1033.0,13.0,28.0,389.0,46.0,43.0,11.0,390.0,20.0,36.0,45.0,200.0,1784.0,196.0,4.0,46.0,365.0,10.0,1.0,4.0,74.0,39.0,1.0,1.618,1.2378,,3.0,5.0,3.0,2.0,2.0,,33.2258,3.0,3.0,,1.0,3.0,5.0,2.2386,27.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
