playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,oboxBlocked,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,shotsOnTargetIncGoals,expectedGoalsOnTarget,substituteOn,iboxTarget,shotsOnTargetInBox,foulWonPenalty,goals,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,unsuccessfulLayoffs,successfulCornersIntoBox,oboxTarget,rightFootGoals,leftFootGoals,unsuccessfulCornersIntoBox,substituteOff,hitWoodwork,headedGoals,clearancesOffTheLine,catches,savesMade,savesMadeFromOutsideBox,gkSuccessfulDistribution,savesMadeCaught,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,expectedGoalsFreekick,setPiecesGoals,penaltiesTaken,freekickTotal,attemptsFromSetPieces,penaltyGoals,secondGoalAssists,ownGoalScored,penaltiesFaced,punches,drops,penaltiesSaved,savesFromPenalty,goalkeeperSmother,redCards2ndYellow
60252,Andros Townsend,Midfielder,C Palace,31,England,2018-19,193.0,31.0,4.5763,0.0,18.0,62.0,45.0,1.0,175.0,38.0,4.0,38.0,34.0,218.0,97.0,1027.0,9.0,12.0,17.0,5.0,39.0,3016.0,13.0,180.0,8.0,,104.0,176.0,780.0,92.0,1.0,4.0,41.3873,57.0,8.0,16.0,46.0,6.0,180.0,132.0,56.0,373.0,43.0,261.0,193.0,38.0,27.0,42.0,605.0,38.0,122.0,6.0,356.0,4.0,0.0,985.0,26.0,25.0,558.0,35.0,58.0,5.0,332.0,10.0,38.0,29.0,302.0,1848.0,13.0,12.0,19.0,243.0,5.0,,4.6301,1.0,43.0,56.0,19.0,4.2206,4.0,4.0,4.0,1.0,6.0,38.0,9.0,6.0,7.0,9.0,1.0,5.0,23.0,13.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
44343,Bakary Sako,Midfielder,C Palace,31,Mali,2018-19,6.0,,0.001,0.0,,2.0,,,2.0,4.0,,,,2.0,3.0,10.0,1.0,,2.0,,,26.0,2.0,2.0,1.0,,2.0,2.0,7.0,,,,2.1007,,,,2.0,,4.0,1.0,,8.0,,1.0,5.0,4.0,1.0,1.0,3.0,1.0,3.0,,6.0,,0.0,9.0,,2.0,10.0,1.0,,,3.0,1.0,,1.0,5.0,20.0,,,,5.0,,,,0.0,,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55037,Cheikhou Kouyaté,Midfielder,C Palace,31,Senegal,2018-19,161.0,1.0,0.9407,0.0,4.0,58.0,16.0,1.0,129.0,31.0,2.0,6.0,21.0,152.0,7.0,765.0,3.0,2.0,136.0,6.0,1.0,1897.0,72.0,149.0,4.0,,33.0,85.0,593.0,36.0,,2.0,25.2895,12.0,2.0,31.0,30.0,2.0,89.0,171.0,17.0,310.0,19.0,291.0,113.0,31.0,26.0,11.0,337.0,26.0,7.0,2.0,174.0,64.0,0.0,763.0,8.0,9.0,219.0,32.0,12.0,11.0,209.0,34.0,16.0,20.0,94.0,1082.0,8.0,2.0,10.0,277.0,20.0,1.0,1.1432,3.0,23.0,42.0,8.0,1.1539,10.0,4.0,4.0,1.0,,,4.0,,,4.0,,,,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
173954,Jairo Riedewald,Midfielder,C Palace,31,Netherlands,2018-19,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50471,James McArthur,Midfielder,C Palace,31,Scotland,2018-19,210.0,3.0,3.0709,0.0,11.0,84.0,23.0,4.0,209.0,38.0,6.0,30.0,36.0,291.0,12.0,1400.0,2.0,2.0,105.0,10.0,3.0,3072.0,57.0,190.0,9.0,1.0,69.0,142.0,1044.0,90.0,,3.0,41.7103,25.0,5.0,44.0,49.0,9.0,153.0,266.0,39.0,400.0,41.0,467.0,216.0,38.0,33.0,11.0,622.0,40.0,12.0,9.0,295.0,48.0,0.0,1377.0,15.0,14.0,416.0,51.0,20.0,22.0,419.0,61.0,39.0,65.0,248.0,1987.0,22.0,2.0,44.0,490.0,33.0,1.0,4.1638,7.0,82.0,96.0,8.0,2.0533,2.0,4.0,4.0,,3.0,1.0,1.0,3.0,,1.0,1.0,1.0,,15.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
19197,Jason Puncheon,Midfielder,C Palace,31,England,2018-19,38.0,,0.3266,0.0,3.0,8.0,3.0,1.0,39.0,11.0,,,5.0,44.0,4.0,212.0,1.0,3.0,12.0,1.0,2.0,394.0,6.0,21.0,1.0,,10.0,15.0,156.0,5.0,,,5.1579,5.0,1.0,8.0,9.0,,32.0,46.0,2.0,59.0,2.0,79.0,23.0,11.0,3.0,2.0,123.0,8.0,7.0,,47.0,6.0,0.0,203.0,3.0,2.0,79.0,5.0,5.0,1.0,52.0,12.0,4.0,12.0,35.0,298.0,4.0,3.0,4.0,47.0,9.0,1.0,0.6468,1.0,5.0,13.0,,,6.0,,,,,5.0,,,2.0,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
86417,Jeffrey Schlupp,Midfielder,C Palace,31,Ghana,2018-19,140.0,4.0,1.0311,0.0,10.0,41.0,18.0,3.0,128.0,30.0,1.0,11.0,18.0,152.0,13.0,630.0,1.0,3.0,115.0,3.0,4.0,1665.0,61.0,131.0,4.0,,46.0,77.0,463.0,62.0,1.0,3.0,25.148,15.0,3.0,21.0,26.0,7.0,79.0,136.0,14.0,271.0,22.0,228.0,90.0,30.0,21.0,18.0,296.0,22.0,13.0,7.0,156.0,54.0,0.0,625.0,10.0,11.0,242.0,20.0,23.0,8.0,145.0,25.0,19.0,15.0,121.0,967.0,7.0,3.0,5.0,186.0,16.0,3.0,3.2326,1.0,24.0,36.0,8.0,2.8479,12.0,2.0,2.0,1.0,4.0,,2.0,,,2.0,1.0,2.0,,7.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
66975,Luka Milivojevic,Midfielder,C Palace,31,Serbia,2018-19,177.0,8.0,3.3173,0.0,16.0,89.0,41.0,2.0,265.0,38.0,2.0,12.0,38.0,397.0,11.0,1986.0,,15.0,93.0,12.0,52.0,3420.0,39.0,193.0,9.0,,65.0,139.0,1460.0,23.0,,4.0,47.0186,57.0,11.0,66.0,53.0,1.0,138.0,528.0,37.0,370.0,33.0,655.0,194.0,38.0,21.0,8.0,827.0,44.0,133.0,1.0,277.0,54.0,0.0,1893.0,16.0,22.0,597.0,68.0,13.0,15.0,537.0,60.0,73.0,129.0,266.0,2718.0,8.0,15.0,39.0,814.0,38.0,,10.8522,10.0,132.0,108.0,25.0,14.3381,,2.0,2.0,,12.0,143.0,11.0,3.0,44.0,11.0,12.0,,94.0,,4.0,,,,,,,,,,,1.1437,1.0,11.0,16.0,16.0,10.0,1.0,,,,,,,,
221275,Luke Dreher,Midfielder,C Palace,31,England,2018-19,1.0,,0.0013,0.0,,,,,,1.0,,,,,,3.0,,,1.0,,,1.0,1.0,,,,,,3.0,,,,0.5449,,,,,,,3.0,,1.0,,,,1.0,,,3.0,,,,,,0.0,3.0,,,,,,,,,,,,3.0,,,,,,,,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141020,Max Meyer,Midfielder,C Palace,31,Germany,2018-19,63.0,3.0,0.9608,0.0,12.0,33.0,26.0,,95.0,29.0,2.0,16.0,15.0,107.0,4.0,663.0,1.0,5.0,20.0,1.0,4.0,1410.0,16.0,68.0,6.0,,23.0,64.0,540.0,61.0,,1.0,17.3373,20.0,3.0,18.0,24.0,7.0,47.0,149.0,18.0,131.0,6.0,192.0,89.0,29.0,15.0,8.0,352.0,18.0,20.0,7.0,111.0,4.0,0.0,659.0,18.0,9.0,192.0,18.0,13.0,,167.0,10.0,15.0,16.0,155.0,935.0,2.0,5.0,8.0,208.0,7.0,,2.0195,3.0,12.0,34.0,8.0,1.3721,14.0,4.0,4.0,1.0,1.0,19.0,3.0,,1.0,3.0,,1.0,15.0,12.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
