playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,totalRedCards,shotsOnTargetIncGoals,totalShots,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,offsides,substituteOn,aerialDuels,timePlayed,aerialDuelsLost,duelsWon,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,successfulDribbles,leftsidePasses,totalFoulsConceded,successfulLongPasses,backwardPasses,touches,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,yellowCards,unsuccessfulLongPasses,successfulCrossesOpenPlay,blockedShots,overruns,totalTackles,unsuccessfulCrossesOpenPlay,cornersTakenInclShortCorners,successfulCrossesAndCorners,unsuccessfulLayoffs,goalsConcededOutsideBox,penaltiesConceded,successfulCornersIntoBox,throwInsToOppositionPlayer,successfulLaunches,tacklesLost,unsuccessfulCrossesAndCorners,tacklesWon,attemptsFromSetPieces,interceptions,unsuccessfulCornersIntoBox,unsuccessfulPassesOwnHalf,goalAssists,goals,awayGoals,cleanSheets,homeGoals,lastPlayerTackle,headedGoals,blocks,clearancesOffTheLine,throwInsToOwnPlayer,handballsConceded,leftFootGoals,hitWoodwork,throughBalls,foulWonPenalty,rightFootGoals,ownGoalScored,setPiecesGoals,penaltiesTaken,penaltyGoals,goalKicks,gkSuccessfulDistribution,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox
44302,Adlène Guédioura,Midfielder,C Palace,31,Algeria,2013-14,41.0,0.0,3.0,8.0,29.0,8.0,10.0,4.0,38.0,149.0,,4.0,14.0,317.0,10.0,20.0,6.0,16.0,105.0,3.0,1.0,4.0,5.0,5.0,31.0,50.0,4.0,0.0,61.0,4.0,53.0,23.0,8.0,8.0,77.0,4.0,19.0,47.0,4.0,0.0,146.0,5.0,1.0,72.0,5.0,32.0,10.0,6.0,14.0,236.0,3.0,3.0,37.0,2.0,0.0,9.0,1.0,5.0,1.0,7.0,5.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,5.0,2.0,8.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59013,Barry Bannan,Midfielder,C Palace,31,Scotland,2013-14,36.0,0.0,4.0,11.0,76.0,15.0,20.0,13.0,105.0,400.0,1.0,2.0,9.0,1005.0,6.0,26.0,24.0,23.0,271.0,7.0,1.0,21.0,8.0,14.0,30.0,92.0,1.0,1.0,62.0,12.0,146.0,57.0,15.0,7.0,210.0,12.0,12.0,53.0,3.0,0.0,372.0,7.0,4.0,191.0,6.0,85.0,7.0,24.0,77.0,601.0,11.0,12.0,113.0,2.0,1.0,29.0,10.0,3.0,4.0,16.0,18.0,38.0,28.0,,2.0,,11.0,2.0,5.0,6.0,52.0,10.0,1.0,12.0,25.0,19.0,1.0,1.0,1.0,2.0,0.0,,,4.0,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
130103,Hiram Boateng,Midfielder,C Palace,31,England,2013-14,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19197,Jason Puncheon,Midfielder,C Palace,31,England,2013-14,205.0,0.0,31.0,57.0,173.0,34.0,43.0,29.0,203.0,940.0,1.0,5.0,30.0,2515.0,20.0,152.0,69.0,142.0,686.0,76.0,4.0,47.0,28.0,40.0,185.0,151.0,17.0,4.0,357.0,30.0,278.0,174.0,34.0,59.0,503.0,34.0,114.0,327.0,10.0,0.0,917.0,26.0,26.0,486.0,56.0,327.0,22.0,51.0,184.0,1621.0,12.0,16.0,269.0,5.0,2.0,30.0,18.0,20.0,5.0,70.0,56.0,49.0,35.0,2.0,6.0,,10.0,1.0,1.0,16.0,97.0,54.0,3.0,33.0,35.0,39.0,2.0,7.0,3.0,5.0,4.0,,,1.0,,9.0,1.0,7.0,1.0,2.0,,,,,2.0,1.0,,,,,,,,,,,,,,
12765,Jerome Thomas,Midfielder,C Palace,31,England,2013-14,29.0,0.0,1.0,5.0,13.0,9.0,3.0,3.0,16.0,101.0,2.0,6.0,3.0,367.0,3.0,32.0,8.0,32.0,82.0,6.0,1.0,10.0,,5.0,26.0,30.0,10.0,0.0,61.0,6.0,23.0,31.0,9.0,4.0,61.0,5.0,12.0,58.0,,0.0,99.0,4.0,4.0,66.0,6.0,21.0,10.0,3.0,27.0,214.0,2.0,,33.0,7.0,2.0,3.0,4.0,1.0,1.0,16.0,17.0,4.0,9.0,,,,3.0,2.0,,5.0,19.0,11.0,1.0,4.0,1.0,1.0,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
28145,Jimmy Kébé,Midfielder,C Palace,31,Mali,2013-14,12.0,0.0,1.0,3.0,11.0,6.0,2.0,2.0,11.0,48.0,1.0,4.0,2.0,189.0,1.0,12.0,4.0,11.0,37.0,10.0,1.0,1.0,1.0,7.0,11.0,9.0,4.0,0.0,24.0,1.0,13.0,7.0,6.0,5.0,25.0,5.0,7.0,22.0,1.0,0.0,48.0,2.0,1.0,32.0,3.0,12.0,3.0,,14.0,93.0,2.0,,12.0,1.0,0.0,,,2.0,,5.0,8.0,,,,2.0,,,,,2.0,8.0,3.0,,3.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
18805,Joe Ledley,Midfielder,C Palace,31,Wales,2013-14,66.0,0.0,4.0,11.0,66.0,14.0,11.0,14.0,77.0,399.0,2.0,,30.0,1249.0,21.0,72.0,21.0,63.0,288.0,18.0,1.0,9.0,28.0,15.0,45.0,115.0,17.0,1.0,138.0,9.0,133.0,73.0,14.0,17.0,199.0,13.0,24.0,108.0,9.0,0.0,388.0,7.0,4.0,135.0,8.0,89.0,10.0,34.0,62.0,635.0,1.0,7.0,126.0,7.0,1.0,11.0,,,2.0,39.0,5.0,6.0,3.0,2.0,2.0,,1.0,4.0,,9.0,10.0,30.0,,31.0,5.0,23.0,1.0,2.0,1.0,4.0,1.0,,1.0,7.0,,8.0,,,,,,1.0,,,,,,,,,,,,,,,,,,
103100,Jonny Williams,Midfielder,C Palace,31,Wales,2013-14,18.0,0.0,2.0,3.0,13.0,9.0,5.0,,16.0,83.0,,9.0,2.0,179.0,1.0,21.0,4.0,20.0,67.0,6.0,,3.0,6.0,2.0,17.0,26.0,7.0,0.0,39.0,2.0,19.0,19.0,9.0,5.0,38.0,2.0,10.0,37.0,1.0,0.0,79.0,1.0,,40.0,7.0,18.0,2.0,,20.0,145.0,,1.0,29.0,,0.0,3.0,,1.0,,6.0,6.0,4.0,,1.0,,,,,,3.0,12.0,3.0,,1.0,4.0,3.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
88952,José Campaña,Midfielder,C Palace,31,Spain,2013-14,22.0,0.0,1.0,4.0,31.0,6.0,4.0,4.0,35.0,195.0,,2.0,5.0,311.0,3.0,17.0,9.0,15.0,151.0,1.0,1.0,2.0,2.0,6.0,19.0,82.0,5.0,0.0,39.0,3.0,51.0,19.0,6.0,2.0,80.0,5.0,12.0,34.0,2.0,0.0,188.0,3.0,2.0,60.0,2.0,35.0,3.0,9.0,27.0,256.0,4.0,,84.0,,0.0,4.0,1.0,1.0,,8.0,1.0,4.0,4.0,1.0,1.0,,1.0,,,4.0,7.0,4.0,2.0,4.0,3.0,10.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
46967,Kagisho Dikgacoi,Midfielder,C Palace,31,South Africa,2013-14,114.0,1.0,7.0,16.0,141.0,26.0,16.0,25.0,175.0,771.0,,1.0,88.0,1955.0,52.0,87.0,38.0,51.0,545.0,22.0,2.0,16.0,35.0,23.0,62.0,186.0,13.0,0.0,201.0,23.0,295.0,142.0,26.0,12.0,313.0,19.0,27.0,113.0,36.0,1.0,765.0,9.0,4.0,236.0,8.0,192.0,17.0,51.0,98.0,1031.0,8.0,18.0,284.0,7.0,3.0,34.0,1.0,3.0,,32.0,12.0,,1.0,1.0,4.0,1.0,,,6.0,10.0,12.0,22.0,,33.0,,42.0,,,,6.0,,,,10.0,,2.0,1.0,,,6.0,,,,,,,,,,,,,,,,,,,,
59115,Mile Jedinak,Midfielder,C Palace,31,Australia,2013-14,190.0,0.0,10.0,27.0,369.0,38.0,38.0,38.0,454.0,1615.0,1.0,,237.0,3389.0,70.0,348.0,74.0,181.0,1040.0,47.0,6.0,33.0,133.0,46.0,120.0,374.0,44.0,1.0,538.0,49.0,716.0,269.0,38.0,9.0,585.0,40.0,23.0,301.0,167.0,0.0,1584.0,17.0,8.0,517.0,13.0,352.0,60.0,121.0,173.0,2292.0,1.0,42.0,577.0,15.0,7.0,85.0,1.0,6.0,2.0,133.0,9.0,,1.0,5.0,6.0,,,,9.0,31.0,11.0,102.0,7.0,139.0,,123.0,1.0,1.0,1.0,12.0,0.0,,,17.0,,7.0,1.0,,,2.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,
19527,Owen Garvan,Midfielder,C Palace,31,Ireland,2013-14,4.0,0.0,,1.0,4.0,2.0,3.0,1.0,5.0,45.0,,1.0,3.0,93.0,2.0,1.0,3.0,,37.0,1.0,1.0,1.0,,1.0,2.0,14.0,,0.0,5.0,2.0,12.0,5.0,2.0,,28.0,1.0,1.0,2.0,1.0,0.0,43.0,1.0,,8.0,,9.0,,3.0,10.0,57.0,1.0,1.0,13.0,,0.0,1.0,,,,,2.0,1.0,1.0,,,,1.0,,,,2.0,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53582,Stuart O'Keefe,Midfielder,C Palace,31,England,2013-14,45.0,0.0,5.0,6.0,16.0,12.0,4.0,2.0,18.0,153.0,,10.0,6.0,390.0,3.0,22.0,7.0,19.0,128.0,6.0,1.0,1.0,7.0,9.0,42.0,43.0,2.0,0.0,67.0,5.0,52.0,18.0,12.0,9.0,80.0,7.0,22.0,61.0,3.0,0.0,149.0,1.0,1.0,53.0,3.0,32.0,10.0,7.0,26.0,247.0,,,55.0,3.0,2.0,2.0,,2.0,,14.0,3.0,1.0,,1.0,2.0,,,,,7.0,4.0,7.0,,10.0,1.0,4.0,,1.0,0.0,,1.0,,,2.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
86176,Tom Ince,Midfielder,C Palace,31,England,2013-14,24.0,0.0,3.0,6.0,27.0,8.0,4.0,5.0,29.0,94.0,,3.0,6.0,411.0,5.0,20.0,8.0,19.0,63.0,13.0,1.0,8.0,2.0,5.0,19.0,25.0,10.0,0.0,44.0,5.0,31.0,26.0,8.0,8.0,48.0,5.0,14.0,38.0,1.0,0.0,87.0,3.0,3.0,67.0,2.0,23.0,3.0,2.0,15.0,183.0,4.0,,24.0,2.0,0.0,2.0,2.0,3.0,2.0,7.0,7.0,9.0,7.0,,,,2.0,,,3.0,14.0,4.0,,5.0,5.0,6.0,1.0,1.0,0.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
