playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,substituteOn,cornersTakenInclShortCorners,aerialDuels,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,overruns,starts,offsides,cleanSheets,successfulCrossesAndCorners,goalsConcededOutsideBox,throwInsToOppositionPlayer,successfulLaunches,tacklesLost,throwInsToOwnPlayer,substituteOff,shotsOnTargetOutsideBox,successfulCornersIntoBox,oboxTarget,goalAssists,goals,awayGoals,homeGoals,rightFootGoals,headedGoals,oboxBlocked,lastPlayerTackle,redCards2ndYellow,shotsBlockedOutsideBox,secondGoalAssists,leftFootGoals,freekickTotal,attemptsFromSetPieces,hitWoodwork,expectedGoalsFreekick,penaltiesTaken,penaltyGoals,foulWonPenalty,penaltiesConceded,clearancesOffTheLine,setPiecesGoals,penaltiesSaved,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox
44302,Adlène Guédioura,Midfielder,C Palace,31,Algeria,2014-15,12.0,0.069,0.0,1.0,1.0,0.0637,3.0,4.0,1.0,19.0,7.0,2.0,26.0,3.0,74.0,7.0,2.0,8.0,1.0,122.0,1.0,1.0,3.0,18.0,9.0,13.0,46.0,6.0,1.0,2.7832,1.0,6.0,2.0,1.0,9.0,10.0,5.0,0.0,30.0,4.0,34.0,12.0,7.0,2.0,31.0,2.0,4.0,3.0,1.0,22.0,5.0,0.0,72.0,3.0,1.0,40.0,3.0,5.0,1.0,16.0,6.0,1.0,1.0,2.0,14.0,119.0,2.0,17.0,3.0,1.0,0.2848,1.0,7.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59013,Barry Bannan,Midfielder,C Palace,31,Scotland,2014-15,13.0,0.2782,0.0,,1.0,0.0663,4.0,2.0,,20.0,7.0,3.0,26.0,7.0,76.0,5.0,4.0,3.0,,136.0,,,3.0,6.0,3.0,6.0,45.0,2.0,,1.8824,3.0,,3.0,,10.0,12.0,,0.0,19.0,,30.0,18.0,7.0,2.0,32.0,1.0,8.0,4.0,,16.0,,0.0,73.0,1.0,2.0,41.0,3.0,2.0,,22.0,2.0,2.0,1.0,5.0,12.0,109.0,2.0,23.0,1.0,,0.0446,1.0,6.0,5.0,2.0,1.0,2.0,,,5.0,2.0,,,1.0,,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130103,Hiram Boateng,Midfielder,C Palace,31,England,2014-15,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138006,Jake Gray,Midfielder,C Palace,31,England,2014-15,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50471,James McArthur,Midfielder,C Palace,31,Scotland,2014-15,197.0,0.9018,0.0,12.0,9.0,2.9454,92.0,21.0,5.0,157.0,32.0,16.0,230.0,12.0,1075.0,3.0,,124.0,2.0,2606.0,2.0,,67.0,199.0,56.0,142.0,782.0,40.0,2.0,32.4678,28.0,51.0,32.0,4.0,130.0,266.0,33.0,1.0,396.0,35.0,369.0,237.0,32.0,21.0,460.0,25.0,12.0,43.0,4.0,272.0,57.0,0.0,1059.0,12.0,13.0,333.0,72.0,20.0,24.0,277.0,43.0,68.0,,63.0,163.0,1577.0,31.0,387.0,26.0,2.0,2.2161,6.0,73.0,57.0,2.0,2.0,29.0,2.0,5.0,2.0,7.0,,13.0,20.0,3.0,9.0,5.0,,5.0,,2.0,0.0,2.0,1.0,1.0,8.0,,,8.0,,,,,,,,,1.0,1.0,5.0,,,,,,,,,,,,,,,,,
19197,Jason Puncheon,Midfielder,C Palace,31,England,2014-15,253.0,4.694,1.0,19.0,20.0,5.1669,66.0,46.0,7.0,184.0,37.0,53.0,269.0,67.0,1142.0,6.0,105.0,34.0,4.0,2825.0,4.0,4.0,21.0,160.0,69.0,147.0,807.0,75.0,3.0,37.1637,58.0,22.0,41.0,11.0,232.0,175.0,24.0,2.0,413.0,32.0,401.0,265.0,37.0,84.0,624.0,35.0,148.0,138.0,11.0,379.0,13.0,0.0,1079.0,26.0,27.0,649.0,45.0,58.0,2.0,347.0,46.0,39.0,62.0,66.0,219.0,1917.0,33.0,300.0,29.0,3.0,2.7979,7.0,85.0,48.0,6.0,7.0,31.0,4.0,6.0,51.0,6.0,1.0,17.0,21.0,10.0,6.0,10.0,32.0,10.0,7.0,6.0,3.0,3.0,1.0,,8.0,,1.0,8.0,1.0,5.0,4.0,4.0,2.0,0.3354,,,,,,3.0,,,,,,,,,,,,,,,,
12765,Jerome Thomas,Midfielder,C Palace,31,England,2014-15,1.0,0.0025,0.0,,,,,,,,1.0,,,1.0,4.0,1.0,,,,6.0,,,,1.0,2.0,1.0,4.0,,,,,,,,1.0,2.0,1.0,0.0,2.0,2.0,,1.0,1.0,1.0,4.0,,1.0,1.0,,2.0,,0.0,4.0,,,2.0,,,,,,,,,2.0,9.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18805,Joe Ledley,Midfielder,C Palace,31,Wales,2014-15,121.0,1.2687,0.0,2.0,3.0,0.6779,64.0,11.0,,154.0,32.0,20.0,205.0,9.0,997.0,2.0,18.0,107.0,1.0,2572.0,1.0,2.0,62.0,144.0,45.0,99.0,766.0,28.0,4.0,36.6904,21.0,68.0,39.0,2.0,59.0,250.0,25.0,2.0,265.0,28.0,340.0,192.0,32.0,18.0,421.0,34.0,24.0,30.0,2.0,158.0,45.0,0.0,982.0,8.0,7.0,284.0,46.0,10.0,12.0,234.0,11.0,64.0,14.0,26.0,173.0,1399.0,19.0,377.0,9.0,,1.5634,0.0,51.0,43.0,3.0,2.0,30.0,2.0,5.0,6.0,5.0,4.0,5.0,18.0,15.0,6.0,,2.0,,,2.0,1.0,1.0,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
103100,Jonny Williams,Midfielder,C Palace,31,Wales,2014-15,3.0,0.0714,0.0,,,,2.0,2.0,,3.0,2.0,,4.0,1.0,19.0,2.0,2.0,3.0,,34.0,,,3.0,4.0,,4.0,14.0,2.0,,1.2322,2.0,,,,,6.0,2.0,0.0,7.0,,9.0,2.0,2.0,,14.0,,3.0,,,4.0,,0.0,19.0,2.0,,8.0,2.0,,,3.0,,2.0,2.0,1.0,1.0,33.0,1.0,2.0,,,0.1016,0.0,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49438,Jordon Mutch,Midfielder,C Palace,31,England,2014-15,78.0,0.2543,0.0,5.0,2.0,0.1688,24.0,9.0,1.0,62.0,16.0,27.0,74.0,18.0,357.0,6.0,9.0,43.0,1.0,851.0,1.0,1.0,25.0,53.0,19.0,35.0,268.0,22.0,1.0,10.1554,9.0,8.0,14.0,2.0,53.0,74.0,4.0,0.0,131.0,10.0,113.0,33.0,16.0,13.0,165.0,12.0,22.0,24.0,2.0,88.0,18.0,0.0,347.0,7.0,8.0,138.0,17.0,7.0,1.0,88.0,16.0,11.0,4.0,15.0,82.0,518.0,7.0,125.0,10.0,,0.6474,5.0,12.0,15.0,2.0,1.0,10.0,6.0,1.0,7.0,2.0,,1.0,7.0,,5.0,1.0,5.0,1.0,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
