playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,throughBalls,gamesPlayed,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,goalsConcededOutsideBox,groundDuelsWon,successfulCornersIntoBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,shotsBlockedInBox,totalFoulsWon,winningGoal,recoveries,appearances,rightFootGoals,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,freekickTotal,openPlayPasses,shotsOffTargetIncWoodwork,totalLossesOfPossession,tacklesWon,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,unsuccessfulCornersIntoBox,clearancesOffTheLine,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,hitWoodwork,successfulPassesOwnHalf,handballsConceded,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,secondGoalAssists,successfulCrossesOpenPlay,expectedAssists,expectedGoalsFreekick,totalShots,unsuccessfulShortPasses,goalAssists,successfulLayoffs,foulWonPenalty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,duelsWon,putthroughBlockedDistribution,successfulShortPasses,totalTouchesInOppositionBox,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,oboxTarget,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,iboxBlocked,groundDuels,aerialDuelsWon,cornersWon,successfulDribbles,blocks,interceptions,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,foulAttemptedTackle,expectedGoals,penaltiesTaken,headedGoals,penaltyGoals,penaltiesConceded,throwInsToOppositionPlayer,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,punches,savesMade,goalkeeperSmother,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,penaltiesFaced,drops,crossesNotClaimed
60252,Andros Townsend,Midfielder,C Palace,31,England,2016-17,0.0,0.0,4.0,199.0,22.0,13.0,3.3355,77.0,1.0,36.0,686.0,3.0,3.0,1.0,17.0,6.0,3.0,3.0,13.0,6.0,180.0,14.0,2.0,34.5153,47.0,3.0,5.0,35.0,1.0,159.0,36.0,2.0,1.0,40.0,177.0,118.0,8.0,670.0,21.0,546.0,62.0,8.0,131.0,18.0,18.0,1.0,16.0,175.0,1519.0,13.0,1.0,153.0,4.0,38.0,36.0,1.0,35.0,5.7287,0.483,34.0,132.0,4.0,32.0,1.0,30.0,170.0,141.0,38.0,16.0,3.0,7.0,58.0,2526.0,6.0,183.0,66.0,500.0,74.0,19.0,38.0,186.0,155.0,382.0,37.0,2.0,225.0,7.0,15.0,421.0,32.0,5.0,366.0,3.0,40.0,68.0,3.0,43.0,15.0,17.0,28.0,7.0,3.4056,,,,,,,,,,,,,,,,,,,
44343,Bakary Sako,Midfielder,C Palace,31,Mali,2016-17,0.0,0.0,0.0,10.0,2.0,1.0,0.3713,6.0,,7.0,42.0,,1.0,,2.0,7.0,,,2.0,,13.0,1.0,,5.1674,1.0,1.0,,5.0,0.0,11.0,7.0,,,3.0,12.0,5.0,1.0,41.0,1.0,35.0,6.0,1.0,8.0,2.0,4.0,,2.0,12.0,92.0,4.0,,10.0,,4.0,6.0,,3.0,0.1141,0.048,2.0,9.0,,2.0,,,13.0,5.0,5.0,5.0,,1.0,4.0,136.0,,16.0,5.0,27.0,2.0,,5.0,8.0,5.0,26.0,,,17.0,1.0,,23.0,5.0,,21.0,3.0,3.0,2.0,,,,2.0,3.0,1.0,0.1263,,,,,,,,,,,,,,,,,,,
221271,Ben Wynter,Midfielder,C Palace,31,England,2016-17,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130103,Hiram Boateng,Midfielder,C Palace,31,England,2016-17,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50471,James McArthur,Midfielder,C Palace,31,Scotland,2016-17,0.0,0.0,5.0,159.0,6.0,6.0,1.9683,60.0,4.0,29.0,851.0,5.0,4.0,1.0,3.0,5.0,,,42.0,9.0,103.0,,1.0,27.8101,13.0,5.0,3.0,26.0,0.0,139.0,29.0,1.0,1.0,5.0,18.0,53.0,,825.0,11.0,290.0,45.0,,224.0,41.0,1.0,,42.0,198.0,1222.0,4.0,,306.0,1.0,49.0,45.0,,8.0,1.4613,,17.0,134.0,3.0,30.0,,24.0,183.0,17.0,1.0,74.0,,1.0,8.0,2010.0,4.0,135.0,49.0,626.0,52.0,24.0,39.0,117.0,202.0,294.0,29.0,4.0,227.0,1.0,15.0,370.0,30.0,3.0,220.0,32.0,6.0,18.0,6.0,26.0,16.0,3.0,26.0,24.0,1.8645,,3.0,,,,,,,,,,,,,,,,,
19197,Jason Puncheon,Midfielder,C Palace,31,England,2016-17,0.0,0.0,9.0,178.0,14.0,11.0,1.8454,73.0,2.0,36.0,1468.0,,1.0,,10.0,1.0,7.0,7.0,14.0,8.0,148.0,30.0,2.0,43.5061,55.0,12.0,4.0,37.0,0.0,255.0,36.0,,,14.0,100.0,69.0,4.0,1425.0,20.0,510.0,59.0,4.0,401.0,62.0,54.0,1.0,78.0,248.0,2109.0,16.0,,441.0,2.0,80.0,60.0,2.0,14.0,4.7515,0.2819,31.0,195.0,5.0,37.0,,35.0,275.0,36.0,94.0,40.0,6.0,4.0,47.0,3094.0,1.0,174.0,61.0,1115.0,59.0,36.0,53.0,164.0,312.0,352.0,28.0,,507.0,4.0,14.0,799.0,45.0,4.0,312.0,26.0,24.0,38.0,6.0,37.0,6.0,10.0,37.0,36.0,1.8999,,,,,1.0,,,,,,,,,,,,,,
86417,Jeffrey Schlupp,Midfielder,C Palace,31,Ghana,2016-17,0.0,0.0,0.0,62.0,2.0,,,35.0,,19.0,349.0,,,,1.0,7.0,,,18.0,3.0,60.0,,,10.6729,6.0,15.0,1.0,11.0,0.0,73.0,19.0,,,15.0,13.0,27.0,,344.0,1.0,187.0,27.0,,28.0,4.0,,,27.0,57.0,681.0,65.0,,86.0,1.0,45.0,36.0,,2.0,0.258,,1.0,52.0,,6.0,1.0,12.0,97.0,13.0,1.0,41.0,3.0,,2.0,1136.0,,83.0,25.0,225.0,20.0,49.0,17.0,44.0,89.0,145.0,13.0,,175.0,,8.0,168.0,14.0,1.0,104.0,23.0,5.0,15.0,4.0,26.0,4.0,1.0,35.0,2.0,0.0973,,,,,24.0,,,,,,,,,,,,,,
18805,Joe Ledley,Midfielder,C Palace,31,Wales,2016-17,0.0,0.0,1.0,48.0,1.0,1.0,0.0183,25.0,1.0,18.0,564.0,1.0,,1.0,,5.0,,,18.0,4.0,40.0,,1.0,16.5115,6.0,5.0,1.0,10.0,0.0,45.0,18.0,,1.0,1.0,6.0,10.0,,564.0,1.0,119.0,15.0,,136.0,7.0,,,19.0,98.0,707.0,,,258.0,,21.0,27.0,,1.0,0.2785,,2.0,73.0,,15.0,,13.0,94.0,6.0,,30.0,1.0,,1.0,1161.0,,52.0,16.0,451.0,9.0,26.0,25.0,30.0,146.0,100.0,7.0,0.0,184.0,,10.0,213.0,21.0,1.0,70.0,12.0,1.0,5.0,3.0,28.0,7.0,,13.0,7.0,0.1371,,,,,,,,,,,,,,,,,,,
49438,Jordon Mutch,Midfielder,C Palace,31,England,2016-17,0.0,0.0,0.0,1.0,,,,2.0,,4.0,41.0,,,,,4.0,,,,,2.0,,,1.4647,1.0,,,1.0,0.0,7.0,4.0,,,1.0,3.0,1.0,,38.0,,19.0,2.0,,9.0,,,,1.0,10.0,54.0,,,16.0,,6.0,3.0,,,0.0088,,,8.0,,4.0,,,14.0,2.0,,3.0,,,,50.0,,5.0,1.0,26.0,,1.0,1.0,1.0,4.0,6.0,1.0,,18.0,,,11.0,1.0,,3.0,3.0,,,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
204216,Keshi Anderson,Midfielder,C Palace,31,England,2016-17,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
