playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,fiftyFifty,totalRedCards,blockedShots,overruns,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,awayGoals,substituteOn,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,shotsOnTargetIncGoals,expectedGoalsOnTarget,throughBalls,goals,offsides,oboxBlocked,shotsOnTargetOutsideBox,iboxTarget,shotsOnTargetInBox,unsuccessfulLayoffs,oboxTarget,rightFootGoals,leftFootGoals,headedGoals,throwInsToOwnPlayer,hitWoodwork,shotsBlockedOutsideBox,foulWonPenalty,cornersTakenInclShortCorners,successfulCornersIntoBox,lastPlayerTackle,attemptsFromSetPieces,unsuccessfulCornersIntoBox,expectedGoalsFreekick,freekickTotal,penaltiesSaved,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,secondGoalAssists,ownGoalScored,penaltiesConceded,clearancesOffTheLine,setPiecesGoals,penaltiesTaken,penaltyGoals,goalkeeperSmother,drops,crossesNotClaimed,redCards2ndYellow
55037,Cheikhou Kouyaté,Midfielder,C Palace,31,Senegal,2021-22,93.0,1.0,1.0068,66.0,0.0,1.0,1.0,52.0,6.0,108.0,27.0,1.0,1.0,33.0,23.0,144.0,3.0,799.0,0.0,4.0,80.0,4.0,1.0,1978.0,29.0,136.0,7.0,35.0,85.0,625.0,7.0,1.0,1.0,22.1166,4.0,7.0,33.0,28.0,1.0,64.0,188.0,21.0,0.0,229.0,26.0,0.0,268.0,136.0,27.0,14.0,4.0,230.0,21.0,3.0,15.0,1.0,149.0,51.0,0.0,782.0,6.0,1.0,194.0,38.0,13.0,14.0,204.0,30.0,38.0,30.0,139.0,1118.0,9.0,26.0,426.0,19.0,2.0,0.5335,3.0,36.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232787,Conor Gallagher,Midfielder,C Palace,31,England,2021-22,228.0,9.0,,134.0,0.0,11.0,3.0,69.0,41.0,165.0,34.0,3.0,14.0,58.0,33.0,197.0,40.0,1049.0,5.0,1.0,62.0,10.0,36.0,2851.0,39.0,199.0,7.0,76.0,176.0,806.0,86.0,2.0,2.0,,35.0,6.0,23.0,38.0,,189.0,258.0,65.0,0.0,427.0,49.0,3.0,293.0,187.0,34.0,31.0,33.0,518.0,31.0,92.0,83.0,,365.0,23.0,0.0,981.0,19.0,26.0,446.0,38.0,42.0,9.0,234.0,65.0,29.0,46.0,264.0,1753.0,7.0,15.0,370.0,45.0,5.0,,10.0,32.0,43.0,22.0,,2.0,8.0,2.0,,,,,1.0,,7.0,1.0,,2.0,1.0,,1.0,62.0,15.0,1.0,4.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,
232413,Eberechi Eze,Midfielder,C Palace,31,England,2021-22,42.0,2.0,0.8075,17.0,0.0,7.0,,10.0,3.0,40.0,13.0,1.0,8.0,8.0,6.0,48.0,5.0,273.0,1.0,7.0,20.0,1.0,8.0,602.0,13.0,43.0,1.0,10.0,36.0,214.0,11.0,,1.0,7.5522,10.0,,1.0,8.0,5.0,29.0,72.0,12.0,0.0,85.0,3.0,0.0,72.0,38.0,13.0,4.0,9.0,133.0,7.0,19.0,19.0,5.0,65.0,7.0,0.0,261.0,2.0,1.0,109.0,6.0,14.0,1.0,47.0,5.0,5.0,11.0,82.0,412.0,4.0,1.0,100.0,4.0,,0.443,1.0,8.0,11.0,1.0,0.0584,1.0,1.0,,2.0,,,,,,,1.0,,1.0,,2.0,,16.0,3.0,,1.0,9.0,0.0526,1.0,,,,,,,,,,,,,,,,,,,,,,,,
173954,Jairo Riedewald,Midfielder,C Palace,31,Netherlands,2021-22,6.0,,0.0223,1.0,0.0,,,1.0,,5.0,3.0,,2.0,1.0,1.0,8.0,,53.0,0.0,2.0,2.0,,1.0,116.0,2.0,2.0,3.0,2.0,2.0,44.0,1.0,,,2.5441,2.0,,1.0,5.0,,4.0,20.0,,0.0,8.0,1.0,0.0,13.0,10.0,3.0,,1.0,18.0,2.0,1.0,2.0,,6.0,,0.0,51.0,,,12.0,1.0,1.0,,8.0,1.0,1.0,1.0,12.0,67.0,1.0,1.0,28.0,1.0,,,0.0,3.0,4.0,,,,,,,,,,,,,,,1.0,,,,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
50471,James McArthur,Midfielder,C Palace,31,Scotland,2021-22,106.0,5.0,1.0284,57.0,0.0,4.0,1.0,33.0,5.0,101.0,21.0,3.0,6.0,35.0,15.0,154.0,11.0,909.0,0.0,6.0,53.0,4.0,6.0,1436.0,31.0,96.0,4.0,38.0,74.0,715.0,20.0,,,12.8037,13.0,3.0,26.0,15.0,2.0,75.0,243.0,20.0,0.0,202.0,14.0,0.0,272.0,135.0,21.0,10.0,9.0,367.0,11.0,12.0,23.0,2.0,149.0,22.0,0.0,871.0,2.0,9.0,213.0,23.0,21.0,9.0,207.0,24.0,30.0,40.0,187.0,1186.0,4.0,25.0,394.0,17.0,,0.2641,4.0,53.0,54.0,3.0,0.7666,3.0,,3.0,2.0,2.0,1.0,1.0,1.0,2.0,,,,12.0,,2.0,,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
86417,Jeffrey Schlupp,Midfielder,C Palace,31,Ghana,2021-22,147.0,3.0,1.2177,60.0,0.0,10.0,7.0,46.0,23.0,123.0,32.0,1.0,12.0,28.0,20.0,152.0,17.0,641.0,1.0,12.0,70.0,6.0,3.0,1846.0,39.0,134.0,3.0,48.0,103.0,471.0,63.0,,2.0,19.4092,17.0,5.0,31.0,19.0,9.0,108.0,132.0,22.0,0.0,281.0,30.0,3.0,221.0,115.0,32.0,21.0,23.0,246.0,16.0,17.0,56.0,9.0,211.0,31.0,0.0,634.0,14.0,15.0,280.0,25.0,35.0,9.0,132.0,26.0,18.0,18.0,156.0,1059.0,7.0,17.0,246.0,15.0,,3.339,1.0,29.0,45.0,9.0,1.9058,3.0,4.0,,1.0,,5.0,5.0,,,,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
450542,Jesurun Rak-Sakyi,Midfielder,C Palace,31,England,2021-22,7.0,,0.017,2.0,0.0,,,,,3.0,2.0,,,2.0,1.0,3.0,1.0,24.0,0.0,1.0,1.0,,1.0,81.0,1.0,3.0,,5.0,3.0,21.0,1.0,,,0.1703,,,,,,6.0,6.0,3.0,0.0,10.0,3.0,0.0,1.0,6.0,2.0,,2.0,11.0,,1.0,4.0,,9.0,,0.0,23.0,,1.0,11.0,,,,11.0,1.0,1.0,,6.0,45.0,1.0,,11.0,1.0,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66975,Luka Milivojevic,Midfielder,C Palace,31,Serbia,2021-22,29.0,3.0,0.9547,21.0,0.0,4.0,,18.0,4.0,51.0,15.0,,1.0,7.0,9.0,65.0,7.0,450.0,0.0,6.0,19.0,,15.0,776.0,6.0,43.0,1.0,9.0,30.0,362.0,1.0,,1.0,11.1995,11.0,3.0,15.0,16.0,,23.0,101.0,10.0,0.0,72.0,5.0,0.0,128.0,58.0,15.0,9.0,,185.0,15.0,28.0,3.0,,53.0,13.0,0.0,434.0,4.0,3.0,99.0,9.0,2.0,1.0,130.0,15.0,11.0,23.0,91.0,581.0,8.0,6.0,215.0,12.0,1.0,0.2841,1.0,14.0,20.0,,,1.0,,,4.0,,,,,,,,,,,4.0,,29.0,10.0,,4.0,14.0,0.1916,4.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,
443661,Michael Olise,Midfielder,C Palace,31,France,2021-22,104.0,9.0,3.5986,21.0,0.0,4.0,7.0,22.0,15.0,85.0,26.0,5.0,7.0,11.0,12.0,102.0,42.0,547.0,0.0,14.0,24.0,1.0,18.0,1137.0,17.0,84.0,2.0,34.0,77.0,417.0,43.0,,2.0,13.2529,19.0,2.0,6.0,14.0,2.0,87.0,31.0,27.0,0.0,188.0,17.0,2.0,140.0,66.0,26.0,4.0,34.0,310.0,12.0,78.0,55.0,2.0,164.0,7.0,0.0,527.0,5.0,15.0,275.0,18.0,28.0,,202.0,16.0,6.0,28.0,174.0,914.0,8.0,4.0,153.0,9.0,1.0,1.7305,4.0,17.0,18.0,10.0,1.6735,4.0,2.0,1.0,2.0,2.0,6.0,6.0,1.0,2.0,,2.0,,13.0,,2.0,,31.0,7.0,,2.0,19.0,0.1024,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,
108413,Will Hughes,Midfielder,C Palace,31,England,2021-22,60.0,2.0,,30.0,0.0,4.0,1.0,29.0,2.0,54.0,16.0,1.0,,12.0,13.0,72.0,4.0,501.0,,3.0,31.0,1.0,6.0,1058.0,20.0,65.0,2.0,11.0,54.0,409.0,5.0,,2.0,,8.0,2.0,9.0,16.0,,40.0,124.0,17.0,0.0,125.0,6.0,,153.0,84.0,16.0,15.0,4.0,206.0,14.0,29.0,13.0,,94.0,11.0,0.0,489.0,2.0,3.0,130.0,14.0,8.0,7.0,131.0,18.0,8.0,20.0,93.0,690.0,8.0,13.0,229.0,14.0,,,6.0,18.0,28.0,,,,,,,,,,,,,,,1.0,,,1.0,23.0,3.0,,,19.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
