season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2023-24,11352316,1,8,Chelsea,Home,33541,51090,Thiago Silva,thiago-silva,D,False,,,8.0,38.0,73.0,111.0,1.0,4.0,10.0,,,,3.0,,,,4.0,5.0,,,0.0709818,0.0,0.0,,,,,,,1.0,1.0,,90.0,,1.0,,,,,,,8.0,,7.5,,,,,6.0,,,,9.0,,42.0,76.0,118.0,0,1.0,131.0,1.0,1.0,,
2023-24,11352316,1,8,Chelsea,Home,794939,179268,Marc Cucurella,marc-cucurella,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352316,1,8,Chelsea,Home,802695,172850,Ben Chilwell,ben-chilwell,D,False,,,1.0,32.0,9.0,41.0,1.0,1.0,7.0,1.0,1.0,,,,,1.0,3.0,6.0,,,0.215768,0.1585,0.1691,1.0,1.0,,,,,,1.0,,89.0,1.0,,,,,,,,22.0,,7.4,,,,,,1.0,3.0,,1.0,1.0,42.0,10.0,49.0,1,1.0,78.0,8.0,3.0,1.0,1.0
2023-24,11352316,1,8,Chelsea,Home,827243,220362,Axel Disasi,axel-disasi,D,False,,,2.0,26.0,63.0,89.0,,1.0,7.0,,,,,,,,,2.0,,,0.010048,0.4736,0.8555,,,1.0,,,,2.0,,,90.0,1.0,,,,,,,,10.0,,7.6,,,1.0,,3.0,,,,7.0,,29.0,68.0,97.0,2,1.0,108.0,1.0,,,
2023-24,11352316,1,8,Chelsea,Home,885908,225796,Reece James,reece-james,D,False,3.0,,3.0,24.0,23.0,44.0,2.0,3.0,5.0,2.0,,,,,,2.0,4.0,4.0,,,0.422501,0.0338,0.0,,,,,,,,2.0,,76.0,,,,,,,,,17.0,,7.4,,,1.0,,,1.0,9.0,,4.0,,36.0,24.0,51.0,1,,76.0,2.0,,1.0,
2023-24,11352316,1,8,Chelsea,Home,976263,441302,Ian Maatsen,ian-maatsen,D,True,,,1.0,4.0,,4.0,,,2.0,,,,,,,1.0,1.0,1.0,,,0.00684712,0.0,0.0,,,,,,,,,,9.0,,,,,,,,,6.0,,6.8,,,,,,,1.0,,1.0,,7.0,2.0,8.0,0,1.0,15.0,,,,1.0
2023-24,11352316,1,8,Chelsea,Home,996911,460028,Levi Colwill,levi-colwill,D,False,,,3.0,26.0,30.0,56.0,,1.0,6.0,1.0,,1.0,,,,1.0,1.0,4.0,,,0.0138897,0.0827,0.0,,,,,,,1.0,2.0,,90.0,,,,,,,,,15.0,,7.3,,,,,2.0,1.0,,,8.0,,35.0,33.0,68.0,1,2.0,81.0,2.0,,1.0,2.0
2023-24,11352316,1,8,Chelsea,Home,996958,482609,Malo Gusto,gusto-malo,D,True,,,1.0,7.0,4.0,11.0,,,1.0,,,,,,,,,2.0,,,0.0110425,0.0,0.0,,,,,,,,,,14.0,,,,,,,,,7.0,,6.7,,,,,,,,,2.0,,9.0,7.0,16.0,0,1.0,27.0,2.0,1.0,,
2023-24,11352418,2,8,Chelsea,Away,33541,51090,Thiago Silva,thiago-silva,D,False,,,,37.0,61.0,98.0,3.0,7.0,5.0,,,1.0,1.0,,,,4.0,7.0,,,0.0380659,0.039,0.0,,,,,,,,,,90.0,,2.0,,,,,,,4.0,,6.9,,,,,4.0,,,,,,40.0,62.0,102.0,1,,110.0,,,,
2023-24,11352418,2,8,Chelsea,Away,794939,179268,Marc Cucurella,marc-cucurella,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
