season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2018-19,7827864,1,8,Chelsea,Away,21300,41270,David Luiz,david-luiz,D,False,,,10.0,41.0,45.0,86.0,3.0,3.0,8.0,,,,1.0,,,,5.0,6.0,,,1.0,,,,,1.0,,,90.0,,,,,,,7.0,,7.5,,,,,4.0,1.0,,,12.0,,45.0,47.0,92.0,0,1.0,102.0,1.0,1.0,1.0,1.0
2018-19,7827864,1,8,Chelsea,Away,21555,41328,César Azpilicueta,cesar-azpilicueta,D,False,1.0,,2.0,40.0,31.0,70.0,4.0,1.0,8.0,,,,,,,2.0,6.0,3.0,,,,,,,,3.0,,,90.0,,1.0,,,,,11.0,,7.2,,,,,2.0,1.0,1.0,,4.0,,43.0,34.0,76.0,0,1.0,106.0,1.0,,1.0,
2018-19,7827864,1,8,Chelsea,Away,69408,82263,Marcos Alonso,marcos-alonso,D,False,1.0,,3.0,34.0,34.0,67.0,2.0,1.0,6.0,,1.0,1.0,,,,,4.0,5.0,,,1.0,,,,1.0,,1.0,,90.0,,,,,,1.0,12.0,,7.4,,,2.0,,2.0,2.0,2.0,,5.0,,37.0,38.0,73.0,3,2.0,103.0,2.0,1.0,1.0,
2018-19,7827864,1,8,Chelsea,Away,142622,102380,Antonio Rüdiger,antonio-rudiger,D,False,,,2.0,28.0,42.0,70.0,6.0,3.0,8.0,1.0,,,,,,1.0,7.0,6.0,,,,,,,,1.0,1.0,,90.0,1.0,,,,,,6.0,,7.6,,,1.0,,2.0,,,,3.0,,29.0,46.0,75.0,2,3.0,86.0,,,,3.0
2018-19,7827864,1,8,Chelsea,Away,186795,135363,Andreas Christensen,andreas-christensen,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827900,2,8,Chelsea,Home,21300,41270,David Luiz,david-luiz,D,False,,,9.0,30.0,44.0,74.0,2.0,2.0,4.0,,,,,,,,2.0,3.0,,,,,,,,,,,90.0,1.0,,,,,,8.0,,7.0,,,1.0,,2.0,,,,12.0,,34.0,47.0,81.0,2,,87.0,,1.0,,
2018-19,7827900,2,8,Chelsea,Home,21555,41328,César Azpilicueta,cesar-azpilicueta,D,False,,,1.0,29.0,33.0,62.0,1.0,2.0,3.0,,,,1.0,,,,4.0,5.0,,,2.0,1.0,,,,1.0,3.0,,90.0,,2.0,,,,,10.0,,7.6,,,,,,,3.0,,1.0,,34.0,36.0,67.0,0,3.0,89.0,1.0,,,2.0
2018-19,7827900,2,8,Chelsea,Home,69408,82263,Marcos Alonso,marcos-alonso,D,False,,,1.0,38.0,24.0,62.0,3.0,5.0,5.0,1.0,,1.0,,,,,3.0,7.0,,,,1.0,1.0,,,,2.0,,90.0,1.0,1.0,,,,,14.0,,8.7,,,1.0,,7.0,,3.0,,3.0,,49.0,27.0,73.0,3,2.0,102.0,,,,2.0
2018-19,7827900,2,8,Chelsea,Home,142622,102380,Antonio Rüdiger,antonio-rudiger,D,False,,,5.0,21.0,43.0,64.0,1.0,2.0,4.0,,,,,,,,1.0,2.0,,,,,,,,,2.0,,90.0,,,,,,,10.0,,6.6,,,,,2.0,,,,10.0,,26.0,47.0,73.0,0,,78.0,,,,
2018-19,7827900,2,8,Chelsea,Home,186795,135363,Andreas Christensen,andreas-christensen,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
