season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2024-25,12436880,1,8,Chelsea,Home,352668,109646,Tosin Adarabioyo,tosin-adarabioyo,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436880,1,8,Chelsea,Home,794939,179268,Marc Cucurella,marc-cucurella,D,False,,,,23.0,29.0,52.0,1.0,,5.0,,,,2.0,,,,3.0,5.0,,,0.0203209,,,,0.0,,,,,,,,80.0,,1.0,,,,,,10.0,,7.0,,,,,3.0,,3.0,,2.0,,29.0,32.0,58.0,0,2.0,79.0,,3.0,,2.0
2024-25,12436880,1,8,Chelsea,Home,904827,242880,Benoît Badiashile,benoit-badiashile,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436880,1,8,Chelsea,Home,923894,444463,Wesley Fofana,wesley-fofana,D,False,,,1.0,17.0,32.0,49.0,1.0,,6.0,,,,1.0,,,1.0,6.0,1.0,,,0.00848119,0.0419,,3.0,0.0,,,,,1.0,,,90.0,,1.0,,,,,,8.0,,6.5,,,1.0,,3.0,,,,6.0,,19.0,37.0,56.0,1,1.0,66.0,,,,1.0
2024-25,12436880,1,8,Chelsea,Home,996911,460028,Levi Colwill,levi-colwill,D,False,,,3.0,13.0,34.0,47.0,,,1.0,,,,1.0,,,,1.0,2.0,,,0.00999205,,,,0.0,,,,,2.0,,1.0,90.0,,1.0,,,,,,1.0,,6.9,,,,,4.0,,,,4.0,,14.0,34.0,48.0,0,1.0,57.0,,1.0,,
2024-25,12436880,1,8,Chelsea,Home,996958,482609,Malo Gusto,gusto-malo,D,False,,,1.0,13.0,15.0,28.0,1.0,,2.0,,,,5.0,,,1.0,8.0,5.0,,1.0,0.0743711,,,1.0,0.0,,,,,,,,90.0,,,,,,,,9.0,,6.1,,,,,1.0,1.0,4.0,,1.0,,20.0,16.0,32.0,0,4.0,54.0,,,1.0,2.0
2024-25,12436880,1,8,Chelsea,Home,1087359,,Renato Veiga,renato-veiga,D,True,,,1.0,3.0,4.0,7.0,1.0,,,,,,,,,,2.0,,,,0.00120709,,,1.0,0.0,,,,,,,,10.0,,,,,,,,1.0,,6.4,,,,,,,,,1.0,,4.0,4.0,8.0,0,,10.0,,,,
2024-25,12436904,2,8,Chelsea,Away,352668,109646,Tosin Adarabioyo,tosin-adarabioyo,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436904,2,8,Chelsea,Away,794939,179268,Marc Cucurella,marc-cucurella,D,False,,,4.0,18.0,26.0,44.0,1.0,1.0,5.0,,,,,,,,3.0,4.0,,,0.182433,,,2.0,0.0,,,,,2.0,,,82.0,,,,,,,,3.0,,7.0,,,,,3.0,,,,6.0,,20.0,27.0,47.0,0,1.0,65.0,,2.0,,1.0
2024-25,12436904,2,8,Chelsea,Away,904827,242880,Benoît Badiashile,benoit-badiashile,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
