season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2016-17,7089872,1,8,Chelsea,Home,1205,1718,John Terry,john-terry,D,False,,,,20.0,46.0,66.0,2.0,3.0,4.0,,,,1.0,,,,3.0,3.0,,,,,,,,1.0,1.0,90.0,,,,,,,,4.0,,6.7,,,1.0,,4.0,,,,2.0,,23.0,47.0,70.0,1,,76.0,,,,
2016-17,7089872,1,8,Chelsea,Home,9628,19419,Gary Cahill,gary-cahill,D,False,,,6.0,18.0,33.0,51.0,7.0,5.0,5.0,,,,,,,,9.0,9.0,,,2.0,,,,,2.0,,90.0,,,,,,,,9.0,,7.0,,,,,5.0,2.0,,,7.0,,21.0,36.0,57.0,0,1.0,73.0,1.0,2.0,1.0,1.0
2016-17,7089872,1,8,Chelsea,Home,21555,41328,César Azpilicueta,cesar-azpilicueta,D,False,,,1.0,33.0,21.0,54.0,,1.0,9.0,,,,,,,,1.0,3.0,,,1.0,,,,,1.0,1.0,90.0,,1.0,,,,,1.0,9.0,,7.3,,,1.0,,,1.0,2.0,,3.0,,37.0,23.0,58.0,1,,83.0,1.0,1.0,1.0,
2016-17,7089872,1,8,Chelsea,Home,25233,41135,Branislav Ivanović,branislav-ivanovic,D,False,,,5.0,19.0,17.0,36.0,3.0,7.0,9.0,,,1.0,,,,,5.0,10.0,,,2.0,,,,,1.0,1.0,90.0,1.0,,,,,,,19.0,,7.5,,,,,5.0,1.0,3.0,,7.0,,31.0,17.0,45.0,2,1.0,73.0,3.0,1.0,1.0,1.0
2016-17,7089872,1,8,Chelsea,Home,800417,159506,Ola Aina,ola-aina,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090019,2,8,Chelsea,Away,1205,1718,John Terry,john-terry,D,False,,,3.0,23.0,32.0,55.0,,2.0,3.0,,,,1.0,,,2.0,3.0,4.0,,,,,,,,1.0,,90.0,,1.0,,,,,,6.0,,6.8,,,,,5.0,,,,4.0,,26.0,32.0,58.0,0,1.0,71.0,,1.0,,1.0
2016-17,7090019,2,8,Chelsea,Away,9628,19419,Gary Cahill,gary-cahill,D,False,,,4.0,15.0,41.0,56.0,1.0,6.0,4.0,,,,,,,,3.0,6.0,,,1.0,,,,,3.0,,90.0,,,,,,,,6.0,,6.9,,,,,7.0,1.0,,,5.0,,18.0,43.0,61.0,0,,75.0,,1.0,,
2016-17,7090019,2,8,Chelsea,Away,21555,41328,César Azpilicueta,cesar-azpilicueta,D,False,,,3.0,29.0,23.0,52.0,,3.0,7.0,,,,1.0,,,,3.0,7.0,,,1.0,,,,,1.0,,90.0,,,,,,,,13.0,,6.9,,,,,,3.0,,,5.0,,33.0,28.0,61.0,0,2.0,75.0,,,2.0,1.0
2016-17,7090019,2,8,Chelsea,Away,25233,41135,Branislav Ivanović,branislav-ivanovic,D,False,1.0,,3.0,31.0,20.0,50.0,1.0,1.0,6.0,,,,,,,1.0,3.0,5.0,,,,,,,,2.0,,90.0,,,,,,,,20.0,,7.0,,,,,3.0,1.0,7.0,,5.0,1.0,43.0,23.0,59.0,0,3.0,93.0,2.0,1.0,,3.0
2016-17,7090019,2,8,Chelsea,Away,800417,159506,Ola Aina,ola-aina,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090021,3,8,Chelsea,Home,1205,1718,John Terry,john-terry,D,False,,,3.0,4.0,54.0,58.0,1.0,3.0,2.0,,1.0,,,,,,2.0,4.0,,,1.0,,,,,,,90.0,1.0,1.0,,,,,,7.0,,7.2,,,1.0,,3.0,,,,5.0,,9.0,56.0,65.0,2,1.0,72.0,,,,
