season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyMiss,penaltySave,penaltyWon,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest
2015-16,6767930,1,8,Chelsea,Home,1205,1718,John Terry,john-terry,D,False,,,1.0,7.0,26.0,33.0,2.0,1.0,4.0,,,,,,,,3.0,6.0,,,1.0,,,,,,,,90.0,,1.0,,,,,,,6.6,,,,,2.0,,,,1.0,,8.0,27.0,35.0,0,3.0,43.0,,2.0,
2015-16,6767930,1,8,Chelsea,Home,9628,19419,Gary Cahill,gary-cahill,D,False,,,,5.0,20.0,25.0,2.0,4.0,6.0,,,,1.0,1.0,,,5.0,5.0,,,2.0,,,,,2.0,,,90.0,,2.0,,,,,,,6.6,,,,,7.0,1.0,,,3.0,,11.0,24.0,35.0,0,,48.0,1.0,,1.0
2015-16,6767930,1,8,Chelsea,Home,21555,41328,César Azpilicueta,cesar-azpilicueta,D,False,,,3.0,19.0,12.0,31.0,2.0,1.0,5.0,,,,,,,,4.0,5.0,,,2.0,,,,,5.0,,,90.0,,,,,,,,,7.0,,,,,2.0,,,,7.0,,27.0,13.0,40.0,0,3.0,67.0,,1.0,
2015-16,6767930,1,8,Chelsea,Home,25233,41135,Branislav Ivanović,branislav-ivanovic,D,False,1.0,,,19.0,7.0,25.0,2.0,4.0,2.0,,,1.0,4.0,,,2.0,9.0,8.0,,,1.0,,,,,2.0,,,90.0,,2.0,,,,,,,6.3,,,2.0,,,2.0,3.0,,,,29.0,9.0,35.0,3,2.0,60.0,,,2.0
2015-16,6767930,1,8,Chelsea,Home,139227,103192,Kurt Zouma,kurt-zouma,D,True,,,,3.0,3.0,6.0,1.0,2.0,1.0,,,,,,,,1.0,3.0,,,,,,,,,,,14.0,,,,,,,,,6.6,,,,,,,,,,,4.0,3.0,7.0,0,,8.0,,1.0,
2015-16,6767944,2,8,Chelsea,Away,1205,1718,John Terry,john-terry,D,False,,,1.0,4.0,8.0,12.0,,,2.0,,,,,,,1.0,1.0,,,,,,,,,,,,45.0,,1.0,,,,,,,6.3,,,,,1.0,,,,1.0,,4.0,8.0,12.0,0,,15.0,,,
2015-16,6767944,2,8,Chelsea,Away,9628,19419,Gary Cahill,gary-cahill,D,False,,,2.0,4.0,19.0,23.0,1.0,6.0,2.0,,,,1.0,,,,3.0,6.0,,,,,,,,2.0,,,90.0,,1.0,,,,,,,6.2,,,1.0,,4.0,1.0,,,5.0,,9.0,20.0,29.0,1,,40.0,,,
2015-16,6767944,2,8,Chelsea,Away,21555,41328,César Azpilicueta,cesar-azpilicueta,D,False,,,4.0,30.0,11.0,41.0,,3.0,2.0,,,,2.0,,,,5.0,4.0,,,3.0,,,,,1.0,1.0,,90.0,,,,,,,,,6.2,,,,,5.0,,2.0,,6.0,1.0,37.0,12.0,47.0,0,1.0,64.0,,,
2015-16,6767944,2,8,Chelsea,Away,25233,41135,Branislav Ivanović,branislav-ivanovic,D,False,,,,13.0,10.0,23.0,1.0,1.0,2.0,,,1.0,3.0,,,,5.0,9.0,1.0,,1.0,,,,,1.0,1.0,,90.0,,,,,,,,,5.9,,,,,1.0,1.0,4.0,,1.0,,22.0,11.0,29.0,1,4.0,59.0,1.0,3.0,1.0
2015-16,6767944,2,8,Chelsea,Away,139227,103192,Kurt Zouma,kurt-zouma,D,True,,,,2.0,6.0,8.0,,,1.0,,,,,,,,,2.0,,1.0,,,,,,1.0,,,45.0,,1.0,,,,,,,6.4,,,,,5.0,,,,1.0,,5.0,6.0,11.0,0,2.0,21.0,1.0,,
2015-16,6767964,3,8,Chelsea,Away,1205,1718,John Terry,john-terry,D,False,,,1.0,5.0,31.0,36.0,1.0,2.0,2.0,,,,,,,,2.0,3.0,,,1.0,,,,,,,,54.0,,,,,,,,,6.1,,,,,4.0,,,,3.0,,7.0,31.0,38.0,0,1.0,43.0,,,
2015-16,6767964,3,8,Chelsea,Away,9628,19419,Gary Cahill,gary-cahill,D,True,,,,,2.0,2.0,,2.0,1.0,,,,,,,1.0,1.0,2.0,,1.0,,,,,,,,,34.0,,,,,,,,,6.2,,,,,3.0,,,,,,1.0,2.0,3.0,0,,7.0,,,
2015-16,6767964,3,8,Chelsea,Away,21555,41328,César Azpilicueta,cesar-azpilicueta,D,False,,,2.0,22.0,15.0,37.0,,3.0,9.0,,,1.0,,,,,,4.0,,,,,1.0,,,2.0,,,90.0,1.0,,,,,,,,7.4,,,,,1.0,,,,7.0,,32.0,20.0,52.0,2,1.0,69.0,,,
