season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2019-20,8243394,1,8,Chelsea,Away,21555,41328,César Azpilicueta,cesar-azpilicueta,D,False,1.0,,2.0,17.0,23.0,39.0,,1.0,1.0,,,,2.0,,1.0,6.0,5.0,,,3.0,,,,,2.0,1.0,,90.0,,1.0,,,,,22.0,,6.4,,,,,4.0,,5.0,,4.0,,28.0,29.0,52.0,0,4.0,89.0,2.0,,,2.0
2019-20,8243394,1,8,Chelsea,Away,69408,82263,Marcos Alonso,marcos-alonso,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243394,1,8,Chelsea,Away,139227,103192,Kurt Zouma,kurt-zouma,D,False,,,1.0,13.0,28.0,41.0,,2.0,4.0,,,,,,,2.0,6.0,,1.0,2.0,,,,,2.0,,,90.0,,,,1.0,,,8.0,,5.5,,,2.0,,1.0,,,,4.0,,17.0,31.0,48.0,2,1.0,60.0,1.0,3.0,,
2019-20,8243394,1,8,Chelsea,Away,155997,109533,Emerson,emerson,D,False,1.0,,2.0,35.0,18.0,52.0,1.0,,2.0,,1.0,,,,,3.0,5.0,,,1.0,,,,1.0,3.0,1.0,,90.0,3.0,,,,,,7.0,,6.7,,,1.0,,1.0,2.0,3.0,,2.0,,39.0,19.0,55.0,4,2.0,86.0,1.0,2.0,1.0,1.0
2019-20,8243394,1,8,Chelsea,Away,186795,135363,Andreas Christensen,andreas-christensen,D,False,,,1.0,16.0,37.0,53.0,2.0,3.0,9.0,,,,1.0,,,3.0,7.0,,,,,,,,1.0,,,90.0,,2.0,,,,,6.0,,6.5,,,,,1.0,1.0,,,3.0,,20.0,39.0,59.0,0,2.0,67.0,,1.0,1.0,
2019-20,8243394,1,8,Chelsea,Away,788255,194794,Fikayo Tomori,fikayo-tomori,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243416,2,8,Chelsea,Home,21555,41328,César Azpilicueta,cesar-azpilicueta,D,False,2.0,,1.0,20.0,17.0,35.0,2.0,6.0,4.0,,,,,,,3.0,10.0,,,1.0,,,,,,2.0,,90.0,,,,,,,17.0,,7.3,,,,,3.0,,4.0,,2.0,,29.0,22.0,47.0,0,2.0,79.0,1.0,2.0,,1.0
2019-20,8243416,2,8,Chelsea,Home,69408,82263,Marcos Alonso,marcos-alonso,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243416,2,8,Chelsea,Home,139227,103192,Kurt Zouma,kurt-zouma,D,False,,,3.0,9.0,32.0,41.0,,2.0,8.0,,,,1.0,,,3.0,3.0,,,,,,,,2.0,,,90.0,1.0,,,,,,12.0,,6.8,,,1.0,,3.0,3.0,,,5.0,,13.0,36.0,49.0,2,,62.0,2.0,,1.0,
2019-20,8243416,2,8,Chelsea,Home,155997,109533,Emerson,emerson,D,False,2.0,,2.0,26.0,25.0,49.0,,2.0,9.0,,,,,,2.0,3.0,14.0,,,1.0,,,,,1.0,1.0,,90.0,,,,,,,28.0,,7.6,,,,,2.0,2.0,3.0,,5.0,,32.0,37.0,66.0,0,6.0,103.0,1.0,4.0,2.0,3.0
