playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,penaltiesSaved,expectedAssists,totalRedCards,catches,totalTackles,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,savesFromPenalty,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,tacklesWon,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,interceptions,successfulLongPasses,touches,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,substituteOn,putthroughBlockedDistribution,keyPassesAttemptAssists,successfulCrossesOpenPlay,blockedShots,overruns,totalShots,unsuccessfulCrossesOpenPlay,oboxBlocked,successfulCrossesAndCorners,totalTouchesInOppositionBox,throwInsToOppositionPlayer,putthroughBlockedDistributionWon,tacklesLost,lastPlayerTackle,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,shotsOffTargetIncWoodwork,cornersWon,blocks,totalFoulsConceded,backwardPasses,throwInsToOwnPlayer,shotsBlockedOutsideBox,foulAttemptedTackle,handballsConceded,expectedGoals,shotsOnTargetIncGoals,expectedGoalsOnTarget,goalAssists,successfulLayoffs,foulWonPenalty,goals,offsides,awayGoals,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,iboxTarget,shotsOnTargetInBox,penaltiesConceded,shotsBlockedInBox,homeGoals,oboxTarget,rightFootGoals,leftFootGoals,iboxBlocked,ownGoalScored,throughBalls,redCards2ndYellow,clearancesOffTheLine,unsuccessfulCornersIntoBox,successfulCornersIntoBox,otherGoals,freekickTotal,attemptsFromSetPieces,hitWoodwork,expectedGoalsFreekick,headedGoals,secondGoalAssists,penaltiesTaken,penaltyGoals,setPiecesGoals
101623,Cristian Ceballos,Forward,Sabah,13645,Spain,2014-15,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17500,Emmanuel Adebayor,Forward,Istanbul Basaksehir,2133,Togo,2014-15,69.0,,0.7569,0.0,,5.0,,61.0,13.0,9.0,64.0,277.0,,,50.0,1.0,,814.0,5.0,26.0,44.0,,20.0,208.0,,,1.0,9.4096,,3.0,9.0,43.0,77.0,,6.0,0.0,113.0,,58.0,23.0,13.0,,170.0,9.0,63.0,24.0,0.0,,273.0,128.0,2.0,9.0,,,58.0,3.0,5.0,397.0,5.0,,43.0,,1.0,3.0,10.0,4.0,13.0,11.0,,4.0,2.0,15.0,5.0,1.0,,49.0,,4.0,3.0,,10.0,5.0,30.0,5.0,9.0,1.0,13.0,84.0,2.0,1.0,3.0,3.0,3.0511,10.0,4.2939,1.0,39.0,,2.0,11.0,0.0,,3.0,5.0,5.0,,3.0,2.0,3.0,1.0,,3.0,,3.0,,,,,,,,,,1.0,,,,
17926,Roberto Soldado,Forward,Levante,855,Spain,2014-15,60.0,,0.6013,0.0,,9.0,,66.0,24.0,7.0,72.0,282.0,,,35.0,,,794.0,7.0,28.0,26.0,3.0,19.0,205.0,,,2.0,16.8233,,9.0,14.0,32.0,68.0,,8.0,1.0,86.0,,61.0,18.0,24.0,,167.0,11.0,51.0,7.0,0.0,,267.0,104.0,7.0,2.0,,,82.0,5.0,5.0,383.0,5.0,2.0,43.0,,1.0,6.0,9.0,17.0,7.0,8.0,,2.0,,19.0,6.0,,,43.0,1.0,3.0,2.0,,5.0,6.0,14.0,12.0,4.0,1.0,11.0,71.0,1.0,,4.0,,3.3969,7.0,2.5001,1.0,40.0,1.0,1.0,6.0,0.0,,1.0,5.0,5.0,,2.0,1.0,1.0,1.0,,2.0,,3.0,,,,,,,,,,,,1.0,,
78830,Harry Kane,Forward,FC Bayern München,156,England,2014-15,332.0,,2.5174,0.0,,35.0,,196.0,34.0,28.0,215.0,864.0,,,187.0,3.0,,2581.0,7.0,137.0,178.0,7.0,128.0,622.0,,,2.0,45.3285,,21.0,39.0,195.0,268.0,,44.0,5.0,510.0,,231.0,101.0,34.0,,527.0,32.0,323.0,50.0,0.0,,821.0,492.0,30.0,50.0,,,188.0,17.0,27.0,1493.0,6.0,5.0,130.0,,4.0,19.0,18.0,6.0,45.0,23.0,8.0,31.0,15.0,81.0,33.0,13.0,8.0,169.0,1.0,20.0,5.0,,57.0,35.0,152.0,34.0,34.0,4.0,33.0,177.0,12.0,13.0,14.0,2.0,14.4613,47.0,16.5234,4.0,63.0,2.0,21.0,34.0,12.0,7.0,12.0,14.0,14.0,,18.0,9.0,12.0,11.0,5.0,18.0,1.0,6.0,,,2.0,,,4.0,4.0,3.0,0.3073,5.0,,3.0,2.0,1.0
