playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goals,offsides,awayGoals,substituteOn,aerialDuels,timePlayed,aerialDuelsLost,duelsWon,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,homeGoals,forwardPasses,appearances,rightFootGoals,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,totalLossesOfPossession,successfulDribbles,leftsidePasses,backwardPasses,touches,successfulPassesOwnHalf,expectedGoals,yellowCards,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,throughBalls,successfulLayoffs,foulWonPenalty,starts,unsuccessfulCrossesOpenPlay,oboxBlocked,cleanSheets,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,unsuccessfulLayoffs,goalsConcededOutsideBox,putthroughBlockedDistribution,throwInsToOppositionPlayer,keyPassesAttemptAssists,successfulLaunches,totalClearances,putthroughBlockedDistributionWon,recoveries,headedGoals,unsuccessfulCrossesAndCorners,shotsOffTargetIncWoodwork,cornersWon,tacklesWon,blocks,totalFoulsConceded,interceptions,successfulLongPasses,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,foulAttemptedTackle,unsuccessfulLongPasses,overruns,goalAssists,shotsOnTargetOutsideBox,oboxTarget,leftFootGoals,hitWoodwork,handballsConceded,goalKicks,penaltiesConceded,ownGoalScored,lastPlayerTackle,gkSuccessfulDistribution,clearancesOffTheLine,cornersTakenInclShortCorners,unsuccessfulCornersIntoBox,redCards2ndYellow,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,successfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,secondGoalAssists,expectedGoalsFreekick,penaltiesTaken,penaltyGoals
536908,Alejo Véliz,Forward,Spurs,6,Argentina,2023-24,5.0,0.0052,0.0,1.0,1.0,0.7877,1.0,1.0,5.0,8.0,5.0,10.0,1.0,3.0,1.0,8.0,3.0,44.0,2.0,4.0,3.0,5.0,5.0,1.0,2.119,2.0,1.0,3.0,3.0,1.0,0.0,9.0,0.0,3.0,8.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,6.0,1.0,0.0,8.0,10.0,1.0,1.0,3.0,22.0,2.0,0.2425,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242898,Brennan Johnson,Forward,Spurs,6,Wales,2023-24,119.0,4.4605,0.0,14.0,21.0,6.9151,30.0,39.0,146.0,35.0,164.0,701.0,5.0,13.0,3.0,9.0,24.0,2330.0,18.0,99.0,93.0,530.0,166.0,3.0,35.8194,42.0,10.0,101.0,114.0,36.0,1.0,218.0,2.0,159.0,35.0,4.0,14.0,42.0,417.0,38.0,63.0,10.0,194.0,6.0,0.0,695.0,331.0,27.0,181.0,247.0,1141.0,137.0,10.2786,3.0,39.0,17.0,,9.0,,26.0,53.0,2.0,1.0,17.0,15.0,15.0,,4.0,78.0,1.0,36.0,1.0,9.0,39.0,86.0,,53.0,18.0,31.0,16.0,2.0,18.0,10.0,7.0,12.0,18.0,2.0,11.0,14.0,18.0,6.0,10.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
436234,Bryan Gil,Forward,Spurs,6,Spain,2023-24,18.0,0.252,0.0,,1.0,0.0386,1.0,4.0,21.0,11.0,21.0,144.0,,1.0,,9.0,3.0,201.0,3.0,12.0,12.0,123.0,18.0,1.0,8.2603,11.0,,15.0,45.0,3.0,0.0,30.0,,20.0,11.0,,1.0,3.0,79.0,11.0,10.0,,27.0,,0.0,144.0,50.0,8.0,16.0,63.0,207.0,46.0,0.7517,0.0,4.0,2.0,,1.0,,2.0,9.0,,,2.0,1.0,1.0,,,10.0,,4.0,,4.0,3.0,16.0,,9.0,3.0,3.0,,,2.0,3.0,,2.0,2.0,,,2.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490145,Dane Scarlett,Forward,Spurs,6,England,2023-24,6.0,0.0024,0.0,,,,1.0,,1.0,4.0,1.0,3.0,,,,4.0,3.0,19.0,3.0,3.0,3.0,2.0,2.0,,,,,3.0,,2.0,0.0,9.0,,2.0,4.0,,,2.0,2.0,,2.0,,6.0,,0.0,3.0,8.0,,,1.0,14.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45034,Ivan Perisic,Forward,Spurs,6,Croatia,2023-24,7.0,0.7077,0.0,1.0,,,3.0,1.0,11.0,5.0,12.0,61.0,,,,5.0,5.0,98.0,,13.0,8.0,47.0,11.0,,1.1787,1.0,1.0,7.0,24.0,1.0,0.0,20.0,,21.0,5.0,,1.0,3.0,33.0,1.0,3.0,1.0,15.0,5.0,0.0,60.0,29.0,4.0,,16.0,99.0,19.0,0.1129,2.0,3.0,2.0,,3.0,,,10.0,,,3.0,,,,,2.0,1.0,4.0,,1.0,1.0,3.0,,10.0,1.0,1.0,2.0,,2.0,2.0,2.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,
513588,Jamie Donley,Forward,Spurs,6,Northern Ireland,2023-24,4.0,,0.0,,,,,,,3.0,,1.0,,,,3.0,2.0,3.0,1.0,2.0,1.0,1.0,,,1.0567,1.0,,3.0,,1.0,0.0,6.0,,,3.0,,,1.0,,1.0,2.0,,4.0,1.0,0.0,,2.0,,,1.0,7.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235674,Manor Solomon,Forward,Spurs,6,Israel,2023-24,13.0,0.7501,0.0,3.0,1.0,,3.0,4.0,8.0,5.0,8.0,85.0,,1.0,,3.0,1.0,198.0,1.0,14.0,14.0,75.0,20.0,,2.5666,2.0,3.0,12.0,34.0,1.0,0.0,27.0,,14.0,5.0,,,7.0,61.0,2.0,9.0,3.0,26.0,,0.0,85.0,26.0,10.0,2.0,35.0,141.0,17.0,0.4184,1.0,1.0,1.0,1.0,3.0,,2.0,4.0,,,1.0,,,,,5.0,,10.0,,1.0,4.0,11.0,,4.0,3.0,3.0,3.0,,2.0,3.0,2.0,,2.0,,,2.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499721,Mikey Moore,Forward,Spurs,6,England,2023-24,1.0,0.0012,0.0,,,,,,1.0,2.0,1.0,5.0,,,,2.0,,3.0,,,,4.0,,,0.0395,,,1.0,,,0.0,1.0,,3.0,2.0,,,1.0,4.0,,1.0,,1.0,,0.0,5.0,3.0,,2.0,,8.0,,,0.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
212319,Richarlison,Forward,Spurs,6,Brazil,2023-24,148.0,1.4496,0.0,15.0,25.0,8.6018,16.0,47.0,106.0,28.0,109.0,374.0,11.0,12.0,5.0,10.0,84.0,1492.0,58.0,81.0,55.0,258.0,125.0,3.0,22.9126,18.0,12.0,90.0,111.0,30.0,3.0,229.0,6.0,98.0,28.0,4.0,5.0,23.0,165.0,17.0,63.0,12.0,145.0,26.0,0.0,346.0,244.0,10.0,66.0,99.0,734.0,101.0,9.619,3.0,23.0,1.0,2.0,14.0,,18.0,13.0,3.0,,1.0,13.0,13.0,4.0,1.0,51.0,,11.0,,23.0,26.0,42.0,3.0,13.0,22.0,14.0,11.0,6.0,20.0,8.0,7.0,1.0,12.0,3.0,,15.0,3.0,3.0,4.0,1.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
85971,Son Heung-Min,Forward,Spurs,6,South Korea,2023-24,126.0,8.3445,0.0,22.0,40.0,13.8088,21.0,63.0,148.0,35.0,153.0,1025.0,17.0,20.0,9.0,1.0,21.0,2946.0,16.0,104.0,99.0,861.0,227.0,6.0,50.3497,51.0,14.0,110.0,337.0,39.0,5.0,230.0,8.0,204.0,35.0,13.0,8.0,47.0,619.0,48.0,88.0,14.0,209.0,5.0,0.0,961.0,334.0,39.0,146.0,338.0,1470.0,258.0,12.0172,1.0,19.0,5.0,17.0,35.0,1.0,34.0,30.0,8.0,3.0,5.0,17.0,17.0,3.0,3.0,39.0,,58.0,1.0,4.0,3.0,80.0,,31.0,23.0,21.0,13.0,1.0,12.0,8.0,11.0,10.0,15.0,8.0,,10.0,5.0,3.0,10.0,6.0,6.0,4.0,4.0,1.0,,1.0,1.0,,,,3.0,,,,,,,,,,,,,,,,,1.0,,2.0,2.0
