playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,successfulCrossesOpenPlay,expectedAssists,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,iboxBlocked,groundDuels,aerialDuelsWon,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,secondGoalAssists,throughBalls,setPiecesGoals,goals,offsides,rightFootGoals,leftFootGoals,freekickTotal,attemptsFromSetPieces,hitWoodwork,expectedGoalsFreekick,goalAssists,shotsOnTargetOutsideBox,oboxTarget,foulWonPenalty,headedGoals,clearancesOffTheLine,penaltiesConceded,ownGoalScored,penaltiesTaken,penaltyGoals,penaltiesSaved,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,redCards2ndYellow
19760,Fernando Llorente,Forward,Spurs,6,Spain,2018-19,0.0,0.0,2.0,75.0,,0.8767,5.0,5.0,0.8681,4.0,19.0,70.0,20.0,25.0,6.0,75.0,1.0,223.0,1.0,14.0,,104.0,1.0,,4.0,684.0,4.0,6.0,50.0,68.0,1.0,12.0,14.0,144.0,,60.0,,,12.72,10.0,1.0,10.0,8.0,4.0,25.0,56.0,6.0,143.0,5.0,43.0,14.0,20.0,2.0,,111.0,7.0,1.0,4.0,39.0,54.0,222.0,14.0,3.0,118.0,2.0,5.0,2.0,70.0,12.0,1.0,,4.0,54.0,341.0,,3.0,1.0,,37.0,5.0,,3.3815,5.0,6.0,,1.0,,1.0,5.0,,,,,1.0,,4.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,
78830,Harry Kane,Forward,Spurs,6,England,2018-19,0.0,0.0,5.0,196.0,4.0,1.844,24.0,46.0,16.3645,9.0,78.0,121.0,28.0,28.0,27.0,148.0,8.0,551.0,9.0,1.0,,117.0,6.0,4.0,19.0,2427.0,19.0,4.0,68.0,148.0,4.0,24.0,99.0,359.0,,156.0,2.0,3.0,35.1985,26.0,,14.0,31.0,15.0,128.0,207.0,52.0,344.0,10.0,142.0,58.0,28.0,4.0,42.0,320.0,27.0,8.0,15.0,227.0,49.0,535.0,32.0,23.0,328.0,5.0,40.0,6.0,86.0,31.0,1.0,,44.0,116.0,1033.0,12.0,4.0,9.0,4.0,87.0,7.0,1.0,14.7666,27.0,24.0,,10.0,,17.0,10.0,12.0,3.0,5.0,5.0,2.0,0.3394,4.0,10.0,10.0,1.0,2.0,,,,4.0,4.0,,,,,,,,,,,,,,,,
198504,Kazaiah Sterling,Forward,Spurs,6,England,2018-19,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95715,Lucas Moura,Forward,Spurs,6,Brazil,2018-19,0.0,0.0,3.0,182.0,1.0,1.451,6.0,20.0,6.961,34.0,39.0,159.0,32.0,46.0,25.0,173.0,18.0,723.0,2.0,7.0,,92.0,6.0,1.0,6.0,2128.0,6.0,1.0,58.0,161.0,1.0,38.0,127.0,538.0,,112.0,,2.0,25.6578,27.0,1.0,24.0,18.0,4.0,124.0,188.0,48.0,343.0,14.0,167.0,94.0,32.0,16.0,50.0,422.0,17.0,18.0,4.0,251.0,34.0,719.0,19.0,14.0,355.0,18.0,45.0,1.0,177.0,25.0,24.0,,12.0,191.0,1200.0,6.0,13.0,2.0,4.0,129.0,20.0,,6.2144,14.0,26.0,,5.0,,10.0,14.0,8.0,1.0,,,1.0,,,4.0,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,
85971,Son Heung-Min,Forward,Spurs,6,South Korea,2018-19,1.0,1.0,2.0,144.0,5.0,3.153,23.0,29.0,10.637,23.0,51.0,103.0,31.0,35.0,23.0,107.0,15.0,751.0,10.0,8.0,5.0,35.0,,7.0,13.0,2045.0,13.0,1.0,31.0,94.0,3.0,57.0,90.0,632.0,1.0,137.0,,1.0,27.8243,27.0,,4.0,22.0,13.0,113.0,228.0,19.0,238.0,24.0,141.0,95.0,31.0,11.0,36.0,508.0,19.0,19.0,13.0,203.0,4.0,739.0,22.0,24.0,280.0,12.0,48.0,2.0,165.0,12.0,8.0,3.0,12.0,217.0,1182.0,4.0,16.0,10.0,,143.0,4.0,1.0,7.4751,4.0,17.0,,5.0,,12.0,22.0,7.0,5.0,1.0,1.0,1.0,0.0452,6.0,4.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,
165990,Vincent Janssen,Forward,Spurs,6,Netherlands,2018-19,0.0,0.0,0.0,5.0,,0.011,1.0,2.0,1.32,2.0,2.0,2.0,3.0,1.0,,2.0,1.0,9.0,,3.0,,5.0,,,2.0,36.0,2.0,,2.0,6.0,,1.0,3.0,7.0,,4.0,,,1.131,,,1.0,,1.0,3.0,3.0,,11.0,,1.0,1.0,3.0,1.0,,7.0,,1.0,1.0,6.0,3.0,9.0,,1.0,4.0,1.0,1.0,,1.0,2.0,,,,4.0,20.0,1.0,,,,,1.0,,0.3739,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
