season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2017-18,7437081,1,4,Newcastle_United,Home,20581,19838,Robert Elliot,robert-elliot,G,False,,,7.0,4.0,4.0,8.0,,1.0,10.0,,,,,,,,,1.0,,,,,,,,,,,90.0,,,,,,,,,22.0,,6.5,2.0,4.0,,,,,,29.0,,22.0,8.0,30.0,0,,40.0,,1.0,,
2017-18,7437081,1,4,Newcastle_United,Home,36465,50232,Jonjo Shelvey,jonjo-shelvey,M,False,,,1.0,4.0,2.0,6.0,1.0,,4.0,,,,1.0,,,1.0,3.0,1.0,,,,,,,,1.0,,,48.0,,,,,,,,,8.0,,5.6,,,,2.0,,2.0,,4.0,,9.0,3.0,10.0,0,1.0,18.0,,,,
2017-18,7437081,1,4,Newcastle_United,Home,42699,56983,Matt Ritchie,matt-ritchie,M,False,,,2.0,14.0,9.0,23.0,,2.0,5.0,,,,1.0,,,,1.0,6.0,,,,,,,,2.0,1.0,,90.0,,,,,,,,,11.0,,7.3,,,,2.0,1.0,4.0,,2.0,,22.0,10.0,28.0,0,2.0,52.0,1.0,1.0,1.0,
2017-18,7437081,1,4,Newcastle_United,Home,45680,58845,Ciaran Clark,ciaran-clark,D,False,,,5.0,8.0,12.0,20.0,,2.0,5.0,,,,1.0,,,,2.0,5.0,,,1.0,,,,,,,,90.0,,,,,,,,,14.0,,6.7,,,1.0,4.0,,,,8.0,,16.0,16.0,32.0,1,2.0,52.0,1.0,1.0,,
2017-18,7437081,1,4,Newcastle_United,Home,88528,77359,Florian Lejeune,florian-lejeune,D,False,,,,3.0,3.0,6.0,1.0,,2.0,,,,,,,,1.0,1.0,,,,,,,,,,,34.0,,,,,,,,,4.0,,6.5,,,,2.0,,,,2.0,,6.0,4.0,10.0,0,,13.0,,1.0,,
2017-18,7437081,1,4,Newcastle_United,Home,123689,59735,Karl Darlow,karl-darlow,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437081,1,4,Newcastle_United,Home,152390,104953,Christian Atsu,christian-atsu,M,False,,,,4.0,4.0,8.0,1.0,1.0,3.0,,1.0,,,,,5.0,9.0,2.0,,,,,,,,,,,90.0,1.0,,,,,,,,19.0,,5.7,,,1.0,1.0,4.0,4.0,,,1.0,12.0,6.0,14.0,2,,33.0,1.0,,1.0,
2017-18,7437081,1,4,Newcastle_United,Home,153444,101148,Jamaal Lascelles,jamaal-lascelles,D,True,,,1.0,3.0,11.0,14.0,,1.0,6.0,,,,,,,,,1.0,,,,,,,,,,,83.0,,3.0,,,,,,,9.0,,6.9,,,,5.0,,1.0,,3.0,,7.0,15.0,21.0,0,,31.0,,,,
2017-18,7437081,1,4,Newcastle_United,Home,185995,106618,Paul Dummett,paul-dummett,D,False,,,1.0,2.0,1.0,3.0,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,7.0,,,,,,,,,,,,,,,,,,,1.0,,2.0,1.0,3.0,0,,6.0,,,,
2017-18,7437081,1,4,Newcastle_United,Home,190843,153127,Isaac Hayden,isaac-hayden,M,False,1.0,,,5.0,16.0,20.0,2.0,,2.0,,,,1.0,,,4.0,9.0,2.0,,,2.0,,,,,3.0,1.0,,90.0,,1.0,,,,,,,11.0,,6.5,,,,2.0,,4.0,,1.0,,10.0,18.0,24.0,0,1.0,43.0,,1.0,,
2017-18,7437081,1,4,Newcastle_United,Home,192144,128389,Aleksandar Mitrović,aleksandar-mitrovic,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437081,1,4,Newcastle_United,Home,210082,109528,Javier Manquillo,javier-manquillo,D,False,,,,6.0,6.0,12.0,1.0,,4.0,1.0,,,,,,,2.0,4.0,,,1.0,,,,,,1.0,,90.0,,,,,,,,,14.0,,6.9,,,1.0,5.0,1.0,2.0,,2.0,,13.0,9.0,20.0,1,2.0,49.0,1.0,1.0,1.0,
2017-18,7437081,1,4,Newcastle_United,Home,232118,104547,Dwight Gayle,dwight-gayle,F,False,,,,2.0,2.0,4.0,4.0,4.0,1.0,,,,1.0,,,,6.0,6.0,,,1.0,,,,,,,,76.0,1.0,,,,,,,,8.0,,6.8,,,1.0,,,1.0,,1.0,1.0,9.0,2.0,10.0,2,1.0,16.0,1.0,1.0,,
2017-18,7437081,1,4,Newcastle_United,Home,238612,149736,Chancel Mbemba,chancel-mbemba,D,True,,,1.0,5.0,8.0,13.0,2.0,3.0,4.0,,,,,,,,2.0,5.0,,,,,,,,,,,56.0,,2.0,,,,,,,1.0,,6.8,,,,5.0,,1.0,,1.0,,6.0,8.0,13.0,0,1.0,25.0,,1.0,,
2017-18,7437081,1,4,Newcastle_United,Home,345195,168580,Ayoze Pérez,ayoze-perez,F,False,,,1.0,6.0,2.0,8.0,2.0,2.0,6.0,,,,3.0,,,3.0,9.0,5.0,,,1.0,,,,,1.0,1.0,,90.0,,,,,,,,,13.0,,6.0,,,,1.0,1.0,,,2.0,,11.0,4.0,15.0,0,2.0,32.0,3.0,1.0,1.0,
2017-18,7437081,1,4,Newcastle_United,Home,372336,114243,Jacob Murphy,jacob-murphy,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
