season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2018-19,7827868,1,4,Newcastle_United,Home,14209,28147,Mohamed Diamé,mohamed-diame,M,False,,,,8.0,13.0,21.0,3.0,4.0,5.0,,,,1.0,,,1.0,8.0,8.0,,1.0,1.0,,,,1.0,2.0,1.0,,90.0,,1.0,,,,,,14.0,,6.6,,,1.0,2.0,4.0,1.0,,2.0,,14.0,16.0,29.0,1,2.0,49.0,1.0,,2.0,2.0
2018-19,7827868,1,4,Newcastle_United,Home,35532,57134,Salomón Rondón,salomon-rondon,F,True,,,,2.0,1.0,3.0,2.0,2.0,1.0,,,1.0,,,,1.0,4.0,2.0,,,,,,,1.0,,,,31.0,,,,,,,,5.0,,6.6,,,1.0,,1.0,,,,,4.0,2.0,6.0,2,,11.0,,,,
2018-19,7827868,1,4,Newcastle_United,Home,36465,50232,Jonjo Shelvey,jonjo-shelvey,M,False,,,9.0,26.0,17.0,43.0,3.0,2.0,12.0,,,,1.0,,,,7.0,6.0,,,3.0,,,,,1.0,2.0,,90.0,,,,,,,,16.0,,7.2,,,,,2.0,2.0,,13.0,,40.0,19.0,57.0,0,1.0,67.0,,1.0,2.0,
2018-19,7827868,1,4,Newcastle_United,Home,38642,76542,Sung-Yueng Ki,sung-yueng-ki,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827868,1,4,Newcastle_United,Home,42209,67089,Martin Dúbravka,martin-dubravka,G,False,,,7.0,4.0,18.0,22.0,,,9.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,17.0,,6.5,2.0,3.0,,1.0,,,,24.0,,15.0,24.0,39.0,0,,49.0,,,,
2018-19,7827868,1,4,Newcastle_United,Home,42699,56983,Matt Ritchie,matt-ritchie,M,False,2.0,,1.0,11.0,9.0,18.0,,2.0,4.0,1.0,,1.0,,,,1.0,3.0,4.0,,,3.0,1.0,,,,1.0,2.0,,69.0,,,,,,,,8.0,,7.1,,,1.0,2.0,1.0,3.0,,2.0,,14.0,10.0,21.0,2,,40.0,3.0,1.0,1.0,
2018-19,7827868,1,4,Newcastle_United,Home,45680,58845,Ciaran Clark,ciaran-clark,D,False,,,3.0,5.0,17.0,22.0,1.0,7.0,6.0,,,1.0,,,,1.0,3.0,10.0,,,1.0,,,,,1.0,,,90.0,,1.0,,,,,,13.0,,6.9,,,1.0,3.0,,,,8.0,,15.0,19.0,34.0,2,3.0,48.0,,,,2.0
2018-19,7827868,1,4,Newcastle_United,Home,69418,61316,Joselu,joselu,F,False,,,2.0,9.0,4.0,13.0,2.0,7.0,4.0,1.0,,1.0,,,,2.0,6.0,9.0,,,1.0,,1.0,,,1.0,2.0,,59.0,1.0,,,,,,,16.0,,7.8,,,,1.0,1.0,,,2.0,,18.0,6.0,24.0,2,1.0,36.0,2.0,1.0,,1.0
2018-19,7827868,1,4,Newcastle_United,Home,101882,119471,Fabian Schär,fabian-schar,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827868,1,4,Newcastle_United,Home,123689,59735,Karl Darlow,karl-darlow,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
