season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2023-24,11352255,1,4,Newcastle_United,Home,42209,67089,Martin Dúbravka,martin-dubravka,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352255,1,4,Newcastle_United,Home,69256,77794,Kieran Trippier,kieran-trippier,D,False,3.0,,4.0,25.0,36.0,58.0,,,9.0,1.0,,,1.0,,,,2.0,2.0,,,0.263533,0.0,0.0,1.0,,,,,,1.0,4.0,,90.0,,,,,,,,,16.0,,7.6,,,,1.0,1.0,7.0,,7.0,,34.0,41.0,68.0,0,,93.0,1.0,1.0,1.0,
2023-24,11352255,1,4,Newcastle_United,Home,99090,78916,Dan Burn,dan-burn,D,False,,,1.0,16.0,37.0,53.0,1.0,1.0,2.0,,,,2.0,,,,3.0,5.0,,,0.00574111,0.158,0.0,,,,,,,1.0,,,90.0,,1.0,,,,,,,17.0,,7.0,,,1.0,1.0,,,,3.0,,23.0,44.0,67.0,1,4.0,88.0,,,,1.0
2023-24,11352255,1,4,Newcastle_United,Home,101882,119471,Fabian Schär,fabian-schar,D,False,,,4.0,9.0,34.0,43.0,,1.0,3.0,,,,,,,,,1.0,,,0.00213702,0.0,0.0,,,,,,,2.0,,,90.0,,,,,,,,,6.0,,6.8,,,,5.0,,,,10.0,,15.0,34.0,49.0,0,,57.0,,,,
2023-24,11352255,1,4,Newcastle_United,Home,113956,75115,Callum Wilson,callum-wilson,F,True,,,,1.0,2.0,3.0,,,1.0,,1.0,,,,,3.0,3.0,,,,0.00088519,0.9106,1.8332,,,1.0,,,,,,,22.0,4.0,,,,,,,,5.0,,7.2,,,,,,,,1.0,,2.0,2.0,4.0,4,,14.0,1.0,,,
2023-24,11352255,1,4,Newcastle_United,Home,153444,101148,Jamaal Lascelles,jamaal-lascelles,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352255,1,4,Newcastle_United,Home,162653,98747,Nick Pope,nick-pope,G,False,,,,,11.0,11.0,,,6.0,,,,,,,,,,,,5.388e-05,0.0,0.0,,,,0.8484,,,,,,90.0,,,,,,,,,6.0,,7.3,3.0,5.0,,,,,,6.0,,5.0,12.0,17.0,0,,28.0,,,,
2023-24,11352255,1,4,Newcastle_United,Home,333373,179018,Miguel Almirón,miguel-almiron,M,False,,,1.0,19.0,12.0,31.0,1.0,,4.0,1.0,,,1.0,,,1.0,4.0,3.0,,,0.0747241,0.0545,0.0241,,,,,,,1.0,2.0,,86.0,1.0,,,,,,,,4.0,,7.4,,,,,1.0,,,1.0,,20.0,12.0,32.0,1,2.0,42.0,1.0,1.0,,2.0
2023-24,11352255,1,4,Newcastle_United,Home,368134,169359,Matt Targett,matt-targett,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352255,1,4,Newcastle_United,Home,372336,114243,Jacob Murphy,jacob-murphy,F,True,,,,4.0,1.0,5.0,,,1.0,1.0,,,,,,,,2.0,,,0.292935,0.0,0.0,,1.0,,,,,,2.0,,11.0,,,,,,,,,1.0,,7.9,,,,,2.0,,,,,4.0,1.0,5.0,0,,10.0,1.0,,2.0,
2023-24,11352255,1,4,Newcastle_United,Home,560128,180974,Joelinton,joelinton,M,False,,,,16.0,20.0,36.0,1.0,1.0,7.0,,1.0,,,,,,3.0,5.0,,,0.156292,0.1162,0.0,2.0,,,,,,,,,90.0,1.0,,,,,,,,5.0,,7.0,,,,,,,,,,20.0,20.0,40.0,1,4.0,48.0,,,,3.0
2023-24,11352255,1,4,Newcastle_United,Home,823941,219168,Alexander Isak,alexander-isak,F,False,,,,8.0,4.0,12.0,1.0,,1.0,,1.0,,,,,,4.0,2.0,,,0.018101,0.7724,1.1664,1.0,,2.0,,,,,,,68.0,3.0,,,,,,,,8.0,,8.0,,,,,3.0,,,1.0,1.0,11.0,5.0,16.0,3,,26.0,2.0,1.0,1.0,
2023-24,11352255,1,4,Newcastle_United,Home,855647,201666,Harvey Barnes,harvey-barnes,F,True,,,,6.0,2.0,8.0,,,2.0,2.0,,,,,,1.0,2.0,2.0,,,0.543086,0.5345,0.9535,,1.0,1.0,,,,,2.0,,22.0,1.0,,,,,,,,7.0,,8.5,,,,,1.0,1.0,,,,10.0,2.0,11.0,1,,18.0,1.0,2.0,,
2023-24,11352255,1,4,Newcastle_United,Home,866191,180135,Sean Longstaff,sean-longstaff,M,True,,,,,1.0,1.0,1.0,,1.0,,,,,,,,1.0,,,,7e-08,0.0,0.0,,,,,,,,,,12.0,,,,,,,,,1.0,,6.5,,,,,,,,,,1.0,1.0,2.0,0,,3.0,,,,
2023-24,11352255,1,4,Newcastle_United,Home,866469,208706,Bruno Guimarães,bruno-guimaraes,M,False,,,1.0,14.0,24.0,38.0,,,8.0,,,1.0,1.0,,,2.0,5.0,5.0,,,0.0259131,0.0921,0.2468,1.0,,,,,,,,,85.0,1.0,1.0,,,,,,,14.0,,6.7,,,,,2.0,,,4.0,,21.0,26.0,47.0,2,1.0,62.0,2.0,3.0,1.0,
2023-24,11352255,1,4,Newcastle_United,Home,892673,432422,Sandro Tonali,sandro-tonali,M,False,1.0,,3.0,23.0,26.0,48.0,,1.0,5.0,,1.0,,2.0,,,,4.0,3.0,,,0.103737,0.6342,1.5785,2.0,,1.0,,,,1.0,2.0,,89.0,2.0,,,,,,,,9.0,,7.5,,,,,,2.0,,5.0,,30.0,26.0,54.0,2,1.0,66.0,2.0,1.0,,1.0
2023-24,11352255,1,4,Newcastle_United,Home,910046,220237,Sven Botman,sven-botman,D,False,,,1.0,9.0,53.0,62.0,1.0,1.0,4.0,1.0,,,1.0,,,,3.0,3.0,,,0.250601,0.0702,0.0,1.0,1.0,,,,,1.0,1.0,,90.0,,1.0,,,,,,,5.0,,7.4,,,1.0,4.0,,,,3.0,1.0,11.0,56.0,67.0,1,2.0,77.0,,,,2.0
2023-24,11352255,1,4,Newcastle_United,Home,914902,232826,Anthony Gordon,anthony-gordon,F,False,1.0,,,13.0,6.0,18.0,,,1.0,2.0,,1.0,3.0,,,1.0,8.0,11.0,,,0.36071,0.0682,0.0,4.0,1.0,,,,,,2.0,,68.0,,,,,,,,,6.0,,7.7,,,,,2.0,1.0,,1.0,,16.0,6.0,21.0,1,2.0,39.0,2.0,7.0,2.0,
