season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14025016,1,4,Newcastle_United,Away,892673,432422.0,Sandro Tonali,sandro-tonali,M,False,,,2.0,29.0,19.0,48.0,,1.0,,5.0,1.0,,,2.0,,,4.0,3.0,,,0.180912,,,1.0,0.0,,,,,1.0,2.0,,0.51,5.66,2.1,0.2,2.85,90.0,,,,,,,15.0,,,6.8,,,,,1.0,1.0,3.0,,5.0,,38.0,20.0,58.0,,,0,2.0,72.0,1.0,1.0,,2.0
2025-26,14025016,1,4,Newcastle_United,Away,910046,220237.0,Sven Botman,sven-botman,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025016,1,4,Newcastle_United,Away,914902,232826.0,Anthony Gordon,anthony-gordon,F,False,,,1.0,10.0,3.0,13.0,2.0,1.0,,4.0,,1.0,4.0,1.0,,2.0,7.0,3.0,,,0.0268486,0.548,0.2534,2.0,0.0,,,,,,1.0,,0.71,3.91,1.17,0.5,3.65,90.0,2.0,,,,,,14.0,,,6.1,,,1.0,,,2.0,1.0,,1.0,1.0,15.0,6.0,21.0,,,7,,39.0,2.0,1.0,1.0,
2025-26,14025016,1,4,Newcastle_United,Away,979232,449434.0,Anthony Elanga,anthony-elanga,F,False,1.0,,,12.0,6.0,18.0,,1.0,,3.0,,1.0,,,,,2.0,5.0,,,0.0553697,0.5738,0.3908,,0.0,,,,,,2.0,,0.57,3.8,1.17,0.46,2.53,78.0,1.0,,,,,,12.0,,,7.2,,,1.0,,,3.0,5.0,,1.0,,15.0,6.0,21.0,,,2,,39.0,3.0,3.0,1.0,
2025-26,14025016,1,4,Newcastle_United,Away,980634,441191.0,Tino Livramento,tino-livramento,D,False,,,1.0,30.0,21.0,51.0,,1.0,,5.0,,,,,,,,4.0,,,0.0349932,,,,0.0,,,,,,2.0,,0.85,5.01,1.65,0.38,2.74,90.0,,,,,,,8.0,,,7.2,,,,,3.0,,3.0,,1.0,,31.0,23.0,54.0,,,0,2.0,70.0,2.0,1.0,,2.0
2025-26,14025016,1,4,Newcastle_United,Away,1014286,465642.0,Malick Thiaw,malick-thiaw,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025016,1,4,Newcastle_United,Away,1122603,538207.0,William Osula,william-osula,F,True,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,0.0173081,0.0348,,,0.0,,,,,,,,0.08,0.3,0.13,0.13,0.22,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1,,3.0,,,,
2025-26,14025016,1,4,Newcastle_United,Away,1136730,487838.0,Lewis Hall,lewis-hall,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025016,1,4,Newcastle_United,Away,1400650,547719.0,Lewis Miley,lewis-miley,M,True,,,,6.0,1.0,7.0,,,,1.0,,,,,,,,,,,0.0128498,,,,0.0,,,,,,1.0,,0.15,0.86,0.37,0.03,0.3,8.0,,,,,,,4.0,,,6.5,,,,,,,,,,,9.0,2.0,11.0,,,0,,11.0,,,,
2025-26,14025016,1,4,Newcastle_United,Away,1501498,623110.0,Park Seung-soo,park-seung-soo,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14147154,2,4,Newcastle_United,Home,69256,77794.0,Kieran Trippier,kieran-trippier,D,False,1.0,,1.0,8.0,15.0,23.0,2.0,1.0,,3.0,,,,1.0,,,7.0,3.0,,,0.0381039,,,4.0,0.0,,,,,,1.0,,,,,,,76.0,,,,,,,15.0,,,6.1,,,,,1.0,,4.0,,4.0,,17.0,16.0,33.0,,,0,,54.0,1.0,2.0,,
2025-26,14147154,2,4,Newcastle_United,Home,99090,78916.0,Dan Burn,dan-burn,D,False,1.0,,2.0,8.0,5.0,13.0,4.0,5.0,,2.0,,,,,,,6.0,7.0,,,0.0874825,0.0094,,2.0,0.0,,,,,2.0,1.0,,,,,,,90.0,,,,,,,10.0,,,5.8,,,1.0,,9.0,,1.0,,6.0,,15.0,8.0,23.0,,,1,1.0,39.0,,1.0,,1.0
2025-26,14147154,2,4,Newcastle_United,Home,101882,119471.0,Fabian Schär,fabian-schar,D,False,,,1.0,3.0,13.0,16.0,2.0,2.0,,4.0,,,,,,,2.0,6.0,,1.0,0.00190646,,,,0.0,,,,,,,,,,,,,81.0,,1.0,,,,,10.0,,,6.2,,,,,4.0,,1.0,,8.0,,9.0,15.0,24.0,,,0,3.0,37.0,1.0,1.0,,2.0
2025-26,14147154,2,4,Newcastle_United,Home,162653,98747.0,Nick Pope,nick-pope,G,False,,1.0,2.0,2.0,5.0,7.0,,,,5.0,,,,,,,,,,,0.00040651,,,,0.0,,-0.7448,,,,,,,,,,,90.0,,,,,,,12.0,,,6.1,1.0,1.0,,,1.0,,,1.0,14.0,,13.0,6.0,19.0,,,0,,24.0,,,,
2025-26,14147154,2,4,Newcastle_United,Home,372336,114243.0,Jacob Murphy,jacob-murphy,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14147154,2,4,Newcastle_United,Home,560128,180974.0,Joelinton,joelinton,M,False,,,1.0,7.0,2.0,9.0,1.0,3.0,,2.0,,,1.0,,,1.0,3.0,6.0,,,0.00314115,0.0442,,1.0,0.0,,,,,1.0,,,,,,,,76.0,,,,,,,4.0,,,6.8,,,,,1.0,,,,1.0,,9.0,2.0,11.0,,,1,2.0,21.0,1.0,1.0,,
2025-26,14147154,2,4,Newcastle_United,Home,839410,225321.0,Aaron Ramsdale,aaron-ramsdale,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14147154,2,4,Newcastle_United,Home,855647,201666.0,Harvey Barnes,harvey-barnes,F,False,1.0,,1.0,9.0,2.0,11.0,,1.0,,2.0,1.0,,,,,,1.0,1.0,,,0.360177,,,,0.0,,,,,,1.0,,,,,,,76.0,,,,,,,4.0,,,7.2,,,,,,1.0,2.0,,1.0,,11.0,2.0,13.0,,,0,,16.0,,,,
2025-26,14147154,2,4,Newcastle_United,Home,866469,208706.0,Bruno Guimarães,bruno-guimaraes,M,False,,,1.0,13.0,7.0,20.0,1.0,,,9.0,,,,2.0,,2.0,13.0,7.0,,,0.0225652,0.1695,0.86,4.0,0.0,1.0,,,,,,,,,,,,90.0,1.0,,,,,,20.0,,,7.3,,,,,,6.0,1.0,,6.0,,21.0,7.0,28.0,,,1,3.0,51.0,4.0,3.0,1.0,2.0
2025-26,14147154,2,4,Newcastle_United,Home,888550,200089.0,Joe Willock,joe-willock,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14147154,2,4,Newcastle_United,Home,892673,432422.0,Sandro Tonali,sandro-tonali,M,False,,,,6.0,8.0,14.0,,,,3.0,,,1.0,1.0,,,2.0,1.0,,,0.010287,0.0899,,1.0,0.0,,,,,1.0,,,,,,,,66.0,,,,,,,6.0,,,6.4,,,1.0,,1.0,,1.0,,2.0,,9.0,8.0,17.0,,,2,,30.0,2.0,1.0,,
2025-26,14147154,2,4,Newcastle_United,Home,910046,220237.0,Sven Botman,sven-botman,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14147154,2,4,Newcastle_United,Home,914902,232826.0,Anthony Gordon,anthony-gordon,F,False,,,,7.0,3.0,10.0,,3.0,,3.0,,2.0,,,,,2.0,9.0,,,0.0160035,0.5226,0.3189,2.0,0.0,,,,,,1.0,,,,,,,48.0,1.0,,,,,,2.0,,,6.2,,,2.0,,,3.0,,,1.0,,8.0,4.0,12.0,,,3,,23.0,,3.0,3.0,
2025-26,14147154,2,4,Newcastle_United,Home,975937,232653.0,Jacob Ramsey,jacob-ramsey,M,True,,,,5.0,3.0,8.0,1.0,,,3.0,,,,,,,1.0,1.0,,,0.0168348,,,,0.0,,,,,,1.0,,,,,,,14.0,,,,,,,1.0,,,6.6,,,,,,,1.0,,,,5.0,3.0,8.0,,,0,1.0,10.0,,,,
2025-26,14147154,2,4,Newcastle_United,Home,979232,449434.0,Anthony Elanga,anthony-elanga,F,False,1.0,,1.0,3.0,6.0,9.0,5.0,,,,,,,,,,6.0,,,,0.0591953,,,,0.0,,,,,,1.0,,,,,,,90.0,,,,,,,17.0,,,6.2,,,,,1.0,1.0,10.0,,1.0,,8.0,8.0,16.0,,,0,,29.0,,,,
2025-26,14147154,2,4,Newcastle_United,Home,980634,441191.0,Tino Livramento,tino-livramento,D,False,2.0,,2.0,9.0,8.0,17.0,,,,3.0,1.0,,,,,1.0,3.0,6.0,,,0.257565,,,,1.0,,,,,2.0,1.0,,,,,,,90.0,,,,,,,14.0,,,6.8,,,,,,5.0,3.0,,3.0,,12.0,10.0,22.0,,,0,,49.0,,3.0,3.0,
2025-26,14147154,2,4,Newcastle_United,Home,1014286,465642.0,Malick Thiaw,malick-thiaw,D,True,,,,2.0,2.0,4.0,,1.0,,,,,,,,,,1.0,,,0.00039978,,,,0.0,,,,,,,,,,,,,9.0,,,,,,,3.0,,,6.3,,,,,1.0,,,,,,4.0,2.0,6.0,,,0,,8.0,1.0,,,
2025-26,14147154,2,4,Newcastle_United,Home,1122603,538207.0,William Osula,william-osula,F,True,,,,1.0,1.0,2.0,2.0,,,,,,,,,,4.0,1.0,,,0.00068531,0.1303,0.6873,3.0,0.0,1.0,,,,,,,,,,,,14.0,1.0,,,,,,1.0,,,7.4,,,,,,1.0,,,,,2.0,1.0,3.0,,,1,,6.0,,,1.0,
2025-26,14147154,2,4,Newcastle_United,Home,1136730,487838.0,Lewis Hall,lewis-hall,D,True,,,,3.0,,3.0,,,,1.0,,,,,,,,1.0,,,0.00157747,,,,0.0,,,,,2.0,,,,,,,,14.0,,,,,,,4.0,,,6.4,,,,,2.0,,2.0,,2.0,,5.0,,5.0,,,0,1.0,13.0,,,,
2025-26,14147154,2,4,Newcastle_United,Home,1400650,547719.0,Lewis Miley,lewis-miley,M,True,,,,2.0,2.0,4.0,,,,1.0,,,1.0,1.0,,,1.0,1.0,,,0.00054666,0.0155,,,0.0,,,,,,,,,,,,,24.0,,,,,,,3.0,,,6.4,,,,,,,,,2.0,,5.0,2.0,7.0,,,1,1.0,9.0,,,,
2025-26,14025100,3,4,Newcastle_United,Away,69256,77794.0,Kieran Trippier,kieran-trippier,D,False,,,4.0,16.0,20.0,36.0,,,,4.0,,,,1.0,,,2.0,1.0,,,0.0174894,,,1.0,0.0,,,,,,1.0,,,,,,,61.0,,,,,,,19.0,,,6.7,,,,,,,7.0,,8.0,,25.0,22.0,47.0,,,0,1.0,68.0,1.0,,,
2025-26,14025100,3,4,Newcastle_United,Away,99090,78916.0,Dan Burn,dan-burn,D,False,,,2.0,15.0,31.0,46.0,1.0,2.0,,4.0,,,,1.0,,,3.0,4.0,,,0.00674977,,,1.0,0.0,,,,,1.0,,,,,,,,90.0,,,,,,,11.0,,,6.9,,,,,,,,,8.0,,22.0,35.0,57.0,,,0,,62.0,,2.0,,
2025-26,14025100,3,4,Newcastle_United,Away,101882,119471.0,Fabian Schär,fabian-schar,D,False,,,8.0,23.0,48.0,71.0,1.0,2.0,,3.0,,,,,,,3.0,2.0,,,0.0140695,0.0432,,2.0,0.0,,,,,1.0,1.0,,,,,,,90.0,,2.0,,,,,16.0,,,7.4,,,1.0,,2.0,,,,18.0,,34.0,53.0,87.0,,,1,,95.0,,,,
2025-26,14025100,3,4,Newcastle_United,Away,150396,111773.0,Emil Krafth,emil-krafth,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025100,3,4,Newcastle_United,Away,153444,101148.0,Jamaal Lascelles,jamaal-lascelles,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025100,3,4,Newcastle_United,Away,162653,98747.0,Nick Pope,nick-pope,G,False,,1.0,2.0,1.0,13.0,14.0,,2.0,,11.0,,,,,,,,2.0,,,0.00011555,,,,0.0,,0.0926,2.0,,,,,,,,,,90.0,,,,,,,6.0,,,7.0,1.0,1.0,,,1.0,,,1.0,7.0,,5.0,14.0,19.0,,,0,,35.0,,,,
2025-26,14025100,3,4,Newcastle_United,Away,372336,114243.0,Jacob Murphy,jacob-murphy,F,False,,,,7.0,4.0,11.0,,,,1.0,,,,,,1.0,4.0,2.0,,,0.00524883,0.0836,0.1351,,0.0,,,,,,,,,,,,,62.0,2.0,,,,,,11.0,,,6.3,,,1.0,,,5.0,3.0,,,,8.0,6.0,14.0,,,3,,30.0,1.0,,2.0,
2025-26,14025100,3,4,Newcastle_United,Away,839410,225321.0,Aaron Ramsdale,aaron-ramsdale,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025100,3,4,Newcastle_United,Away,855647,201666.0,Harvey Barnes,harvey-barnes,F,True,,,,8.0,1.0,9.0,,,,,,,1.0,,,1.0,2.0,2.0,,,0.0234225,0.0327,,,0.0,,,,,,,,,,,,,22.0,,,,,,,4.0,,,6.7,,,,,,1.0,,,,,8.0,2.0,10.0,,,1,1.0,16.0,1.0,1.0,,
2025-26,14025100,3,4,Newcastle_United,Away,866469,208706.0,Bruno Guimarães,bruno-guimaraes,M,False,,,3.0,30.0,19.0,49.0,3.0,,,6.0,,,,1.0,,2.0,9.0,6.0,,,0.0519144,,,3.0,0.0,,,,,,,,,,,,,90.0,,,,,,,11.0,,,6.9,,,,,,,,,3.0,,33.0,21.0,54.0,,,0,3.0,70.0,4.0,3.0,,1.0
2025-26,14025100,3,4,Newcastle_United,Away,888550,200089.0,Joe Willock,joe-willock,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025100,3,4,Newcastle_United,Away,892673,432422.0,Sandro Tonali,sandro-tonali,M,False,,,5.0,39.0,34.0,73.0,,,,6.0,,,,,,,1.0,2.0,,1.0,0.0486237,,,,0.0,,,,,,3.0,,,,,,,90.0,,,,,,,14.0,,,6.8,,,,,,1.0,3.0,,10.0,,45.0,36.0,81.0,,,0,,93.0,1.0,2.0,,
2025-26,14025100,3,4,Newcastle_United,Away,910046,220237.0,Sven Botman,sven-botman,D,False,,,1.0,7.0,34.0,41.0,1.0,2.0,,5.0,,,,,,,2.0,4.0,,,0.00250562,,,1.0,0.0,,,,,4.0,,,,,,,,68.0,,1.0,,,,,3.0,,,7.3,,,,,2.0,,,,1.0,,8.0,36.0,44.0,,,0,2.0,55.0,,,,1.0
2025-26,14025100,3,4,Newcastle_United,Away,975937,232653.0,Jacob Ramsey,jacob-ramsey,M,False,2.0,,,11.0,3.0,14.0,,,,2.0,,,1.0,,,,,1.0,,,0.0960811,0.0281,,,0.0,,,,,,2.0,,,,,,,45.0,,,,,,,3.0,,,6.8,,,,,,1.0,2.0,,1.0,,14.0,3.0,17.0,,,1,,27.0,,,1.0,
2025-26,14025100,3,4,Newcastle_United,Away,979232,449434.0,Anthony Elanga,anthony-elanga,F,True,,,,6.0,,6.0,,1.0,,,,,,,,2.0,2.0,2.0,,,0.0104886,,,,0.0,,,,,,,,,,,,,28.0,,,,,,,11.0,,,6.5,,,,,,,2.0,,,,11.0,,11.0,,,0,1.0,19.0,1.0,,,1.0
2025-26,14025100,3,4,Newcastle_United,Away,980634,441191.0,Tino Livramento,tino-livramento,D,False,,,3.0,26.0,14.0,40.0,,,,7.0,,,,2.0,,3.0,7.0,2.0,,,0.0284741,,,1.0,0.0,,,,,,,,,,,,,90.0,,,,,,,14.0,,,6.6,,,,,,2.0,1.0,,4.0,,30.0,16.0,46.0,,,0,,64.0,2.0,1.0,1.0,
2025-26,14025100,3,4,Newcastle_United,Away,1014286,465642.0,Malick Thiaw,malick-thiaw,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025100,3,4,Newcastle_United,Away,1122603,538207.0,William Osula,william-osula,F,False,,,,5.0,7.0,12.0,2.0,2.0,,3.0,,,1.0,,,,8.0,5.0,,,0.00317549,0.2375,,5.0,0.0,,,,,,,,,,,,,90.0,,,,,,,7.0,,,6.4,,,,,,3.0,,,,,5.0,7.0,12.0,,,1,1.0,24.0,5.0,1.0,1.0,
2025-26,14025100,3,4,Newcastle_United,Away,1136730,487838.0,Lewis Hall,lewis-hall,D,True,,,,8.0,8.0,16.0,,,,,,,,2.0,,,3.0,1.0,,,0.00321082,0.0351,,1.0,0.0,,,,,,,,,,,,,29.0,,,,,,,5.0,,,6.6,,,1.0,,1.0,,2.0,,1.0,,10.0,8.0,18.0,,,1,1.0,27.0,1.0,,,1.0
2025-26,14025100,3,4,Newcastle_United,Away,1400650,547719.0,Lewis Miley,lewis-miley,M,True,,,2.0,15.0,10.0,25.0,,1.0,,3.0,,,,,,1.0,1.0,1.0,,,0.00908384,,,,0.0,,,,,2.0,,,,,,,,45.0,,,,,,,8.0,,,6.6,,,,,,,1.0,,3.0,,18.0,12.0,30.0,,,0,,37.0,1.0,,,
2025-26,14025145,4,4,Newcastle_United,Home,69256,77794.0,Kieran Trippier,kieran-trippier,D,False,7.0,,1.0,29.0,25.0,54.0,,2.0,,7.0,,,,1.0,,,1.0,4.0,,,0.187258,,,,0.0,,,,,1.0,5.0,,,,,,,90.0,,,,,,,20.0,,,7.7,,,,,1.0,,10.0,,7.0,,43.0,27.0,70.0,,,0,1.0,98.0,,2.0,,
2025-26,14025145,4,4,Newcastle_United,Home,99090,78916.0,Dan Burn,dan-burn,D,False,,,1.0,11.0,29.0,40.0,3.0,4.0,,3.0,,,1.0,,,,4.0,6.0,,,0.00238799,0.0429,,1.0,0.0,,,,,1.0,,,,,,,,90.0,,,,,,,11.0,,,6.8,,,,,3.0,,,,5.0,,18.0,32.0,50.0,,,1,2.0,60.0,1.0,,,
2025-26,14025145,4,4,Newcastle_United,Home,101882,119471.0,Fabian Schär,fabian-schar,D,False,,,7.0,18.0,35.0,53.0,3.0,6.0,,2.0,,,,,,,4.0,7.0,,,0.0327385,,,1.0,0.0,,,,,1.0,1.0,,,,,,,90.0,,1.0,,,,,9.0,,,8.0,,,,,9.0,,,,13.0,,26.0,35.0,61.0,,,0,,77.0,1.0,1.0,,
2025-26,14025145,4,4,Newcastle_United,Home,150396,111773.0,Emil Krafth,emil-krafth,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025145,4,4,Newcastle_United,Home,162653,98747.0,Nick Pope,nick-pope,G,False,,,3.0,1.0,14.0,15.0,,1.0,,7.0,,,,,,,,1.0,,,0.00017671,,,,0.0,,0.366,1.0,,,,,,,,,,90.0,,,,,,,5.0,,,7.9,3.0,3.0,,,,,,,8.0,,6.0,14.0,20.0,,,0,,31.0,,,,
2025-26,14025145,4,4,Newcastle_United,Home,372336,114243.0,Jacob Murphy,jacob-murphy,F,False,1.0,,1.0,15.0,2.0,17.0,1.0,1.0,,,,1.0,1.0,1.0,,,3.0,3.0,,,0.275867,0.8223,0.3072,,1.0,,,,,,1.0,,,,,,,89.0,1.0,,,,,,20.0,,,7.0,,,2.0,,2.0,3.0,9.0,,2.0,,23.0,3.0,26.0,,,4,,51.0,2.0,,2.0,
2025-26,14025145,4,4,Newcastle_United,Home,560128,180974.0,Joelinton,joelinton,M,False,,,,18.0,6.0,24.0,,2.0,,1.0,1.0,,,,,,1.0,2.0,,,0.312816,,,1.0,0.0,,,,,,1.0,,,,,,,65.0,,,,,,,7.0,,,7.6,,,,,1.0,,,,,,23.0,8.0,31.0,,,0,,32.0,,,,
2025-26,14025145,4,4,Newcastle_United,Home,839410,225321.0,Aaron Ramsdale,aaron-ramsdale,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025145,4,4,Newcastle_United,Home,855647,201666.0,Harvey Barnes,harvey-barnes,F,False,,,,11.0,7.0,18.0,,,,2.0,,,1.0,1.0,,2.0,3.0,2.0,,,0.0910087,0.1085,,,0.0,,,,,,,,,,,,,80.0,,,,,,,13.0,,,6.8,,,2.0,,1.0,,5.0,,,1.0,13.0,7.0,20.0,,,3,1.0,42.0,3.0,1.0,,1.0
