season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2021-22,9576414,1,4,Newcastle_United,Home,36465,50232,Jonjo Shelvey,jonjo-shelvey,M,False,,,5.0,17.0,14.0,31.0,,,4.0,,,,3.0,,,,7.0,,,,2.0,,,,,,,1.0,,70.0,,,,,,,,8.0,,6.0,,,,,,2.0,2.0,,7.0,,19.0,18.0,35.0,0,,39.0,,,,
2021-22,9576414,1,4,Newcastle_United,Home,38393,57145,Federico Fernández,federico-fernandez,D,False,,,6.0,17.0,41.0,58.0,,2.0,4.0,,,,1.0,,,,1.0,2.0,,,,,,,,,1.0,,,90.0,,4.0,,,,,,1.0,,7.1,,,1.0,,10.0,,,,7.0,,18.0,41.0,59.0,1,,76.0,,,,
2021-22,9576414,1,4,Newcastle_United,Home,42699,56983,Matt Ritchie,matt-ritchie,M,False,3.0,,3.0,20.0,11.0,28.0,2.0,1.0,7.0,,,1.0,2.0,,,1.0,6.0,2.0,,,1.0,1.0,,,,,,4.0,,90.0,,,,,,,,20.0,,6.2,,,,,1.0,,12.0,,7.0,,34.0,12.0,34.0,1,,60.0,3.0,1.0,,
2021-22,9576414,1,4,Newcastle_United,Home,45680,58845,Ciaran Clark,ciaran-clark,D,False,,,3.0,15.0,20.0,35.0,2.0,4.0,9.0,,,1.0,1.0,,,1.0,4.0,4.0,,,,,,,,,,1.0,,90.0,,1.0,,,,,,15.0,,6.2,,,2.0,,6.0,,,,7.0,,25.0,23.0,48.0,3,,63.0,,,,
2021-22,9576414,1,4,Newcastle_United,Home,101882,119471,Fabian Schär,fabian-schar,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576414,1,4,Newcastle_United,Home,108508,81441,Mark Gillespie,mark-gillespie,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576414,1,4,Newcastle_United,Home,113956,75115,Callum Wilson,callum-wilson,F,False,,,,6.0,3.0,9.0,2.0,1.0,,,,1.0,,,,1.0,4.0,1.0,,,,,1.0,,,,,,,85.0,2.0,,,,,,,8.0,,7.1,,,1.0,,,1.0,,,,1.0,8.0,4.0,12.0,4,,25.0,3.0,,,
2021-22,9576414,1,4,Newcastle_United,Home,115441,83314,Jeff Hendrick,jeff-hendrick,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576414,1,4,Newcastle_United,Home,138261,90105,Ryan Fraser,ryan-fraser,M,True,,,,6.0,2.0,8.0,2.0,,1.0,,,,,,,,2.0,,,,,,,,,,,,,20.0,,,,,,,,3.0,,6.6,,,1.0,,,,1.0,,,,8.0,2.0,9.0,1,,14.0,1.0,,,
2021-22,9576414,1,4,Newcastle_United,Home,150396,111773,Emil Krafth,emil-krafth,D,False,,,,9.0,14.0,23.0,3.0,,1.0,,,,,,,,3.0,1.0,,,,,,,,,2.0,,,84.0,,,,,,,,8.0,,6.1,,,1.0,,4.0,,,,5.0,,13.0,17.0,30.0,1,1.0,41.0,,,,
2021-22,9576414,1,4,Newcastle_United,Home,153444,101148,Jamaal Lascelles,jamaal-lascelles,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
