season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2024-25,12436874,1,4,Newcastle_United,Home,823941,219168,Alexander Isak,alexander-isak,F,False,,,,5.0,3.0,8.0,,,2.0,1.0,,,,,1.0,1.0,2.0,,,0.0835602,,,,1.0,,,,,1.0,1.0,,90.0,,,,,,,,,5.0,,7.2,,,,3.0,,,,,1.0,7.0,3.0,10.0,0,1.0,22.0,2.0,1.0,,1.0
2024-25,12436874,1,4,Newcastle_United,Home,855647,201666,Harvey Barnes,harvey-barnes,F,True,,,,,1.0,1.0,,,2.0,,,,,,,2.0,,,,5.95e-06,,,1.0,0.0,,,,,,,,20.0,,,,,,,,,4.0,,6.3,,,,,1.0,,,,,,2.0,2.0,0,,5.0,2.0,,,
2024-25,12436874,1,4,Newcastle_United,Home,865167,235530,Lloyd Kelly,lloyd-kelly,D,True,,,,,1.0,1.0,,,,,,,,,,,,,,3.19e-06,,,,0.0,,,,,,,,20.0,,1.0,,,,,,,1.0,,6.7,,,,2.0,,,,1.0,,1.0,1.0,2.0,0,,5.0,,,,
2024-25,12436874,1,4,Newcastle_United,Home,866191,180135,Sean Longstaff,sean-longstaff,M,False,,,1.0,7.0,4.0,11.0,1.0,,2.0,,,,1.0,,1.0,3.0,3.0,,,0.00541925,,,,0.0,,,,,,,,90.0,,,,,,,,,5.0,,6.9,,,,1.0,,,,1.0,,10.0,5.0,15.0,0,3.0,23.0,,,,3.0
2024-25,12436874,1,4,Newcastle_United,Home,866469,208706,Bruno Guimarães,bruno-guimaraes,M,False,,,2.0,7.0,11.0,18.0,,,4.0,,,,,,3.0,5.0,12.0,,,0.0350238,,,2.0,0.0,,,,,1.0,,,90.0,,1.0,,,,,,,13.0,,7.4,,,,2.0,,3.0,,5.0,,17.0,11.0,25.0,0,6.0,54.0,,6.0,,4.0
2024-25,12436874,1,4,Newcastle_United,Home,888550,200089,Joe Willock,joe-willock,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436874,1,4,Newcastle_United,Home,914902,232826,Anthony Gordon,anthony-gordon,F,False,,,,9.0,1.0,10.0,1.0,,3.0,,,,,,,2.0,5.0,,,0.0169534,,,,0.0,,,,,,1.0,,70.0,,,,,,,,,9.0,,6.9,,,,,2.0,3.0,,,,15.0,2.0,14.0,0,,27.0,1.0,4.0,1.0,
2024-25,12436874,1,4,Newcastle_United,Home,980634,441191,Tino Livramento,tino-livramento,D,False,,,1.0,5.0,3.0,8.0,3.0,1.0,3.0,,,,1.0,,1.0,5.0,4.0,,,0.00432736,,,,0.0,,,,,,,,90.0,,2.0,,,,,,,10.0,,7.3,,,,2.0,,1.0,,2.0,,10.0,5.0,14.0,0,2.0,37.0,,1.0,,2.0
2024-25,12436874,1,4,Newcastle_United,Home,1122603,538207,William Osula,william-osula,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436874,1,4,Newcastle_United,Home,1136730,487838,Lewis Hall,lewis-hall,D,False,1.0,,,8.0,5.0,12.0,,,2.0,,,,3.0,1.0,1.0,7.0,,,,0.0239299,,,2.0,0.0,,,,,1.0,1.0,,70.0,,2.0,,,,,,,16.0,,7.2,,,,1.0,1.0,5.0,,2.0,,17.0,8.0,20.0,0,,42.0,1.0,,,
2024-25,12436884,2,4,Newcastle_United,Away,1131,19236,John Ruddy,john-ruddy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436884,2,4,Newcastle_United,Away,69256,77794,Kieran Trippier,kieran-trippier,D,True,1.0,,1.0,7.0,5.0,11.0,2.0,1.0,2.0,,,,,,1.0,3.0,4.0,,,0.0112525,,,,0.0,,,,,,,,32.0,,,,,,,,,14.0,,6.8,,,,,1.0,8.0,,3.0,,19.0,6.0,17.0,0,2.0,36.0,,,1.0,1.0
2024-25,12436884,2,4,Newcastle_United,Away,99090,78916,Dan Burn,dan-burn,D,False,,,1.0,16.0,40.0,56.0,3.0,4.0,4.0,,1.0,,,,,5.0,6.0,,,0.00526821,0.2843,0.58,2.0,0.0,,,,,2.0,,,90.0,1.0,2.0,,,,,,,8.0,,7.2,,,1.0,2.0,,,,2.0,,21.0,43.0,64.0,2,2.0,76.0,,,,
2024-25,12436884,2,4,Newcastle_United,Away,150396,111773,Emil Krafth,emil-krafth,D,False,,,2.0,11.0,26.0,37.0,1.0,2.0,6.0,,,,,,,3.0,4.0,,,0.0113076,,,2.0,0.0,,,,,2.0,1.0,,90.0,,,,,,,,,10.0,,6.7,,,,1.0,,,,6.0,,14.0,32.0,46.0,0,1.0,54.0,1.0,1.0,,1.0
2024-25,12436884,2,4,Newcastle_United,Away,162653,98747,Nick Pope,nick-pope,G,False,,4.0,9.0,4.0,18.0,22.0,,1.0,6.0,,,,,,,,1.0,,,0.00066184,,,,0.0,,0.1166,1.0,,,,,90.0,,,,,,,,,9.0,3.0,7.5,2.0,3.0,,6.0,,,4.0,17.0,,8.0,22.0,30.0,0,,46.0,,,,
2024-25,12436884,2,4,Newcastle_United,Away,333373,179018,Miguel Almirón,miguel-almiron,M,True,,,,3.0,1.0,4.0,,,,,,,,,,,,,,0.0263657,,,,0.0,,,,,,,,9.0,,,,,,,,,,,6.6,,,,,,,,,,3.0,1.0,4.0,0,,4.0,,,,
2024-25,12436884,2,4,Newcastle_United,Away,368134,169359,Matt Targett,matt-targett,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436884,2,4,Newcastle_United,Away,372336,114243,Jacob Murphy,jacob-murphy,F,False,,,1.0,11.0,7.0,18.0,,1.0,5.0,,,,,,1.0,2.0,1.0,,,0.0137694,,,,0.0,,,,,,1.0,,58.0,,,,,,,,,15.0,,6.5,,,,,1.0,2.0,,5.0,,20.0,9.0,27.0,0,,36.0,2.0,,,
2024-25,12436884,2,4,Newcastle_United,Away,560128,180974,Joelinton,joelinton,M,False,,,2.0,25.0,19.0,44.0,2.0,,11.0,,1.0,,2.0,,3.0,9.0,8.0,1.0,,0.0302706,0.3115,0.1618,1.0,0.0,,,,,,1.0,,90.0,1.0,,,,,,,,22.0,,6.0,,,,1.0,2.0,,,4.0,,32.0,27.0,59.0,1,5.0,78.0,3.0,2.0,1.0,3.0
2024-25,12436884,2,4,Newcastle_United,Away,823941,219168,Alexander Isak,alexander-isak,F,False,,,,7.0,4.0,11.0,2.0,1.0,3.0,,1.0,4.0,,,1.0,6.0,3.0,,,0.0253542,0.3163,0.0878,,0.0,,,,,,1.0,,90.0,1.0,,,,,,,,17.0,,6.4,,,,,4.0,1.0,,1.0,,15.0,4.0,18.0,5,,37.0,3.0,1.0,1.0,
2024-25,12436884,2,4,Newcastle_United,Away,855647,201666,Harvey Barnes,harvey-barnes,F,True,2.0,,,11.0,1.0,10.0,,,,2.0,,,,,,,,,,0.480548,0.1611,,,1.0,,,,,,2.0,,32.0,,,,,,,,,3.0,,7.5,,,1.0,,,4.0,,,,13.0,1.0,10.0,1,,17.0,1.0,,,
2024-25,12436884,2,4,Newcastle_United,Away,865167,235530,Lloyd Kelly,lloyd-kelly,D,False,,,,10.0,13.0,23.0,,,2.0,,,,,,1.0,2.0,3.0,,,0.00808622,,,,0.0,,,,,,,,69.0,,,,,,,,,10.0,,6.5,,,,3.0,2.0,,,1.0,,11.0,16.0,27.0,0,2.0,45.0,2.0,,1.0,2.0
2024-25,12436884,2,4,Newcastle_United,Away,866191,180135,Sean Longstaff,sean-longstaff,M,False,,,,10.0,20.0,30.0,,,6.0,,,,,,,1.0,2.0,,,0.0121709,,,1.0,0.0,,,,,,1.0,,69.0,,,,,,,,,6.0,,6.8,,,,,,1.0,,1.0,,13.0,21.0,33.0,0,1.0,40.0,2.0,1.0,,1.0
2024-25,12436884,2,4,Newcastle_United,Away,866469,208706,Bruno Guimarães,bruno-guimaraes,M,False,,,6.0,33.0,26.0,59.0,,,6.0,,,,,,2.0,2.0,11.0,,,0.231617,0.0739,0.8696,,0.0,,,,,,2.0,,90.0,1.0,,,,,,,,20.0,,8.0,,,1.0,1.0,1.0,,,9.0,,45.0,30.0,75.0,2,4.0,100.0,1.0,6.0,1.0,1.0
2024-25,12436884,2,4,Newcastle_United,Away,888550,200089,Joe Willock,joe-willock,M,True,,,,4.0,1.0,5.0,,,,,,1.0,,,1.0,2.0,3.0,,,0.0115704,0.0809,,1.0,0.0,,,,,,,,21.0,,,,,,,,,5.0,,6.8,,,,,1.0,2.0,,,,6.0,1.0,5.0,1,1.0,15.0,2.0,1.0,1.0,1.0
2024-25,12436884,2,4,Newcastle_United,Away,914902,232826,Anthony Gordon,anthony-gordon,F,False,4.0,,,18.0,7.0,21.0,1.0,,2.0,1.0,,,,,1.0,4.0,5.0,,,0.399048,0.4666,0.949,1.0,0.0,1.0,,,,,4.0,,89.0,1.0,,,,,,,,11.0,,8.0,,,1.0,,1.0,7.0,,,,24.0,10.0,27.0,2,1.0,48.0,,4.0,,1.0
2024-25,12436884,2,4,Newcastle_United,Away,980634,441191,Tino Livramento,tino-livramento,D,False,,,,10.0,20.0,30.0,2.0,,11.0,,,,,,3.0,5.0,5.0,,,0.00512827,,,,0.0,,,,,,,,58.0,,,,,,,,,13.0,,6.4,,,,2.0,,,,4.0,,17.0,22.0,39.0,0,2.0,56.0,,3.0,,1.0
2024-25,12436884,2,4,Newcastle_United,Away,1122603,538207,William Osula,william-osula,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436884,2,4,Newcastle_United,Away,1125214,545477,Alex Murphy,alex-murphy,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436884,2,4,Newcastle_United,Away,1136730,487838,Lewis Hall,lewis-hall,D,True,1.0,,2.0,11.0,2.0,12.0,,,1.0,1.0,,,,,,,,,,0.101666,,,,0.0,,,,,,1.0,,21.0,,2.0,,,,,,,2.0,,7.4,,,,1.0,,1.0,,2.0,,12.0,3.0,14.0,0,,20.0,,,,
2024-25,12436923,3,4,Newcastle_United,Home,42209,67089,Martin Dúbravka,martin-dubravka,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436923,3,4,Newcastle_United,Home,69256,77794,Kieran Trippier,kieran-trippier,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436923,3,4,Newcastle_United,Home,99090,78916,Dan Burn,dan-burn,D,False,,,1.0,4.0,13.0,17.0,1.0,2.0,1.0,,,,1.0,,,2.0,3.0,,1.0,0.0625301,,,,0.0,,,,,2.0,,,90.0,,2.0,1.0,,,,,,4.0,,6.8,,,,7.0,,,,2.0,,6.0,15.0,21.0,0,1.0,38.0,,,,
2024-25,12436923,3,4,Newcastle_United,Home,150396,111773,Emil Krafth,emil-krafth,D,False,,,,4.0,16.0,20.0,1.0,1.0,3.0,,,1.0,1.0,,,2.0,2.0,,,0.00053871,0.0285,,,0.0,,,,,,,,90.0,,2.0,,,,,,,6.0,,6.8,,,,3.0,,,,,,7.0,18.0,25.0,1,1.0,35.0,1.0,,,
2024-25,12436923,3,4,Newcastle_United,Home,162653,98747,Nick Pope,nick-pope,G,False,,,5.0,4.0,5.0,9.0,,,6.0,,,,,,,,,,,0.00096076,,,,0.0,,0.5652,1.0,,,,,90.0,,,,,,,,,17.0,,7.8,2.0,6.0,,1.0,,,,22.0,,21.0,5.0,26.0,0,,39.0,,,,
2024-25,12436923,3,4,Newcastle_United,Home,333373,179018,Miguel Almirón,miguel-almiron,M,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436923,3,4,Newcastle_United,Home,368134,169359,Matt Targett,matt-targett,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436923,3,4,Newcastle_United,Home,372336,114243,Jacob Murphy,jacob-murphy,F,True,1.0,,,5.0,3.0,7.0,,,2.0,1.0,,1.0,,,1.0,3.0,,,,0.682183,0.0908,0.1676,1.0,1.0,,,,,,1.0,,29.0,1.0,,,,,,,,8.0,,6.8,,,,1.0,1.0,1.0,,2.0,,8.0,6.0,13.0,2,,20.0,,,,
2024-25,12436923,3,4,Newcastle_United,Home,560128,180974,Joelinton,joelinton,M,False,,,1.0,12.0,9.0,21.0,2.0,1.0,5.0,,,,2.0,,2.0,13.0,4.0,,,0.172029,,,5.0,0.0,,,,,,1.0,,90.0,,,,,,,,,11.0,,6.2,,,,1.0,2.0,1.0,,3.0,1.0,17.0,9.0,25.0,0,2.0,43.0,2.0,1.0,,
2024-25,12436923,3,4,Newcastle_United,Home,823941,219168,Alexander Isak,alexander-isak,F,False,,,,5.0,4.0,9.0,6.0,1.0,1.0,,,1.0,2.0,,1.0,11.0,3.0,,,0.00878445,1.0245,0.9954,1.0,0.0,1.0,,,1.0,,,,90.0,1.0,,,,,,,,10.0,,7.2,,,1.0,1.0,3.0,,,,1.0,7.0,5.0,12.0,3,1.0,29.0,4.0,,1.0,1.0
2024-25,12436923,3,4,Newcastle_United,Home,855647,201666,Harvey Barnes,harvey-barnes,F,False,,,,4.0,,4.0,1.0,,2.0,,,,,,,1.0,3.0,,,0.00844291,0.4981,0.9725,,0.0,1.0,,,,1.0,,,61.0,1.0,,,,,,,,4.0,,7.5,,,1.0,1.0,1.0,,,,,4.0,2.0,6.0,2,1.0,15.0,1.0,1.0,1.0,1.0
2024-25,12436923,3,4,Newcastle_United,Home,865167,235530,Lloyd Kelly,lloyd-kelly,D,False,1.0,,1.0,6.0,8.0,13.0,1.0,2.0,4.0,1.0,,,,,,2.0,4.0,,,0.0896369,0.1859,,1.0,1.0,,,,,1.0,1.0,,68.0,,,,,,,,,5.0,,7.2,,,1.0,4.0,1.0,1.0,,3.0,,8.0,10.0,17.0,1,,34.0,,2.0,1.0,
2024-25,12436923,3,4,Newcastle_United,Home,866191,180135,Sean Longstaff,sean-longstaff,M,False,,,1.0,6.0,14.0,20.0,,3.0,3.0,,,,,,2.0,4.0,9.0,,,0.00273229,,,2.0,0.0,,,,,3.0,,,68.0,,1.0,,,,,,,8.0,,7.1,,,,1.0,,,,1.0,,10.0,16.0,26.0,0,6.0,42.0,,1.0,,4.0
2024-25,12436923,3,4,Newcastle_United,Home,866469,208706,Bruno Guimarães,bruno-guimaraes,M,False,,,1.0,12.0,6.0,18.0,,,8.0,,,,2.0,,3.0,9.0,7.0,,,0.0123958,,,3.0,0.0,,,,,3.0,,,90.0,,,,,,,,,12.0,,6.5,,,,2.0,3.0,,,6.0,,14.0,10.0,24.0,0,1.0,46.0,2.0,4.0,2.0,
2024-25,12436923,3,4,Newcastle_United,Home,892673,432422,Sandro Tonali,sandro-tonali,M,True,,,,2.0,3.0,5.0,,,2.0,,,,1.0,,,2.0,2.0,,,0.00141927,,,1.0,0.0,,,,,1.0,,,22.0,,,,,,,,,1.0,,6.7,,,,1.0,,,,,,2.0,3.0,5.0,0,1.0,11.0,1.0,1.0,,1.0
2024-25,12436923,3,4,Newcastle_United,Home,914902,232826,Anthony Gordon,anthony-gordon,F,False,3.0,,,13.0,5.0,15.0,,,5.0,,,,1.0,,1.0,7.0,6.0,,,0.378749,,,2.0,0.0,,,,,1.0,3.0,,89.0,,,,,,,,,21.0,,6.7,,,,,4.0,9.0,,2.0,,27.0,8.0,26.0,0,3.0,55.0,,2.0,1.0,1.0
2024-25,12436923,3,4,Newcastle_United,Home,980634,441191,Tino Livramento,tino-livramento,D,False,,,1.0,7.0,14.0,21.0,,1.0,3.0,,,,,,2.0,3.0,4.0,,,0.00234609,,,,0.0,,,,,2.0,1.0,,90.0,,1.0,,,,,,,13.0,,7.4,,,,8.0,3.0,,,3.0,,11.0,18.0,29.0,0,,59.0,,1.0,2.0,
2024-25,12436923,3,4,Newcastle_United,Home,1122603,538207,William Osula,william-osula,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436923,3,4,Newcastle_United,Home,1125214,545477,Alex Murphy,alex-murphy,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436923,3,4,Newcastle_United,Home,1136730,487838,Lewis Hall,lewis-hall,D,True,,,1.0,1.0,3.0,4.0,2.0,,,,,,,,,2.0,,,,0.00039618,,,,0.0,,,,,,,,22.0,,1.0,,,,,,,2.0,,6.7,,,,,,,,1.0,,2.0,4.0,6.0,0,,10.0,,,,
2024-25,12436954,4,4,Newcastle_United,Away,42209,67089,Martin Dúbravka,martin-dubravka,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436954,4,4,Newcastle_United,Away,69256,77794,Kieran Trippier,kieran-trippier,D,True,1.0,,,8.0,2.0,9.0,1.0,,1.0,,,,,,,1.0,,,,0.016101,,,,0.0,,,,,,,,26.0,,,,,,,,,5.0,,6.6,,,,1.0,,3.0,,1.0,1.0,12.0,3.0,12.0,0,,19.0,,,,
2024-25,12436954,4,4,Newcastle_United,Away,99090,78916,Dan Burn,dan-burn,D,False,,,1.0,12.0,56.0,68.0,2.0,3.0,8.0,,,,,,,2.0,5.0,,,0.0229555,0.0254,,,0.0,,,,,,,,90.0,,,,,,,,,3.0,,7.1,,,1.0,3.0,,,,2.0,,13.0,57.0,70.0,1,2.0,79.0,1.0,,,2.0
2024-25,12436954,4,4,Newcastle_United,Away,101882,119471,Fabian Schär,fabian-schar,D,False,,,4.0,15.0,28.0,43.0,3.0,4.0,1.0,,,,,,,3.0,5.0,,,0.00927398,0.0713,0.3209,,0.0,1.0,,,,1.0,,,90.0,1.0,,,,,,,,8.0,,7.6,,,1.0,7.0,,,,7.0,,19.0,31.0,50.0,2,,65.0,,1.0,,
2024-25,12436954,4,4,Newcastle_United,Away,150396,111773,Emil Krafth,emil-krafth,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436954,4,4,Newcastle_United,Away,162653,98747,Nick Pope,nick-pope,G,False,,1.0,4.0,2.0,19.0,21.0,,1.0,5.0,,,,,,,,1.0,,,0.00014412,,,,0.0,,0.2569,1.0,,,,,90.0,,,,,,,,,10.0,,7.3,3.0,4.0,,2.0,,,1.0,14.0,,10.0,21.0,31.0,0,,41.0,,,,
2024-25,12436954,4,4,Newcastle_United,Away,333373,179018,Miguel Almirón,miguel-almiron,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436954,4,4,Newcastle_United,Away,372336,114243,Jacob Murphy,jacob-murphy,F,False,,,2.0,19.0,1.0,20.0,1.0,,1.0,,,,2.0,,5.0,9.0,,,,0.198445,0.1155,0.123,,0.0,,,,,,1.0,,90.0,1.0,,,,,,,,16.0,,6.5,,,,,1.0,2.0,,2.0,1.0,27.0,1.0,26.0,1,,41.0,,,,
2024-25,12436954,4,4,Newcastle_United,Away,560128,180974,Joelinton,joelinton,M,False,,,,17.0,8.0,25.0,,,2.0,,,,1.0,,1.0,5.0,2.0,,,0.0131909,,,2.0,0.0,,,,,1.0,,,45.0,,,,,,,,,7.0,,6.4,,,,1.0,1.0,,,,,20.0,9.0,29.0,0,2.0,37.0,1.0,,,2.0
2024-25,12436954,4,4,Newcastle_United,Away,823941,219168,Alexander Isak,alexander-isak,F,False,,,,7.0,2.0,9.0,1.0,,1.0,,,1.0,,,1.0,4.0,,,,0.156082,0.0538,,1.0,0.0,,,,,,1.0,,45.0,,,,,,,,,6.0,,6.6,,,,,1.0,,,,,10.0,2.0,12.0,1,,19.0,1.0,,,
2024-25,12436954,4,4,Newcastle_United,Away,855647,201666,Harvey Barnes,harvey-barnes,F,True,,,,9.0,3.0,12.0,,1.0,2.0,,1.0,1.0,,,,1.0,3.0,,,0.197924,0.5066,0.8221,,0.0,1.0,,,,,2.0,,45.0,1.0,,,,,,,,5.0,,7.5,,,1.0,1.0,3.0,1.0,,1.0,,13.0,3.0,15.0,3,,25.0,,,2.0,
2024-25,12436954,4,4,Newcastle_United,Away,865167,235530,Lloyd Kelly,lloyd-kelly,D,True,,,,1.0,2.0,3.0,,,2.0,,,,,,1.0,1.0,,,,0.00036794,,,,0.0,,,,,,,,12.0,,,,,,,,,2.0,,6.5,,,,2.0,,,,1.0,,2.0,2.0,4.0,0,,7.0,,,,
2024-25,12436954,4,4,Newcastle_United,Away,866191,180135,Sean Longstaff,sean-longstaff,M,False,,,,7.0,12.0,19.0,,,2.0,,,,3.0,,,4.0,,,,0.00985966,,,1.0,0.0,,,,,,,,45.0,,,,,,,,,2.0,,6.3,,,,,,,,,,9.0,12.0,21.0,0,,22.0,,,,
2024-25,12436954,4,4,Newcastle_United,Away,866469,208706,Bruno Guimarães,bruno-guimaraes,M,False,,,1.0,22.0,12.0,34.0,,,2.0,,,,3.0,,2.0,5.0,5.0,,,0.0362211,0.0262,0.1896,,1.0,,,,,,1.0,,87.0,1.0,1.0,,,,,,,8.0,,7.0,,,,,2.0,,,2.0,,25.0,14.0,39.0,1,,50.0,1.0,3.0,2.0,
2024-25,12436954,4,4,Newcastle_United,Away,888550,200089,Joe Willock,joe-willock,M,True,,,1.0,11.0,1.0,12.0,,,2.0,1.0,,1.0,,,,1.0,5.0,,,0.0792346,0.0899,,,1.0,,,,,,5.0,,45.0,,,,,,,,,3.0,,7.6,,,,1.0,2.0,1.0,,1.0,,13.0,1.0,13.0,1,2.0,22.0,,2.0,1.0,
2024-25,12436954,4,4,Newcastle_United,Away,892673,432422,Sandro Tonali,sandro-tonali,M,True,,,,12.0,3.0,15.0,,,2.0,,,,,,,1.0,3.0,,1.0,0.0251997,0.4236,0.2859,,0.0,,,,,2.0,,,45.0,2.0,,,,,,,,2.0,,7.1,,,,1.0,1.0,,,1.0,,13.0,3.0,16.0,2,1.0,25.0,,2.0,,1.0
