season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2024-25,12436920,3,1,Manchester_United,Home,859999,221820,Lisandro Martínez,lisandro-martinez,D,False,,,2.0,18.0,43.0,61.0,1.0,,,3.0,,1.0,,2.0,,,4.0,3.0,,1.0,0.0107975,0.3438,,1.0,0.0,,,,,,,,90.0,,,,,,,,4.0,,,6.0,,,1.0,,,6.0,,,,3.0,,19.0,46.0,65.0,,,1,3.0,77.0,,,,1.0
2024-25,12436949,4,1,Manchester_United,Away,30144,37642,Jonny Evans,jonny-evans,D,True,,,,8.0,8.0,16.0,1.0,,,1.0,,,,,,,1.0,1.0,,,0.00231347,,,,0.0,,,,,1.0,,,13.0,,,,,,,,,,,6.7,,,,,,,,,,,,8.0,8.0,16.0,,,0,1.0,20.0,,,,
2024-25,12436949,4,1,Manchester_United,Away,149380,95658,Harry Maguire,harry-maguire,D,True,,,,12.0,13.0,25.0,,,,,,,,,,,2.0,1.0,,,0.00522394,,,2.0,0.0,,,,,,,,16.0,,,,,,,,,,,6.5,,,,,,,1.0,,,,,12.0,13.0,25.0,,,0,,26.0,,,1.0,
2024-25,12436949,4,1,Manchester_United,Away,803031,209365,Matthijs de Ligt,matthijs-de-ligt,D,False,,,,14.0,45.0,59.0,,3.0,,1.0,,,,1.0,1.0,,2.0,6.0,,,0.00430377,0.4138,0.9803,1.0,0.0,1.0,,,,1.0,1.0,,87.0,2.0,1.0,,,,,,5.0,,,8.6,,,,,,6.0,,,,3.0,,18.0,46.0,64.0,,,2,2.0,78.0,,1.0,,1.0
2024-25,12436949,4,1,Manchester_United,Away,843200,216051,Diogo Dalot,diogo-dalot,D,False,,,3.0,23.0,52.0,75.0,,,,6.0,1.0,,,1.0,,,5.0,4.0,,,0.478156,,,4.0,1.0,,,,,2.0,2.0,,90.0,,,,1.0,,,,10.0,,,7.6,,,,,,2.0,1.0,1.0,,3.0,,27.0,54.0,80.0,,,0,1.0,96.0,2.0,2.0,1.0,1.0
2024-25,12436949,4,1,Manchester_United,Away,847030,230001,Noussair Mazraoui,noussair-mazraoui,D,False,,,2.0,17.0,19.0,36.0,1.0,,,6.0,,,,,,1.0,3.0,4.0,,,0.342032,0.1238,0.0139,1.0,0.0,,,,,,,,74.0,1.0,,,,,,,9.0,,,7.4,,,1.0,,,1.0,3.0,,,3.0,,20.0,23.0,43.0,,,2,,61.0,1.0,1.0,3.0,
2024-25,12436949,4,1,Manchester_United,Away,859999,221820,Lisandro Martínez,lisandro-martinez,D,False,,,1.0,12.0,46.0,58.0,,,,7.0,,,,,,,,3.0,,,0.0036347,,,,0.0,,,,,5.0,,,77.0,,,,,,,,2.0,,,7.3,,,,,,1.0,1.0,,,3.0,,14.0,46.0,60.0,,,0,2.0,70.0,,,1.0,2.0
2024-25,12436962,5,1,Manchester_United,Away,30144,37642,Jonny Evans,jonny-evans,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436962,5,1,Manchester_United,Away,149380,95658,Harry Maguire,harry-maguire,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436962,5,1,Manchester_United,Away,803031,209365,Matthijs de Ligt,matthijs-de-ligt,D,False,,,1.0,12.0,66.0,78.0,2.0,4.0,,2.0,,1.0,,,,,3.0,5.0,,,0.00406847,0.539,1.0368,1.0,0.0,,,,1.0,2.0,,,90.0,3.0,,,,,,,5.0,,,7.5,,,,,,2.0,,,,5.0,,16.0,67.0,83.0,,,3,,94.0,,1.0,,
2024-25,12436962,5,1,Manchester_United,Away,843200,216051,Diogo Dalot,diogo-dalot,D,False,,,2.0,21.0,32.0,53.0,2.0,2.0,,8.0,1.0,,,1.0,,,3.0,6.0,,,0.233147,,,,0.0,,,,,1.0,3.0,,90.0,,,,,,,,5.0,,,7.9,,,,,,2.0,2.0,,,4.0,,23.0,35.0,58.0,,,0,2.0,77.0,,,2.0,1.0
2024-25,12436962,5,1,Manchester_United,Away,847030,230001,Noussair Mazraoui,noussair-mazraoui,D,False,,,2.0,25.0,29.0,54.0,1.0,3.0,,7.0,,,,2.0,,2.0,10.0,10.0,,,0.069857,,,4.0,0.0,,,,,1.0,,,90.0,,,,,,,,17.0,,,7.1,,,,,,5.0,5.0,,,6.0,,35.0,32.0,67.0,,,0,3.0,100.0,,1.0,3.0,2.0
2024-25,12436962,5,1,Manchester_United,Away,859999,221820,Lisandro Martínez,lisandro-martinez,D,False,,,1.0,23.0,73.0,96.0,2.0,3.0,,3.0,,1.0,,,,,4.0,3.0,,,0.00858501,0.2051,0.2354,2.0,0.0,,,,,1.0,,,90.0,1.0,2.0,,,,,,16.0,,,7.0,,,,,,,,1.0,,7.0,,34.0,78.0,111.0,,,1,,119.0,,,,
2024-25,12436995,6,1,Manchester_United,Home,30144,37642,Jonny Evans,jonny-evans,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436995,6,1,Manchester_United,Home,143334,184667,Victor Lindelöf,victor-lindelof,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436995,6,1,Manchester_United,Home,803031,209365,Matthijs de Ligt,matthijs-de-ligt,D,False,,,1.0,5.0,24.0,29.0,,1.0,,2.0,,,,,,,1.0,3.0,,,0.00654108,0.17,,1.0,0.0,,,,,1.0,,,90.0,,3.0,,,,,,8.0,,,6.7,,,1.0,,,1.0,,1.0,,4.0,,9.0,28.0,36.0,,,1,1.0,49.0,,1.0,,
2024-25,12436995,6,1,Manchester_United,Home,843200,216051,Diogo Dalot,diogo-dalot,D,False,,,4.0,17.0,18.0,35.0,,1.0,,7.0,,,,,,,1.0,4.0,,,0.0182836,,,1.0,0.0,,,,,4.0,,,90.0,,,,,,,,14.0,,,6.6,,,,,,2.0,,,,9.0,,22.0,25.0,47.0,,,0,3.0,60.0,1.0,,,2.0
2024-25,12436995,6,1,Manchester_United,Home,847030,230001,Noussair Mazraoui,noussair-mazraoui,D,False,,,3.0,14.0,24.0,38.0,1.0,,,9.0,,,,2.0,,,4.0,5.0,,,0.0101854,,,2.0,0.0,,,,,1.0,,,90.0,,,,,,,,10.0,,,6.3,,,,,,3.0,,1.0,,8.0,,20.0,28.0,47.0,,,0,5.0,65.0,,,,2.0
2024-25,12436995,6,1,Manchester_United,Home,859999,221820,Lisandro Martínez,lisandro-martinez,D,False,,,5.0,11.0,30.0,41.0,1.0,2.0,,6.0,,,2.0,1.0,,,5.0,3.0,,,0.0267975,0.2356,0.0573,2.0,0.0,,,,,7.0,1.0,,90.0,1.0,,,,,,,7.0,,,7.2,,,1.0,,,4.0,1.0,1.0,,9.0,,16.0,31.0,46.0,,,4,,66.0,,1.0,,
2024-25,12437006,7,1,Manchester_United,Away,30144,37642,Jonny Evans,jonny-evans,D,False,,,1.0,11.0,25.0,36.0,,5.0,,3.0,,,,,,,1.0,11.0,,,0.0127263,0.1048,,1.0,0.0,,,,,,,,90.0,,1.0,,,,,,6.0,,,7.7,,,1.0,,,3.0,,,,4.0,,17.0,25.0,42.0,,,1,4.0,54.0,,2.0,,4.0
2024-25,12437006,7,1,Manchester_United,Away,143334,184667,Victor Lindelöf,victor-lindelof,D,True,1.0,,,2.0,11.0,12.0,,1.0,,1.0,,,,,,,2.0,4.0,,,0.0117555,,,2.0,0.0,,,,,1.0,,,45.0,,,,,,,,,,,6.8,,,,,,3.0,,1.0,,,,2.0,11.0,12.0,,,0,3.0,22.0,,,,
2024-25,12437006,7,1,Manchester_United,Away,149380,95658,Harry Maguire,harry-maguire,D,False,,,,5.0,14.0,19.0,,2.0,,1.0,,,,,,,1.0,2.0,,,0.00220656,,,1.0,0.0,,,,,1.0,,,45.0,,,,,,,,7.0,,,6.5,,,,,,1.0,,,,3.0,,9.0,16.0,25.0,,,0,,28.0,1.0,,,
2024-25,12437006,7,1,Manchester_United,Away,803031,209365,Matthijs de Ligt,matthijs-de-ligt,D,True,,,,6.0,7.0,13.0,3.0,1.0,,1.0,,,,,,,4.0,5.0,,,0.00381475,,,1.0,0.0,,,,,1.0,,,45.0,,,,,,,,4.0,,,6.8,,,,,,3.0,,,,,,7.0,10.0,17.0,,,0,4.0,26.0,,,,1.0
2024-25,12437006,7,1,Manchester_United,Away,843200,216051,Diogo Dalot,diogo-dalot,D,False,,,1.0,9.0,8.0,17.0,,,,1.0,,,,,,,,2.0,,,0.121296,,,,0.0,,,,,1.0,1.0,,90.0,,1.0,,,,,,8.0,,,7.3,,,,,,3.0,,,,4.0,,11.0,11.0,22.0,,,0,2.0,38.0,1.0,,,2.0
2024-25,12437006,7,1,Manchester_United,Away,847030,230001,Noussair Mazraoui,noussair-mazraoui,D,False,,,,10.0,11.0,21.0,,,,2.0,,,,,,,,2.0,,,0.00284219,,,,0.0,,,,,2.0,,,45.0,,,,,,,,6.0,,,7.0,,,,,,3.0,,,,,1.0,14.0,12.0,26.0,,,0,1.0,39.0,1.0,1.0,,1.0
2024-25,12437006,7,1,Manchester_United,Away,859999,221820,Lisandro Martínez,lisandro-martinez,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437034,8,1,Manchester_United,Home,30144,37642,Jonny Evans,jonny-evans,D,False,,,1.0,19.0,36.0,55.0,1.0,2.0,,6.0,,,,,,,1.0,4.0,,,0.0120494,,,,0.0,,,,,,,,89.0,,,,,,,,5.0,,,6.8,,,,,,4.0,,,,1.0,,21.0,39.0,60.0,,,0,2.0,66.0,,,,1.0
2024-25,12437034,8,1,Manchester_United,Home,143334,184667,Victor Lindelöf,victor-lindelof,D,True,,,,,1.0,1.0,1.0,,,,,,,,,,1.0,,,,1.062e-05,,,,0.0,,,,,,,,8.0,,,,,,,,,,,6.5,,,,,,,,,,,,,1.0,1.0,,,0,,1.0,,,,
2024-25,12437034,8,1,Manchester_United,Home,803031,209365,Matthijs de Ligt,matthijs-de-ligt,D,False,1.0,,1.0,18.0,24.0,41.0,2.0,2.0,,5.0,,,,,,,3.0,5.0,,,0.0109168,,,1.0,0.0,,,,,3.0,1.0,,90.0,,,,,,,,2.0,,,7.2,,,,,,3.0,,1.0,,2.0,,19.0,25.0,43.0,,,0,3.0,54.0,,,,2.0
2024-25,12437034,8,1,Manchester_United,Home,843200,216051,Diogo Dalot,diogo-dalot,D,False,,,2.0,17.0,16.0,33.0,1.0,4.0,,7.0,,1.0,,,,,2.0,4.0,,,0.0121526,0.1672,0.1494,1.0,0.0,,,,,,,,90.0,1.0,,,,,,,6.0,,,6.7,,,,,,3.0,,1.0,,3.0,,20.0,17.0,36.0,,,1,,52.0,1.0,,,
2024-25,12437034,8,1,Manchester_United,Home,847030,230001,Noussair Mazraoui,noussair-mazraoui,D,True,,,,,1.0,1.0,,1.0,,,,,,,,,,3.0,,,2.5e-06,,,,0.0,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,1.0,,,3.0,3.0,,,0,2.0,6.0,,,,1.0
2024-25,12437034,8,1,Manchester_United,Home,859999,221820,Lisandro Martínez,lisandro-martinez,D,False,,,2.0,23.0,10.0,33.0,,1.0,,2.0,,,,2.0,,,2.0,4.0,,,0.0192439,0.021,0.012,,0.0,,,,,2.0,1.0,,90.0,1.0,,,,,,,11.0,,,7.2,,,,,,2.0,,,,5.0,,32.0,10.0,42.0,,,1,3.0,63.0,,,,2.0
2024-25,12437050,9,1,Manchester_United,Away,30144,37642,Jonny Evans,jonny-evans,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437050,9,1,Manchester_United,Away,143334,184667,Victor Lindelöf,victor-lindelof,D,True,,,1.0,8.0,6.0,14.0,2.0,,,,,,,,,,2.0,,,,0.00778183,,,,0.0,,,,,,,,20.0,,,,,,,,2.0,,,6.4,,,,,,,,,,1.0,,10.0,6.0,16.0,,,0,,17.0,,,,
2024-25,12437050,9,1,Manchester_United,Away,803031,209365,Matthijs de Ligt,matthijs-de-ligt,D,False,,,,19.0,34.0,53.0,1.0,3.0,,2.0,,,,2.0,,,6.0,3.0,,,0.00537611,,,3.0,0.0,,,,,2.0,,,90.0,,,,1.0,,,,2.0,,,6.2,,,,,,3.0,,,,,,20.0,34.0,54.0,,,0,,64.0,,,,
2024-25,12437050,9,1,Manchester_United,Away,843200,216051,Diogo Dalot,diogo-dalot,D,False,1.0,,,29.0,8.0,36.0,,2.0,,4.0,,1.0,,1.0,,1.0,3.0,6.0,,,0.150331,0.4619,,1.0,0.0,,,,,2.0,3.0,,90.0,,,,,,,,16.0,,,7.3,,,1.0,,,3.0,1.0,2.0,,1.0,,37.0,12.0,47.0,,,1,2.0,74.0,1.0,1.0,1.0,1.0
2024-25,12437050,9,1,Manchester_United,Away,847030,230001,Noussair Mazraoui,noussair-mazraoui,D,False,,,1.0,19.0,18.0,37.0,,1.0,,3.0,,,,2.0,,1.0,4.0,8.0,,,0.195271,,,1.0,0.0,,,,,,,,84.0,,1.0,,,,,,6.0,,,7.5,,,,,,7.0,1.0,,,1.0,,21.0,20.0,41.0,,,0,5.0,71.0,1.0,1.0,1.0,3.0
2024-25,12437050,9,1,Manchester_United,Away,859999,221820,Lisandro Martínez,lisandro-martinez,D,False,,,1.0,15.0,39.0,54.0,2.0,2.0,,3.0,,,,,,,2.0,7.0,,,0.00559214,,,,0.0,,,,,,,,90.0,,,,,,,,7.0,,,7.0,,,,,,5.0,,1.0,,4.0,,21.0,40.0,60.0,,,0,5.0,77.0,,,,4.0
2024-25,12437055,10,1,Manchester_United,Home,30144,37642,Jonny Evans,jonny-evans,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437055,10,1,Manchester_United,Home,143334,184667,Victor Lindelöf,victor-lindelof,D,True,,,,1.0,3.0,4.0,,1.0,,1.0,,,,,,,,1.0,,,0.0155799,,,,0.0,,,,,1.0,1.0,,13.0,,,,,,,,1.0,,,6.8,,,,,,,,,,,,1.0,4.0,5.0,,,0,,7.0,,,,
2024-25,12437055,10,1,Manchester_United,Home,803031,209365,Matthijs de Ligt,matthijs-de-ligt,D,False,,,,7.0,31.0,38.0,2.0,1.0,,2.0,,,,,,,3.0,1.0,,,0.0010454,,,1.0,0.0,,,,,1.0,,,90.0,,2.0,,,,,,2.0,,,6.7,,,,,,1.0,,,,2.0,,9.0,31.0,40.0,,,0,,45.0,,,,
2024-25,12437055,10,1,Manchester_United,Home,843200,216051,Diogo Dalot,diogo-dalot,D,False,,,5.0,14.0,19.0,33.0,,1.0,,4.0,,,,,,,2.0,5.0,,,0.00686593,,,1.0,0.0,,,,,1.0,,,90.0,,1.0,,,,,,9.0,,,6.8,,,,,,2.0,1.0,,,10.0,,18.0,23.0,41.0,,,0,4.0,59.0,,,,2.0
2024-25,12437055,10,1,Manchester_United,Home,847030,230001,Noussair Mazraoui,noussair-mazraoui,D,False,,,,17.0,16.0,33.0,,,,4.0,,,,2.0,,,3.0,13.0,,,0.0199733,,,1.0,0.0,,,,,2.0,,,90.0,,1.0,,,,,,3.0,,,7.9,,,,,,2.0,5.0,,,1.0,,19.0,17.0,36.0,,,0,6.0,63.0,,2.0,5.0,4.0
2024-25,12437055,10,1,Manchester_United,Home,859999,221820,Lisandro Martínez,lisandro-martinez,D,False,,,1.0,9.0,47.0,56.0,1.0,,,4.0,,,,,,,4.0,3.0,,,0.00211783,,,3.0,0.0,,,,,2.0,,,90.0,,1.0,,,,,,8.0,,,6.8,,,,,,2.0,1.0,,,4.0,,14.0,50.0,64.0,,,0,2.0,73.0,,,1.0,
2024-25,12436494,11,1,Manchester_United,Home,30144,37642,Jonny Evans,jonny-evans,D,True,,,,1.0,13.0,14.0,,,5.0,2.0,,,,1.0,,,1.0,2.0,,,0.00102158,,,,0.0,,,,,,,,33.0,,,,,,,,4.0,0.0,,6.6,,,,,35.987338689092,2.0,1.0,,,2.0,,2.0,15.0,17.0,8.3090988573861,,0,,22.0,,1.0,1.0,
2024-25,12436494,11,1,Manchester_United,Home,143334,184667,Victor Lindelöf,victor-lindelof,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436494,11,1,Manchester_United,Home,803031,209365,Matthijs de Ligt,matthijs-de-ligt,D,False,,,,11.0,44.0,55.0,1.0,1.0,19.0,6.0,,,,,,2.0,3.0,1.0,,,0.00337826,,,,0.0,,,,,,,,90.0,,,,,,,,7.0,1.0,,6.7,,,,,166.19945738225,4.0,,,,2.0,,15.0,44.0,59.0,61.358329053704,55.834243829392,0,,68.0,1.0,,,
2024-25,12436494,11,1,Manchester_United,Home,843200,216051,Diogo Dalot,diogo-dalot,D,False,,,1.0,9.0,15.0,24.0,3.0,,5.0,1.0,,,,6.0,,,12.0,3.0,,,0.00923167,,,3.0,0.0,,,,,,,,57.0,,,,,,,,7.0,1.0,,6.4,,,,,39.004669426201,1.0,,1.0,,2.0,,14.0,15.0,28.0,19.412629261593,17.00919057451,0,3.0,42.0,1.0,,,3.0
2024-25,12436494,11,1,Manchester_United,Home,847030,230001,Noussair Mazraoui,noussair-mazraoui,D,False,2.0,,,22.0,12.0,32.0,1.0,2.0,19.0,4.0,,,1.0,3.0,,,4.0,9.0,,,0.234299,0.0174,,,0.0,,,,,,1.0,,90.0,,,,,,,,8.0,3.0,,7.4,,,,,212.22718538186,2.0,2.0,3.0,,,,26.0,14.0,37.0,114.87702186269,62.234940255044,1,5.0,64.0,,,2.0,2.0
2024-25,12436494,11,1,Manchester_United,Home,859999,221820,Lisandro Martínez,lisandro-martinez,D,False,,,1.0,32.0,39.0,71.0,,2.0,31.0,7.0,,,,,,,,6.0,,,0.0143543,,,,0.0,,,,,1.0,,1.0,90.0,,,,,,,,11.0,0.0,,7.4,,,,,216.43847670566,3.0,,,,7.0,,37.0,44.0,81.0,112.89586829195,,0,3.0,95.0,,1.0,,1.0
2024-25,12436497,12,1,Manchester_United,Away,30144,37642,Jonny Evans,jonny-evans,D,False,,,1.0,4.0,43.0,47.0,,1.0,,3.0,,,,1.0,,,4.0,3.0,,,0.00170713,,,3.0,0.0,,,,,3.0,,,56.0,,,,,,,,6.0,,,6.6,,,,,,3.0,,,,1.0,,6.0,46.0,52.0,,,0,,63.0,1.0,3.0,,
2024-25,12436497,12,1,Manchester_United,Away,190839,106760,Luke Shaw,luke-shaw,D,True,,,1.0,22.0,30.0,52.0,,,,4.0,,,,,,,,1.0,,,0.0111263,,,,0.0,,,,,1.0,,,34.0,,,,,,,,8.0,,,6.8,,,,,,,,,,4.0,,25.0,34.0,59.0,,,0,1.0,63.0,1.0,,,1.0
