season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2020-21,9258868,1,1,Manchester_United,Away,149380,95658,Harry Maguire,harry-maguire,D,False,,,2.0,14.0,30.0,44.0,1.0,4.0,6.0,,,,,,3.0,8.0,,,2.0,,,,,,,,90.0,,1.0,,,,,,16.0,,7.2,,,,,3.0,,,,7.0,,22.0,38.0,60.0,0,1.0,74.0,,3.0,,1.0
2020-21,9258868,1,1,Manchester_United,Away,190839,106760,Luke Shaw,luke-shaw,D,False,2.0,,,32.0,24.0,54.0,1.0,3.0,5.0,,,,1.0,,3.0,7.0,,,1.0,,,,,,2.0,,90.0,,,,,,,,16.0,,7.3,,,,,2.0,,7.0,,2.0,,41.0,27.0,61.0,0,3.0,80.0,1.0,1.0,,3.0
2020-21,9258868,1,1,Manchester_United,Away,312110,152590,Alex Telles,alex-telles,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,9258868,1,1,Manchester_United,Away,606346,197365,Eric Bailly,eric-bailly,D,False,,,1.0,10.0,36.0,46.0,3.0,3.0,9.0,,,,,,4.0,3.0,,,1.0,,,,,2.0,,,90.0,,3.0,,,,,,11.0,,7.3,,,,,4.0,,,,8.0,,16.0,40.0,56.0,0,,67.0,1.0,,,
2020-21,9258868,1,1,Manchester_United,Away,817979,180804,Axel Tuanzebe,axel-tuanzebe,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,9258868,1,1,Manchester_United,Away,863653,214590,Aaron Wan-Bissaka,aaron-wan-bissaka,D,False,,,,26.0,17.0,43.0,,3.0,6.0,,,,,,3.0,8.0,,,2.0,,,,,1.0,1.0,,90.0,,,,,,,,14.0,,7.6,,,,,4.0,1.0,1.0,,2.0,,32.0,22.0,53.0,0,5.0,82.0,,,,1.0
2020-21,8896928,2,1,Manchester_United,Home,143334,184667,Victor Lindelöf,victor-lindelof,D,False,,,3.0,44.0,37.0,81.0,1.0,1.0,5.0,,,,,,2.0,2.0,,,2.0,,,,,,,,90.0,,1.0,,1.0,,,,5.0,,6.4,,,1.0,,7.0,,,,5.0,,44.0,41.0,85.0,1,,101.0,1.0,1.0,,
2020-21,8896928,2,1,Manchester_United,Home,149380,95658,Harry Maguire,harry-maguire,D,False,,,6.0,40.0,42.0,82.0,1.0,3.0,11.0,,,,,,3.0,6.0,,,2.0,,,,,4.0,,,90.0,,,,,,,,10.0,,7.0,,,1.0,,2.0,,,,8.0,,47.0,44.0,91.0,1,1.0,105.0,1.0,2.0,,1.0
2020-21,8896928,2,1,Manchester_United,Home,190839,106760,Luke Shaw,luke-shaw,D,False,,,4.0,45.0,14.0,59.0,1.0,1.0,3.0,,,,,,2.0,6.0,,,,,,,,1.0,,,90.0,,,,,,,,23.0,,6.9,,,,,1.0,5.0,4.0,,5.0,,64.0,14.0,74.0,0,1.0,104.0,1.0,,4.0,1.0
2020-21,8896928,2,1,Manchester_United,Home,606346,197365,Eric Bailly,eric-bailly,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896928,2,1,Manchester_United,Home,795260,201084,Timothy Fosu-Mensah,timothy-fosu-mensah,D,False,1.0,,1.0,39.0,22.0,60.0,1.0,1.0,7.0,1.0,,1.0,,2.0,4.0,5.0,,,1.0,,,,,3.0,2.0,,81.0,,,,,,,,13.0,,7.0,,,,,1.0,2.0,4.0,,2.0,1.0,48.0,22.0,66.0,1,2.0,87.0,,,2.0,
2020-21,8896928,2,1,Manchester_United,Home,863653,214590,Aaron Wan-Bissaka,aaron-wan-bissaka,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896929,3,1,Manchester_United,Away,143334,184667,Victor Lindelöf,victor-lindelof,D,False,,,,11.0,30.0,41.0,1.0,1.0,6.0,,,,,,1.0,3.0,,,,,,,,3.0,,,90.0,,1.0,,,,,,5.0,,7.3,,,,,8.0,,,,2.0,,13.0,33.0,46.0,0,2.0,63.0,,,,2.0
2020-21,8896929,3,1,Manchester_United,Away,149380,95658,Harry Maguire,harry-maguire,D,False,,,5.0,13.0,28.0,41.0,,2.0,3.0,,,1.0,1.0,,2.0,4.0,,,1.0,,,,,,,,90.0,,,,,,,,9.0,,6.5,,,,,6.0,,,,10.0,,19.0,31.0,50.0,1,,59.0,,2.0,,
2020-21,8896929,3,1,Manchester_United,Away,190839,106760,Luke Shaw,luke-shaw,D,False,,,,18.0,21.0,39.0,,1.0,6.0,,,,2.0,,3.0,6.0,,,1.0,,,,,,,,90.0,,1.0,,,,,,11.0,,6.7,,,,,3.0,1.0,2.0,,1.0,,27.0,22.0,47.0,0,1.0,65.0,,3.0,1.0,1.0
2020-21,8896929,3,1,Manchester_United,Away,606346,197365,Eric Bailly,eric-bailly,D,True,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,1.0,,,8.0,,,,,,,,1.0,,6.5,,,,,,,,,,,,3.0,3.0,0,,5.0,,,,
2020-21,8896929,3,1,Manchester_United,Away,795260,201084,Timothy Fosu-Mensah,timothy-fosu-mensah,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896929,3,1,Manchester_United,Away,863653,214590,Aaron Wan-Bissaka,aaron-wan-bissaka,D,False,,,,11.0,20.0,31.0,2.0,1.0,4.0,,,,2.0,1.0,9.0,5.0,,,2.0,,,,,2.0,,,90.0,,1.0,,,,,,9.0,,6.3,,,,,1.0,2.0,,,2.0,,14.0,22.0,36.0,0,3.0,61.0,1.0,1.0,,3.0
2020-21,8896904,4,1,Manchester_United,Home,143334,184667,Victor Lindelöf,victor-lindelof,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896904,4,1,Manchester_United,Home,149380,95658,Harry Maguire,harry-maguire,D,False,,,1.0,11.0,33.0,44.0,,3.0,4.0,,,,,1.0,2.0,3.0,1.0,,1.0,,,,,1.0,,,90.0,,,,,,,,11.0,,5.0,,,,,1.0,,,,4.0,,20.0,34.0,54.0,0,,58.0,,,,
2020-21,8896904,4,1,Manchester_United,Home,190839,106760,Luke Shaw,luke-shaw,D,False,1.0,,,14.0,12.0,25.0,,1.0,,,,,1.0,3.0,7.0,5.0,,,3.0,,,,,2.0,1.0,,90.0,,1.0,,,,,,16.0,,5.6,,,,,3.0,3.0,4.0,,1.0,,22.0,13.0,31.0,0,,62.0,1.0,2.0,2.0,
2020-21,8896904,4,1,Manchester_United,Home,606346,197365,Eric Bailly,eric-bailly,D,False,,,1.0,6.0,24.0,30.0,,2.0,5.0,,,,,,2.0,3.0,1.0,,2.0,,,,,1.0,,,90.0,,4.0,,,,,,7.0,,5.8,,,,,4.0,1.0,,,2.0,,8.0,27.0,35.0,0,,47.0,2.0,,1.0,
2020-21,8896904,4,1,Manchester_United,Home,863653,214590,Aaron Wan-Bissaka,aaron-wan-bissaka,D,False,,,1.0,20.0,17.0,37.0,1.0,,6.0,,,,1.0,,2.0,7.0,,,,,,,,1.0,,,90.0,,2.0,,,,,,7.0,,6.6,,,,,,1.0,1.0,,1.0,,22.0,21.0,42.0,0,5.0,66.0,1.0,1.0,1.0,2.0
2020-21,8897001,5,1,Manchester_United,Away,143334,184667,Victor Lindelöf,victor-lindelof,D,False,,,,11.0,34.0,45.0,3.0,3.0,5.0,,,,1.0,,5.0,3.0,,,2.0,,,,,,,,90.0,,1.0,,,,,,5.0,,6.5,,,,,4.0,,,,2.0,,14.0,36.0,50.0,0,,56.0,,,,
2020-21,8897001,5,1,Manchester_United,Away,149380,95658,Harry Maguire,harry-maguire,D,False,,,7.0,21.0,45.0,66.0,1.0,7.0,7.0,,,,,,3.0,9.0,,,2.0,,1.0,,,4.0,,,90.0,2.0,,,,,,,15.0,,7.9,,,1.0,,3.0,,,,12.0,,31.0,50.0,81.0,3,,95.0,,2.0,,
2020-21,8897001,5,1,Manchester_United,Away,190839,106760,Luke Shaw,luke-shaw,D,False,,,1.0,36.0,24.0,60.0,1.0,4.0,11.0,,,,,,5.0,7.0,,,2.0,,,,,1.0,2.0,,90.0,1.0,,1.0,,,,,19.0,,6.9,,,,,,2.0,3.0,,3.0,,48.0,27.0,72.0,1,2.0,97.0,,1.0,,1.0
2020-21,8897001,5,1,Manchester_United,Away,312110,152590,Alex Telles,alex-telles,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8897001,5,1,Manchester_United,Away,606346,197365,Eric Bailly,eric-bailly,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8897001,5,1,Manchester_United,Away,863653,214590,Aaron Wan-Bissaka,aaron-wan-bissaka,D,False,,,,17.0,21.0,38.0,1.0,1.0,5.0,,,,1.0,2.0,7.0,5.0,,,1.0,,1.0,,,1.0,2.0,,90.0,2.0,,,,,,,19.0,,7.4,,,,,2.0,3.0,3.0,,,,26.0,24.0,47.0,2,2.0,73.0,2.0,1.0,1.0,2.0
