season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2015-16,6767929,1,1,Manchester_United,Home,10589,18892,Ashley Young,ashley-young,D,False,,,3.0,17.0,6.0,23.0,,,8.0,,,,,,,,6.0,3.0,,,1.0,,,,,3.0,1.0,,90.0,1.0,,,,,,,6.5,,,,,2.0,5.0,6.0,,6.0,,30.0,7.0,31.0,1,1.0,57.0,1.0,2.0,,
2015-16,6767929,1,1,Manchester_United,Home,11820,20695,Antonio Valencia,antonio-valencia,D,True,,,,2.0,1.0,3.0,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,9.0,,,,,,,,6.6,,,,,1.0,,,,,,2.0,3.0,5.0,0,,9.0,,,,
2015-16,6767929,1,1,Manchester_United,Home,19352,40002,Matteo Darmian,matteo-darmian,D,False,1.0,,2.0,19.0,13.0,31.0,,,5.0,,,,,,,1.0,1.0,4.0,,,,,,,,,1.0,,81.0,,,,,,,,7.2,,,,,5.0,,2.0,,5.0,,25.0,13.0,36.0,0,3.0,58.0,,1.0,,
2015-16,6767929,1,1,Manchester_United,Home,44864,58877,Daley Blind,daley-blind,D,False,,,4.0,17.0,31.0,48.0,1.0,,5.0,,,,2.0,,,1.0,6.0,3.0,,,1.0,,,,,2.0,,,90.0,,1.0,,,,,,6.9,,,,,3.0,1.0,,,8.0,,22.0,34.0,56.0,0,3.0,69.0,,,,
2015-16,6767929,1,1,Manchester_United,Home,47741,55909,Chris Smalling,chris-smalling,D,False,,,3.0,12.0,34.0,46.0,,,10.0,,,,,,,,,5.0,,,,,,,,3.0,,,90.0,,1.0,,,,,,7.8,,,,,7.0,,,,11.0,,20.0,35.0,55.0,0,5.0,72.0,,,,
2015-16,6767929,1,1,Manchester_United,Home,190839,106760,Luke Shaw,luke-shaw,D,False,,,2.0,24.0,15.0,39.0,4.0,5.0,8.0,,,,1.0,,,3.0,10.0,8.0,,,1.0,,,,,,,,90.0,,,,,,,,6.6,,,,,5.0,1.0,,,4.0,,30.0,17.0,47.0,0,2.0,74.0,1.0,1.0,,
2015-16,6767929,1,1,Manchester_United,Home,592876,160817,Paddy McNair,paddy-mcnair,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6767951,2,1,Manchester_United,Away,10589,18892,Ashley Young,ashley-young,D,True,,,1.0,5.0,,5.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,8.0,,,,,,,,6.5,,,,,,1.0,,,1.0,,6.0,,6.0,0,,8.0,,1.0,,
2015-16,6767951,2,1,Manchester_United,Away,11820,20695,Antonio Valencia,antonio-valencia,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6767951,2,1,Manchester_United,Away,19352,40002,Matteo Darmian,matteo-darmian,D,False,,,2.0,18.0,17.0,35.0,,,2.0,,,,1.0,,,,3.0,8.0,,,2.0,,,,,5.0,,,90.0,,,,,,,,7.8,,,,,7.0,,1.0,,9.0,,25.0,21.0,45.0,0,7.0,72.0,,1.0,,
2015-16,6767951,2,1,Manchester_United,Away,44864,58877,Daley Blind,daley-blind,D,False,,,2.0,22.0,43.0,65.0,3.0,3.0,6.0,,,,1.0,,,,4.0,6.0,,,,,,,,2.0,,,90.0,,,,,,,,7.4,,,,,10.0,,,,5.0,,24.0,44.0,68.0,0,2.0,84.0,1.0,1.0,,
