season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2016-17,7089878,1,90,Burnley,Home,921,1801,Paul Robinson,paul-robinson,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7089878,1,90,Burnley,Home,18122,21205,Tom Heaton,tom-heaton,G,False,,,16.0,16.0,8.0,24.0,,,14.0,,,,,,1.0,,,,,,,,,1.0,,,,,90.0,,,,,,,,19.0,,7.7,4.0,7.0,,,,,,,35.0,,35.0,8.0,43.0,0,,51.0,,,,
2016-17,7090382,2,90,Burnley,Home,921,1801,Paul Robinson,paul-robinson,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090382,2,90,Burnley,Home,18122,21205,Tom Heaton,tom-heaton,G,False,,,14.0,13.0,2.0,15.0,,,9.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,20.0,1.0,7.5,1.0,5.0,,,1.0,,,,34.0,,32.0,3.0,35.0,0,,44.0,,,,
2016-17,7090021,3,90,Burnley,Away,921,1801,Paul Robinson,paul-robinson,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090021,3,90,Burnley,Away,18122,21205,Tom Heaton,tom-heaton,G,False,,,6.0,6.0,3.0,9.0,,,8.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,13.0,,7.0,5.0,6.0,,,,,,,19.0,,18.0,4.0,22.0,0,,36.0,,,,
2016-17,7090041,4,90,Burnley,Home,921,1801,Paul Robinson,paul-robinson,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090041,4,90,Burnley,Home,18122,21205,Tom Heaton,tom-heaton,G,False,,,11.0,11.0,10.0,21.0,,,7.0,,,,,,,,,,,,,,,1.0,,,,,90.0,,,,,,,,9.0,,6.6,1.0,2.0,,,,,,,20.0,,19.0,11.0,30.0,0,,37.0,,,,
2016-17,7090050,5,90,Burnley,Away,921,1801,Paul Robinson,paul-robinson,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090050,5,90,Burnley,Away,18122,21205,Tom Heaton,tom-heaton,G,False,,,6.0,5.0,3.0,8.0,,,7.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,20.0,,6.3,2.0,4.0,,,,,,,25.0,,21.0,7.0,28.0,0,,34.0,,,,
2016-17,7090057,6,90,Burnley,Home,921,1801,Paul Robinson,paul-robinson,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090057,6,90,Burnley,Home,18122,21205,Tom Heaton,tom-heaton,G,False,,,12.0,11.0,1.0,12.0,,,8.0,,,,,,,,,,,,,,,1.0,,,,,90.0,,,,,,,,15.0,1.0,7.4,2.0,2.0,,,1.0,,,,27.0,,25.0,2.0,27.0,0,,33.0,,,,
2016-17,7090071,7,90,Burnley,Home,921,1801,Paul Robinson,paul-robinson,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090071,7,90,Burnley,Home,18122,21205,Tom Heaton,tom-heaton,G,False,,3.0,12.0,9.0,4.0,13.0,,1.0,10.0,,,,,,,,,1.0,,,,,,1.0,,,,,90.0,,,,,,,,20.0,,6.8,2.0,2.0,,,,,,3.0,31.0,,28.0,4.0,32.0,0,,40.0,,,,
2016-17,7090077,8,90,Burnley,Away,921,1801,Paul Robinson,paul-robinson,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090077,8,90,Burnley,Away,18122,21205,Tom Heaton,tom-heaton,G,False,,2.0,8.0,8.0,,8.0,,,13.0,,,,,,,,,,,,,,,2.0,,,,,90.0,,,,,1.0,,,23.0,,8.0,7.0,11.0,,,,,,2.0,30.0,,30.0,,30.0,0,,50.0,,,,
2016-17,7090102,9,90,Burnley,Home,921,1801,Paul Robinson,paul-robinson,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090102,9,90,Burnley,Home,18122,21205,Tom Heaton,tom-heaton,G,False,,,10.0,10.0,2.0,12.0,,,10.0,,,,,,,,,,,,,,,,,1.0,,,90.0,,,,,,,,15.0,,7.4,3.0,7.0,,,,,,,25.0,,23.0,4.0,27.0,0,,40.0,,,,
2016-17,7090110,10,90,Burnley,Away,921,1801,Paul Robinson,paul-robinson,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090110,10,90,Burnley,Away,18122,21205,Tom Heaton,tom-heaton,G,False,,,10.0,9.0,2.0,11.0,,,18.0,,,,,,,,,,,,,,,4.0,,,,,90.0,,,,,,,,26.0,,9.1,8.0,11.0,,,,,,,35.0,,33.0,3.0,36.0,0,,57.0,,,,
2016-17,7090130,11,90,Burnley,Home,921,1801,Paul Robinson,paul-robinson,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090130,11,90,Burnley,Home,18122,21205,Tom Heaton,tom-heaton,G,False,,1.0,13.0,11.0,3.0,14.0,,,14.0,,,,,,,,,,,,,,,2.0,,,,,90.0,,,,,1.0,,,24.0,,6.9,3.0,3.0,,,,,,1.0,37.0,,34.0,4.0,38.0,0,,46.0,,,,
