team_dir,season,matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,result,accuratePass,aerialLost,aerialWon,attPenGoal,attSetpiece,blockedScoringAtt,challengeLost,cleanSheet,cornerTaken,dispossessed,duelLost,duelWon,effectiveClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,goalAssist,goals,goalsAgainst,goalsConceded,goalsFor,halfTimeAgainst,halfTimeFor,hitWoodwork,interception,ontargetAttAssist,ontargetScoringAtt,outfielderBlock,ownGoals,penAreaEntries,penaltyWon,possLostAll,possessionPercentage,redCard,redCardsAgainst,redCardsFor,saves,shotOffTarget,totalAttAssist,totalClearance,totalOffside,totalPass,totalScoringAtt,totalTackle,touchesInOppBox,wonCorners,wonTackle,yellowCard
Portsmouth_47,2009-10,284107,11,2009-10-31 15:00:00,"Fratton Park, Portsmouth",18212,Home,Portsmouth,Wigan,W,277.0,15.0,10.0,1.0,2.0,6.0,9.0,1.0,7.0,17.0,58.0,59.0,19.0,,,86.0,10.0,10.0,3.0,4.0,0,,4,0,2,,32.0,10.0,8.0,3.0,,25.0,1.0,141.0,48.9,0.0,0,0,,11.0,18.0,25.0,5.0,357.0,25.0,32.0,,7.0,23.0,0.0
Portsmouth_47,2009-10,284111,12,2009-11-07 15:00:00,"Ewood Park, Blackburn",23110,Away,Portsmouth,Blackburn,L,210.0,17.0,12.0,,1.0,1.0,6.0,,5.0,11.0,59.0,39.0,25.0,,,63.0,18.0,10.0,1.0,1.0,3,3.0,1,0,1,,18.0,1.0,2.0,2.0,,17.0,,182.0,47.3,0.0,0,0,,6.0,5.0,47.0,1.0,320.0,9.0,16.0,,5.0,11.0,0.0
Portsmouth_47,2009-10,284127,13,2009-11-22 16:00:00,"bet365 Stadium, Stoke",27069,Away,Portsmouth,Stoke,L,221.0,14.0,11.0,,3.0,6.0,10.0,,4.0,16.0,60.0,48.0,16.0,,,90.0,14.0,16.0,,,1,1.0,0,0,0,,7.0,9.0,5.0,,,21.0,1.0,173.0,58.1,0.0,0,0,,7.0,14.0,39.0,2.0,317.0,18.0,18.0,,4.0,14.0,0.0
Portsmouth_47,2009-10,284136,14,2009-11-28 15:00:00,"Fratton Park, Portsmouth",20482,Home,Portsmouth,Man Utd,L,250.0,7.0,13.0,1.0,3.0,6.0,10.0,,4.0,14.0,52.0,46.0,22.0,,,70.0,16.0,12.0,,1.0,4,4.0,1,1,1,1.0,13.0,9.0,8.0,5.0,,24.0,1.0,129.0,40.5,0.0,0,0,,10.0,17.0,34.0,1.0,322.0,24.0,17.0,,4.0,14.0,0.0
Portsmouth_47,2009-10,284146,15,2009-12-05 12:45:00,"Fratton Park, Portsmouth",17822,Home,Portsmouth,Burnley,W,212.0,12.0,13.0,,3.0,1.0,6.0,1.0,5.0,16.0,56.0,49.0,21.0,,,64.0,17.0,15.0,2.0,2.0,0,,2,0,0,,19.0,4.0,5.0,4.0,,37.0,1.0,175.0,46.9,0.0,0,0,4.0,6.0,9.0,42.0,3.0,313.0,12.0,19.0,13.0,5.0,15.0,0.0
Portsmouth_47,2009-10,284158,16,2009-12-12 15:00:00,"Stadium of Light, Sunderland",37578,Away,Portsmouth,Sunderland,D,280.0,19.0,19.0,,,1.0,7.0,,6.0,20.0,68.0,67.0,25.0,,,67.0,14.0,12.0,,1.0,1,1.0,1,1,0,,11.0,2.0,5.0,6.0,,17.0,,195.0,55.0,0.0,0,1,,3.0,4.0,41.0,2.0,403.0,9.0,29.0,,6.0,24.0,0.0
Portsmouth_47,2009-10,284168,17,2009-12-16 19:45:00,"Stamford Bridge, London",40137,Away,Portsmouth,Chelsea,L,246.0,13.0,13.0,,3.0,2.0,7.0,,2.0,14.0,51.0,52.0,21.0,,1.0,74.0,11.0,10.0,,1.0,2,2.0,1,1,0,,19.0,2.0,2.0,6.0,,18.0,,164.0,39.7,0.0,0,0,,4.0,6.0,41.0,4.0,341.0,8.0,22.0,,2.0,19.0,0.0
Portsmouth_47,2009-10,284176,18,2009-12-19 12:45:00,"Fratton Park, Portsmouth",20534,Home,Portsmouth,Liverpool,W,273.0,6.0,11.0,,1.0,5.0,10.0,1.0,8.0,13.0,45.0,63.0,23.0,,,86.0,8.0,11.0,1.0,2.0,0,,2,0,1,,18.0,4.0,3.0,1.0,,26.0,,182.0,45.6,0.0,1,0,,7.0,8.0,51.0,1.0,373.0,15.0,36.0,,8.0,30.0,0.0
Portsmouth_47,2009-10,284188,19,2009-12-26 13:00:00,"Boleyn Ground, London",33686,Away,Portsmouth,West Ham,L,259.0,15.0,22.0,,,6.0,11.0,,4.0,20.0,72.0,60.0,23.0,,,87.0,21.0,9.0,,,2,2.0,0,1,0,,18.0,6.0,3.0,3.0,,28.0,,174.0,50.0,0.0,0,0,,5.0,9.0,39.0,4.0,353.0,14.0,20.0,,4.0,15.0,0.0
Portsmouth_47,2009-10,284196,20,2009-12-30 19:45:00,"Fratton Park, Portsmouth",20404,Home,Portsmouth,Arsenal,L,224.0,16.0,13.0,,,3.0,10.0,,2.0,13.0,67.0,42.0,15.0,,,67.0,16.0,3.0,1.0,1.0,4,4.0,1,2,0,,25.0,2.0,4.0,8.0,1.0,24.0,,181.0,34.8,0.0,0,0,,5.0,7.0,38.0,5.0,324.0,12.0,21.0,,2.0,16.0,0.0
Portsmouth_47,2009-10,284203,21,2010-02-03 20:00:00,"Craven Cottage, London",21934,Away,Portsmouth,Fulham,L,336.0,26.0,15.0,,,4.0,7.0,,5.0,13.0,65.0,55.0,11.0,1.0,1.0,92.0,13.0,12.0,,,1,1.0,0,0,0,,18.0,8.0,5.0,6.0,,24.0,,187.0,51.1,0.0,0,0,,5.0,11.0,27.0,1.0,451.0,14.0,20.0,,5.0,15.0,0.0
Portsmouth_47,2009-10,284216,22,2010-03-09 19:45:00,"Fratton Park, Portsmouth",18465,Home,Portsmouth,Birmingham,L,305.0,17.0,12.0,,,4.0,4.0,,6.0,13.0,50.0,54.0,8.0,,,87.0,12.0,14.0,1.0,1.0,2,2.0,1,2,0,,14.0,5.0,4.0,4.0,,32.0,,181.0,51.0,0.0,0,0,,5.0,10.0,25.0,2.0,411.0,13.0,19.0,,6.0,11.0,0.0
Portsmouth_47,2009-10,284222,23,2010-01-26 19:45:00,"Fratton Park, Portsmouth",18322,Home,Portsmouth,West Ham,D,299.0,19.0,23.0,,,3.0,10.0,,6.0,19.0,73.0,57.0,13.0,,,97.0,17.0,10.0,1.0,1.0,1,1.0,1,0,0,1.0,22.0,5.0,8.0,2.0,,33.0,,187.0,50.1,0.0,0,0,,6.0,11.0,27.0,1.0,409.0,17.0,19.0,,6.0,18.0,0.0
Portsmouth_47,2009-10,284236,24,2010-01-31 13:30:00,"Etihad Stadium, Manchester",44015,Away,Portsmouth,Man City,L,306.0,6.0,7.0,,,1.0,9.0,,7.0,13.0,50.0,33.0,20.0,,,71.0,16.0,9.0,,,2,2.0,0,2,0,1.0,20.0,3.0,4.0,2.0,,20.0,,150.0,44.3,0.0,0,0,,8.0,6.0,29.0,5.0,393.0,13.0,14.0,,7.0,11.0,0.0
Portsmouth_47,2009-10,284246,25,2010-02-06 15:00:00,"Old Trafford, Manchester",74684,Away,Portsmouth,Man Utd,L,307.0,11.0,8.0,,,3.0,11.0,,1.0,12.0,54.0,36.0,18.0,,,56.0,11.0,9.0,,,5,5.0,0,2,0,,17.0,5.0,3.0,4.0,2.0,10.0,,139.0,41.2,0.0,0,0,,2.0,6.0,40.0,,386.0,8.0,14.0,,1.0,13.0,0.0
Portsmouth_47,2009-10,284252,26,2010-02-09 19:45:00,"Fratton Park, Portsmouth",16242,Home,Portsmouth,Sunderland,D,307.0,18.0,16.0,,3.0,6.0,8.0,,8.0,9.0,59.0,56.0,22.0,,,80.0,10.0,15.0,1.0,1.0,1,1.0,1,1,0,,14.0,8.0,5.0,3.0,,38.0,,157.0,55.2,0.0,2,1,,6.0,12.0,32.0,1.0,387.0,17.0,15.0,,8.0,9.0,0.0
Portsmouth_47,2009-10,284266,27,2010-02-20 17:30:00,"Fratton Park, Portsmouth",17208,Home,Portsmouth,Stoke,L,262.0,31.0,20.0,,,10.0,3.0,,7.0,9.0,63.0,55.0,20.0,,,74.0,12.0,10.0,,1.0,2,2.0,1,0,1,,18.0,7.0,3.0,3.0,,19.0,,178.0,57.2,0.0,1,0,,3.0,8.0,40.0,2.0,363.0,16.0,18.0,,7.0,15.0,0.0
Portsmouth_47,2009-10,284272,28,2010-02-27 15:00:00,"Turf Moor, Burnley",19714,Away,Portsmouth,Burnley,W,286.0,19.0,19.0,1.0,,2.0,8.0,,3.0,7.0,60.0,49.0,20.0,,,73.0,13.0,13.0,1.0,2.0,1,1.0,2,1,1,1.0,22.0,5.0,6.0,4.0,,21.0,2.0,174.0,52.4,0.0,0,1,,7.0,10.0,36.0,5.0,394.0,15.0,14.0,,3.0,8.0,0.0
Portsmouth_47,2009-10,284286,29,2010-03-24 19:45:00,"Fratton Park, Portsmouth",18753,Home,Portsmouth,Chelsea,L,248.0,11.0,10.0,,1.0,5.0,3.0,,1.0,12.0,41.0,38.0,20.0,1.0,,73.0,11.0,12.0,,,5,5.0,0,1,0,,16.0,1.0,,1.0,,14.0,,128.0,40.2,0.0,0,0,,4.0,5.0,29.0,1.0,326.0,9.0,14.0,,1.0,8.0,0.0
Portsmouth_47,2009-10,284295,30,2010-03-15 20:00:00,"Anfield, Liverpool",40316,Away,Portsmouth,Liverpool,L,239.0,3.0,11.0,,1.0,,8.0,,4.0,8.0,47.0,49.0,13.0,1.0,,58.0,16.0,10.0,1.0,1.0,4,4.0,1,3,0,,24.0,3.0,3.0,6.0,,16.0,,134.0,35.1,0.0,0,0,,6.0,6.0,26.0,1.0,321.0,9.0,17.0,,4.0,14.0,0.0
Portsmouth_47,2009-10,284306,31,2010-03-20 15:00:00,"Fratton Park, Portsmouth",16513,Home,Portsmouth,Hull,W,373.0,28.0,16.0,,,9.0,3.0,,11.0,12.0,53.0,37.0,11.0,,,69.0,7.0,8.0,2.0,3.0,2,2.0,3,1,1,,18.0,6.0,3.0,2.0,,21.0,,144.0,59.0,0.0,0,0,,7.0,10.0,20.0,2.0,455.0,19.0,10.0,,11.0,7.0,0.0
Portsmouth_47,2009-10,284317,32,2010-03-27 15:00:00,"White Hart Lane, London",35870,Away,Portsmouth,Spurs,L,280.0,16.0,19.0,,,,10.0,,2.0,23.0,71.0,53.0,12.0,1.0,,64.0,10.0,6.0,,,2,2.0,0,2,0,,13.0,3.0,3.0,4.0,,24.0,,170.0,47.8,0.0,0,0,,6.0,7.0,24.0,1.0,386.0,9.0,22.0,,2.0,19.0,0.0
Portsmouth_47,2009-10,284327,33,2010-04-03 15:00:00,"Fratton Park, Portsmouth",16207,Home,Portsmouth,Blackburn,D,278.0,12.0,11.0,,1.0,3.0,9.0,1.0,1.0,12.0,50.0,51.0,29.0,,,45.0,13.0,9.0,,,0,,0,0,0,,13.0,4.0,2.0,3.0,,13.0,,153.0,50.6,0.0,0,1,,3.0,6.0,44.0,2.0,366.0,8.0,20.0,,1.0,16.0,0.0
Portsmouth_47,2009-10,284338,34,2010-04-14 19:45:00,"The Brick Community Stadium, Wigan",14323,Away,Portsmouth,Wigan,D,198.0,11.0,20.0,,,1.0,16.0,1.0,3.0,17.0,57.0,64.0,14.0,,1.0,45.0,9.0,16.0,,,0,,0,0,0,,18.0,2.0,1.0,7.0,,8.0,,163.0,38.5,0.0,0,0,,4.0,5.0,40.0,2.0,297.0,6.0,25.0,,3.0,20.0,0.0
Portsmouth_47,2009-10,284345,35,2010-04-18 16:00:00,"Fratton Park, Portsmouth",16523,Home,Portsmouth,Aston Villa,L,260.0,11.0,8.0,,,9.0,11.0,,7.0,14.0,52.0,54.0,16.0,,,59.0,5.0,11.0,1.0,1.0,2,2.0,1,1,1,1.0,18.0,13.0,6.0,,,18.0,,152.0,42.7,0.0,0,0,,4.0,15.0,30.0,3.0,346.0,19.0,25.0,,7.0,19.0,0.0
Portsmouth_47,2009-10,284352,36,2010-04-24 15:00:00,"Toughsheet Community Stadium, Bolton",20526,Away,Portsmouth,Bolton,D,229.0,19.0,10.0,,,3.0,7.0,,5.0,13.0,68.0,57.0,18.0,,,66.0,14.0,17.0,2.0,2.0,2,2.0,2,2,0,1.0,22.0,7.0,5.0,2.0,,17.0,,152.0,45.8,0.0,0,0,,8.0,12.0,30.0,1.0,314.0,16.0,21.0,,5.0,16.0,0.0
Portsmouth_47,2009-10,284365,37,2010-05-01 15:00:00,"Fratton Park, Portsmouth",19213,Home,Portsmouth,Wolves,W,196.0,10.0,5.0,,1.0,3.0,1.0,,7.0,8.0,34.0,33.0,20.0,,2.0,68.0,11.0,13.0,3.0,3.0,1,1.0,3,1,2,,12.0,8.0,6.0,3.0,,37.0,,150.0,44.3,0.0,0,0,8.0,4.0,11.0,41.0,5.0,284.0,13.0,11.0,18.0,7.0,8.0,0.0
Portsmouth_47,2009-10,284375,38,2010-05-09 16:00:00,"Goodison Park, Liverpool",38730,Away,Portsmouth,Everton,L,253.0,10.0,17.0,,,1.0,8.0,,1.0,9.0,43.0,51.0,21.0,,,57.0,12.0,11.0,,,1,1.0,0,0,0,,24.0,5.0,4.0,7.0,,5.0,,111.0,36.7,0.0,0,0,,6.0,10.0,30.0,5.0,320.0,11.0,18.0,,1.0,12.0,0.0
