team_dir,season,matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,result,accuratePass,aerialLost,aerialWon,attPenGoal,attSetpiece,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedPass,blockedScoringAtt,challengeLost,cleanSheet,cornerTaken,dispossessed,duelLost,duelWon,effectiveClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,goalAssist,goals,goalsAgainst,goalsConceded,goalsFor,halfTimeAgainst,halfTimeFor,hitWoodwork,interception,ontargetAttAssist,ontargetScoringAtt,outfielderBlock,ownGoals,penAreaEntries,penaltyWon,possLostAll,possessionPercentage,redCard,redCardsAgainst,redCardsFor,saves,shotOffTarget,totalAttAssist,totalClearance,totalDistance,totalOffside,totalPass,totalScoringAtt,totalTackle,touchesInOppBox,wonCorners,wonTackle,yellowCard
Newcastle_4,2010-11,321663,1,2010-08-16 20:00:00,"Old Trafford, Manchester",75221,Away,Newcastle,Man Utd,L,233.0,10.0,22.0,,,1.0,1.0,,,1.0,6.0,,3.0,13.0,45.0,61.0,19.0,,,,,,,60.0,7.0,9.0,,,3,3.0,0,2,0,,35.0,3.0,4.0,8.0,,19.0,,151.0,34.4,0.0,0,0,,4.0,7.0,32.0,,,313.0,9.0,21.0,,3.0,13.0,0.0
Newcastle_4,2010-11,321672,2,2010-08-22 13:30:00,"St. James' Park, Newcastle",43546,Home,Newcastle,Aston Villa,W,288.0,12.0,14.0,,1.0,4.0,3.0,4.0,,4.0,,1.0,9.0,14.0,53.0,51.0,8.0,,,,,,,80.0,15.0,12.0,3.0,6.0,0,,6,0,3,,13.0,10.0,11.0,2.0,,27.0,,171.0,50.1,0.0,0,0,,2.0,11.0,18.0,,1.0,380.0,17.0,19.0,,10.0,14.0,0.0
Newcastle_4,2010-11,321686,3,2010-08-28 15:00:00,"Molineux Stadium, Wolverhampton",27745,Away,Newcastle,Wolves,D,257.0,16.0,21.0,,3.0,2.0,3.0,,,2.0,,,3.0,16.0,58.0,60.0,25.0,,,,,,,60.0,21.0,20.0,1.0,1.0,1,1.0,1,1,0,,10.0,4.0,4.0,1.0,,28.0,,183.0,55.1,0.0,0,0,,5.0,8.0,46.0,,3.0,350.0,11.0,13.0,,3.0,11.0,0.0
Newcastle_4,2010-11,321692,4,2010-09-11 15:00:00,"St. James' Park, Newcastle",49597,Home,Newcastle,Blackpool,L,305.0,10.0,19.0,,2.0,2.0,5.0,,,7.0,8.0,,3.0,5.0,46.0,56.0,8.0,,,,,,,86.0,16.0,14.0,,,2,2.0,0,1,0,1.0,12.0,10.0,7.0,1.0,,38.0,,168.0,56.5,0.0,0,0,,7.0,16.0,17.0,,4.0,396.0,21.0,8.0,,3.0,8.0,0.0
Newcastle_4,2010-11,321700,5,2010-09-18 15:00:00,"Goodison Park, Liverpool",38019,Away,Newcastle,Everton,W,293.0,13.0,8.0,,2.0,,,,,1.0,4.0,1.0,6.0,15.0,62.0,51.0,13.0,,,,,,,57.0,22.0,15.0,1.0,1.0,0,,1,0,1,,24.0,3.0,4.0,4.0,,17.0,,176.0,48.3,0.0,0,0,,5.0,5.0,28.0,,1.0,366.0,10.0,20.0,,6.0,18.0,0.0
Newcastle_4,2010-11,321714,6,2010-09-26 16:10:00,"St. James' Park, Newcastle",41915,Home,Newcastle,Stoke,L,378.0,19.0,10.0,1.0,,1.0,1.0,1.0,,5.0,,,3.0,21.0,53.0,47.0,10.0,,,,,,,63.0,8.0,10.0,,1.0,2,2.0,1,0,1,,12.0,6.0,3.0,1.0,1.0,30.0,1.0,186.0,63.0,0.0,0,0,,6.0,9.0,28.0,,2.0,472.0,14.0,16.0,,3.0,15.0,0.0
Newcastle_4,2010-11,321720,7,2010-10-03 13:30:00,"Etihad Stadium, Manchester",46067,Away,Newcastle,Man City,L,344.0,5.0,11.0,,1.0,1.0,1.0,1.0,,1.0,11.0,,4.0,21.0,61.0,47.0,18.0,,,,,,,68.0,13.0,11.0,,1.0,2,2.0,1,1,1,,16.0,1.0,3.0,3.0,,25.0,,164.0,48.1,0.0,0,0,,5.0,5.0,29.0,,,414.0,9.0,18.0,,4.0,14.0,0.0
Newcastle_4,2010-11,321735,8,2010-10-16 15:00:00,"St. James' Park, Newcastle",44415,Home,Newcastle,Wigan,D,374.0,4.0,10.0,,,4.0,2.0,2.0,,3.0,7.0,,6.0,22.0,61.0,55.0,7.0,,,,,,,70.0,16.0,16.0,2.0,2.0,2,2.0,2,2,0,,12.0,6.0,4.0,,,33.0,,147.0,57.5,0.0,0,0,,7.0,11.0,13.0,,1.0,449.0,14.0,23.0,,6.0,19.0,0.0
Newcastle_4,2010-11,321745,9,2010-10-23 17:30:00,"Boleyn Ground, London",34486,Away,Newcastle,West Ham,W,435.0,20.0,15.0,,,1.0,,1.0,,6.0,6.0,,6.0,23.0,65.0,53.0,14.0,,,,,,,73.0,6.0,12.0,1.0,2.0,1,1.0,2,1,1,,16.0,9.0,5.0,4.0,,30.0,,173.0,59.3,0.0,0,0,,4.0,11.0,22.0,,,523.0,15.0,21.0,,6.0,18.0,0.0
Newcastle_4,2010-11,321755,10,2010-10-31 13:30:00,"St. James' Park, Newcastle",51988,Home,Newcastle,Sunderland,W,324.0,17.0,17.0,1.0,1.0,4.0,3.0,4.0,,8.0,3.0,,8.0,19.0,63.0,63.0,9.0,,,,,,,73.0,10.0,19.0,2.0,5.0,1,1.0,5,0,3,1.0,10.0,8.0,8.0,3.0,,25.0,1.0,160.0,54.4,0.0,1,0,,9.0,13.0,22.0,,1.0,396.0,25.0,19.0,,8.0,11.0,0.0
