team_dir,season,matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,result,accuratePass,aerialLost,aerialWon,attPenGoal,attSetpiece,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedPass,blockedScoringAtt,challengeLost,cleanSheet,cornerTaken,dispossessed,duelLost,duelWon,effectiveClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,goalAssist,goals,goalsAgainst,goalsConceded,goalsFor,halfTimeAgainst,halfTimeFor,hitWoodwork,interception,ontargetAttAssist,ontargetScoringAtt,outfielderBlock,ownGoals,penAreaEntries,penaltyWon,possLostAll,possessionPercentage,redCard,redCardsAgainst,redCardsFor,saves,shotOffTarget,totalAttAssist,totalClearance,totalDistance,totalOffside,totalPass,totalScoringAtt,totalTackle,touchesInOppBox,wonCorners,wonTackle,yellowCard
Chelsea_8,2009-10,284003,1,2009-08-15 12:45:00,"Stamford Bridge, London",41597.0,Home,Chelsea,Hull,W,433.0,16.0,19.0,,,,,,,6.0,5.0,,12.0,13.0,56.0,51.0,22.0,,,,,,,86.0,14.0,15.0,1.0,2.0,1,1.0,2,1,1,,6.0,11.0,10.0,2.0,,32.0,,140.0,67.6,0.0,0,0,,17.0,24.0,38.0,,2.0,507.0,33.0,14.0,,12.0,9.0,0.0
Chelsea_8,2009-10,284015,2,2009-08-18 19:45:00,"Stadium of Light, Sunderland",41179.0,Away,Chelsea,Sunderland,W,572.0,14.0,15.0,1.0,,,,,,9.0,,,14.0,13.0,47.0,52.0,20.0,,,,,,,92.0,11.0,15.0,2.0,3.0,1,1.0,3,1,0,,9.0,12.0,6.0,2.0,,36.0,1.0,155.0,73.9,0.0,0,0,,12.0,22.0,35.0,,1.0,658.0,27.0,13.0,,14.0,10.0,0.0
Chelsea_8,2009-10,284023,3,2009-08-23 16:00:00,"Craven Cottage, London",25404.0,Away,Chelsea,Fulham,W,481.0,15.0,14.0,,1.0,,,,,4.0,5.0,1.0,7.0,10.0,44.0,52.0,17.0,,,,,,,85.0,11.0,11.0,2.0,2.0,0,,2,0,1,,22.0,7.0,4.0,1.0,,33.0,,152.0,60.3,0.0,0,0,,8.0,13.0,31.0,,5.0,574.0,16.0,15.0,,7.0,12.0,0.0
Chelsea_8,2009-10,284033,4,2009-08-29 12:45:00,"Stamford Bridge, London",40906.0,Home,Chelsea,Burnley,W,492.0,11.0,8.0,,,,,,,8.0,10.0,1.0,10.0,23.0,61.0,56.0,9.0,,1.0,,,,,73.0,9.0,5.0,3.0,3.0,0,,3,0,1,1.0,26.0,19.0,15.0,1.0,,47.0,,147.0,60.0,0.0,0,0,,10.0,28.0,17.0,,3.0,570.0,33.0,25.0,57.0,10.0,20.0,0.0
Chelsea_8,2009-10,284046,5,2009-09-12 15:00:00,"bet365 Stadium, Stoke",27440.0,Away,Chelsea,Stoke,W,392.0,10.0,15.0,,,,,,,15.0,3.0,,14.0,10.0,43.0,52.0,10.0,1.0,1.0,,,,,82.0,12.0,14.0,2.0,2.0,1,1.0,2,1,1,,9.0,13.0,6.0,,,31.0,,160.0,72.2,0.0,0,0,,8.0,18.0,25.0,,1.0,475.0,29.0,17.0,,14.0,17.0,0.0
Chelsea_8,2009-10,284054,6,2009-09-20 16:00:00,"Stamford Bridge, London",41623.0,Home,Chelsea,Spurs,W,310.0,15.0,7.0,,,,,,,7.0,2.0,1.0,11.0,11.0,40.0,37.0,14.0,,,,,,,64.0,8.0,10.0,3.0,3.0,0,,3,0,1,2.0,21.0,12.0,10.0,2.0,,19.0,,117.0,49.1,0.0,0,0,,11.0,22.0,19.0,,2.0,373.0,28.0,17.0,,11.0,13.0,0.0
Chelsea_8,2009-10,284069,7,2009-09-26 15:00:00,"The Brick Community Stadium, Wigan",18542.0,Away,Chelsea,Wigan,L,318.0,15.0,10.0,,,,,,,6.0,7.0,,7.0,17.0,54.0,54.0,6.0,,,,,,,73.0,15.0,11.0,1.0,1.0,3,3.0,1,1,0,,23.0,6.0,2.0,,,16.0,,153.0,53.2,0.0,0,1,,8.0,13.0,13.0,,3.0,419.0,16.0,23.0,,7.0,18.0,0.0
Chelsea_8,2009-10,284074,8,2009-10-04 16:00:00,"Stamford Bridge, London",41732.0,Home,Chelsea,Liverpool,W,322.0,13.0,19.0,,3.0,,,,,3.0,7.0,1.0,5.0,11.0,65.0,79.0,26.0,,,,,,,87.0,15.0,17.0,2.0,2.0,0,,2,0,0,,21.0,7.0,8.0,5.0,,22.0,,168.0,51.0,0.0,0,0,,6.0,11.0,49.0,,,417.0,17.0,31.0,,5.0,22.0,0.0
Chelsea_8,2009-10,284081,9,2009-10-17 12:45:00,"Villa Park, Birmingham",39047.0,Away,Chelsea,Aston Villa,L,457.0,17.0,13.0,,,,,,,7.0,1.0,,9.0,19.0,64.0,63.0,18.0,1.0,1.0,,,,,80.0,13.0,19.0,1.0,1.0,2,2.0,1,1,1,,21.0,12.0,7.0,3.0,,24.0,,152.0,65.5,0.0,0,0,,7.0,18.0,27.0,,3.0,544.0,21.0,19.0,,9.0,13.0,0.0
Chelsea_8,2009-10,284093,10,2009-10-24 17:30:00,"Stamford Bridge, London",40836.0,Home,Chelsea,Blackburn,W,501.0,13.0,7.0,1.0,1.0,,,,,4.0,2.0,1.0,8.0,12.0,42.0,35.0,12.0,,,,,,,70.0,8.0,10.0,2.0,5.0,0,,5,0,1,,16.0,13.0,13.0,2.0,,34.0,1.0,133.0,68.1,0.0,0,0,,11.0,20.0,29.0,,1.0,566.0,28.0,10.0,,8.0,6.0,0.0
Chelsea_8,2009-10,284102,11,2009-10-31 15:00:00,"Toughsheet Community Stadium, Bolton",22680.0,Away,Chelsea,Bolton,W,448.0,16.0,8.0,1.0,2.0,,,,,8.0,4.0,1.0,9.0,13.0,49.0,46.0,25.0,,,,,,,75.0,7.0,11.0,3.0,4.0,0,,4,0,1,1.0,11.0,18.0,14.0,4.0,,16.0,1.0,135.0,65.4,0.0,1,0,,11.0,29.0,38.0,,4.0,521.0,33.0,13.0,,10.0,8.0,0.0
Chelsea_8,2009-10,284112,12,2009-11-08 16:00:00,"Stamford Bridge, London",41836.0,Home,Chelsea,Man Utd,W,323.0,15.0,8.0,,1.0,,,,,3.0,5.0,1.0,,8.0,50.0,43.0,18.0,,,,,,,58.0,13.0,15.0,1.0,1.0,0,,1,0,0,,25.0,5.0,6.0,7.0,,24.0,,144.0,47.4,0.0,0,0,,3.0,8.0,35.0,,1.0,400.0,12.0,12.0,,,11.0,0.0
