team_dir,season,matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,result,accuratePass,aerialLost,aerialWon,attPenGoal,attSetpiece,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedScoringAtt,challengeLost,cleanSheet,cornerTaken,dispossessed,duelLost,duelWon,effectiveClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,goalAssist,goals,goalsAgainst,goalsConceded,goalsFor,halfTimeAgainst,halfTimeFor,hitWoodwork,interception,ontargetAttAssist,ontargetScoringAtt,outfielderBlock,penAreaEntries,penaltyWon,possLostAll,possessionPercentage,redCard,redCardsAgainst,redCardsFor,saves,shotOffTarget,totalAttAssist,totalClearance,totalOffside,totalPass,totalScoringAtt,totalTackle,touchesInOppBox,wonCorners,wonTackle,yellowCard
Reading_108,2012-13,442005,1,2012-08-18 15:00:00,"Select Car Leasing Stadium, Reading",23973,Home,Reading,Stoke,D,203.0,46.0,22.0,1.0,,,,1.0,2.0,3.0,,4.0,9.0,77.0,55.0,29.0,1.0,1.0,74.0,11.0,17.0,,1.0,1,1.0,1,1,0,,6.0,2.0,2.0,4.0,31.0,1.0,186.0,52.6,0.0,1,0,,6.0,7.0,57.0,1.0,299.0,10.0,13.0,,4.0,10.0,0.0
Reading_108,2012-13,442016,2,2012-12-11 19:45:00,"Stadium of Light, Sunderland",37723,Away,Reading,Sunderland,L,263.0,35.0,21.0,,2.0,,,,5.0,5.0,,8.0,17.0,72.0,55.0,11.0,,,87.0,12.0,8.0,,,3,3.0,0,2,0,,8.0,4.0,3.0,3.0,25.0,,205.0,50.7,0.0,0,0,,7.0,10.0,26.0,2.0,386.0,15.0,19.0,,8.0,11.0,0.0
Reading_108,2012-13,442019,3,2012-08-22 19:45:00,"Stamford Bridge, London",41733,Away,Reading,Chelsea,L,158.0,28.0,12.0,,,,,,1.0,12.0,,5.0,9.0,66.0,37.0,22.0,1.0,,58.0,14.0,12.0,1.0,2.0,4,4.0,2,1,2,,20.0,3.0,4.0,6.0,11.0,,150.0,28.4,0.0,0,0,,2.0,4.0,38.0,,234.0,7.0,10.0,,5.0,8.0,0.0
Reading_108,2012-13,442036,4,2012-09-16 16:00:00,"Select Car Leasing Stadium, Reading",24160,Home,Reading,Spurs,L,233.0,20.0,16.0,,,1.0,,1.0,2.0,8.0,,7.0,7.0,54.0,47.0,10.0,,1.0,71.0,5.0,10.0,1.0,1.0,3,3.0,1,1,0,,13.0,3.0,2.0,4.0,23.0,,180.0,42.3,0.0,0,0,,2.0,3.0,20.0,1.0,314.0,6.0,18.0,,7.0,13.0,0.0
Reading_108,2012-13,442046,5,2012-09-22 15:00:00,"The Hawthorns, West Bromwich",23854,Away,Reading,West Brom,L,286.0,22.0,20.0,,1.0,,,,3.0,5.0,,1.0,10.0,45.0,53.0,18.0,,,91.0,7.0,14.0,,,1,1.0,0,0,0,,14.0,4.0,1.0,1.0,29.0,,170.0,47.1,0.0,0,0,,6.0,7.0,33.0,1.0,382.0,10.0,14.0,,1.0,10.0,0.0
Reading_108,2012-13,442056,6,2012-09-29 15:00:00,"Select Car Leasing Stadium, Reading",24097,Home,Reading,Newcastle,D,230.0,41.0,29.0,,1.0,,,,2.0,11.0,,6.0,12.0,82.0,65.0,19.0,,,96.0,8.0,9.0,2.0,2.0,2,2.0,2,0,0,1.0,15.0,7.0,5.0,3.0,20.0,,206.0,47.4,0.0,0,0,,9.0,10.0,30.0,3.0,348.0,16.0,21.0,,6.0,15.0,0.0
Reading_108,2012-13,442064,7,2012-10-06 15:00:00,"Swansea.com Stadium, Swansea",20336,Away,Reading,Swansea,D,131.0,27.0,27.0,,,,,,2.0,5.0,,3.0,7.0,58.0,57.0,21.0,,,67.0,11.0,9.0,1.0,2.0,2,2.0,2,0,2,,20.0,3.0,5.0,6.0,20.0,,168.0,28.5,0.0,0,0,,2.0,5.0,43.0,5.0,224.0,9.0,19.0,,3.0,14.0,0.0
Reading_108,2012-13,442070,8,2012-10-20 15:00:00,"Anfield, Liverpool",44874,Away,Reading,Liverpool,L,247.0,20.0,15.0,,,1.0,1.0,,3.0,11.0,,5.0,12.0,59.0,56.0,15.0,,1.0,80.0,6.0,13.0,,,1,1.0,0,1,0,,21.0,3.0,3.0,8.0,13.0,,186.0,43.2,0.0,0,0,,4.0,6.0,22.0,3.0,366.0,10.0,22.0,,5.0,14.0,0.0
Reading_108,2012-13,442085,9,2012-10-27 15:00:00,"Select Car Leasing Stadium, Reading",24093,Home,Reading,Fulham,D,198.0,28.0,11.0,,4.0,2.0,2.0,2.0,1.0,4.0,,6.0,8.0,53.0,40.0,22.0,,,68.0,6.0,16.0,2.0,3.0,3,3.0,3,0,1,,17.0,6.0,8.0,5.0,23.0,,156.0,34.1,0.0,0,0,,6.0,11.0,30.0,1.0,288.0,15.0,11.0,,6.0,6.0,0.0
Reading_108,2012-13,442093,10,2012-11-04 13:30:00,"MATRADE Loftus Road, London",16797,Away,Reading,QPR,D,186.0,26.0,21.0,,2.0,,,,5.0,13.0,,8.0,5.0,79.0,57.0,29.0,1.0,,78.0,17.0,11.0,,1.0,1,1.0,1,0,1,1.0,16.0,7.0,3.0,5.0,19.0,,183.0,43.9,0.0,0,0,,11.0,15.0,44.0,4.0,279.0,19.0,15.0,,8.0,13.0,0.0
