team_dir,season,matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,result,accuratePass,aerialLost,aerialWon,attPenGoal,attSetpiece,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedPass,blockedScoringAtt,challengeLost,cleanSheet,cornerTaken,dispossessed,duelLost,duelWon,effectiveClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,goalAssist,goals,goalsAgainst,goalsConceded,goalsFor,halfTimeAgainst,halfTimeFor,hitWoodwork,interception,ontargetAttAssist,ontargetScoringAtt,outfielderBlock,penAreaEntries,penaltyWon,possLostAll,possessionPercentage,redCard,redCardsAgainst,redCardsFor,saves,shotOffTarget,totalAttAssist,totalClearance,totalOffside,totalPass,totalScoringAtt,totalTackle,touchesInOppBox,wonCorners,wonTackle,yellowCard
Cardiff_97,2018-19,987764,18,2018-12-22 17:30:00,"Cardiff City Stadium, Cardiff",33028,Home,Cardiff,Man Utd,L,137.0,23.0,11.0,1.0,2.0,,,1.0,18.0,1.0,10.0,,4.0,9.0,62.0,45.0,15.0,,,43.0,13.0,12.0,,1.0,5,5.0,1,3,1,1.0,13.0,2.0,3.0,4.0,28.0,1.0,129.0,25.7,0.0,0,0,4.0,5.0,6.0,15.0,3.0,209.0,9.0,17.0,12.0,4.0,11.0,0.0
Cardiff_97,2018-19,987774,19,2018-12-26 15:00:00,"Selhurst Park, London",25206,Away,Cardiff,Crystal Palace,D,203.0,22.0,24.0,,,1.0,2.0,,13.0,1.0,14.0,1.0,1.0,5.0,57.0,57.0,47.0,,,56.0,11.0,9.0,,,0,,0,0,0,,13.0,3.0,4.0,13.0,20.0,,140.0,37.6,0.0,0,0,5.0,4.0,7.0,47.0,3.0,303.0,9.0,20.0,15.0,1.0,6.0,0.0
Cardiff_97,2018-19,987786,20,2018-12-29 15:00:00,"King Power Stadium, Leicester",32047,Away,Cardiff,Leicester,W,188.0,31.0,23.0,,,,,,15.0,6.0,9.0,1.0,4.0,10.0,75.0,55.0,34.0,,,57.0,16.0,13.0,1.0,1.0,0,,1,0,0,1.0,17.0,4.0,3.0,6.0,32.0,,149.0,37.8,0.0,0,0,7.0,3.0,6.0,34.0,1.0,273.0,12.0,15.0,16.0,5.0,8.0,0.0
Cardiff_97,2018-19,987794,21,2019-01-01 17:30:00,"Cardiff City Stadium, Cardiff",32485,Home,Cardiff,Spurs,L,216.0,14.0,14.0,,,1.0,1.0,,20.0,,9.0,,5.0,6.0,37.0,40.0,14.0,2.0,3.0,44.0,6.0,6.0,,,3,3.0,0,3,0,,10.0,2.0,3.0,3.0,23.0,,119.0,26.9,0.0,0,0,1.0,2.0,4.0,14.0,6.0,290.0,5.0,14.0,17.0,5.0,8.0,0.0
Cardiff_97,2018-19,987804,22,2019-01-12 15:00:00,"Cardiff City Stadium, Cardiff",30725,Home,Cardiff,Huddersfield,D,155.0,45.0,30.0,,,1.0,1.0,,26.0,3.0,8.0,1.0,3.0,8.0,78.0,63.0,26.0,,,68.0,12.0,12.0,,,0,,0,0,0,,19.0,2.0,,8.0,26.0,,171.0,38.9,0.0,0,0,3.0,,3.0,26.0,3.0,270.0,3.0,13.0,12.0,3.0,4.0,0.0
Cardiff_97,2018-19,987818,23,2019-01-19 15:00:00,"St. James' Park, Newcastle",49864,Away,Cardiff,Newcastle,L,213.0,39.0,28.0,,1.0,,,,24.0,3.0,1.0,,10.0,13.0,60.0,73.0,17.0,,,55.0,6.0,11.0,,,3,3.0,0,1,0,,10.0,3.0,1.0,5.0,35.0,,168.0,46.5,0.0,0,0,3.0,5.0,6.0,17.0,,325.0,9.0,25.0,19.0,10.0,19.0,0.0
Cardiff_97,2018-19,987823,24,2019-01-29 19:45:00,"Emirates Stadium, London",59933,Away,Cardiff,Arsenal,L,160.0,9.0,21.0,,1.0,,,,13.0,8.0,7.0,,7.0,9.0,41.0,50.0,25.0,,,45.0,12.0,10.0,1.0,1.0,2,2.0,1,0,0,,11.0,7.0,2.0,6.0,26.0,,116.0,29.1,0.0,0,0,2.0,9.0,14.0,25.0,1.0,232.0,19.0,16.0,20.0,7.0,9.0,0.0
Cardiff_97,2018-19,987834,25,2019-02-02 17:30:00,"Cardiff City Stadium, Cardiff",31939,Home,Cardiff,Bournemouth,W,134.0,20.0,27.0,1.0,1.0,2.0,1.0,2.0,22.0,7.0,21.0,1.0,6.0,8.0,70.0,60.0,30.0,,,42.0,17.0,12.0,1.0,2.0,0,,2,0,1,,18.0,9.0,5.0,2.0,21.0,1.0,135.0,26.9,0.0,0,0,2.0,,9.0,30.0,2.0,218.0,12.0,17.0,20.0,6.0,9.0,0.0
Cardiff_97,2018-19,987848,26,2019-02-09 15:00:00,"St. Mary's Stadium, Southampton",31438,Away,Cardiff,Southampton,W,156.0,21.0,35.0,,1.0,1.0,,1.0,16.0,,14.0,,2.0,15.0,65.0,70.0,25.0,,,58.0,12.0,15.0,2.0,2.0,1,1.0,2,0,0,,9.0,2.0,3.0,3.0,21.0,,166.0,33.3,0.0,0,0,6.0,3.0,4.0,25.0,3.0,267.0,6.0,17.0,21.0,2.0,10.0,0.0
Cardiff_97,2018-19,987855,27,2019-02-22 19:45:00,"Cardiff City Stadium, Cardiff",30387,Home,Cardiff,Watford,L,207.0,21.0,28.0,,,1.0,3.0,1.0,23.0,4.0,8.0,,3.0,6.0,53.0,72.0,16.0,2.0,,62.0,10.0,11.0,,1.0,5,5.0,1,1,0,1.0,17.0,4.0,6.0,1.0,28.0,,158.0,35.4,0.0,0,0,2.0,5.0,8.0,16.0,3.0,313.0,15.0,23.0,21.0,3.0,10.0,0.0
Cardiff_97,2018-19,987863,28,2019-02-26 19:45:00,"Cardiff City Stadium, Cardiff",31849,Home,Cardiff,Everton,L,145.0,37.0,41.0,,,,,,18.0,1.0,8.0,,3.0,8.0,66.0,82.0,28.0,,,59.0,12.0,11.0,,,3,3.0,0,1,0,,13.0,1.0,,3.0,27.0,,161.0,32.8,0.0,0,0,1.0,5.0,4.0,28.0,3.0,257.0,6.0,23.0,22.0,3.0,17.0,0.0
Cardiff_97,2018-19,987881,29,2019-03-02 15:00:00,"Molineux Stadium, Wolverhampton",31309,Away,Cardiff,Wolves,L,242.0,41.0,20.0,,2.0,1.0,1.0,,32.0,4.0,16.0,,8.0,10.0,83.0,53.0,11.0,1.0,,77.0,6.0,9.0,,,2,2.0,0,2,0,,17.0,6.0,4.0,2.0,39.0,,180.0,43.7,0.0,0,0,4.0,4.0,8.0,11.0,,354.0,12.0,17.0,24.0,8.0,10.0,0.0
Cardiff_97,2018-19,987883,30,2019-03-09 15:00:00,"Cardiff City Stadium, Cardiff",32458,Home,Cardiff,West Ham,W,146.0,17.0,17.0,,1.0,4.0,4.0,2.0,17.0,3.0,8.0,1.0,7.0,13.0,53.0,47.0,17.0,,,61.0,7.0,11.0,1.0,2.0,0,,2,0,1,,16.0,6.0,7.0,2.0,33.0,,142.0,29.3,0.0,0,0,2.0,6.0,10.0,17.0,2.0,226.0,16.0,13.0,27.0,7.0,9.0,0.0
Cardiff_97,2018-19,987893,31,2019-04-16 19:45:00,"American Express Stadium, Falmer",30226,Away,Cardiff,Brighton,W,185.0,41.0,34.0,,1.0,1.0,,1.0,14.0,4.0,10.0,1.0,4.0,13.0,80.0,85.0,32.0,,,67.0,13.0,11.0,2.0,2.0,0,,2,0,1,,24.0,7.0,3.0,4.0,13.0,,160.0,36.1,0.0,0,0,2.0,3.0,9.0,32.0,,302.0,10.0,29.0,18.0,4.0,17.0,0.0
Cardiff_97,2018-19,987905,32,2019-03-31 14:05:00,"Cardiff City Stadium, Cardiff",32657,Home,Cardiff,Chelsea,L,132.0,25.0,21.0,,,,,,12.0,1.0,17.0,,2.0,6.0,60.0,72.0,23.0,,,72.0,8.0,14.0,1.0,1.0,2,2.0,1,0,0,,14.0,2.0,3.0,9.0,24.0,,149.0,28.9,0.0,0,0,1.0,4.0,6.0,23.0,2.0,239.0,8.0,27.0,20.0,2.0,12.0,0.0
Cardiff_97,2018-19,987916,33,2019-04-03 19:45:00,"Etihad Stadium, Manchester",53559,Away,Cardiff,Man City,L,123.0,13.0,14.0,,,,,,12.0,1.0,14.0,,4.0,5.0,45.0,39.0,28.0,,1.0,35.0,7.0,1.0,,,2,2.0,0,2,0,,10.0,1.0,1.0,2.0,7.0,,98.0,21.2,0.0,0,0,9.0,2.0,3.0,28.0,1.0,185.0,4.0,14.0,10.0,4.0,11.0,0.0
Cardiff_97,2018-19,987923,34,2019-04-13 15:00:00,"Turf Moor, Burnley",21480,Away,Cardiff,Burnley,L,232.0,34.0,38.0,,,1.0,1.0,,23.0,5.0,11.0,,4.0,10.0,69.0,57.0,25.0,,,68.0,10.0,7.0,,,2,2.0,0,1,0,1.0,15.0,5.0,2.0,1.0,29.0,,167.0,54.0,0.0,0,0,6.0,7.0,10.0,25.0,,349.0,14.0,9.0,16.0,4.0,7.0,0.0
Cardiff_97,2018-19,987934,35,2019-04-21 16:00:00,"Cardiff City Stadium, Cardiff",33082,Home,Cardiff,Liverpool,L,106.0,26.0,17.0,,,1.0,1.0,,14.0,3.0,12.0,,5.0,10.0,58.0,45.0,29.0,,,43.0,6.0,5.0,,,2,2.0,0,0,0,,7.0,4.0,2.0,3.0,13.0,,134.0,23.9,0.0,0,0,4.0,2.0,6.0,29.0,4.0,193.0,7.0,15.0,12.0,5.0,9.0,0.0
Cardiff_97,2018-19,987945,36,2019-04-27 15:00:00,"Craven Cottage, London",23822,Away,Cardiff,Fulham,L,144.0,18.0,19.0,,1.0,1.0,2.0,,10.0,3.0,13.0,,3.0,15.0,61.0,69.0,32.0,,,66.0,8.0,9.0,,,1,1.0,0,0,0,1.0,9.0,11.0,8.0,1.0,29.0,,144.0,27.0,0.0,0,0,1.0,2.0,12.0,32.0,3.0,220.0,13.0,28.0,21.0,3.0,18.0,0.0
Cardiff_97,2018-19,987954,37,2019-05-04 17:30:00,"Cardiff City Stadium, Cardiff",32133,Home,Cardiff,Crystal Palace,L,173.0,25.0,35.0,,2.0,3.0,3.0,,20.0,4.0,16.0,,10.0,11.0,69.0,74.0,23.0,,1.0,50.0,14.0,11.0,1.0,2.0,3,3.0,2,2,1,2.0,11.0,10.0,8.0,6.0,40.0,,169.0,39.3,0.0,0,0,4.0,6.0,16.0,23.0,1.0,276.0,18.0,21.0,34.0,10.0,12.0,0.0
Cardiff_97,2018-19,987968,38,2019-05-12 15:00:00,"Old Trafford, Manchester",74457,Away,Cardiff,Man Utd,W,128.0,19.0,14.0,1.0,2.0,1.0,,2.0,11.0,3.0,13.0,1.0,2.0,7.0,52.0,46.0,20.0,,,49.0,6.0,8.0,1.0,2.0,0,,2,0,1,,15.0,4.0,4.0,5.0,18.0,1.0,140.0,26.4,0.0,0,0,10.0,6.0,8.0,20.0,,223.0,13.0,16.0,23.0,2.0,9.0,0.0
