team_dir,season,matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,result,accuratePass,aerialLost,aerialWon,attPenGoal,attSetpiece,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedPass,blockedScoringAtt,challengeLost,cleanSheet,cornerTaken,dispossessed,duelLost,duelWon,effectiveClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,goalAssist,goals,goalsAgainst,goalsConceded,goalsFor,halfTimeAgainst,halfTimeFor,hitWoodwork,interception,ontargetAttAssist,ontargetScoringAtt,outfielderBlock,ownGoals,penAreaEntries,penaltyWon,possLostAll,possessionPercentage,redCard,redCardsAgainst,redCardsFor,saves,shotOffTarget,totalAttAssist,totalClearance,totalOffside,totalPass,totalScoringAtt,totalTackle,touchesInOppBox,wonCorners,wonTackle,yellowCard
Swansea_80,2011-12,360472,1,2011-08-15 20:00:00,"Etihad Stadium, Manchester",46802,Away,Swansea,Man City,L,486.0,10.0,6.0,,,,,,,2.0,14.0,,4.0,13.0,45.0,48.0,16.0,1.0,,53.0,3.0,10.0,,,4,4.0,0,0,0,,13.0,5.0,3.0,6.0,,10.0,,156.0,57.6,0.0,0,0,,3.0,7.0,27.0,1.0,580.0,8.0,20.0,,4.0,15.0,0.0
Swansea_80,2011-12,360487,2,2011-08-20 15:00:00,"Liberty Stadium, Swansea",19028,Home,Swansea,Wigan,D,470.0,7.0,4.0,,,,,,,1.0,5.0,1.0,7.0,11.0,40.0,41.0,9.0,,,54.0,9.0,19.0,,,0,,0,0,0,,10.0,2.0,4.0,1.0,,24.0,,144.0,64.0,0.0,0,0,,8.0,7.0,13.0,2.0,545.0,13.0,9.0,,7.0,8.0,0.0
Swansea_80,2011-12,360495,3,2011-08-27 15:00:00,"Liberty Stadium, Swansea",19938,Home,Swansea,Sunderland,D,396.0,18.0,9.0,,,3.0,3.0,,,5.0,6.0,1.0,7.0,17.0,57.0,40.0,19.0,,,63.0,7.0,10.0,,,0,,0,0,0,1.0,23.0,6.0,3.0,6.0,,17.0,,178.0,62.0,0.0,0,0,,10.0,15.0,23.0,1.0,506.0,18.0,15.0,,7.0,11.0,0.0
Swansea_80,2011-12,360499,4,2011-09-10 15:00:00,"Emirates Stadium, London",60087,Away,Swansea,Arsenal,L,306.0,14.0,3.0,,,2.0,2.0,,,4.0,7.0,,5.0,15.0,48.0,39.0,14.0,1.0,,56.0,8.0,10.0,,,1,1.0,0,1,0,1.0,15.0,5.0,2.0,6.0,,15.0,,136.0,43.5,0.0,0,0,,6.0,9.0,22.0,2.0,379.0,12.0,16.0,,5.0,8.0,0.0
Swansea_80,2011-12,360516,5,2011-09-17 15:00:00,"Liberty Stadium, Swansea",20341,Home,Swansea,West Brom,W,481.0,8.0,8.0,1.0,,3.0,1.0,3.0,,3.0,5.0,1.0,2.0,15.0,37.0,45.0,8.0,,,47.0,4.0,9.0,2.0,3.0,0,,3,0,2,,18.0,6.0,4.0,4.0,,8.0,1.0,144.0,53.7,0.0,0,0,,3.0,7.0,19.0,,560.0,10.0,22.0,,2.0,18.0,0.0
Swansea_80,2011-12,360520,6,2011-09-24 15:00:00,"Stamford Bridge, London",41800,Away,Swansea,Chelsea,L,430.0,5.0,3.0,,2.0,2.0,1.0,1.0,,3.0,10.0,,6.0,14.0,46.0,38.0,9.0,,,55.0,12.0,15.0,1.0,1.0,4,4.0,1,2,0,1.0,16.0,4.0,1.0,1.0,,14.0,,134.0,50.4,0.0,1,0,,3.0,7.0,16.0,4.0,495.0,7.0,19.0,,6.0,13.0,0.0
Swansea_80,2011-12,360536,7,2011-10-02 15:00:00,"Liberty Stadium, Swansea",19523,Home,Swansea,Stoke,W,344.0,18.0,5.0,1.0,,,,2.0,,4.0,8.0,1.0,6.0,11.0,61.0,49.0,16.0,,,54.0,15.0,18.0,,2.0,0,,2,0,1,,7.0,3.0,3.0,3.0,,10.0,1.0,170.0,59.1,0.0,0,0,,4.0,5.0,35.0,2.0,442.0,11.0,18.0,,6.0,10.0,0.0
Swansea_80,2011-12,360544,8,2011-10-15 15:00:00,"Carrow Road, Norwich",26567,Away,Swansea,Norwich,L,535.0,10.0,1.0,,,,,,,2.0,6.0,,4.0,20.0,46.0,29.0,12.0,,,61.0,5.0,5.0,,1.0,3,3.0,1,2,1,,12.0,1.0,3.0,2.0,,10.0,,141.0,60.2,0.0,0,0,,7.0,8.0,26.0,2.0,598.0,12.0,11.0,,4.0,10.0,0.0
Swansea_80,2011-12,360558,9,2011-10-22 12:45:00,"Molineux Stadium, Wolverhampton",25216,Away,Swansea,Wolves,D,358.0,7.0,2.0,,,5.0,3.0,2.0,,4.0,4.0,,13.0,6.0,31.0,42.0,30.0,,,43.0,11.0,13.0,2.0,2.0,2,2.0,2,0,2,,16.0,13.0,9.0,6.0,,16.0,,147.0,52.4,0.0,0,0,,4.0,17.0,51.0,1.0,442.0,17.0,21.0,,13.0,13.0,0.0
Swansea_80,2011-12,360565,10,2011-10-29 15:00:00,"Liberty Stadium, Swansea",19477,Home,Swansea,Bolton,W,620.0,12.0,5.0,1.0,1.0,4.0,4.0,2.0,,9.0,6.0,,10.0,9.0,39.0,38.0,7.0,,1.0,52.0,9.0,13.0,2.0,3.0,1,1.0,3,0,0,2.0,5.0,16.0,8.0,1.0,1.0,12.0,1.0,102.0,69.5,0.0,1,0,,6.0,21.0,14.0,6.0,672.0,23.0,12.0,,10.0,7.0,0.0
