team_dir,season,matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,result,accuratePass,aerialLost,aerialWon,attPenGoal,attSetpiece,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedPass,blockedScoringAtt,challengeLost,cleanSheet,cornerTaken,dispossessed,duelLost,duelWon,effectiveClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,goalAssist,goals,goalsAgainst,goalsConceded,goalsFor,halfTimeAgainst,halfTimeFor,hitWoodwork,interception,ontargetAttAssist,ontargetScoringAtt,outfielderBlock,ownGoals,penAreaEntries,penaltyWon,possLostAll,possessionPercentage,redCard,redCardsAgainst,redCardsFor,saves,shotOffTarget,totalAttAssist,totalClearance,totalDistance,totalOffside,totalPass,totalScoringAtt,totalTackle,touchesInOppBox,wonCorners,wonTackle,yellowCard
Southampton_20,2012-13,442002,1,2012-08-19 16:00:00,"Etihad Stadium, Manchester",46190,Away,Southampton,Man City,L,309.0,8.0,7.0,,1.0,,,,,5.0,4.0,,3.0,9.0,38.0,37.0,13.0,1.0,2.0,,,,,36.0,7.0,3.0,1.0,2.0,3,3.0,2,1,0,,18.0,4.0,2.0,7.0,,10.0,,129.0,35.9,0.0,0,0,,3.0,6.0,31.0,,1.0,374.0,10.0,26.0,,3.0,14.0,0.0
Southampton_20,2012-13,442014,2,2012-08-25 15:00:00,"St. Mary's Stadium, Southampton",29604,Home,Southampton,Wigan,L,383.0,10.0,11.0,,1.0,,1.0,,,4.0,6.0,,10.0,17.0,53.0,36.0,13.0,1.0,,,,,,70.0,11.0,9.0,,,2,2.0,0,0,0,2.0,22.0,8.0,6.0,4.0,,25.0,,135.0,49.2,0.0,0,0,,6.0,12.0,21.0,,,451.0,16.0,12.0,,10.0,11.0,0.0
Southampton_20,2012-13,442023,3,2012-09-02 16:00:00,"St. Mary's Stadium, Southampton",31609,Home,Southampton,Man Utd,L,402.0,11.0,7.0,,,1.0,,1.0,,4.0,4.0,,4.0,10.0,39.0,35.0,15.0,,1.0,,,,,71.0,8.0,4.0,2.0,2.0,3,3.0,2,1,1,,23.0,7.0,4.0,4.0,,24.0,,142.0,45.1,0.0,0,0,,7.0,12.0,27.0,,2.0,487.0,15.0,21.0,,4.0,18.0,0.0
Southampton_20,2012-13,442029,4,2012-09-15 15:00:00,"Emirates Stadium, London",60097,Away,Southampton,Arsenal,L,503.0,10.0,6.0,,,1.0,1.0,1.0,,2.0,10.0,,3.0,16.0,48.0,39.0,9.0,1.0,1.0,,,,,56.0,7.0,3.0,,1.0,6,6.0,1,4,1,,16.0,2.0,3.0,6.0,2.0,18.0,,120.0,50.0,0.0,0,0,5.0,5.0,5.0,29.0,,,585.0,10.0,27.0,16.0,3.0,20.0,0.0
Southampton_20,2012-13,442043,5,2012-09-22 15:00:00,"St. Mary's Stadium, Southampton",30713,Home,Southampton,Aston Villa,W,375.0,19.0,26.0,1.0,,1.0,,2.0,,,3.0,,1.0,12.0,48.0,75.0,21.0,,1.0,,,,,80.0,6.0,14.0,3.0,4.0,1,1.0,4,1,0,,21.0,6.0,7.0,2.0,,32.0,1.0,194.0,60.4,0.0,0,0,,9.0,14.0,39.0,,5.0,492.0,16.0,25.0,,1.0,21.0,0.0
Southampton_20,2012-13,442051,6,2012-09-29 15:00:00,"Goodison Park, Liverpool",37922,Away,Southampton,Everton,L,346.0,7.0,14.0,,,3.0,2.0,1.0,,,7.0,,3.0,14.0,36.0,48.0,20.0,,,,,,,70.0,7.0,3.0,1.0,1.0,3,3.0,1,3,1,,14.0,5.0,5.0,5.0,,25.0,,162.0,47.6,0.0,0,0,,5.0,9.0,33.0,,2.0,441.0,10.0,26.0,,3.0,19.0,0.0
Southampton_20,2012-13,442063,7,2012-10-07 13:30:00,"St. Mary's Stadium, Southampton",28004,Home,Southampton,Fulham,D,271.0,12.0,15.0,,2.0,1.0,1.0,,,4.0,4.0,,8.0,7.0,41.0,46.0,20.0,,2.0,,,,,69.0,14.0,7.0,2.0,2.0,2,2.0,2,0,1,1.0,17.0,7.0,4.0,4.0,1.0,21.0,,168.0,41.9,0.0,0,0,,6.0,12.0,43.0,,,365.0,14.0,22.0,,8.0,15.0,0.0
Southampton_20,2012-13,442078,8,2012-10-20 15:00:00,"Boleyn Ground, London",34925,Away,Southampton,West Ham,L,384.0,16.0,18.0,,,,,,,1.0,3.0,,3.0,19.0,54.0,50.0,19.0,,1.0,,,,,55.0,13.0,11.0,1.0,1.0,4,4.0,1,0,0,,11.0,1.0,2.0,4.0,,17.0,,164.0,61.3,0.0,0,0,,8.0,7.0,28.0,,6.0,472.0,11.0,18.0,,3.0,15.0,0.0
Southampton_20,2012-13,442086,9,2012-10-28 15:00:00,"St. Mary's Stadium, Southampton",31944,Home,Southampton,Spurs,L,386.0,18.0,17.0,,2.0,1.0,1.0,1.0,,7.0,7.0,,2.0,10.0,54.0,48.0,9.0,2.0,1.0,,,,,84.0,15.0,9.0,,1.0,2,2.0,1,2,0,,15.0,6.0,2.0,2.0,,31.0,,148.0,52.3,0.0,0,0,,6.0,10.0,14.0,,3.0,473.0,15.0,19.0,,2.0,17.0,0.0
Southampton_20,2012-13,442097,10,2012-11-05 20:00:00,"The Hawthorns, West Bromwich",25635,Away,Southampton,West Brom,L,413.0,19.0,19.0,,,1.0,1.0,,,2.0,4.0,,6.0,12.0,55.0,51.0,14.0,,,,,,,70.0,11.0,7.0,,,2,2.0,0,1,0,1.0,15.0,3.0,3.0,4.0,,21.0,,154.0,56.5,0.0,0,0,,5.0,7.0,21.0,,3.0,501.0,10.0,23.0,,6.0,16.0,0.0
