team_dir,season,matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,result,accuratePass,aerialLost,aerialWon,attPenGoal,attSetpiece,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedPass,blockedScoringAtt,challengeLost,cleanSheet,cornerTaken,dispossessed,duelLost,duelWon,effectiveClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,goalAssist,goals,goalsAgainst,goalsConceded,goalsFor,halfTimeAgainst,halfTimeFor,hitWoodwork,interception,ontargetAttAssist,ontargetScoringAtt,outfielderBlock,ownGoals,penAreaEntries,penaltyWon,possLostAll,possessionPercentage,redCard,redCardsAgainst,redCardsFor,saves,shotOffTarget,totalAttAssist,totalClearance,totalDistance,totalOffside,totalPass,totalScoringAtt,totalTackle,touchesInOppBox,wonCorners,wonTackle,yellowCard
Leeds_2,2020-21,2128289,1,2020-09-12 17:30:00,"Anfield, Liverpool",,Away,Leeds,Liverpool,L,347.0,14.0,12.0,,,,,,13.0,2.0,19.0,,,9.0,51.0,64.0,34.0,,,,,,,44.0,6.0,9.0,2.0,3.0,4,4.0,3,3,2,,12.0,3.0,3.0,12.0,,15.0,,163.0,51.2,0.0,0,0,3.0,1.0,3.0,34.0,,5.0,459.0,6.0,34.0,14.0,,20.0,0.0
Leeds_2,2020-21,2128300,2,2020-09-19 15:00:00,"Elland Road, Leeds",,Home,Leeds,Fulham,W,337.0,20.0,18.0,1.0,1.0,,,1.0,20.0,1.0,20.0,,5.0,13.0,70.0,69.0,11.0,,,,,,,52.0,13.0,17.0,2.0,4.0,3,3.0,4,1,2,,10.0,5.0,7.0,3.0,,27.0,1.0,174.0,50.3,0.0,0,0,3.0,2.0,7.0,11.0,,3.0,444.0,10.0,22.0,19.0,5.0,17.0,0.0
Leeds_2,2020-21,2128312,3,2020-09-27 12:00:00,"Bramall Lane, Sheffield",,Away,Leeds,Sheff Utd,W,470.0,23.0,25.0,,1.0,2.0,1.0,1.0,22.0,3.0,12.0,1.0,7.0,16.0,62.0,60.0,10.0,,1.0,,,,,50.0,4.0,15.0,1.0,1.0,0,,1,0,0,,7.0,11.0,9.0,5.0,,41.0,,170.0,63.7,0.0,0,0,4.0,5.0,16.0,10.0,,1.0,578.0,17.0,13.0,22.0,7.0,7.0,0.0
Leeds_2,2020-21,2128320,4,2020-10-03 17:30:00,"Elland Road, Leeds",,Home,Leeds,Man City,D,356.0,13.0,6.0,,,3.0,4.0,1.0,15.0,3.0,22.0,,7.0,5.0,57.0,55.0,19.0,,4.0,,,,,37.0,11.0,12.0,,1.0,1,1.0,1,1,0,2.0,9.0,7.0,7.0,8.0,,20.0,,117.0,52.1,0.0,0,0,1.0,2.0,9.0,19.0,,2.0,429.0,12.0,27.0,23.0,7.0,14.0,0.0
Leeds_2,2020-21,2128329,5,2020-10-19 20:00:00,"Elland Road, Leeds",,Home,Leeds,Wolves,L,461.0,20.0,10.0,,1.0,1.0,1.0,,8.0,4.0,14.0,,8.0,6.0,61.0,41.0,5.0,,,,,,,67.0,13.0,11.0,,,1,1.0,0,0,0,,12.0,3.0,2.0,3.0,,50.0,,147.0,67.8,0.0,0,0,2.0,7.0,10.0,5.0,,1.0,553.0,13.0,14.0,35.0,8.0,8.0,0.0
Leeds_2,2020-21,2128337,6,2020-10-23 20:00:00,"Villa Park, Birmingham",,Away,Leeds,Aston Villa,W,367.0,17.0,13.0,,,2.0,2.0,1.0,13.0,5.0,12.0,1.0,5.0,8.0,60.0,46.0,12.0,,2.0,,,,,62.0,17.0,14.0,2.0,3.0,0,,3,0,0,,12.0,11.0,9.0,4.0,,38.0,,131.0,59.2,0.0,0,0,3.0,13.0,22.0,12.0,,,445.0,27.0,14.0,46.0,5.0,4.0,0.0
Leeds_2,2020-21,2128349,7,2020-11-02 20:00:00,"Elland Road, Leeds",,Home,Leeds,Leicester,L,541.0,7.0,17.0,,,3.0,3.0,,14.0,2.0,9.0,,10.0,14.0,45.0,51.0,11.0,1.0,,,,,,68.0,9.0,5.0,1.0,1.0,4,4.0,1,2,0,1.0,7.0,5.0,4.0,1.0,,42.0,,164.0,67.5,0.0,0,0,4.0,5.0,8.0,11.0,,2.0,639.0,11.0,19.0,25.0,10.0,9.0,0.0
Leeds_2,2020-21,2128359,8,2020-11-07 15:00:00,"Selhurst Park, London",,Away,Leeds,Crystal Palace,L,493.0,15.0,14.0,,,1.0,,1.0,18.0,2.0,8.0,,6.0,8.0,53.0,55.0,11.0,1.0,,,,,,68.0,16.0,8.0,1.0,1.0,4,4.0,1,3,1,,14.0,4.0,3.0,2.0,1.0,36.0,,167.0,64.8,0.0,0,0,3.0,4.0,7.0,11.0,,1.0,599.0,9.0,25.0,21.0,6.0,15.0,0.0
Leeds_2,2020-21,2128369,9,2020-11-22 16:30:00,"Elland Road, Leeds",,Home,Leeds,Arsenal,D,519.0,11.0,11.0,,1.0,2.0,2.0,,6.0,5.0,14.0,1.0,5.0,8.0,44.0,41.0,14.0,,,,,,,64.0,9.0,8.0,,,0,,0,0,0,3.0,9.0,6.0,4.0,1.0,,50.0,,129.0,66.3,0.0,1,0,2.0,16.0,16.0,14.0,,,610.0,25.0,18.0,36.0,5.0,8.0,0.0
Leeds_2,2020-21,2128380,10,2020-11-28 17:30:00,"Goodison Park, Liverpool",,Away,Leeds,Everton,W,453.0,16.0,13.0,,,5.0,5.0,,13.0,6.0,13.0,1.0,2.0,10.0,62.0,46.0,11.0,,1.0,,,,,54.0,14.0,8.0,1.0,1.0,0,,1,0,0,1.0,4.0,11.0,6.0,1.0,,24.0,,148.0,58.2,0.0,0,0,8.0,11.0,18.0,11.0,,6.0,542.0,23.0,19.0,37.0,2.0,8.0,0.0
