team_dir,season,matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,result,accuratePass,aerialLost,aerialWon,attPenGoal,attSetpiece,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedPass,blockedScoringAtt,challengeLost,cleanSheet,cornerTaken,dispossessed,duelLost,duelWon,effectiveClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,goalAssist,goals,goalsAgainst,goalsConceded,goalsFor,halfTimeAgainst,halfTimeFor,hitWoodwork,interception,ontargetAttAssist,ontargetScoringAtt,outfielderBlock,ownGoals,penAreaEntries,penaltyWon,possLostAll,possessionPercentage,redCard,redCardsAgainst,redCardsFor,saves,shotOffTarget,totalAttAssist,totalClearance,totalDistance,totalOffside,totalPass,totalScoringAtt,totalTackle,touchesInOppBox,wonCorners,wonTackle,yellowCard
Wolves_39,2009-10,284009,1,2009-08-15 15:00:00,"Molineux Stadium, Wolverhampton",28674.0,Home,Wolves,West Ham,L,278.0,10.0,16.0,,,,,,,6.0,6.0,,7.0,5.0,32.0,46.0,20.0,,1.0,,,,,95.0,9.0,5.0,,,2,2.0,0,1,0,,9.0,8.0,5.0,6.0,,48.0,,141.0,48.6,0.0,0,0,,8.0,15.0,26.0,,1.0,360.0,19.0,17.0,,8.0,14.0,0.0
Wolves_39,2009-10,284017,2,2009-08-18 19:45:00,"The Brick Community Stadium, Wigan",16661.0,Away,Wolves,Wigan,W,161.0,15.0,15.0,,2.0,,,,,1.0,2.0,1.0,4.0,5.0,51.0,45.0,27.0,,,,,,,76.0,25.0,8.0,1.0,1.0,0,,1,0,1,1.0,6.0,3.0,2.0,5.0,,19.0,,151.0,35.8,0.0,0,0,,6.0,7.0,40.0,,3.0,260.0,9.0,20.0,,4.0,14.0,0.0
Wolves_39,2009-10,284026,3,2009-08-22 15:00:00,"Etihad Stadium, Manchester",47287.0,Away,Wolves,Man City,L,228.0,17.0,11.0,,1.0,,,,,2.0,6.0,,6.0,12.0,53.0,49.0,23.0,,,,,,,95.0,12.0,9.0,,,1,1.0,0,1,0,1.0,13.0,4.0,2.0,4.0,,26.0,,155.0,43.6,0.0,0,0,,8.0,11.0,34.0,,3.0,322.0,12.0,24.0,,6.0,19.0,0.0
Wolves_39,2009-10,284039,4,2009-08-29 15:00:00,"Molineux Stadium, Wolverhampton",27906.0,Home,Wolves,Hull,D,217.0,14.0,22.0,,4.0,,,,,8.0,4.0,,8.0,10.0,47.0,51.0,42.0,,,,,,,92.0,11.0,15.0,1.0,1.0,1,1.0,1,1,0,,9.0,7.0,6.0,1.0,,33.0,,191.0,54.5,0.0,0,0,,10.0,14.0,62.0,,3.0,330.0,24.0,12.0,,8.0,11.0,0.0
Wolves_39,2009-10,284041,5,2009-09-12 15:00:00,"Ewood Park, Blackburn",24845.0,Away,Wolves,Blackburn,L,172.0,18.0,16.0,,1.0,,,,,3.0,4.0,,6.0,8.0,51.0,51.0,19.0,1.0,,,,,,83.0,18.0,12.0,1.0,1.0,3,3.0,1,1,0,,12.0,4.0,3.0,2.0,,21.0,,170.0,46.6,0.0,0,0,,4.0,5.0,46.0,,,272.0,10.0,22.0,,6.0,16.0,0.0
Wolves_39,2009-10,284059,6,2009-09-20 14:00:00,"Molineux Stadium, Wolverhampton",27670.0,Home,Wolves,Fulham,W,249.0,21.0,16.0,,,,,,,2.0,3.0,,3.0,9.0,55.0,37.0,31.0,,,,,,,106.0,16.0,10.0,2.0,2.0,1,1.0,2,0,1,,15.0,4.0,3.0,3.0,,26.0,,181.0,44.5,0.0,0,0,,8.0,10.0,48.0,,3.0,370.0,13.0,8.0,,3.0,7.0,0.0
Wolves_39,2009-10,284067,7,2009-09-27 16:00:00,"Stadium of Light, Sunderland",,Away,Wolves,Sunderland,L,200.0,23.0,13.0,,4.0,,,,,8.0,3.0,,9.0,8.0,54.0,68.0,31.0,,1.0,,,,,92.0,13.0,18.0,,2.0,5,5.0,2,1,0,,17.0,10.0,5.0,2.0,1.0,32.0,,182.0,52.7,0.0,0,0,,7.0,17.0,44.0,,2.0,321.0,20.0,29.0,,9.0,23.0,0.0
Wolves_39,2009-10,284079,8,2009-10-03 15:00:00,"Molineux Stadium, Wolverhampton",29023.0,Home,Wolves,Portsmouth,L,268.0,27.0,15.0,,3.0,,,,,4.0,5.0,,8.0,11.0,64.0,48.0,24.0,,,,,,,86.0,10.0,13.0,,,1,1.0,0,1,0,,17.0,6.0,4.0,5.0,,29.0,,185.0,60.1,0.0,0,0,,6.0,8.0,31.0,,2.0,382.0,14.0,13.0,,8.0,10.0,0.0
Wolves_39,2009-10,284083,9,2009-10-17 15:00:00,"Goodison Park, Liverpool",,Away,Wolves,Everton,D,222.0,24.0,27.0,,1.0,,,,,6.0,5.0,,5.0,15.0,67.0,53.0,35.0,,,,,,,85.0,16.0,8.0,1.0,1.0,1,1.0,1,0,0,,13.0,8.0,4.0,2.0,,32.0,,195.0,44.6,0.0,0,1,,2.0,10.0,54.0,,2.0,337.0,12.0,16.0,,5.0,10.0,0.0
Wolves_39,2009-10,284099,10,2009-10-24 12:45:00,"Molineux Stadium, Wolverhampton",28734.0,Home,Wolves,Aston Villa,D,193.0,15.0,16.0,1.0,1.0,,,,,4.0,5.0,,7.0,11.0,53.0,52.0,34.0,,,,,,,81.0,12.0,16.0,,1.0,1,1.0,1,0,0,,13.0,4.0,2.0,3.0,,27.0,1.0,181.0,48.4,0.0,0,0,,6.0,7.0,45.0,,2.0,295.0,12.0,18.0,,8.0,15.0,0.0
