team_dir,season,matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,result,accuratePass,aerialLost,aerialWon,attPenGoal,attSetpiece,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedScoringAtt,challengeLost,cleanSheet,cornerTaken,dispossessed,duelLost,duelWon,effectiveClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,goalAssist,goals,goalsAgainst,goalsConceded,goalsFor,halfTimeAgainst,halfTimeFor,hitWoodwork,interception,ontargetAttAssist,ontargetScoringAtt,outfielderBlock,ownGoals,penAreaEntries,penaltyWon,possLostAll,possessionPercentage,redCard,redCardsAgainst,redCardsFor,saves,shotOffTarget,totalAttAssist,totalClearance,totalOffside,totalPass,totalScoringAtt,totalTackle,touchesInOppBox,wonCorners,wonTackle,yellowCard
Blackburn_5,2009-10,284106,11,2009-10-31 17:30:00,"Old Trafford, Manchester",74658,Away,Blackburn,Man Utd,L,187.0,15.0,25.0,,,,,,1.0,3.0,,2.0,10.0,55.0,52.0,25.0,,1.0,83.0,21.0,11.0,,,2,2.0,0,0,0,,27.0,1.0,1.0,6.0,,27.0,,162.0,34.4,0.0,0,0,,1.0,2.0,48.0,2.0,287.0,3.0,16.0,,2.0,14.0,0.0
Blackburn_5,2009-10,284111,12,2009-11-07 15:00:00,"Ewood Park, Blackburn",23110,Home,Blackburn,Portsmouth,W,240.0,12.0,17.0,,1.0,,,,2.0,1.0,,8.0,7.0,39.0,59.0,22.0,,,86.0,13.0,18.0,2.0,3.0,1,1.0,3,1,0,,18.0,4.0,4.0,1.0,,29.0,,185.0,52.7,0.0,0,0,,2.0,5.0,40.0,9.0,344.0,8.0,18.0,,8.0,12.0,0.0
Blackburn_5,2009-10,284121,13,2009-11-22 13:30:00,"Toughsheet Community Stadium, Bolton",21777,Away,Blackburn,Bolton,W,264.0,29.0,26.0,,,,,,7.0,5.0,1.0,7.0,18.0,79.0,67.0,41.0,,,93.0,13.0,13.0,1.0,2.0,0,,2,0,1,,13.0,9.0,6.0,7.0,,26.0,,194.0,58.5,0.0,0,0,,4.0,12.0,62.0,1.0,370.0,17.0,21.0,,7.0,13.0,0.0
Blackburn_5,2009-10,284132,14,2009-11-28 15:00:00,"Ewood Park, Blackburn",25143,Home,Blackburn,Stoke,D,285.0,17.0,29.0,,2.0,,,,2.0,4.0,1.0,9.0,8.0,46.0,57.0,17.0,,,79.0,12.0,12.0,,,0,,0,0,0,1.0,11.0,3.0,3.0,1.0,,27.0,,184.0,57.6,0.0,0,0,,8.0,9.0,39.0,,391.0,13.0,13.0,,9.0,9.0,0.0
Blackburn_5,2009-10,284142,15,2009-12-05 15:00:00,"Ewood Park, Blackburn",29660,Home,Blackburn,Liverpool,D,242.0,10.0,18.0,,3.0,,,,1.0,7.0,1.0,,14.0,55.0,56.0,21.0,,,67.0,15.0,9.0,,,0,,0,0,0,,22.0,3.0,2.0,9.0,,24.0,,138.0,39.8,0.0,0,0,,7.0,7.0,34.0,4.0,324.0,10.0,21.0,,1.0,16.0,0.0
Blackburn_5,2009-10,284154,16,2009-12-12 15:00:00,"The MKM Stadium, Hull",24124,Away,Blackburn,Hull,D,260.0,15.0,24.0,,1.0,,,,4.0,5.0,1.0,4.0,11.0,59.0,66.0,23.0,,1.0,95.0,20.0,14.0,,,0,,0,0,0,,21.0,5.0,4.0,1.0,,35.0,,184.0,52.7,0.0,0,0,,8.0,8.0,43.0,3.0,378.0,16.0,26.0,,4.0,17.0,0.0
Blackburn_5,2009-10,284160,17,2009-12-15 20:00:00,"St. Andrew's @ Knighthead Park, Birmingham",23187,Away,Blackburn,Birmingham,L,210.0,27.0,26.0,,2.0,,,,5.0,7.0,,7.0,10.0,67.0,56.0,28.0,,,103.0,17.0,8.0,,1.0,2,2.0,1,1,0,,21.0,3.0,3.0,5.0,,45.0,,219.0,49.2,0.0,0,0,,3.0,6.0,56.0,2.0,346.0,11.0,20.0,,7.0,10.0,0.0
Blackburn_5,2009-10,284172,18,2009-12-19 15:00:00,"Ewood Park, Blackburn",26490,Home,Blackburn,Spurs,L,266.0,24.0,14.0,,1.0,,,,2.0,8.0,,5.0,17.0,70.0,44.0,11.0,,,109.0,9.0,6.0,,,2,2.0,0,1,0,2.0,25.0,8.0,7.0,,,34.0,,188.0,44.0,0.0,0,0,,4.0,10.0,18.0,1.0,389.0,13.0,19.0,,5.0,15.0,0.0
Blackburn_5,2009-10,284189,19,2009-12-26 15:00:00,"The Brick Community Stadium, Wigan",20243,Away,Blackburn,Wigan,D,178.0,19.0,31.0,,3.0,,,,1.0,7.0,,2.0,14.0,73.0,66.0,16.0,,,86.0,20.0,10.0,1.0,1.0,1,1.0,1,0,1,,13.0,4.0,3.0,6.0,,25.0,,198.0,43.2,0.0,0,0,,4.0,6.0,35.0,4.0,297.0,8.0,23.0,,2.0,16.0,0.0
Blackburn_5,2009-10,284191,20,2009-12-28 15:00:00,"Ewood Park, Blackburn",25656,Home,Blackburn,Sunderland,D,226.0,18.0,38.0,,3.0,,,,8.0,8.0,,4.0,11.0,53.0,82.0,25.0,,1.0,96.0,7.0,20.0,2.0,2.0,2,2.0,2,0,0,1.0,12.0,8.0,5.0,4.0,,36.0,,225.0,55.4,0.0,0,0,,9.0,14.0,48.0,3.0,362.0,22.0,17.0,,4.0,11.0,0.0
Blackburn_5,2009-10,284206,21,2010-01-11 20:00:00,"Etihad Stadium, Manchester",40292,Away,Blackburn,Man City,L,219.0,21.0,23.0,,1.0,,,,,6.0,,3.0,17.0,66.0,49.0,22.0,1.0,,91.0,12.0,6.0,,1.0,4,4.0,1,2,0,,20.0,1.0,3.0,3.0,,25.0,,189.0,40.9,0.0,0,0,,8.0,8.0,35.0,2.0,342.0,11.0,17.0,,3.0,10.0,0.0
Blackburn_5,2009-10,284211,22,2010-01-17 15:00:00,"Ewood Park, Blackburn",21287,Home,Blackburn,Fulham,W,230.0,18.0,36.0,,2.0,,,,1.0,6.0,1.0,3.0,13.0,61.0,66.0,31.0,,1.0,88.0,16.0,9.0,1.0,2.0,0,,2,0,1,,22.0,4.0,6.0,6.0,,20.0,,187.0,40.6,0.0,0,0,,4.0,6.0,58.0,3.0,347.0,11.0,15.0,,3.0,11.0,0.0
Blackburn_5,2009-10,284227,23,2010-01-27 20:00:00,"Ewood Park, Blackburn",22190,Home,Blackburn,Wigan,W,182.0,20.0,21.0,,1.0,,,,3.0,4.0,,5.0,13.0,66.0,62.0,20.0,,,84.0,20.0,14.0,1.0,2.0,1,1.0,2,0,1,2.0,21.0,5.0,4.0,5.0,,20.0,,184.0,44.5,0.0,0,0,,6.0,9.0,45.0,5.0,288.0,13.0,24.0,,5.0,19.0,0.0
Blackburn_5,2009-10,284238,24,2010-01-30 15:00:00,"Boleyn Ground, London",33093,Away,Blackburn,West Ham,D,177.0,19.0,34.0,,2.0,,,,3.0,5.0,1.0,7.0,10.0,53.0,78.0,33.0,,,100.0,17.0,17.0,,,0,,0,0,0,1.0,14.0,3.0,3.0,4.0,,32.0,,197.0,43.6,0.0,0,0,,4.0,6.0,54.0,1.0,307.0,10.0,23.0,,7.0,17.0,0.0
Blackburn_5,2009-10,284247,25,2010-02-06 15:00:00,"bet365 Stadium, Stoke",27386,Away,Blackburn,Stoke,L,140.0,29.0,15.0,,1.0,,,,4.0,5.0,,7.0,7.0,65.0,47.0,27.0,,,64.0,20.0,14.0,,,3,3.0,0,2,0,,4.0,3.0,1.0,6.0,,28.0,,172.0,50.7,0.0,0,1,,4.0,4.0,58.0,2.0,243.0,9.0,15.0,,7.0,14.0,0.0
Blackburn_5,2009-10,284257,26,2010-02-10 20:00:00,"Ewood Park, Blackburn",23518,Home,Blackburn,Hull,W,237.0,17.0,26.0,,4.0,,,,5.0,4.0,1.0,6.0,10.0,53.0,63.0,17.0,,,71.0,14.0,14.0,1.0,1.0,0,,1,0,1,1.0,20.0,6.0,6.0,2.0,,33.0,,202.0,56.1,0.0,1,0,,7.0,9.0,40.0,4.0,350.0,18.0,16.0,,6.0,13.0,0.0
Blackburn_5,2009-10,284262,27,2010-02-21 12:00:00,"Ewood Park, Blackburn",23888,Home,Blackburn,Bolton,W,125.0,20.0,23.0,,2.0,,,,2.0,7.0,1.0,8.0,15.0,69.0,62.0,24.0,,1.0,71.0,16.0,12.0,3.0,3.0,0,,3,0,1,1.0,20.0,7.0,7.0,3.0,,27.0,,208.0,41.0,0.0,0,0,,4.0,10.0,48.0,4.0,235.0,13.0,21.0,,8.0,12.0,0.0
Blackburn_5,2009-10,284275,28,2010-02-28 15:00:00,"Anfield, Liverpool",42795,Away,Blackburn,Liverpool,L,207.0,16.0,23.0,1.0,1.0,,,,,7.0,,5.0,15.0,67.0,51.0,23.0,,1.0,91.0,25.0,10.0,,1.0,2,2.0,1,2,1,,28.0,4.0,8.0,3.0,,35.0,1.0,201.0,45.6,0.0,0,0,,6.0,8.0,46.0,1.0,332.0,14.0,16.0,,5.0,11.0,0.0
Blackburn_5,2009-10,284282,29,2010-03-24 20:00:00,"Ewood Park, Blackburn",23856,Home,Blackburn,Birmingham,W,182.0,19.0,30.0,,1.0,,,,4.0,3.0,,5.0,11.0,57.0,59.0,27.0,,1.0,75.0,18.0,10.0,1.0,2.0,1,1.0,2,0,1,,17.0,5.0,3.0,2.0,,19.0,,188.0,41.8,0.0,0,0,,2.0,6.0,46.0,3.0,304.0,9.0,13.0,,5.0,12.0,0.0
Blackburn_5,2009-10,284299,30,2010-03-13 12:45:00,"White Hart Lane, London",35474,Away,Blackburn,Spurs,L,230.0,17.0,19.0,,,,,,7.0,6.0,,6.0,15.0,54.0,52.0,19.0,1.0,1.0,86.0,8.0,12.0,1.0,1.0,3,3.0,1,1,0,,23.0,5.0,1.0,3.0,,34.0,,182.0,44.5,0.0,0,0,,4.0,9.0,31.0,1.0,346.0,12.0,17.0,,6.0,13.0,0.0
Blackburn_5,2009-10,284302,31,2010-03-21 16:00:00,"Ewood Park, Blackburn",25554,Home,Blackburn,Chelsea,D,183.0,13.0,24.0,,1.0,,,,,7.0,,3.0,11.0,48.0,64.0,27.0,,1.0,73.0,11.0,11.0,1.0,1.0,1,1.0,1,1,0,,21.0,3.0,4.0,6.0,,24.0,,172.0,39.9,0.0,0,0,,4.0,5.0,48.0,2.0,298.0,8.0,24.0,,3.0,17.0,0.0
Blackburn_5,2009-10,284312,32,2010-03-28 12:00:00,"Turf Moor, Burnley",21546,Away,Blackburn,Burnley,W,163.0,13.0,15.0,1.0,3.0,,,,2.0,2.0,1.0,2.0,8.0,40.0,50.0,35.0,,,66.0,13.0,15.0,,1.0,0,,1,0,1,1.0,21.0,4.0,4.0,1.0,,28.0,1.0,172.0,40.3,0.0,0,0,,7.0,8.0,61.0,6.0,260.0,13.0,17.0,,2.0,13.0,0.0
Blackburn_5,2009-10,284327,33,2010-04-03 15:00:00,"Fratton Park, Portsmouth",16207,Away,Blackburn,Portsmouth,D,233.0,11.0,12.0,,4.0,,,,4.0,11.0,1.0,9.0,11.0,51.0,50.0,15.0,,,89.0,9.0,11.0,,,0,,0,0,0,2.0,20.0,7.0,5.0,3.0,,42.0,,180.0,49.4,0.0,1,0,,7.0,14.0,23.0,3.0,329.0,16.0,18.0,,9.0,15.0,0.0
Blackburn_5,2009-10,284331,34,2010-04-11 13:30:00,"Ewood Park, Blackburn",29912,Home,Blackburn,Man Utd,D,162.0,8.0,8.0,,2.0,,,,6.0,11.0,1.0,1.0,7.0,42.0,44.0,19.0,,,91.0,12.0,12.0,,,0,,0,0,0,,29.0,4.0,1.0,5.0,,33.0,,177.0,33.6,0.0,0,0,,2.0,6.0,35.0,4.0,291.0,9.0,20.0,,1.0,16.0,0.0
Blackburn_5,2009-10,284341,35,2010-04-17 15:00:00,"Ewood Park, Blackburn",27022,Home,Blackburn,Everton,L,138.0,11.0,9.0,,3.0,,,,9.0,10.0,,4.0,16.0,58.0,39.0,20.0,,,85.0,15.0,12.0,2.0,2.0,3,3.0,2,1,0,,20.0,10.0,6.0,1.0,,26.0,,174.0,37.1,0.0,0,0,,4.0,12.0,32.0,3.0,253.0,19.0,16.0,,4.0,12.0,0.0
Blackburn_5,2009-10,284359,36,2010-04-24 15:00:00,"Molineux Stadium, Wolverhampton",28967,Away,Blackburn,Wolves,D,146.0,18.0,14.0,,2.0,,,,1.0,4.0,,4.0,9.0,44.0,49.0,30.0,,1.0,82.0,10.0,10.0,1.0,1.0,1,1.0,1,0,1,2.0,14.0,6.0,8.0,3.0,,41.0,,187.0,41.0,0.0,0,0,,4.0,10.0,54.0,4.0,253.0,13.0,21.0,,4.0,17.0,0.0
Blackburn_5,2009-10,284361,37,2010-05-03 17:00:00,"Ewood Park, Blackburn",26138,Home,Blackburn,Arsenal,W,110.0,8.0,13.0,,,,,,2.0,10.0,,5.0,10.0,52.0,49.0,24.0,,1.0,60.0,20.0,15.0,2.0,2.0,1,1.0,2,1,1,,29.0,5.0,6.0,2.0,,28.0,,145.0,29.9,0.0,0,0,,3.0,7.0,39.0,4.0,199.0,11.0,20.0,,5.0,14.0,0.0
Blackburn_5,2009-10,284371,38,2010-05-09 16:00:00,"Villa Park, Birmingham",41799,Away,Blackburn,Aston Villa,W,156.0,14.0,14.0,,3.0,,,,3.0,5.0,1.0,5.0,17.0,53.0,52.0,29.0,,,74.0,13.0,14.0,,1.0,0,,1,0,0,,23.0,1.0,1.0,4.0,,29.0,,152.0,34.9,0.0,0,0,,7.0,7.0,48.0,3.0,238.0,11.0,22.0,,5.0,15.0,0.0
Blackburn_5,2010-11,321658,1,2010-08-14 15:00:00,"Ewood Park, Blackburn",25869,Home,Blackburn,Everton,W,107.0,14.0,10.0,,,2.0,2.0,1.0,1.0,4.0,1.0,1.0,7.0,53.0,43.0,24.0,,,80.0,20.0,14.0,,1.0,0,,1,0,1,,20.0,2.0,2.0,8.0,,,,,30.4,0.0,0,0,,4.0,5.0,48.0,3.0,208.0,7.0,15.0,,1.0,10.0,0.0
Blackburn_5,2010-11,321668,2,2010-08-21 15:00:00,"St. Andrew's Stadium, Birmingham",21394,Away,Blackburn,Birmingham,L,151.0,26.0,30.0,,2.0,1.0,2.0,,4.0,1.0,,12.0,6.0,50.0,68.0,29.0,,,91.0,14.0,13.0,1.0,1.0,2,2.0,1,0,0,2.0,10.0,7.0,4.0,5.0,,47.0,1.0,197.0,44.0,0.0,0,0,,7.0,13.0,52.0,2.0,253.0,15.0,17.0,,12.0,12.0,0.0
Blackburn_5,2010-11,321678,3,2010-08-28 12:45:00,"Ewood Park, Blackburn",25059,Home,Blackburn,Arsenal,L,181.0,16.0,14.0,,,2.0,1.0,1.0,5.0,10.0,,4.0,15.0,62.0,52.0,19.0,,,91.0,9.0,6.0,1.0,1.0,2,2.0,1,1,1,,26.0,4.0,3.0,4.0,,30.0,,190.0,35.3,0.0,0,0,,7.0,8.0,32.0,5.0,281.0,15.0,26.0,,4.0,23.0,0.0
Blackburn_5,2010-11,321691,4,2010-09-11 15:00:00,"Etihad Stadium, Manchester",44246,Away,Blackburn,Man City,D,173.0,19.0,10.0,,2.0,1.0,,1.0,2.0,14.0,,1.0,7.0,56.0,59.0,17.0,,,76.0,12.0,12.0,1.0,1.0,1,1.0,1,0,1,,15.0,5.0,3.0,6.0,,37.0,,190.0,35.1,0.0,0,0,,4.0,7.0,39.0,,282.0,9.0,33.0,,1.0,26.0,0.0
Blackburn_5,2010-11,321698,5,2010-09-18 15:00:00,"Ewood Park, Blackburn",23759,Home,Blackburn,Fulham,D,176.0,21.0,23.0,,2.0,1.0,1.0,,3.0,5.0,,3.0,9.0,59.0,61.0,20.0,,,93.0,19.0,10.0,1.0,1.0,1,1.0,1,0,1,,25.0,3.0,4.0,2.0,,29.0,,206.0,38.9,0.0,0,0,,4.0,6.0,30.0,4.0,303.0,11.0,24.0,,3.0,17.0,0.0
Blackburn_5,2010-11,321709,6,2010-09-25 15:00:00,"Bloomfield Road, Blackpool",15901,Away,Blackburn,Blackpool,W,171.0,17.0,23.0,,4.0,1.0,1.0,,5.0,5.0,,8.0,16.0,57.0,54.0,23.0,,,79.0,13.0,12.0,,2.0,1,1.0,2,0,1,1.0,15.0,7.0,5.0,5.0,,26.0,,215.0,41.8,0.0,0,0,,6.0,12.0,48.0,3.0,284.0,16.0,15.0,,8.0,11.0,0.0
Blackburn_5,2010-11,321721,7,2010-10-02 15:00:00,"bet365 Stadium, Stoke",25515,Away,Blackburn,Stoke,L,207.0,22.0,22.0,,1.0,1.0,1.0,,5.0,4.0,,6.0,3.0,44.0,49.0,31.0,,,75.0,13.0,8.0,,,1,1.0,0,0,0,,10.0,3.0,1.0,5.0,,46.0,,200.0,55.5,0.0,0,0,,3.0,5.0,49.0,1.0,327.0,9.0,17.0,,6.0,13.0,0.0
Blackburn_5,2010-11,321729,8,2010-10-18 20:00:00,"Ewood Park, Blackburn",21894,Home,Blackburn,Sunderland,D,179.0,34.0,27.0,,,,,,1.0,3.0,1.0,5.0,6.0,60.0,59.0,18.0,,1.0,84.0,12.0,11.0,,,0,,0,0,0,,22.0,2.0,2.0,4.0,,22.0,,210.0,43.0,0.0,0,1,,6.0,7.0,30.0,6.0,312.0,9.0,15.0,,5.0,10.0,0.0
Blackburn_5,2010-11,321739,9,2010-10-24 15:00:00,"Anfield, Liverpool",43328,Away,Blackburn,Liverpool,L,214.0,26.0,13.0,,2.0,1.0,1.0,,3.0,3.0,,4.0,23.0,71.0,56.0,35.0,,,87.0,13.0,17.0,,1.0,2,2.0,1,0,0,,18.0,3.0,1.0,5.0,,29.0,,188.0,42.7,0.0,0,0,,3.0,5.0,54.0,1.0,311.0,7.0,21.0,,4.0,17.0,0.0
Blackburn_5,2010-11,321749,10,2010-10-30 15:00:00,"Ewood Park, Blackburn",25836,Home,Blackburn,Chelsea,L,164.0,16.0,11.0,,2.0,3.0,3.0,,2.0,4.0,,3.0,9.0,47.0,49.0,18.0,,,78.0,13.0,14.0,1.0,1.0,2,2.0,1,1,1,,19.0,5.0,4.0,7.0,,25.0,,176.0,33.9,0.0,0,0,,8.0,11.0,36.0,2.0,268.0,14.0,18.0,,3.0,14.0,0.0
Blackburn_5,2010-11,321759,11,2010-11-06 15:00:00,"Ewood Park, Blackburn",24413,Home,Blackburn,Wigan,W,151.0,19.0,13.0,,,3.0,2.0,1.0,,11.0,,3.0,14.0,72.0,55.0,23.0,,,64.0,17.0,15.0,1.0,2.0,1,1.0,2,0,0,,22.0,3.0,4.0,6.0,,19.0,,197.0,35.8,0.0,0,0,,6.0,8.0,46.0,4.0,252.0,10.0,23.0,,3.0,17.0,0.0
Blackburn_5,2010-11,321776,12,2010-11-10 19:45:00,"St. James' Park, Newcastle",41053,Away,Blackburn,Newcastle,W,160.0,13.0,17.0,,3.0,,,2.0,2.0,3.0,,1.0,7.0,46.0,63.0,27.0,,2.0,70.0,21.0,15.0,1.0,2.0,1,1.0,2,0,1,,23.0,1.0,3.0,3.0,,22.0,,182.0,35.7,0.0,0,0,,2.0,2.0,46.0,6.0,266.0,7.0,21.0,,1.0,16.0,0.0
Blackburn_5,2010-11,321783,13,2010-11-13 15:00:00,"White Hart Lane, London",35700,Away,Blackburn,Spurs,L,215.0,19.0,11.0,,3.0,3.0,3.0,1.0,5.0,12.0,,6.0,7.0,56.0,54.0,23.0,1.0,1.0,78.0,14.0,12.0,1.0,2.0,4,4.0,2,2,0,,15.0,7.0,8.0,5.0,,27.0,,173.0,43.1,0.0,0,0,,3.0,10.0,43.0,2.0,305.0,16.0,26.0,,6.0,17.0,0.0
Blackburn_5,2010-11,321789,14,2010-11-21 13:30:00,"Ewood Park, Blackburn",21848,Home,Blackburn,Aston Villa,W,199.0,6.0,20.0,,2.0,3.0,2.0,1.0,3.0,6.0,1.0,5.0,11.0,52.0,54.0,28.0,,,92.0,15.0,9.0,1.0,2.0,0,,2,0,1,,37.0,4.0,4.0,7.0,,27.0,,195.0,38.3,0.0,0,0,,10.0,11.0,50.0,1.0,311.0,17.0,18.0,,5.0,14.0,0.0
Blackburn_5,2010-11,321801,15,2010-11-27 15:00:00,"Old Trafford, Manchester",74850,Away,Blackburn,Man Utd,L,273.0,14.0,7.0,,1.0,1.0,,1.0,,12.0,,2.0,12.0,56.0,36.0,19.0,1.0,,77.0,6.0,6.0,1.0,1.0,7,7.0,1,3,0,1.0,27.0,2.0,2.0,3.0,,16.0,,161.0,35.1,0.0,0,0,,2.0,4.0,30.0,1.0,368.0,4.0,18.0,,2.0,12.0,0.0
Blackburn_5,2010-11,321809,16,2010-12-04 15:00:00,"Ewood Park, Blackburn",22314,Home,Blackburn,Wolves,W,192.0,10.0,21.0,,1.0,4.0,1.0,3.0,1.0,3.0,1.0,8.0,10.0,33.0,51.0,38.0,,,67.0,9.0,12.0,3.0,3.0,0,,3,0,2,,14.0,6.0,6.0,2.0,,30.0,,174.0,41.6,0.0,0,0,,4.0,8.0,57.0,6.0,283.0,11.0,16.0,,8.0,13.0,0.0
Blackburn_5,2010-11,321818,17,2010-12-12 13:30:00,"Macron Stadium, Bolton",24471,Away,Blackburn,Bolton,L,198.0,20.0,25.0,,3.0,2.0,3.0,1.0,8.0,6.0,,10.0,13.0,59.0,58.0,18.0,,,82.0,16.0,13.0,1.0,1.0,2,2.0,1,0,0,1.0,10.0,10.0,6.0,3.0,,40.0,,213.0,50.4,0.0,1,0,,7.0,13.0,44.0,2.0,303.0,21.0,17.0,,10.0,12.0,0.0
Blackburn_5,2010-11,321829,18,2010-12-18 15:00:00,"Ewood Park, Blackburn",21934,Home,Blackburn,West Ham,D,267.0,20.0,11.0,,,1.0,2.0,1.0,2.0,4.0,,9.0,6.0,50.0,43.0,18.0,,1.0,71.0,12.0,10.0,,1.0,1,1.0,1,0,0,,17.0,1.0,3.0,1.0,,24.0,,183.0,52.0,0.0,0,0,,9.0,4.0,33.0,3.0,366.0,14.0,21.0,,9.0,13.0,0.0
Blackburn_5,2010-11,321839,19,2010-12-26 15:00:00,"Ewood Park, Blackburn",25440,Home,Blackburn,Stoke,L,205.0,18.0,9.0,,,,,,3.0,4.0,,5.0,11.0,55.0,47.0,22.0,,,83.0,13.0,20.0,,,2,2.0,0,0,0,,14.0,6.0,3.0,4.0,,31.0,,208.0,56.8,0.0,0,0,,5.0,10.0,41.0,,340.0,11.0,16.0,,5.0,13.0,0.0
