team_dir,season,matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,result,accuratePass,aerialLost,aerialWon,attPenGoal,attSetpiece,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedScoringAtt,challengeLost,cleanSheet,cornerTaken,dispossessed,duelLost,duelWon,effectiveClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,goalAssist,goals,goalsAgainst,goalsConceded,goalsFor,halfTimeAgainst,halfTimeFor,hitWoodwork,interception,ontargetAttAssist,ontargetScoringAtt,outfielderBlock,ownGoals,penAreaEntries,penaltyWon,possLostAll,possessionPercentage,redCard,redCardsAgainst,redCardsFor,saves,shotOffTarget,totalAttAssist,totalClearance,totalOffside,totalPass,totalScoringAtt,totalTackle,touchesInOppBox,wonCorners,wonTackle,yellowCard
Wigan_111,2009-10,284248,25,2010-02-06 15:00:00,"Stadium of Light, Sunderland",38350,Away,Wigan,Sunderland,D,195.0,28.0,13.0,,,,,,4.0,8.0,,2.0,13.0,73.0,53.0,22.0,,,87.0,17.0,11.0,,1.0,1,1.0,1,0,1,,17.0,5.0,3.0,5.0,,13.0,,188.0,45.5,0.0,0,0,,9.0,11.0,47.0,2.0,310.0,16.0,19.0,,3.0,15.0,0.0
Wigan_111,2009-10,284254,26,2010-02-09 19:45:00,"The Brick Community Stadium, Wigan",16033,Home,Wigan,Stoke,D,305.0,24.0,24.0,,1.0,,,,9.0,6.0,,9.0,23.0,79.0,63.0,23.0,,,70.0,12.0,7.0,1.0,1.0,1,1.0,1,0,1,1.0,19.0,10.0,2.0,4.0,,14.0,,196.0,57.5,0.0,0,0,,5.0,12.0,46.0,,413.0,16.0,18.0,,9.0,11.0,0.0
Wigan_111,2009-10,284268,27,2010-02-21 16:15:00,"The Brick Community Stadium, Wigan",16165,Home,Wigan,Spurs,L,262.0,26.0,14.0,,,,,,4.0,18.0,,3.0,14.0,95.0,56.0,13.0,,,93.0,17.0,13.0,,,3,3.0,0,1,0,,20.0,6.0,3.0,2.0,,27.0,,195.0,50.9,0.0,0,0,,1.0,7.0,21.0,2.0,388.0,8.0,21.0,,3.0,14.0,0.0
Wigan_111,2009-10,284270,28,2010-02-27 15:00:00,"St. Andrew's @ Knighthead Park, Birmingham",25921,Away,Wigan,Birmingham,L,275.0,24.0,17.0,,,,,,5.0,6.0,,7.0,19.0,74.0,63.0,18.0,,1.0,110.0,18.0,16.0,,,1,1.0,0,1,0,,20.0,6.0,2.0,2.0,,19.0,,192.0,52.0,0.0,0,0,,5.0,10.0,41.0,2.0,388.0,12.0,23.0,,7.0,16.0,0.0
Wigan_111,2009-10,284288,29,2010-03-08 20:00:00,"The Brick Community Stadium, Wigan",17427,Home,Wigan,Liverpool,W,237.0,15.0,15.0,,1.0,,,,1.0,7.0,1.0,4.0,32.0,81.0,74.0,21.0,,,84.0,15.0,14.0,1.0,1.0,0,,1,0,1,,29.0,4.0,4.0,5.0,,17.0,,180.0,38.3,0.0,0,0,,8.0,7.0,37.0,,331.0,13.0,34.0,,4.0,28.0,0.0
Wigan_111,2009-10,284291,30,2010-03-13 15:00:00,"Toughsheet Community Stadium, Bolton",20053,Away,Wigan,Bolton,L,261.0,11.0,15.0,,2.0,,,,2.0,7.0,,6.0,25.0,72.0,74.0,20.0,2.0,1.0,92.0,14.0,21.0,,,4,4.0,0,1,0,,21.0,6.0,5.0,1.0,,20.0,,192.0,59.4,0.0,0,0,,7.0,10.0,38.0,1.0,364.0,14.0,21.0,,6.0,16.0,0.0
Wigan_111,2009-10,284309,31,2010-03-20 15:00:00,"The Brick Community Stadium, Wigan",18498,Home,Wigan,Burnley,W,241.0,17.0,12.0,,1.0,,,,6.0,7.0,1.0,5.0,11.0,53.0,62.0,13.0,,,96.0,11.0,14.0,1.0,1.0,0,,1,0,0,1.0,15.0,8.0,5.0,4.0,,28.0,,156.0,55.1,0.0,0,0,,10.0,17.0,39.0,1.0,318.0,21.0,25.0,,5.0,21.0,0.0
Wigan_111,2009-10,284316,32,2010-03-29 20:00:00,"Etihad Stadium, Manchester",43534,Away,Wigan,Man City,L,260.0,9.0,12.0,,2.0,,,,2.0,13.0,,4.0,21.0,64.0,66.0,18.0,1.0,,75.0,13.0,12.0,,,3,3.0,0,0,0,,20.0,2.0,2.0,5.0,,13.0,,135.0,40.7,0.0,0,1,,7.0,6.0,26.0,,341.0,11.0,33.0,,4.0,27.0,0.0
Wigan_111,2009-10,284325,33,2010-04-04 15:00:00,"Craven Cottage, London",22730,Away,Wigan,Fulham,L,279.0,17.0,18.0,,2.0,,,,8.0,4.0,,3.0,22.0,65.0,73.0,25.0,1.0,,85.0,11.0,13.0,1.0,1.0,2,2.0,1,0,1,,31.0,6.0,3.0,,,24.0,,207.0,47.4,0.0,0,0,,5.0,9.0,38.0,3.0,406.0,16.0,25.0,,3.0,15.0,0.0
Wigan_111,2009-10,284338,34,2010-04-14 19:45:00,"The Brick Community Stadium, Wigan",14323,Home,Wigan,Portsmouth,D,380.0,20.0,11.0,,1.0,,,,7.0,3.0,1.0,9.0,14.0,64.0,57.0,6.0,,,97.0,16.0,9.0,,,0,,0,0,0,,19.0,12.0,8.0,1.0,,29.0,,161.0,61.5,0.0,0,0,,9.0,20.0,8.0,1.0,484.0,24.0,21.0,,9.0,16.0,0.0
Wigan_111,2009-10,284349,35,2010-04-18 13:30:00,"The Brick Community Stadium, Wigan",22113,Home,Wigan,Arsenal,W,292.0,16.0,15.0,,2.0,,,,6.0,9.0,,8.0,20.0,68.0,77.0,7.0,,,93.0,15.0,14.0,2.0,3.0,2,2.0,3,1,0,,22.0,10.0,8.0,2.0,,19.0,,161.0,49.9,0.0,0,0,,5.0,13.0,11.0,2.0,395.0,19.0,33.0,,8.0,24.0,0.0
Wigan_111,2009-10,284358,36,2010-04-24 15:00:00,"Boleyn Ground, London",33057,Away,Wigan,West Ham,L,303.0,16.0,16.0,,,,,,5.0,14.0,,5.0,26.0,73.0,61.0,18.0,,,113.0,12.0,10.0,1.0,2.0,3,3.0,2,2,1,1.0,23.0,8.0,5.0,3.0,,18.0,,171.0,54.6,0.0,0,0,,4.0,10.0,30.0,1.0,404.0,14.0,23.0,,5.0,13.0,0.0
Wigan_111,2009-10,284369,37,2010-05-03 13:30:00,"The Brick Community Stadium, Wigan",20242,Home,Wigan,Hull,D,460.0,17.0,18.0,,1.0,,,,4.0,3.0,,8.0,22.0,64.0,56.0,9.0,,1.0,81.0,11.0,14.0,2.0,2.0,2,2.0,2,1,1,,27.0,7.0,3.0,,,23.0,,168.0,63.6,0.0,0,0,,7.0,12.0,17.0,1.0,561.0,14.0,21.0,,8.0,15.0,0.0
Wigan_111,2009-10,284374,38,2010-05-09 16:00:00,"Stamford Bridge, London",41383,Away,Wigan,Chelsea,L,325.0,8.0,10.0,,,,,,1.0,5.0,,3.0,11.0,41.0,44.0,11.0,,,63.0,10.0,14.0,,,8,8.0,0,2,0,,11.0,3.0,2.0,2.0,,8.0,,129.0,46.9,0.0,0,1,,1.0,4.0,18.0,3.0,415.0,4.0,13.0,,3.0,11.0,0.0
Wigan_111,2010-11,321659,1,2010-08-14 15:00:00,"DW Stadium, Wigan",16152,Home,Wigan,Blackpool,L,333.0,10.0,13.0,,,,,,2.0,6.0,,6.0,14.0,41.0,63.0,9.0,2.0,,74.0,8.0,12.0,,,4,4.0,0,3,0,1.0,15.0,6.0,5.0,1.0,,27.0,,164.0,56.4,0.0,0,0,,4.0,10.0,15.0,3.0,428.0,11.0,26.0,,6.0,18.0,0.0
Wigan_111,2010-11,321676,2,2010-08-21 17:15:00,"DW Stadium, Wigan",14476,Home,Wigan,Chelsea,L,370.0,8.0,7.0,,,1.0,1.0,,6.0,9.0,,,17.0,64.0,44.0,9.0,,,75.0,12.0,8.0,,,6,6.0,0,1,0,1.0,25.0,7.0,5.0,1.0,,22.0,,162.0,51.2,0.0,0,0,,4.0,11.0,16.0,2.0,453.0,15.0,19.0,,,12.0,0.0
Wigan_111,2010-11,321685,3,2010-08-28 15:00:00,"White Hart Lane, London",35101,Away,Wigan,Spurs,W,207.0,18.0,9.0,,,2.0,2.0,,6.0,7.0,1.0,7.0,6.0,52.0,46.0,27.0,,,65.0,11.0,10.0,1.0,1.0,0,,1,0,0,1.0,21.0,4.0,3.0,6.0,,13.0,,173.0,36.6,0.0,0,0,,8.0,10.0,49.0,1.0,304.0,17.0,23.0,,7.0,18.0,0.0
Wigan_111,2010-11,321696,4,2010-09-11 15:00:00,"DW Stadium, Wigan",15844,Home,Wigan,Sunderland,D,401.0,13.0,16.0,,2.0,1.0,1.0,,4.0,4.0,,5.0,12.0,57.0,54.0,11.0,,,69.0,20.0,11.0,1.0,1.0,1,1.0,1,0,0,,16.0,6.0,3.0,3.0,,15.0,,173.0,64.0,0.0,1,0,,12.0,15.0,21.0,5.0,495.0,19.0,16.0,,5.0,13.0,0.0
Wigan_111,2010-11,321706,5,2010-09-19 15:00:00,"DW Stadium, Wigan",15525,Home,Wigan,Man City,L,318.0,8.0,10.0,,1.0,1.0,1.0,,3.0,6.0,,3.0,10.0,44.0,52.0,8.0,1.0,1.0,59.0,10.0,15.0,,,2,2.0,0,1,0,,29.0,2.0,,1.0,,14.0,,149.0,46.0,0.0,0,0,,6.0,7.0,16.0,1.0,401.0,9.0,20.0,,3.0,10.0,0.0
Wigan_111,2010-11,321708,6,2010-09-25 15:00:00,"St. Andrew's Stadium, Birmingham",22186,Away,Wigan,Birmingham,D,257.0,20.0,10.0,,,1.0,1.0,,8.0,4.0,1.0,7.0,29.0,81.0,48.0,22.0,,,77.0,18.0,12.0,,,0,,0,0,0,,19.0,10.0,5.0,2.0,,15.0,,190.0,43.9,0.0,1,0,,3.0,12.0,45.0,3.0,342.0,16.0,18.0,,7.0,13.0,0.0
Wigan_111,2010-11,321726,7,2010-10-02 12:45:00,"DW Stadium, Wigan",14042,Home,Wigan,Wolves,W,463.0,3.0,10.0,,,2.0,2.0,,9.0,1.0,1.0,3.0,16.0,35.0,55.0,15.0,,,77.0,9.0,14.0,,2.0,0,,2,0,0,,19.0,13.0,10.0,1.0,,21.0,,141.0,60.9,0.0,1,0,,7.0,19.0,23.0,3.0,536.0,26.0,21.0,,3.0,16.0,0.0
Wigan_111,2010-11,321735,8,2010-10-16 15:00:00,"St. James' Park, Newcastle",44415,Away,Wigan,Newcastle,D,267.0,10.0,4.0,,1.0,,,,,6.0,,3.0,13.0,55.0,61.0,22.0,,,60.0,17.0,15.0,1.0,2.0,2,2.0,2,0,2,,15.0,2.0,3.0,4.0,,12.0,,152.0,42.5,0.0,0,0,,5.0,4.0,30.0,6.0,341.0,8.0,35.0,,3.0,22.0,0.0
Wigan_111,2010-11,321746,9,2010-10-23 15:00:00,"DW Stadium, Wigan",17100,Home,Wigan,Bolton,D,253.0,25.0,18.0,,,2.0,3.0,1.0,4.0,9.0,,6.0,12.0,80.0,75.0,11.0,,,80.0,8.0,14.0,1.0,1.0,1,1.0,1,0,0,,27.0,8.0,6.0,3.0,,17.0,,212.0,50.8,0.0,0,0,,7.0,13.0,23.0,1.0,372.0,17.0,29.0,,5.0,21.0,0.0
Wigan_111,2010-11,321753,10,2010-10-30 15:00:00,"Craven Cottage, London",25448,Away,Wigan,Fulham,L,277.0,16.0,20.0,,,,,,1.0,10.0,,1.0,21.0,71.0,69.0,17.0,,,78.0,13.0,8.0,,,2,2.0,0,2,0,,20.0,4.0,3.0,5.0,,6.0,,195.0,40.9,0.0,0,0,,5.0,8.0,34.0,2.0,388.0,9.0,27.0,,1.0,15.0,0.0
Wigan_111,2010-11,321759,11,2010-11-06 15:00:00,"Ewood Park, Blackburn",24413,Away,Wigan,Blackburn,L,351.0,13.0,19.0,,1.0,,,,6.0,4.0,,6.0,13.0,55.0,72.0,14.0,,,99.0,15.0,16.0,,1.0,2,2.0,1,0,0,,18.0,6.0,5.0,,,21.0,,199.0,64.2,0.0,0,0,,7.0,12.0,25.0,1.0,474.0,18.0,25.0,,6.0,20.0,0.0
Wigan_111,2010-11,321770,12,2010-11-10 19:45:00,"DW Stadium, Wigan",16754,Home,Wigan,Liverpool,D,426.0,8.0,14.0,,,,,,5.0,10.0,,5.0,24.0,66.0,65.0,6.0,,,100.0,10.0,10.0,,1.0,1,1.0,1,1,0,,29.0,8.0,6.0,2.0,,21.0,,182.0,53.3,0.0,0,0,,2.0,9.0,16.0,2.0,517.0,13.0,28.0,,5.0,19.0,0.0
Wigan_111,2010-11,321785,13,2010-11-13 15:00:00,"DW Stadium, Wigan",16085,Home,Wigan,West Brom,W,347.0,11.0,19.0,,,1.0,1.0,1.0,2.0,7.0,1.0,5.0,21.0,73.0,77.0,15.0,,,79.0,15.0,13.0,1.0,1.0,0,,1,0,0,,19.0,5.0,3.0,4.0,,8.0,,187.0,60.7,0.0,0,0,,8.0,10.0,29.0,1.0,444.0,13.0,29.0,,5.0,22.0,0.0
Wigan_111,2010-11,321794,14,2010-11-20 15:00:00,"Old Trafford, Manchester",74181,Away,Wigan,Man Utd,L,204.0,9.0,13.0,,1.0,2.0,2.0,,1.0,6.0,,1.0,8.0,51.0,61.0,23.0,,,58.0,16.0,11.0,,,2,2.0,0,1,0,,36.0,4.0,4.0,4.0,,12.0,,151.0,32.6,0.0,0,2,,6.0,8.0,46.0,,287.0,11.0,24.0,,1.0,19.0,0.0
Wigan_111,2010-11,321805,15,2010-11-27 15:00:00,"Boleyn Ground, London",34178,Away,Wigan,West Ham,L,351.0,18.0,12.0,,,,1.0,,6.0,4.0,,3.0,11.0,52.0,66.0,19.0,1.0,,91.0,8.0,8.0,1.0,1.0,3,3.0,1,1,0,,12.0,7.0,4.0,5.0,,11.0,1.0,183.0,59.0,0.0,0,0,,1.0,8.0,37.0,2.0,460.0,11.0,34.0,,3.0,22.0,0.0
Wigan_111,2010-11,321816,16,2010-12-04 15:00:00,"DW Stadium, Wigan",15100,Home,Wigan,Stoke,D,363.0,18.0,14.0,,1.0,2.0,2.0,,2.0,5.0,,5.0,11.0,53.0,44.0,16.0,,,80.0,12.0,10.0,,2.0,2,2.0,2,2,2,1.0,12.0,5.0,5.0,2.0,,18.0,,177.0,64.4,0.0,0,0,,8.0,13.0,28.0,,472.0,15.0,15.0,,5.0,12.0,0.0
Wigan_111,2010-11,321819,17,2010-12-11 15:00:00,"Goodison Park, Liverpool",32853,Away,Wigan,Everton,D,264.0,17.0,16.0,,,2.0,2.0,,2.0,9.0,1.0,4.0,13.0,70.0,67.0,31.0,,,88.0,20.0,12.0,,,0,,0,0,0,,25.0,3.0,2.0,2.0,,8.0,,213.0,50.2,0.0,0,0,,2.0,5.0,56.0,2.0,373.0,6.0,34.0,,4.0,25.0,0.0
Wigan_111,2010-11,321836,18,2011-01-25 19:45:00,"DW Stadium, Wigan",16442,Home,Wigan,Aston Villa,L,339.0,16.0,12.0,,,1.0,1.0,,5.0,2.0,,5.0,13.0,52.0,51.0,12.0,,2.0,76.0,10.0,13.0,1.0,1.0,2,2.0,1,0,0,,12.0,7.0,6.0,3.0,,28.0,,184.0,54.1,0.0,0,0,,10.0,15.0,21.0,,444.0,21.0,9.0,,7.0,8.0,0.0
Wigan_111,2010-11,321846,19,2010-12-26 15:00:00,"Molineux Stadium, Wolverhampton",26901,Away,Wigan,Wolves,W,223.0,16.0,19.0,,,1.0,,1.0,3.0,7.0,,3.0,14.0,62.0,58.0,30.0,,,58.0,15.0,7.0,2.0,2.0,1,1.0,2,0,2,,22.0,8.0,6.0,3.0,,13.0,,223.0,45.4,0.0,0,0,,6.0,12.0,65.0,3.0,332.0,15.0,24.0,,3.0,15.0,0.0
Wigan_111,2010-11,321856,20,2010-12-29 19:45:00,"DW Stadium, Wigan",17014,Home,Wigan,Arsenal,D,289.0,11.0,10.0,1.0,,,,1.0,1.0,8.0,,3.0,23.0,74.0,75.0,15.0,,,52.0,18.0,11.0,,2.0,2,2.0,2,2,1,,21.0,4.0,5.0,5.0,,21.0,1.0,183.0,39.3,0.0,0,1,,2.0,5.0,28.0,1.0,384.0,8.0,34.0,,3.0,25.0,0.0
