team_dir,season,matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,result,accuratePass,aerialLost,aerialWon,attPenGoal,attSetpiece,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedScoringAtt,challengeLost,cleanSheet,cornerTaken,dispossessed,duelLost,duelWon,effectiveClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,goalAssist,goals,goalsAgainst,goalsConceded,goalsFor,halfTimeAgainst,halfTimeFor,hitWoodwork,interception,ontargetAttAssist,ontargetScoringAtt,outfielderBlock,ownGoals,penAreaEntries,penaltyWon,possLostAll,possessionPercentage,redCard,redCardsAgainst,redCardsFor,saves,shotOffTarget,totalAttAssist,totalClearance,totalOffside,totalPass,totalScoringAtt,totalTackle,touchesInOppBox,wonCorners,wonTackle,yellowCard
Wigan_111,2009-10,284000,1,2009-08-15 15:00:00,"Villa Park, Birmingham",35578,Away,Wigan,Aston Villa,W,239.0,10.0,15.0,,2.0,,,,8.0,8.0,1.0,6.0,20.0,67.0,56.0,28.0,,,74.0,17.0,12.0,1.0,2.0,0,,2,0,1,1.0,20.0,9.0,7.0,3.0,,14.0,,164.0,53.0,0.0,0,0,,6.0,12.0,51.0,,320.0,21.0,18.0,,6.0,15.0,0.0
Wigan_111,2009-10,284017,2,2009-08-18 19:45:00,"The Brick Community Stadium, Wigan",16661,Home,Wigan,Wolves,L,371.0,15.0,15.0,,4.0,,,,5.0,2.0,,4.0,15.0,45.0,51.0,12.0,,,76.0,8.0,22.0,,,1,1.0,0,1,0,,15.0,5.0,4.0,1.0,,14.0,,177.0,64.2,0.0,0,0,,11.0,15.0,29.0,5.0,485.0,20.0,12.0,,4.0,11.0,0.0
Wigan_111,2009-10,284029,3,2009-08-22 15:00:00,"The Brick Community Stadium, Wigan",18164,Home,Wigan,Man Utd,L,292.0,10.0,9.0,,1.0,,,,7.0,7.0,,2.0,19.0,60.0,52.0,12.0,,,58.0,11.0,8.0,,,5,5.0,0,0,0,,13.0,9.0,5.0,7.0,,20.0,,142.0,48.2,0.0,0,0,,6.0,13.0,23.0,,372.0,18.0,30.0,,3.0,24.0,0.0
Wigan_111,2009-10,284034,4,2009-08-30 15:00:00,"Goodison Park, Liverpool",35122,Away,Wigan,Everton,L,200.0,15.0,9.0,,,,,,5.0,4.0,,5.0,8.0,65.0,46.0,25.0,,,65.0,24.0,10.0,1.0,1.0,2,2.0,1,0,0,1.0,18.0,5.0,3.0,14.0,,12.0,,159.0,43.9,0.0,0,0,,6.0,9.0,47.0,1.0,293.0,14.0,27.0,,5.0,17.0,0.0
Wigan_111,2009-10,284049,5,2009-09-12 15:00:00,"The Brick Community Stadium, Wigan",17142,Home,Wigan,West Ham,W,332.0,12.0,12.0,,,,,,2.0,13.0,1.0,5.0,15.0,59.0,65.0,9.0,,,81.0,14.0,12.0,,1.0,0,,1,0,0,,18.0,6.0,6.0,2.0,,20.0,,161.0,53.0,0.0,0,0,,4.0,9.0,19.0,1.0,433.0,12.0,34.0,,5.0,26.0,0.0
Wigan_111,2009-10,284050,6,2009-09-19 15:00:00,"Emirates Stadium, London",59103,Away,Wigan,Arsenal,L,197.0,18.0,17.0,,,,,,4.0,17.0,,4.0,12.0,80.0,62.0,15.0,,,55.0,20.0,7.0,,,4,4.0,0,1,0,1.0,24.0,6.0,5.0,7.0,,13.0,,140.0,38.1,0.0,0,0,,4.0,8.0,30.0,1.0,279.0,13.0,31.0,,4.0,23.0,0.0
Wigan_111,2009-10,284069,7,2009-09-26 15:00:00,"The Brick Community Stadium, Wigan",18542,Home,Wigan,Chelsea,W,271.0,10.0,15.0,1.0,,,,,,10.0,,4.0,12.0,54.0,54.0,14.0,1.0,,86.0,12.0,12.0,2.0,3.0,1,1.0,3,0,1,,39.0,7.0,10.0,6.0,,12.0,1.0,157.0,46.8,0.0,1,0,,6.0,12.0,26.0,5.0,371.0,16.0,20.0,,4.0,12.0,0.0
Wigan_111,2009-10,284076,8,2009-10-03 15:00:00,"The MKM Stadium, Hull",22822,Away,Wigan,Hull,L,497.0,15.0,15.0,,,,,,,6.0,,2.0,19.0,61.0,60.0,18.0,,,82.0,11.0,13.0,,1.0,2,2.0,1,0,0,,10.0,3.0,5.0,3.0,,23.0,,153.0,74.4,0.0,0,0,,8.0,10.0,27.0,,595.0,13.0,23.0,,2.0,17.0,0.0
Wigan_111,2009-10,284089,9,2009-10-18 16:00:00,"The Brick Community Stadium, Wigan",20005,Home,Wigan,Man City,D,353.0,10.0,12.0,,1.0,,,,3.0,6.0,,6.0,11.0,51.0,49.0,13.0,,,83.0,15.0,11.0,,1.0,1,1.0,1,0,1,,17.0,8.0,7.0,,,21.0,,149.0,56.2,0.0,1,0,,6.0,14.0,30.0,1.0,442.0,16.0,21.0,,6.0,14.0,0.0
Wigan_111,2009-10,284092,10,2009-10-24 15:00:00,"Turf Moor, Burnley",19430,Away,Wigan,Burnley,W,315.0,17.0,10.0,,,,,,2.0,6.0,,4.0,12.0,59.0,60.0,19.0,,,86.0,11.0,12.0,2.0,3.0,1,1.0,3,1,1,,25.0,7.0,6.0,4.0,,23.0,,173.0,51.6,0.0,0,0,4.0,6.0,12.0,29.0,1.0,439.0,14.0,33.0,12.0,4.0,29.0,0.0
Wigan_111,2009-10,284107,11,2009-10-31 15:00:00,"Fratton Park, Portsmouth",18212,Away,Wigan,Portsmouth,L,284.0,10.0,15.0,,,,,,4.0,7.0,,4.0,20.0,59.0,58.0,20.0,,,59.0,10.0,10.0,,,4,4.0,0,2,0,,24.0,3.0,,4.0,,14.0,,172.0,51.1,0.0,0,0,,4.0,6.0,43.0,1.0,374.0,8.0,24.0,,4.0,16.0,0.0
Wigan_111,2009-10,284118,12,2009-11-08 15:00:00,"The Brick Community Stadium, Wigan",16172,Home,Wigan,Fulham,D,370.0,9.0,12.0,,,,,,6.0,3.0,,10.0,12.0,47.0,57.0,26.0,,,78.0,15.0,15.0,1.0,1.0,1,1.0,1,1,1,1.0,17.0,12.0,9.0,1.0,,13.0,,147.0,57.5,0.0,0,0,,7.0,17.0,52.0,,448.0,22.0,20.0,,10.0,13.0,0.0
Wigan_111,2009-10,284129,13,2009-11-22 15:00:00,"White Hart Lane, London",35650,Away,Wigan,Spurs,L,258.0,10.0,17.0,,,,,,2.0,11.0,,5.0,14.0,57.0,49.0,18.0,2.0,,58.0,10.0,9.0,1.0,1.0,9,9.0,1,1,0,1.0,15.0,4.0,4.0,1.0,,10.0,,158.0,45.2,0.0,0,0,,6.0,10.0,33.0,3.0,350.0,12.0,18.0,,5.0,13.0,0.0
Wigan_111,2009-10,284138,14,2009-11-28 15:00:00,"The Brick Community Stadium, Wigan",20447,Home,Wigan,Sunderland,W,242.0,23.0,17.0,,,,,,3.0,4.0,1.0,5.0,7.0,58.0,64.0,17.0,,,72.0,12.0,13.0,1.0,1.0,0,,1,0,0,1.0,16.0,9.0,7.0,4.0,,14.0,,178.0,48.7,0.0,0,0,,7.0,15.0,41.0,,357.0,17.0,23.0,,5.0,16.0,0.0
Wigan_111,2009-10,284148,15,2009-12-05 15:00:00,"The Brick Community Stadium, Wigan",18797,Home,Wigan,Birmingham,L,274.0,14.0,18.0,,1.0,,,,2.0,8.0,,2.0,10.0,64.0,59.0,13.0,1.0,,72.0,14.0,8.0,1.0,2.0,3,3.0,2,0,1,,15.0,6.0,6.0,4.0,,22.0,,179.0,57.7,0.0,0,0,,10.0,16.0,29.0,1.0,391.0,18.0,24.0,,2.0,16.0,0.0
Wigan_111,2009-10,284157,16,2009-12-12 12:45:00,"bet365 Stadium, Stoke",26728,Away,Wigan,Stoke,D,262.0,15.0,26.0,,4.0,,,,8.0,7.0,,3.0,14.0,60.0,74.0,11.0,,,81.0,11.0,19.0,,2.0,2,2.0,2,1,1,,17.0,5.0,6.0,6.0,,20.0,1.0,175.0,59.4,0.0,0,0,,5.0,9.0,30.0,1.0,357.0,19.0,24.0,,3.0,15.0,0.0
Wigan_111,2009-10,284169,17,2009-12-16 20:00:00,"Anfield, Liverpool",41116,Away,Wigan,Liverpool,L,278.0,8.0,16.0,,3.0,,,,3.0,9.0,,,21.0,58.0,67.0,28.0,2.0,,85.0,11.0,12.0,1.0,1.0,2,2.0,1,1,0,1.0,27.0,7.0,4.0,5.0,,12.0,,153.0,44.9,0.0,0,0,,4.0,10.0,50.0,,358.0,11.0,26.0,,,16.0,0.0
Wigan_111,2009-10,284178,18,2010-02-17 20:00:00,"The Brick Community Stadium, Wigan",18089,Home,Wigan,Bolton,D,248.0,16.0,20.0,,,,,,2.0,4.0,1.0,5.0,29.0,67.0,61.0,35.0,,,97.0,6.0,9.0,,,0,,0,0,0,1.0,23.0,3.0,1.0,1.0,,22.0,,202.0,51.7,0.0,0,0,,7.0,8.0,61.0,1.0,351.0,10.0,21.0,,4.0,17.0,0.0
Wigan_111,2009-10,284189,19,2009-12-26 15:00:00,"The Brick Community Stadium, Wigan",20243,Home,Wigan,Blackburn,D,283.0,31.0,19.0,,,,,,6.0,2.0,,7.0,15.0,66.0,73.0,23.0,,,79.0,10.0,18.0,1.0,1.0,1,1.0,1,1,0,,13.0,6.0,5.0,1.0,,29.0,,177.0,56.8,0.0,0,0,,4.0,9.0,47.0,2.0,377.0,15.0,29.0,,7.0,22.0,0.0
Wigan_111,2009-10,284195,20,2009-12-30 20:00:00,"Old Trafford, Manchester",74560,Away,Wigan,Man Utd,L,295.0,6.0,6.0,,,,,,3.0,8.0,,3.0,9.0,47.0,45.0,21.0,,,78.0,13.0,7.0,,,5,5.0,0,3,0,,25.0,5.0,3.0,6.0,,6.0,,138.0,37.9,0.0,0,0,,5.0,9.0,46.0,,374.0,11.0,26.0,,3.0,15.0,0.0
Wigan_111,2009-10,284209,21,2010-03-16 19:45:00,"The Brick Community Stadium, Wigan",16186,Home,Wigan,Aston Villa,L,257.0,29.0,11.0,,1.0,,,,4.0,9.0,,7.0,13.0,74.0,67.0,29.0,,,81.0,10.0,17.0,1.0,1.0,2,2.0,1,1,1,,19.0,6.0,3.0,6.0,1.0,33.0,,160.0,54.0,0.0,0,0,,6.0,10.0,49.0,1.0,345.0,13.0,23.0,,7.0,17.0,0.0
Wigan_111,2009-10,284219,22,2010-01-16 15:00:00,"Molineux Stadium, Wolverhampton",27604,Away,Wigan,Wolves,W,284.0,18.0,18.0,,,,,,5.0,1.0,1.0,3.0,7.0,48.0,59.0,18.0,,,86.0,17.0,14.0,1.0,2.0,0,,2,0,0,1.0,15.0,9.0,9.0,5.0,,18.0,1.0,165.0,47.7,0.0,1,1,,7.0,15.0,57.0,3.0,376.0,21.0,19.0,,3.0,13.0,0.0
Wigan_111,2009-10,284227,23,2010-01-27 20:00:00,"Ewood Park, Blackburn",22190,Away,Wigan,Blackburn,L,254.0,21.0,20.0,,1.0,,,,5.0,3.0,,5.0,13.0,62.0,66.0,31.0,1.0,,83.0,15.0,19.0,1.0,1.0,2,2.0,1,1,0,,11.0,4.0,2.0,3.0,,15.0,,174.0,55.5,0.0,0,0,,4.0,8.0,52.0,1.0,357.0,11.0,23.0,,6.0,17.0,0.0
Wigan_111,2009-10,284239,24,2010-01-30 15:00:00,"The Brick Community Stadium, Wigan",16869,Home,Wigan,Everton,L,297.0,18.0,13.0,,,,,,1.0,12.0,,4.0,13.0,71.0,61.0,20.0,,,76.0,19.0,10.0,,,1,1.0,0,0,0,1.0,13.0,2.0,2.0,1.0,,14.0,,161.0,53.4,0.0,0,0,,5.0,3.0,35.0,2.0,396.0,8.0,29.0,,4.0,21.0,0.0
