team_dir,season,matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,result,accuratePass,aerialLost,aerialWon,attPenGoal,attSetpiece,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedPass,blockedScoringAtt,challengeLost,cleanSheet,cornerTaken,dispossessed,duelLost,duelWon,effectiveClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,goalAssist,goals,goalsAgainst,goalsConceded,goalsFor,halfTimeAgainst,halfTimeFor,hitWoodwork,interception,ontargetAttAssist,ontargetScoringAtt,outfielderBlock,ownGoals,penAreaEntries,penaltyWon,possLostAll,possessionPercentage,redCard,redCardsAgainst,redCardsFor,saves,shotOffTarget,totalAttAssist,totalClearance,totalOffside,totalPass,totalScoringAtt,totalTackle,touchesInOppBox,wonCorners,wonTackle,yellowCard
Hull_88,2009-10,284003,1,2009-08-15 12:45:00,"Stamford Bridge, London",41597.0,Away,Hull,Chelsea,L,153.0,19.0,16.0,,2.0,,,,,2.0,3.0,,4.0,11.0,51.0,56.0,26.0,,2.0,,,,,67.0,16.0,14.0,,1.0,2,2.0,1,1,1,,18.0,1.0,2.0,6.0,,23.0,,143.0,32.4,0.0,0,0,,4.0,3.0,43.0,2.0,225.0,8.0,21.0,,4.0,14.0,0.0
Hull_88,2009-10,284014,2,2009-08-19 19:45:00,"The MKM Stadium, Hull",24735.0,Home,Hull,Spurs,L,204.0,16.0,14.0,,,,,,,2.0,12.0,,6.0,12.0,69.0,43.0,15.0,,,,,,,76.0,24.0,13.0,,1.0,5,5.0,1,3,1,,22.0,6.0,6.0,4.0,,24.0,,151.0,41.8,0.0,0,0,,2.0,7.0,22.0,2.0,305.0,10.0,12.0,,6.0,4.0,0.0
Hull_88,2009-10,284024,3,2009-08-22 15:00:00,"The MKM Stadium, Hull",22999.0,Home,Hull,Bolton,W,164.0,22.0,20.0,,1.0,,,,,1.0,6.0,1.0,4.0,16.0,71.0,61.0,40.0,,,,,,,87.0,19.0,18.0,1.0,1.0,0,,1,0,0,1.0,12.0,5.0,4.0,7.0,,23.0,,183.0,46.6,0.0,0,0,,7.0,11.0,68.0,3.0,271.0,12.0,18.0,,4.0,14.0,0.0
Hull_88,2009-10,284039,4,2009-08-29 15:00:00,"Molineux Stadium, Wolverhampton",27906.0,Away,Hull,Wolves,D,172.0,22.0,14.0,,,,,,,1.0,2.0,,2.0,8.0,51.0,47.0,26.0,,1.0,,,,,98.0,15.0,11.0,1.0,1.0,1,1.0,1,0,1,,22.0,4.0,3.0,8.0,,15.0,,198.0,45.5,0.0,0,0,,1.0,4.0,63.0,5.0,278.0,5.0,18.0,,2.0,14.0,0.0
Hull_88,2009-10,284047,5,2009-09-12 15:00:00,"Stadium of Light, Sunderland",38997.0,Away,Hull,Sunderland,L,181.0,18.0,15.0,,1.0,,,,,2.0,8.0,,8.0,19.0,62.0,59.0,23.0,,,,,,,100.0,17.0,19.0,1.0,1.0,4,4.0,1,1,1,,9.0,6.0,5.0,2.0,1.0,22.0,,169.0,48.6,0.0,0,0,,2.0,8.0,47.0,1.0,275.0,9.0,21.0,,8.0,20.0,0.0
Hull_88,2009-10,284056,6,2009-09-19 15:00:00,"The MKM Stadium, Hull",23759.0,Home,Hull,Birmingham,L,221.0,24.0,13.0,0.0,2.0,,,,,8.0,5.0,,10.0,14.0,61.0,50.0,31.0,,,0.6742,1.5692,0.251,2.3055,108.0,15.0,13.0,,0.0,1,1.0,0,0,0,1.0,25.0,8.0,3.0,2.0,0.0,43.0,,150.0,44.6,0.0,0,0,7.0,6.0,13.0,65.0,,321.0,17.0,17.0,17.0,10.0,12.0,0.0
Hull_88,2009-10,284063,7,2009-09-26 15:00:00,"Anfield, Liverpool",44392.0,Away,Hull,Liverpool,L,202.0,9.0,13.0,,,,,,,3.0,12.0,,2.0,13.0,45.0,53.0,26.0,,,,,,,76.0,5.0,11.0,,1.0,6,6.0,1,2,1,,21.0,,2.0,6.0,,23.0,,154.0,36.6,0.0,0,0,2.0,5.0,1.0,48.0,2.0,295.0,10.0,24.0,7.0,2.0,21.0,0.0
Hull_88,2009-10,284076,8,2009-10-03 15:00:00,"The MKM Stadium, Hull",22822.0,Home,Hull,Wigan,W,118.0,15.0,15.0,,,,,,,3.0,9.0,,4.0,16.0,60.0,61.0,23.0,,1.0,,,,,65.0,15.0,8.0,2.0,2.0,1,1.0,2,0,0,,23.0,5.0,5.0,,,18.0,,134.0,25.6,0.0,0,0,,5.0,8.0,39.0,4.0,188.0,13.0,32.0,,4.0,16.0,0.0
Hull_88,2009-10,284084,9,2009-10-19 20:00:00,"Craven Cottage, London",22943.0,Away,Hull,Fulham,L,250.0,14.0,23.0,,,,,,,4.0,2.0,,4.0,10.0,47.0,53.0,19.0,,,,,,,87.0,15.0,13.0,,,2,2.0,0,1,0,,14.0,1.0,,4.0,,17.0,,167.0,40.5,0.0,0,0,,4.0,5.0,41.0,3.0,356.0,8.0,13.0,,4.0,10.0,0.0
Hull_88,2009-10,284094,10,2009-10-24 15:00:00,"The MKM Stadium, Hull",23720.0,Home,Hull,Portsmouth,D,162.0,14.0,17.0,,1.0,,,,,3.0,3.0,1.0,6.0,13.0,49.0,59.0,25.0,,,,,,,98.0,16.0,23.0,,,0,,0,0,0,,17.0,4.0,1.0,1.0,,23.0,,176.0,43.8,0.0,0,0,,4.0,6.0,39.0,2.0,267.0,8.0,15.0,,6.0,11.0,0.0
