team_dir,season,matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,result,accuratePass,aerialLost,aerialWon,attPenGoal,attSetpiece,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedPass,blockedScoringAtt,challengeLost,cleanSheet,cornerTaken,dispossessed,duelLost,duelWon,effectiveClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,goalAssist,goals,goalsAgainst,goalsConceded,goalsFor,halfTimeAgainst,halfTimeFor,hitWoodwork,interception,ontargetAttAssist,ontargetScoringAtt,outfielderBlock,ownGoals,penAreaEntries,penaltyWon,possLostAll,possessionPercentage,redCard,redCardsAgainst,redCardsFor,saves,shotOffTarget,totalAttAssist,totalClearance,totalOffside,totalPass,totalScoringAtt,totalTackle,touchesInOppBox,wonCorners,wonTackle,yellowCard
Huddersfield_38,2017-18,918896,1,2017-08-12 15:00:00,"Selhurst Park, London",25448,Away,Huddersfield,Crystal Palace,W,199.0,18.0,16.0,,,2.0,1.0,1.0,20.0,,18.0,1.0,9.0,18.0,79.0,56.0,29.0,,,67.0,19.0,7.0,2.0,3.0,0,,3,0,2,,9.0,4.0,6.0,3.0,,21.0,,158.0,43.3,0.0,0,0,4.0,3.0,6.0,29.0,2.0,306.0,9.0,28.0,16.0,9.0,19.0,0.0
Huddersfield_38,2017-18,918905,2,2017-08-20 13:30:00,"John Smith's Stadium, Huddersfield",24128,Home,Huddersfield,Newcastle,W,353.0,12.0,24.0,,,,,,30.0,1.0,9.0,1.0,7.0,7.0,50.0,62.0,29.0,,,46.0,13.0,10.0,1.0,1.0,0,,1,0,0,,18.0,2.0,3.0,5.0,,25.0,,164.0,52.7,0.0,0,0,5.0,3.0,3.0,29.0,4.0,456.0,7.0,24.0,11.0,7.0,13.0,0.0
Huddersfield_38,2017-18,918916,3,2017-08-26 15:00:00,"John Smith's Stadium, Huddersfield",23548,Home,Huddersfield,Southampton,D,265.0,18.0,25.0,,1.0,1.0,2.0,,18.0,6.0,9.0,1.0,5.0,12.0,52.0,59.0,19.0,,,78.0,10.0,10.0,,,0,,0,0,0,,11.0,10.0,6.0,1.0,,35.0,,173.0,44.7,0.0,0,0,2.0,4.0,14.0,19.0,,378.0,16.0,17.0,20.0,5.0,14.0,0.0
Huddersfield_38,2017-18,918932,4,2017-09-11 20:00:00,"London Stadium, London",56977,Away,Huddersfield,West Ham,L,330.0,34.0,26.0,,1.0,,,,23.0,7.0,4.0,,3.0,18.0,71.0,64.0,44.0,,1.0,32.0,14.0,11.0,,,2,2.0,0,0,0,1.0,2.0,8.0,2.0,6.0,,18.0,,154.0,56.5,0.0,0,0,2.0,1.0,9.0,44.0,1.0,426.0,10.0,19.0,8.0,3.0,14.0,0.0
Huddersfield_38,2017-18,918936,5,2017-09-16 15:00:00,"John Smith's Stadium, Huddersfield",24169,Home,Huddersfield,Leicester,D,383.0,27.0,24.0,,,,,,24.0,6.0,13.0,,8.0,6.0,54.0,54.0,31.0,,,70.0,6.0,6.0,1.0,1.0,1,1.0,1,0,0,,10.0,7.0,3.0,5.0,,41.0,,165.0,59.8,0.0,0,0,,6.0,10.0,31.0,3.0,486.0,15.0,16.0,21.0,8.0,11.0,0.0
Huddersfield_38,2017-18,918945,6,2017-09-23 15:00:00,"Turf Moor, Burnley",20759,Away,Huddersfield,Burnley,D,316.0,26.0,22.0,,,,,,18.0,2.0,7.0,1.0,4.0,10.0,60.0,61.0,35.0,,,60.0,14.0,9.0,,,0,,0,0,0,,17.0,2.0,2.0,1.0,,25.0,,153.0,48.0,0.0,0,0,3.0,5.0,6.0,35.0,3.0,417.0,9.0,25.0,4.0,4.0,21.0,0.0
Huddersfield_38,2017-18,918957,7,2017-09-30 12:30:00,"John Smith's Stadium, Huddersfield",24169,Home,Huddersfield,Spurs,L,269.0,14.0,11.0,,,,,,26.0,3.0,12.0,,4.0,7.0,48.0,44.0,25.0,1.0,1.0,52.0,7.0,3.0,,,4,4.0,0,3,0,1.0,21.0,2.0,1.0,2.0,,30.0,,161.0,40.5,0.0,0,0,3.0,2.0,3.0,25.0,4.0,368.0,6.0,25.0,10.0,4.0,16.0,0.0
Huddersfield_38,2017-18,918970,8,2017-10-14 15:00:00,"Liberty Stadium, Swansea",20657,Away,Huddersfield,Swansea,L,458.0,20.0,13.0,,,1.0,1.0,,16.0,4.0,3.0,,3.0,12.0,53.0,52.0,16.0,1.0,1.0,44.0,16.0,11.0,,,2,2.0,0,1,0,1.0,8.0,5.0,2.0,1.0,,22.0,,137.0,59.8,0.0,0,0,1.0,1.0,6.0,16.0,,539.0,7.0,16.0,15.0,3.0,12.0,0.0
Huddersfield_38,2017-18,918975,9,2017-10-21 15:00:00,"John Smith's Stadium, Huddersfield",24169,Home,Huddersfield,Man Utd,W,116.0,15.0,15.0,,1.0,1.0,,2.0,16.0,2.0,13.0,,4.0,10.0,51.0,64.0,49.0,,,44.0,10.0,12.0,1.0,2.0,1,1.0,2,0,2,,13.0,3.0,3.0,3.0,,17.0,,138.0,22.1,0.0,0,0,2.0,,3.0,49.0,2.0,210.0,5.0,27.0,17.0,4.0,20.0,0.0
Huddersfield_38,2017-18,918989,10,2017-10-28 15:00:00,"Anfield, Liverpool",53268,Away,Huddersfield,Liverpool,L,174.0,14.0,10.0,,,,,,16.0,,8.0,,2.0,11.0,44.0,37.0,27.0,1.0,,54.0,8.0,8.0,,,3,3.0,0,0,0,,24.0,,,2.0,,13.0,,147.0,26.6,0.0,0,0,5.0,1.0,1.0,27.0,1.0,280.0,1.0,13.0,3.0,2.0,10.0,0.0
