team_dir,season,matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,result,accuratePass,aerialLost,aerialWon,attPenGoal,attSetpiece,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedPass,blockedScoringAtt,challengeLost,cleanSheet,cornerTaken,dispossessed,duelLost,duelWon,effectiveClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,goalAssist,goals,goalsAgainst,goalsConceded,goalsFor,halfTimeAgainst,halfTimeFor,hitWoodwork,interception,ontargetAttAssist,ontargetScoringAtt,outfielderBlock,ownGoals,penAreaEntries,penaltyWon,possLostAll,possessionPercentage,redCard,redCardsAgainst,redCardsFor,saves,shotOffTarget,totalAttAssist,totalClearance,totalDistance,totalOffside,totalPass,totalScoringAtt,totalTackle,touchesInOppBox,wonCorners,wonTackle,yellowCard
Spurs_6,2009-10,284008,1,2009-08-16 16:00:00,"White Hart Lane, London",35935,Home,Spurs,Liverpool,W,288.0,4.0,10.0,,3.0,,,,,6.0,9.0,,6.0,15.0,47.0,67.0,16.0,,,,,,,64.0,12.0,16.0,1.0,2.0,1,1.0,2,0,1,,23.0,8.0,7.0,2.0,,26.0,,149.0,47.5,0.0,0,0,,7.0,12.0,27.0,,2.0,383.0,20.0,33.0,,6.0,25.0,0.0
Spurs_6,2009-10,284014,2,2009-08-19 19:45:00,"The MKM Stadium, Hull",24735,Away,Spurs,Hull,W,345.0,14.0,16.0,,2.0,,,,,4.0,4.0,,5.0,7.0,43.0,69.0,29.0,,,,,,,70.0,13.0,24.0,5.0,5.0,1,1.0,5,1,3,,20.0,8.0,8.0,2.0,,19.0,,140.0,58.2,0.0,0,0,,6.0,13.0,38.0,,5.0,440.0,18.0,17.0,,5.0,14.0,0.0
Spurs_6,2009-10,284028,3,2009-08-23 13:30:00,"Boleyn Ground, London",33095,Away,Spurs,West Ham,W,288.0,9.0,15.0,,4.0,,,,,9.0,4.0,,8.0,11.0,43.0,63.0,20.0,,,,,,,75.0,11.0,15.0,,2.0,1,1.0,2,0,0,1.0,17.0,11.0,6.0,5.0,,11.0,,143.0,53.1,0.0,0,0,,7.0,18.0,32.0,,2.0,368.0,22.0,24.0,,8.0,20.0,0.0
Spurs_6,2009-10,284038,4,2009-08-29 15:00:00,"White Hart Lane, London",35318,Home,Spurs,Birmingham,W,404.0,10.0,12.0,,1.0,,,,,6.0,8.0,,6.0,4.0,43.0,49.0,20.0,1.0,,,,,,65.0,12.0,9.0,2.0,2.0,1,1.0,2,0,0,1.0,27.0,10.0,9.0,3.0,,28.0,,143.0,59.5,0.0,0,0,,11.0,18.0,36.0,,2.0,491.0,26.0,16.0,,7.0,12.0,0.0
Spurs_6,2009-10,284048,5,2009-09-12 17:30:00,"White Hart Lane, London",35785,Home,Spurs,Man Utd,L,332.0,12.0,15.0,,1.0,,,,,3.0,10.0,,3.0,12.0,59.0,62.0,17.0,1.0,,,,,,92.0,17.0,13.0,,1.0,3,3.0,1,2,1,1.0,31.0,7.0,6.0,3.0,,31.0,,160.0,49.1,0.0,1,0,,5.0,11.0,32.0,,,434.0,14.0,24.0,,3.0,15.0,0.0
Spurs_6,2009-10,284054,6,2009-09-20 16:00:00,"Stamford Bridge, London",41623,Away,Spurs,Chelsea,L,327.0,7.0,15.0,,,,,,,2.0,3.0,,3.0,8.0,37.0,40.0,20.0,,,,,,,55.0,10.0,7.0,,,3,3.0,0,1,0,,16.0,5.0,3.0,6.0,,16.0,,123.0,50.9,0.0,0,0,,4.0,8.0,34.0,,2.0,393.0,9.0,16.0,,3.0,11.0,0.0
Spurs_6,2009-10,284068,7,2009-09-26 15:00:00,"White Hart Lane, London",35462,Home,Spurs,Burnley,W,330.0,11.0,10.0,1.0,2.0,,,,,3.0,7.0,1.0,2.0,8.0,40.0,53.0,20.0,,1.0,,,,,60.0,10.0,13.0,3.0,5.0,0,,5,0,2,,19.0,10.0,10.0,2.0,,29.0,1.0,141.0,51.3,0.0,0,0,5.0,6.0,15.0,38.0,,8.0,416.0,19.0,23.0,22.0,2.0,15.0,0.0
Spurs_6,2009-10,284072,8,2009-10-03 15:00:00,"Toughsheet Community Stadium, Bolton",21305,Away,Spurs,Bolton,D,305.0,14.0,15.0,,,,,,,2.0,3.0,,6.0,14.0,50.0,56.0,23.0,,,,,,,80.0,17.0,15.0,2.0,2.0,2,2.0,2,1,1,1.0,16.0,6.0,6.0,3.0,,29.0,,170.0,61.0,0.0,0,0,,7.0,8.0,46.0,,2.0,407.0,15.0,20.0,,6.0,16.0,0.0
Spurs_6,2009-10,284086,9,2009-10-17 15:00:00,"Fratton Park, Portsmouth",20821,Away,Spurs,Portsmouth,W,219.0,10.0,12.0,,,,,,,3.0,5.0,,9.0,17.0,56.0,70.0,26.0,,1.0,,,,,53.0,16.0,16.0,2.0,2.0,1,1.0,2,0,2,1.0,16.0,5.0,3.0,5.0,,12.0,,160.0,50.1,0.0,1,1,,7.0,12.0,47.0,,1.0,302.0,13.0,32.0,,9.0,24.0,0.0
Spurs_6,2009-10,284097,10,2009-10-24 15:00:00,"White Hart Lane, London",36031,Home,Spurs,Stoke,L,373.0,14.0,22.0,,2.0,,,,,2.0,7.0,,6.0,16.0,54.0,59.0,16.0,,,,,,,84.0,10.0,19.0,,,1,1.0,0,0,0,1.0,16.0,8.0,9.0,3.0,,33.0,,163.0,63.7,0.0,0,0,,10.0,13.0,32.0,,1.0,463.0,21.0,11.0,,7.0,11.0,0.0
