team_dir,season,matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,result,accuratePass,aerialLost,aerialWon,attPenGoal,attSetpiece,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedPass,blockedScoringAtt,challengeLost,cleanSheet,cornerTaken,dispossessed,duelLost,duelWon,effectiveClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,goalAssist,goals,goalsAgainst,goalsConceded,goalsFor,halfTimeAgainst,halfTimeFor,hitWoodwork,interception,ontargetAttAssist,ontargetScoringAtt,outfielderBlock,ownGoals,penAreaEntries,penaltyWon,possLostAll,possessionPercentage,redCard,redCardsAgainst,redCardsFor,saves,shotOffTarget,totalAttAssist,totalClearance,totalOffside,totalPass,totalScoringAtt,totalTackle,touchesInOppBox,wonCorners,wonTackle,yellowCard
Norwich_45,2011-12,360478,1,2011-08-13 15:00:00,"DW Stadium, Wigan",17454,Away,Norwich,Wigan,D,291.0,13.0,12.0,,1.0,1.0,1.0,1.0,,2.0,15.0,,3.0,15.0,52.0,49.0,8.0,,,,,,,95.0,8.0,11.0,,1.0,1,1.0,1,1,1,,11.0,2.0,2.0,6.0,,26.0,,156.0,50.5,0.0,0,0,,9.0,10.0,19.0,5.0,378.0,13.0,24.0,,3.0,19.0,0.0
Norwich_45,2011-12,360485,2,2011-08-21 13:30:00,"Carrow Road, Norwich",26272,Home,Norwich,Stoke,D,243.0,14.0,13.0,,2.0,,,,,5.0,6.0,,3.0,5.0,41.0,44.0,17.0,,,,,,,80.0,13.0,12.0,1.0,1.0,1,1.0,1,0,1,,4.0,5.0,3.0,4.0,,29.0,,166.0,46.9,0.0,0,1,,2.0,6.0,32.0,3.0,326.0,10.0,17.0,,3.0,14.0,0.0
Norwich_45,2011-12,360491,3,2011-08-27 15:00:00,"Stamford Bridge, London",41765,Away,Norwich,Chelsea,L,147.0,13.0,7.0,,1.0,2.0,2.0,,,1.0,7.0,,6.0,6.0,45.0,47.0,15.0,1.0,,,,,,83.0,15.0,17.0,,1.0,3,3.0,1,1,0,1.0,19.0,5.0,6.0,3.0,,17.0,,140.0,30.4,0.0,0,1,,4.0,8.0,30.0,6.0,216.0,11.0,22.0,,6.0,15.0,0.0
Norwich_45,2011-12,360504,4,2011-09-11 13:30:00,"Carrow Road, Norwich",26158,Home,Norwich,West Brom,L,285.0,12.0,10.0,,,1.0,2.0,,,3.0,9.0,,1.0,9.0,43.0,54.0,13.0,1.0,,,,,,79.0,13.0,10.0,,,1,1.0,0,1,0,,23.0,4.0,3.0,2.0,,36.0,,200.0,51.8,0.0,0,0,,12.0,14.0,25.0,,404.0,18.0,26.0,,1.0,21.0,0.0
Norwich_45,2011-12,360511,5,2011-09-17 15:00:00,"University of Bolton Stadium, Bolton",21223,Away,Norwich,Bolton,W,221.0,21.0,15.0,,2.0,,1.0,1.0,,2.0,9.0,,9.0,10.0,53.0,45.0,27.0,,,,,,,89.0,9.0,9.0,2.0,2.0,1,1.0,2,0,2,,15.0,6.0,6.0,4.0,,18.0,,157.0,40.7,0.0,1,0,,6.0,10.0,50.0,7.0,296.0,14.0,18.0,,9.0,8.0,0.0
Norwich_45,2011-12,360524,6,2011-09-26 20:00:00,"Carrow Road, Norwich",26107,Home,Norwich,Sunderland,W,284.0,14.0,19.0,,,,,,,5.0,3.0,,7.0,10.0,34.0,48.0,27.0,,1.0,,,,,96.0,4.0,7.0,2.0,2.0,1,1.0,2,0,1,,16.0,6.0,4.0,2.0,,19.0,,207.0,42.7,0.0,0,0,,3.0,8.0,53.0,,413.0,12.0,19.0,,7.0,12.0,0.0
Norwich_45,2011-12,360534,7,2011-10-01 15:00:00,"Old Trafford, Manchester",75514,Away,Norwich,Man Utd,L,226.0,5.0,7.0,,,,1.0,,,5.0,7.0,,3.0,3.0,23.0,36.0,15.0,,,,,,,81.0,6.0,9.0,,,2,2.0,0,0,0,1.0,22.0,7.0,3.0,8.0,,20.0,,145.0,32.5,0.0,0,0,,9.0,14.0,36.0,1.0,311.0,17.0,17.0,,3.0,8.0,0.0
Norwich_45,2011-12,360544,8,2011-10-15 15:00:00,"Carrow Road, Norwich",26567,Home,Norwich,Swansea,W,307.0,1.0,10.0,,1.0,3.0,,3.0,,2.0,12.0,,4.0,7.0,29.0,46.0,12.0,,,,,,,100.0,5.0,5.0,3.0,3.0,1,1.0,3,1,2,1.0,12.0,7.0,6.0,2.0,,15.0,,142.0,39.8,0.0,0,0,,10.0,17.0,30.0,1.0,381.0,18.0,25.0,,4.0,20.0,0.0
Norwich_45,2011-12,360554,9,2011-10-22 17:30:00,"Anfield, Liverpool",44931,Away,Norwich,Liverpool,D,301.0,10.0,8.0,,,2.0,1.0,1.0,,4.0,15.0,,3.0,14.0,52.0,41.0,23.0,,,,,,,92.0,8.0,6.0,1.0,1.0,1,1.0,1,1,0,,12.0,9.0,7.0,8.0,,23.0,,180.0,44.6,0.0,0,0,,1.0,10.0,39.0,,406.0,12.0,25.0,,3.0,17.0,0.0
Norwich_45,2011-12,360562,10,2011-10-29 15:00:00,"Carrow Road, Norwich",26440,Home,Norwich,Blackburn,D,328.0,15.0,11.0,1.0,,3.0,3.0,,,1.0,12.0,,6.0,11.0,53.0,50.0,19.0,1.0,,,,,,63.0,9.0,10.0,1.0,3.0,3,3.0,3,1,0,,4.0,5.0,6.0,4.0,,27.0,1.0,166.0,49.0,0.0,0,0,,7.0,12.0,37.0,1.0,415.0,14.0,22.0,,6.0,16.0,0.0
Norwich_45,2011-12,360570,11,2011-11-05 15:00:00,"Villa Park, Birmingham",35290,Away,Norwich,Aston Villa,L,273.0,24.0,20.0,,1.0,1.0,,1.0,,3.0,9.0,,6.0,17.0,62.0,54.0,14.0,1.0,,,,,,78.0,9.0,12.0,1.0,2.0,3,3.0,2,1,1,,15.0,8.0,7.0,4.0,,33.0,,188.0,52.8,0.0,0,0,,1.0,9.0,26.0,1.0,374.0,11.0,16.0,,6.0,9.0,0.0
Norwich_45,2011-12,360582,12,2011-11-19 12:45:00,"Carrow Road, Norwich",26801,Home,Norwich,Arsenal,L,294.0,6.0,13.0,,,1.0,1.0,1.0,,3.0,10.0,,1.0,18.0,49.0,50.0,18.0,1.0,1.0,,,,,76.0,12.0,10.0,,1.0,2,2.0,1,1,1,,21.0,2.0,2.0,5.0,,21.0,,170.0,42.6,0.0,0,0,,4.0,6.0,30.0,1.0,400.0,9.0,24.0,,1.0,16.0,0.0
Norwich_45,2011-12,360594,13,2011-11-26 15:00:00,"Carrow Road, Norwich",26781,Home,Norwich,QPR,W,205.0,12.0,23.0,,2.0,1.0,1.0,,,3.0,6.0,,6.0,9.0,46.0,51.0,20.0,,,,,,,86.0,18.0,7.0,1.0,2.0,1,1.0,2,0,1,,2.0,4.0,5.0,1.0,,16.0,,159.0,44.1,0.0,0,0,,9.0,11.0,44.0,2.0,290.0,17.0,16.0,,6.0,9.0,0.0
Norwich_45,2011-12,360603,14,2011-12-03 15:00:00,"Etihad Stadium, Manchester",47201,Away,Norwich,Man City,L,210.0,5.0,3.0,,1.0,,,,,,6.0,,3.0,7.0,34.0,28.0,23.0,2.0,,,,,,81.0,10.0,9.0,1.0,1.0,5,5.0,1,1,0,,17.0,2.0,2.0,10.0,,13.0,,147.0,31.2,0.0,0,0,,4.0,4.0,40.0,1.0,300.0,6.0,14.0,,4.0,10.0,0.0
Norwich_45,2011-12,360614,15,2011-12-10 15:00:00,"Carrow Road, Norwich",26816,Home,Norwich,Newcastle,W,316.0,10.0,7.0,,1.0,,,,,7.0,6.0,,7.0,7.0,38.0,35.0,24.0,,,,,,,106.0,10.0,8.0,2.0,4.0,2,2.0,4,1,1,,8.0,9.0,5.0,5.0,,19.0,,177.0,52.5,0.0,1,0,,2.0,9.0,44.0,1.0,421.0,14.0,18.0,,7.0,13.0,0.0
Norwich_45,2011-12,360621,16,2011-12-17 15:00:00,"Goodison Park, Liverpool",31004,Away,Norwich,Everton,D,182.0,10.0,10.0,,2.0,,,,,,9.0,,,1.0,37.0,32.0,18.0,,,,,,,83.0,15.0,10.0,1.0,1.0,1,1.0,1,0,1,,13.0,1.0,1.0,9.0,,20.0,,164.0,38.3,0.0,0,0,,6.0,6.0,29.0,2.0,288.0,7.0,12.0,,,9.0,0.0
