team_dir,season,matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,result,accuratePass,aerialLost,aerialWon,attPenGoal,attSetpiece,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedPass,blockedScoringAtt,challengeLost,cleanSheet,cornerTaken,dispossessed,duelLost,duelWon,effectiveClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,goalAssist,goals,goalsAgainst,goalsConceded,goalsFor,halfTimeAgainst,halfTimeFor,hitWoodwork,interception,ontargetAttAssist,ontargetScoringAtt,outfielderBlock,ownGoals,penAreaEntries,penaltyWon,possLostAll,possessionPercentage,redCard,redCardsAgainst,redCardsFor,saves,shotOffTarget,totalAttAssist,totalClearance,totalDistance,totalOffside,totalPass,totalScoringAtt,totalTackle,touchesInOppBox,wonCorners,wonTackle,yellowCard
Ipswich_40,2024-25,2444473,1,2024-08-17 12:30:00,"Portman Road, Ipswich",30014,Home,Ipswich,Liverpool,L,272.0,18.0,11.0,,2.0,,,,9.0,3.0,11.0,,2.0,4.0,46.0,51.0,28.0,,,0.226199,0.4522,0.2438,2.3469,41.0,9.0,17.0,,,2,2.0,0,0,0,,9.0,3.0,2.0,6.0,,17.0,,111.0,37.8,0.0,0,0,3.0,2.0,4.0,28.0,,5.0,347.0,7.0,20.0,17.0,2.0,10.0,0.0
Ipswich_40,2024-25,2444486,2,2024-08-24 15:00:00,"Etihad Stadium, Manchester",53147,Away,Ipswich,Man City,L,200.0,5.0,7.0,,,1.0,,1.0,13.0,,11.0,,1.0,8.0,45.0,29.0,40.0,2.0,,,,,,21.0,15.0,3.0,1.0,1.0,4,4.0,1,3,1,,10.0,1.0,1.0,3.0,,7.0,,84.0,24.8,0.0,0,0,1.0,,1.0,40.0,,1.0,245.0,1.0,17.0,6.0,1.0,8.0,0.0
Ipswich_40,2024-25,2444494,3,2024-08-31 15:00:00,"Portman Road, Ipswich",29517,Home,Ipswich,Fulham,D,345.0,12.0,11.0,,,1.0,1.0,,8.0,4.0,14.0,,8.0,9.0,52.0,49.0,30.0,,,,,,,50.0,15.0,15.0,1.0,1.0,1,1.0,1,1,1,,4.0,6.0,4.0,3.0,,18.0,,99.0,48.7,0.0,0,0,3.0,3.0,9.0,30.0,106573.7,4.0,401.0,11.0,13.0,13.0,8.0,9.0,0.0
Ipswich_40,2024-25,2444502,4,2024-09-14 15:00:00,"American Express Stadium, Falmer",41573,Away,Ipswich,Brighton,D,184.0,17.0,19.0,,,1.0,1.0,,8.0,1.0,10.0,1.0,2.0,8.0,62.0,65.0,34.0,,1.0,,,,,34.0,16.0,14.0,,,0,,0,0,0,1.0,11.0,1.0,1.0,10.0,,7.0,,129.0,31.4,0.0,0,0,6.0,4.0,4.0,34.0,110183.37,3.0,261.0,6.0,25.0,8.0,2.0,14.0,0.0
Ipswich_40,2024-25,2444517,5,2024-09-21 15:00:00,"St. Mary's Stadium, Southampton",31117,Away,Ipswich,Southampton,D,350.0,9.0,18.0,,2.0,2.0,2.0,,3.0,3.0,10.0,,10.0,8.0,50.0,59.0,15.0,,,,,,,46.0,16.0,16.0,,1.0,1,1.0,1,1,0,,13.0,8.0,6.0,2.0,,32.0,,112.0,46.4,0.0,0,0,2.0,4.0,12.0,15.0,108511.1,1.0,409.0,13.0,17.0,24.0,10.0,8.0,0.0
Ipswich_40,2024-25,2444525,6,2024-09-29 14:00:00,"Portman Road, Ipswich",29943,Home,Ipswich,Aston Villa,D,347.0,7.0,10.0,,2.0,4.0,3.0,1.0,5.0,4.0,5.0,,10.0,10.0,37.0,50.0,15.0,1.0,,,,,,54.0,10.0,14.0,2.0,2.0,2,2.0,2,2,1,,7.0,8.0,5.0,,,24.0,,108.0,43.8,0.0,0,0,1.0,6.0,13.0,15.0,114063.3,2.0,408.0,15.0,18.0,22.0,10.0,9.0,0.0
Ipswich_40,2024-25,2444539,7,2024-10-05 15:00:00,"London Stadium, London",62467,Away,Ipswich,West Ham,L,361.0,10.0,16.0,,1.0,2.0,2.0,,3.0,3.0,8.0,,5.0,13.0,42.0,52.0,14.0,1.0,1.0,,,,,54.0,6.0,10.0,,1.0,4,4.0,1,2,1,,6.0,4.0,2.0,5.0,,25.0,,126.0,47.0,0.0,0,0,8.0,4.0,8.0,14.0,114073.33,1.0,430.0,9.0,15.0,16.0,5.0,11.0,0.0
Ipswich_40,2024-25,2444542,8,2024-10-19 15:15:00,"Portman Road, Ipswich",29862,Home,Ipswich,Everton,L,419.0,11.0,12.0,,1.0,2.0,2.0,,12.0,3.0,9.0,,5.0,7.0,50.0,41.0,17.0,1.0,2.0,,,,,58.0,12.0,9.0,,,2,2.0,0,2,0,,9.0,4.0,2.0,,,33.0,,122.0,55.3,0.0,0,0,6.0,8.0,11.0,17.0,,1.0,484.0,13.0,13.0,24.0,5.0,9.0,0.0
Ipswich_40,2024-25,2444552,9,2024-10-26 15:00:00,"Gtech Community Stadium, Brentford",17109,Away,Ipswich,Brentford,L,210.0,26.0,14.0,,,3.0,1.0,3.0,7.0,,5.0,,5.0,5.0,48.0,37.0,36.0,,,,,,,53.0,10.0,7.0,3.0,3.0,4,4.0,3,2,2,1.0,12.0,4.0,5.0,6.0,,27.0,,136.0,35.1,0.0,0,1,6.0,6.0,8.0,36.0,,1.0,292.0,11.0,13.0,20.0,5.0,9.0,0.0
Ipswich_40,2024-25,2444562,10,2024-11-02 15:00:00,"Portman Road, Ipswich",29874,Home,Ipswich,Leicester,D,245.0,18.0,20.0,,,2.0,2.0,,7.0,6.0,12.0,,4.0,10.0,62.0,54.0,22.0,,,,,,,58.0,11.0,10.0,1.0,1.0,1,1.0,1,0,0,,9.0,4.0,2.0,9.0,,21.0,,131.0,42.2,0.0,0,1,4.0,6.0,10.0,22.0,,,320.0,14.0,16.0,26.0,4.0,7.0,0.0
Ipswich_40,2024-25,2444577,11,2024-11-10 14:00:00,"Tottenham Hotspur Stadium, London",61505,Away,Ipswich,Spurs,W,188.0,16.0,13.0,,,2.0,2.0,2.0,14.0,3.0,11.0,,2.0,10.0,58.0,51.0,34.0,,1.0,,,,,44.0,19.0,9.0,1.0,2.0,1,1.0,2,0,2,1.0,11.0,3.0,3.0,3.0,,17.0,,130.0,33.7,0.0,0,0,5.0,2.0,5.0,34.0,,,278.0,8.0,17.0,23.0,2.0,9.0,0.0
Ipswich_40,2024-25,2444585,12,2024-11-24 16:30:00,"Portman Road, Ipswich",30017,Home,Ipswich,Man Utd,D,349.0,14.0,9.0,,,2.0,3.0,,6.0,2.0,5.0,,4.0,9.0,44.0,40.0,12.0,,,,,,,58.0,11.0,10.0,1.0,1.0,1,1.0,1,1,1,,5.0,4.0,6.0,2.0,,21.0,,122.0,40.3,0.0,0,0,3.0,3.0,7.0,12.0,,,424.0,11.0,16.0,11.0,4.0,7.0,0.0
Ipswich_40,2024-25,2444596,13,2024-11-30 15:00:00,"The City Ground, Nottingham",30237,Away,Ipswich,Nott'm Forest,L,307.0,17.0,17.0,,,,,,2.0,2.0,7.0,,7.0,10.0,57.0,46.0,19.0,,1.0,,,,,43.0,16.0,5.0,,,1,1.0,0,0,0,,4.0,5.0,3.0,2.0,,23.0,,140.0,55.3,0.0,0,0,4.0,2.0,7.0,19.0,,1.0,387.0,7.0,16.0,19.0,7.0,10.0,0.0
