team_dir,season,matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,result,accuratePass,aerialLost,aerialWon,attPenGoal,attSetpiece,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedScoringAtt,challengeLost,cleanSheet,cornerTaken,dispossessed,duelLost,duelWon,effectiveClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,goalAssist,goals,goalsAgainst,goalsConceded,goalsFor,halfTimeAgainst,halfTimeFor,hitWoodwork,interception,ontargetAttAssist,ontargetScoringAtt,outfielderBlock,ownGoals,penAreaEntries,penaltyWon,possLostAll,possessionPercentage,redCard,redCardsAgainst,redCardsFor,saves,shotOffTarget,totalAttAssist,totalClearance,totalOffside,totalPass,totalScoringAtt,totalTackle,touchesInOppBox,wonCorners,wonTackle,yellowCard
Birmingham_41,2009-10,284181,19,2009-12-26 12:45:00,"St. Andrew's @ Knighthead Park, Birmingham",28958.0,Home,Birmingham,Chelsea,D,152.0,22.0,13.0,,,,,,6.0,7.0,1.0,7.0,10.0,47.0,62.0,25.0,,,,,,,92.0,6.0,17.0,,,0,,0,0,0,,19.0,5.0,2.0,7.0,,22.0,,161.0,37.0,0.0,1,0,,6.0,8.0,35.0,4.0,259.0,14.0,25.0,,7.0,15.0,0.0
Birmingham_41,2009-10,284197,20,2009-12-28 15:00:00,"bet365 Stadium, Stoke",27211.0,Away,Birmingham,Stoke,W,182.0,24.0,25.0,,,,,,5.0,3.0,1.0,7.0,10.0,56.0,64.0,26.0,,,,,,,75.0,15.0,16.0,,1.0,0,,1,0,0,,13.0,3.0,4.0,5.0,,21.0,,191.0,49.8,0.0,0,0,,5.0,8.0,64.0,1.0,295.0,14.0,19.0,,7.0,14.0,0.0
Birmingham_41,2009-10,284201,21,2010-01-09 17:30:00,"St. Andrew's @ Knighthead Park, Birmingham",28907.0,Home,Birmingham,Man Utd,D,188.0,13.0,14.0,,,,,,2.0,9.0,,2.0,15.0,60.0,57.0,23.0,,,,,,,88.0,13.0,13.0,,1.0,1,1.0,1,0,1,,21.0,3.0,4.0,13.0,1.0,22.0,,207.0,37.2,0.0,1,0,,1.0,3.0,42.0,3.0,317.0,7.0,27.0,,2.0,18.0,0.0
Birmingham_41,2009-10,284216,22,2010-03-09 19:45:00,"Fratton Park, Portsmouth",18465.0,Away,Birmingham,Portsmouth,W,311.0,12.0,17.0,,,,,,4.0,9.0,,5.0,8.0,54.0,50.0,24.0,,,,,,,80.0,15.0,11.0,2.0,2.0,1,1.0,2,0,2,,17.0,5.0,4.0,4.0,,19.0,,180.0,49.0,0.0,0,0,,5.0,7.0,46.0,4.0,417.0,13.0,18.0,,5.0,13.0,0.0
Birmingham_41,2009-10,284228,23,2010-01-27 19:45:00,"Stamford Bridge, London",41293.0,Away,Birmingham,Chelsea,L,340.0,14.0,3.0,,,,,,2.0,10.0,,3.0,17.0,57.0,40.0,19.0,,,,,,,78.0,11.0,11.0,,,3,3.0,0,2,0,,17.0,3.0,1.0,10.0,,12.0,,164.0,42.4,0.0,0,0,,3.0,6.0,35.0,2.0,442.0,6.0,19.0,,3.0,13.0,0.0
Birmingham_41,2009-10,284231,24,2010-01-30 15:00:00,"St. Andrew's @ Knighthead Park, Birmingham",27238.0,Home,Birmingham,Spurs,D,280.0,24.0,18.0,,1.0,,,,5.0,10.0,,5.0,6.0,66.0,51.0,33.0,,,,,,,77.0,13.0,8.0,1.0,1.0,1,1.0,1,0,0,,16.0,5.0,3.0,9.0,,24.0,,194.0,52.4,0.0,0,0,,6.0,10.0,60.0,1.0,396.0,14.0,19.0,,5.0,12.0,0.0
Birmingham_41,2009-10,284240,25,2010-02-07 13:30:00,"St. Andrew's @ Knighthead Park, Birmingham",24165.0,Home,Birmingham,Wolves,W,227.0,22.0,17.0,,,,,,4.0,2.0,,10.0,11.0,57.0,50.0,13.0,,,,,,,114.0,12.0,18.0,2.0,2.0,1,1.0,2,1,0,,14.0,9.0,6.0,4.0,,27.0,,227.0,55.1,0.0,0,0,,7.0,13.0,29.0,6.0,366.0,17.0,9.0,,11.0,8.0,0.0
Birmingham_41,2009-10,284253,26,2010-02-10 19:45:00,"Boleyn Ground, London",34458.0,Away,Birmingham,West Ham,L,286.0,18.0,26.0,,1.0,,,,2.0,5.0,,6.0,17.0,56.0,83.0,21.0,,,,,,,93.0,9.0,13.0,,,2,2.0,0,1,0,,12.0,4.0,2.0,2.0,,28.0,,192.0,52.8,0.0,0,0,,7.0,8.0,41.0,4.0,388.0,11.0,28.0,,6.0,16.0,0.0
Birmingham_41,2009-10,284264,27,2010-02-21 15:00:00,"Craven Cottage, London",21758.0,Away,Birmingham,Fulham,L,238.0,20.0,27.0,,,,,,3.0,9.0,,1.0,13.0,63.0,59.0,17.0,,,,,,,129.0,17.0,9.0,,1.0,2,2.0,1,0,1,1.0,30.0,7.0,5.0,1.0,,26.0,,220.0,43.0,0.0,0,0,,2.0,9.0,28.0,,399.0,10.0,19.0,,1.0,17.0,0.0
Birmingham_41,2009-10,284270,28,2010-02-27 15:00:00,"St. Andrew's @ Knighthead Park, Birmingham",25921.0,Home,Birmingham,Wigan,W,248.0,17.0,24.0,1.0,2.0,,,,2.0,7.0,1.0,2.0,15.0,63.0,74.0,21.0,,1.0,,,,,102.0,16.0,18.0,,1.0,0,,1,0,1,1.0,21.0,4.0,5.0,5.0,,24.0,1.0,190.0,48.0,0.0,0,0,,5.0,8.0,47.0,2.0,363.0,12.0,26.0,,2.0,15.0,0.0
Birmingham_41,2009-10,284282,29,2010-03-24 20:00:00,"Ewood Park, Blackburn",23856.0,Away,Birmingham,Blackburn,L,290.0,30.0,19.0,,3.0,,,,2.0,6.0,,6.0,6.0,59.0,57.0,16.0,,,,,,,101.0,10.0,18.0,,1.0,2,2.0,1,1,0,,21.0,2.0,2.0,4.0,,19.0,,190.0,58.2,0.0,0,0,,5.0,5.0,26.0,,423.0,9.0,17.0,,6.0,14.0,0.0
Birmingham_41,2009-10,284290,30,2010-03-13 15:00:00,"St. Andrew's @ Knighthead Park, Birmingham",24579.0,Home,Birmingham,Everton,D,279.0,20.0,21.0,,1.0,,,,1.0,4.0,,5.0,7.0,48.0,52.0,14.0,,,,,,,120.0,15.0,11.0,2.0,2.0,2,2.0,2,2,1,,18.0,4.0,4.0,3.0,,24.0,,190.0,48.7,0.0,0,0,,4.0,6.0,25.0,,417.0,9.0,18.0,,5.0,14.0,0.0
Birmingham_41,2009-10,284308,31,2010-03-20 15:00:00,"Stadium of Light, Sunderland",37962.0,Away,Birmingham,Sunderland,L,292.0,13.0,18.0,,3.0,,,,8.0,8.0,,10.0,14.0,57.0,58.0,15.0,,,,,,,97.0,9.0,8.0,1.0,1.0,3,3.0,1,2,0,1.0,16.0,14.0,9.0,7.0,,18.0,,183.0,56.5,0.0,0,0,,9.0,22.0,22.0,,420.0,26.0,21.0,,10.0,13.0,0.0
Birmingham_41,2009-10,284310,32,2010-03-27 15:00:00,"St. Andrew's @ Knighthead Park, Birmingham",27039.0,Home,Birmingham,Arsenal,D,238.0,21.0,17.0,,4.0,,,,,15.0,,2.0,11.0,70.0,71.0,14.0,,1.0,,,,,92.0,14.0,14.0,,1.0,1,1.0,1,0,0,1.0,27.0,3.0,4.0,3.0,,24.0,,173.0,43.7,0.0,0,0,,5.0,5.0,32.0,6.0,347.0,9.0,32.0,,2.0,19.0,0.0
Birmingham_41,2009-10,284321,33,2010-04-04 15:00:00,"St. Andrew's @ Knighthead Park, Birmingham",27909.0,Home,Birmingham,Liverpool,D,256.0,7.0,18.0,,,,,,,7.0,,4.0,12.0,48.0,53.0,20.0,,,,,,,114.0,15.0,9.0,1.0,1.0,1,1.0,1,0,0,,26.0,3.0,3.0,6.0,,17.0,,185.0,41.5,0.0,0,0,,7.0,8.0,37.0,1.0,382.0,10.0,21.0,,5.0,14.0,0.0
Birmingham_41,2009-10,284335,34,2010-04-11 16:00:00,"Etihad Stadium, Manchester",45209.0,Away,Birmingham,Man City,L,336.0,8.0,14.0,,,,,,4.0,7.0,,4.0,15.0,46.0,52.0,11.0,2.0,,,,,,63.0,10.0,11.0,1.0,1.0,5,5.0,1,3,1,,23.0,5.0,2.0,3.0,,26.0,,152.0,47.0,0.0,0,0,,3.0,8.0,24.0,1.0,427.0,9.0,22.0,,4.0,17.0,0.0
Birmingham_41,2009-10,284340,35,2010-04-17 15:00:00,"St. Andrew's @ Knighthead Park, Birmingham",26669.0,Home,Birmingham,Hull,D,255.0,15.0,22.0,,1.0,,,,6.0,5.0,1.0,8.0,15.0,48.0,58.0,21.0,,,,,,,92.0,12.0,12.0,,,0,,0,0,0,,8.0,6.0,2.0,1.0,,21.0,,185.0,49.9,0.0,0,0,,5.0,11.0,37.0,,369.0,13.0,22.0,,8.0,18.0,0.0
Birmingham_41,2009-10,284351,36,2010-04-25 12:00:00,"Villa Park, Birmingham",42788.0,Away,Birmingham,Aston Villa,L,206.0,22.0,11.0,,2.0,,,,7.0,6.0,,5.0,17.0,70.0,60.0,13.0,,,,,,,84.0,17.0,12.0,,,1,1.0,0,0,0,,18.0,4.0,7.0,2.0,,18.0,,163.0,49.2,0.0,0,0,,2.0,6.0,19.0,1.0,309.0,16.0,31.0,,5.0,24.0,0.0
Birmingham_41,2009-10,284360,37,2010-05-01 12:45:00,"St. Andrew's @ Knighthead Park, Birmingham",24578.0,Home,Birmingham,Burnley,W,331.0,17.0,15.0,,1.0,,,,3.0,6.0,,7.0,11.0,50.0,55.0,21.0,,,,,,,98.0,12.0,11.0,2.0,2.0,1,1.0,2,0,2,,19.0,6.0,3.0,4.0,,18.0,,164.0,52.9,0.0,0,0,,8.0,12.0,26.0,5.0,441.0,14.0,20.0,,6.0,16.0,0.0
Birmingham_41,2009-10,284372,38,2010-05-09 16:00:00,"Toughsheet Community Stadium, Bolton",22863.0,Away,Birmingham,Bolton,L,319.0,25.0,9.0,,4.0,,,,1.0,4.0,,6.0,12.0,66.0,44.0,10.0,,,,,,,100.0,17.0,18.0,,1.0,2,2.0,1,1,0,,19.0,2.0,7.0,2.0,,24.0,1.0,184.0,58.5,0.0,0,0,,6.0,8.0,23.0,3.0,432.0,14.0,7.0,,6.0,6.0,0.0
Birmingham_41,2010-11,321664,1,2010-08-14 15:00:00,"Stadium of Light, Sunderland",38390,Away,Birmingham,Sunderland,D,265.0,18.0,20.0,,2.0,2.0,1.0,1.0,1.0,5.0,,5.0,6.0,42.0,50.0,27.0,,,,,,,101.0,10.0,13.0,2.0,2.0,2,2.0,2,1,0,,6.0,6.0,6.0,1.0,1.0,39.0,,182.0,55.9,0.0,1,0,,6.0,10.0,39.0,1.0,386.0,13.0,16.0,,6.0,14.0,0.0
Birmingham_41,2010-11,321668,2,2010-08-21 15:00:00,"St. Andrew's Stadium, Birmingham",21394,Home,Birmingham,Blackburn,W,240.0,30.0,26.0,,2.0,2.0,1.0,1.0,5.0,8.0,,4.0,14.0,68.0,50.0,33.0,,,,,,,104.0,14.0,14.0,2.0,2.0,1,1.0,2,0,0,,9.0,10.0,5.0,4.0,,33.0,,195.0,56.0,0.0,0,0,,3.0,13.0,58.0,3.0,346.0,13.0,9.0,,4.0,8.0,0.0
Birmingham_41,2010-11,321680,3,2010-08-29 13:30:00,"Macron Stadium, Bolton",18139,Away,Birmingham,Bolton,D,190.0,22.0,9.0,,1.0,2.0,1.0,2.0,1.0,5.0,,1.0,15.0,68.0,50.0,16.0,,2.0,,,,,93.0,18.0,19.0,1.0,2.0,2,2.0,2,0,1,,11.0,4.0,4.0,4.0,,22.0,,201.0,49.2,0.0,1,0,,4.0,8.0,33.0,2.0,318.0,9.0,17.0,,1.0,11.0,0.0
Birmingham_41,2010-11,321688,4,2010-09-12 16:00:00,"St. Andrew's Stadium, Birmingham",27333,Home,Birmingham,Liverpool,D,254.0,17.0,10.0,,2.0,2.0,2.0,,2.0,11.0,1.0,4.0,5.0,48.0,45.0,17.0,,,,,,,95.0,8.0,9.0,,,0,,0,0,0,,19.0,4.0,2.0,8.0,,31.0,,182.0,43.8,0.0,0,0,,13.0,14.0,39.0,2.0,360.0,17.0,22.0,,4.0,14.0,0.0
Birmingham_41,2010-11,321705,5,2010-09-18 15:00:00,"The Hawthorns, West Bromwich",23062,Away,Birmingham,West Brom,L,298.0,18.0,12.0,,1.0,1.0,,1.0,,9.0,,,6.0,48.0,47.0,14.0,1.0,,,,,,93.0,10.0,12.0,1.0,1.0,3,3.0,1,0,1,,12.0,3.0,3.0,6.0,1.0,12.0,,145.0,48.6,0.0,0,0,,2.0,5.0,27.0,2.0,388.0,5.0,21.0,,,13.0,0.0
Birmingham_41,2010-11,321708,6,2010-09-25 15:00:00,"St. Andrew's Stadium, Birmingham",22186,Home,Birmingham,Wigan,D,322.0,10.0,20.0,,3.0,1.0,2.0,,2.0,7.0,1.0,4.0,15.0,48.0,81.0,14.0,,,,,,,102.0,14.0,18.0,,,0,,0,0,0,,16.0,3.0,3.0,8.0,,23.0,,183.0,56.1,0.0,0,1,,6.0,8.0,25.0,4.0,441.0,11.0,39.0,,4.0,22.0,0.0
Birmingham_41,2010-11,321717,7,2010-10-02 15:00:00,"St. Andrew's Stadium, Birmingham",23138,Home,Birmingham,Everton,L,274.0,17.0,16.0,,,,,,3.0,9.0,,6.0,4.0,40.0,45.0,15.0,,1.0,,,,,94.0,5.0,10.0,,,2,2.0,0,0,0,,17.0,2.0,,5.0,1.0,40.0,,167.0,49.0,0.0,0,0,,3.0,4.0,34.0,4.0,368.0,6.0,13.0,,6.0,10.0,0.0
Birmingham_41,2010-11,321727,8,2010-10-16 15:00:00,"Emirates Stadium, London",60070,Away,Birmingham,Arsenal,L,321.0,12.0,12.0,,2.0,1.0,1.0,,2.0,17.0,,3.0,10.0,52.0,51.0,11.0,1.0,1.0,,,,,73.0,11.0,16.0,1.0,1.0,2,2.0,1,1,1,,16.0,5.0,4.0,7.0,,20.0,,148.0,41.9,0.0,1,0,,3.0,7.0,23.0,1.0,412.0,9.0,23.0,,3.0,13.0,0.0
Birmingham_41,2010-11,321737,9,2010-10-23 15:00:00,"St. Andrew's Stadium, Birmingham",26850,Home,Birmingham,Blackpool,W,378.0,13.0,18.0,,,1.0,1.0,1.0,10.0,6.0,1.0,9.0,11.0,44.0,50.0,20.0,,,,,,,92.0,8.0,16.0,,2.0,0,,2,0,1,1.0,14.0,7.0,4.0,7.0,,19.0,,162.0,54.2,0.0,0,0,,9.0,14.0,37.0,4.0,458.0,23.0,14.0,,9.0,10.0,0.0
Birmingham_41,2010-11,321748,10,2010-10-31 12:00:00,"Villa Park, Birmingham",40688,Away,Birmingham,Aston Villa,D,295.0,19.0,29.0,,2.0,,,,5.0,1.0,1.0,4.0,12.0,47.0,64.0,13.0,,1.0,,,,,103.0,11.0,14.0,,,0,,0,0,0,,8.0,5.0,4.0,1.0,,20.0,,179.0,51.7,0.0,0,0,,5.0,10.0,22.0,,415.0,14.0,19.0,,4.0,15.0,0.0
Birmingham_41,2010-11,321758,11,2010-11-06 15:00:00,"St. Andrew's Stadium, Birmingham",26474,Home,Birmingham,West Ham,D,360.0,17.0,21.0,,2.0,2.0,2.0,2.0,5.0,16.0,,3.0,14.0,67.0,56.0,7.0,,1.0,,,,,80.0,14.0,15.0,1.0,2.0,2,2.0,2,0,0,1.0,16.0,5.0,5.0,5.0,,33.0,,149.0,54.0,0.0,0,0,,2.0,6.0,12.0,2.0,451.0,12.0,15.0,,3.0,10.0,0.0
Birmingham_41,2010-11,321767,12,2010-11-09 19:45:00,"bet365 Stadium, Stoke",26381,Away,Birmingham,Stoke,L,252.0,31.0,21.0,,,,1.0,,5.0,9.0,,4.0,9.0,59.0,54.0,17.0,1.0,,,,,,72.0,9.0,8.0,1.0,2.0,3,3.0,2,1,0,1.0,7.0,7.0,9.0,6.0,,28.0,,202.0,53.0,0.0,0,0,,3.0,10.0,48.0,3.0,364.0,17.0,20.0,,4.0,13.0,0.0
Birmingham_41,2010-11,321780,13,2010-11-13 15:00:00,"Etihad Stadium, Manchester",44321,Away,Birmingham,Man City,D,240.0,10.0,18.0,,1.0,,,,,8.0,1.0,4.0,4.0,40.0,53.0,15.0,,2.0,,,,,85.0,11.0,15.0,,,0,,0,0,0,,14.0,2.0,4.0,8.0,,17.0,,174.0,40.5,0.0,0,0,,3.0,5.0,35.0,1.0,339.0,7.0,18.0,,4.0,11.0,0.0
Birmingham_41,2010-11,321788,14,2010-11-20 15:00:00,"St. Andrew's Stadium, Birmingham",24357,Home,Birmingham,Chelsea,W,219.0,12.0,13.0,,1.0,1.0,,1.0,1.0,10.0,1.0,4.0,8.0,41.0,32.0,27.0,,1.0,,,,,82.0,10.0,2.0,1.0,1.0,0,,1,0,1,,14.0,1.0,1.0,7.0,,10.0,,159.0,38.2,0.0,0,0,,1.0,2.0,45.0,,310.0,3.0,16.0,,4.0,13.0,0.0
Birmingham_41,2010-11,321800,15,2010-11-27 15:00:00,"Craven Cottage, London",24391,Away,Birmingham,Fulham,D,252.0,21.0,21.0,,,1.0,,1.0,1.0,4.0,,4.0,17.0,56.0,54.0,15.0,,,,,,,101.0,10.0,12.0,1.0,1.0,1,1.0,1,0,1,1.0,24.0,1.0,2.0,3.0,,27.0,,215.0,41.0,0.0,0,0,,5.0,5.0,37.0,3.0,371.0,8.0,18.0,,4.0,13.0,0.0
Birmingham_41,2010-11,321808,16,2010-12-04 15:00:00,"St. Andrew's Stadium, Birmingham",25770,Home,Birmingham,Spurs,D,267.0,24.0,22.0,,3.0,2.0,1.0,1.0,1.0,16.0,,6.0,5.0,67.0,59.0,13.0,1.0,,,,,,88.0,15.0,7.0,1.0,1.0,1,1.0,1,1,0,,13.0,4.0,4.0,3.0,,32.0,,189.0,49.3,0.0,0,0,,9.0,11.0,27.0,,381.0,14.0,23.0,,6.0,16.0,0.0
Birmingham_41,2010-11,321826,17,2010-12-12 13:30:00,"Molineux Stadium, Wolverhampton",25150,Away,Birmingham,Wolves,L,264.0,23.0,25.0,,,1.0,1.0,,,,,2.0,8.0,48.0,46.0,13.0,,1.0,,,,,93.0,16.0,11.0,,,1,1.0,0,1,0,,13.0,,,2.0,,29.0,,200.0,54.1,0.0,0,0,,3.0,1.0,30.0,5.0,387.0,3.0,10.0,,2.0,7.0,0.0
