team_dir,season,matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,result,accuratePass,aerialLost,aerialWon,attPenGoal,attSetpiece,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedScoringAtt,challengeLost,cleanSheet,cornerTaken,dispossessed,duelLost,duelWon,effectiveClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,goalAssist,goals,goalsAgainst,goalsConceded,goalsFor,halfTimeAgainst,halfTimeFor,hitWoodwork,interception,ontargetAttAssist,ontargetScoringAtt,outfielderBlock,ownGoals,penAreaEntries,penaltyWon,possLostAll,possessionPercentage,redCard,redCardsAgainst,redCardsFor,saves,shotOffTarget,totalAttAssist,totalClearance,totalOffside,totalPass,totalScoringAtt,totalTackle,touchesInOppBox,wonCorners,wonTackle,yellowCard
Bolton_30,2009-10,284002,1,2009-08-15 15:00:00,"Toughsheet Community Stadium, Bolton",22247,Home,Bolton,Sunderland,L,182.0,29.0,28.0,,1.0,,,,2.0,7.0,,4.0,14.0,70.0,66.0,31.0,,,105.0,16.0,13.0,,,1,1.0,0,1,0,,11.0,5.0,3.0,6.0,,45.0,,187.0,54.3,0.0,0,0,,8.0,10.0,55.0,,285.0,13.0,22.0,,4.0,17.0,0.0
Bolton_30,2009-10,284010,2,2010-01-20 19:45:00,"Emirates Stadium, London",59084,Away,Bolton,Arsenal,L,169.0,18.0,22.0,1.0,2.0,,,,3.0,12.0,,3.0,6.0,59.0,69.0,13.0,,,88.0,15.0,20.0,1.0,2.0,4,4.0,2,1,2,,21.0,4.0,4.0,1.0,,32.0,1.0,185.0,37.1,0.0,0,0,,5.0,7.0,38.0,1.0,293.0,12.0,23.0,,3.0,20.0,0.0
Bolton_30,2009-10,284024,3,2009-08-22 15:00:00,"The MKM Stadium, Hull",22999,Away,Bolton,Hull,L,191.0,20.0,22.0,,2.0,,,,7.0,5.0,,10.0,9.0,61.0,71.0,18.0,1.0,1.0,95.0,19.0,19.0,,,1,1.0,0,0,0,,19.0,4.0,5.0,1.0,,44.0,,191.0,53.4,0.0,0,0,,11.0,13.0,39.0,,298.0,23.0,24.0,,12.0,19.0,0.0
Bolton_30,2009-10,284032,4,2009-08-29 15:00:00,"Toughsheet Community Stadium, Bolton",23284,Home,Bolton,Liverpool,L,92.0,19.0,12.0,,2.0,,,,3.0,8.0,,5.0,9.0,57.0,47.0,25.0,,,66.0,15.0,7.0,2.0,2.0,3,3.0,2,1,1,,23.0,4.0,3.0,8.0,,22.0,,134.0,22.2,0.0,0,1,,3.0,6.0,47.0,,155.0,9.0,25.0,,5.0,13.0,0.0
Bolton_30,2009-10,284045,5,2009-09-12 15:00:00,"Fratton Park, Portsmouth",17564,Away,Bolton,Portsmouth,W,124.0,12.0,13.0,1.0,2.0,,,,4.0,7.0,,5.0,11.0,48.0,58.0,29.0,,,79.0,16.0,17.0,2.0,3.0,2,2.0,3,1,2,,25.0,5.0,5.0,6.0,,29.0,1.0,151.0,37.8,0.0,0,0,,8.0,11.0,56.0,1.0,197.0,17.0,25.0,,5.0,20.0,0.0
Bolton_30,2009-10,284052,6,2009-09-19 15:00:00,"Toughsheet Community Stadium, Bolton",20265,Home,Bolton,Stoke,D,227.0,25.0,18.0,1.0,,,,,2.0,5.0,,4.0,13.0,57.0,45.0,28.0,,,89.0,10.0,10.0,,1.0,1,1.0,1,0,0,,12.0,3.0,4.0,2.0,,39.0,1.0,174.0,51.5,0.0,0,0,,6.0,6.0,48.0,1.0,321.0,12.0,12.0,,4.0,9.0,0.0
Bolton_30,2009-10,284060,7,2009-09-26 15:00:00,"St. Andrew's @ Knighthead Park, Birmingham",28671,Away,Bolton,Birmingham,W,186.0,15.0,11.0,,1.0,,,,2.0,8.0,,4.0,12.0,54.0,45.0,34.0,,,75.0,17.0,10.0,1.0,2.0,1,1.0,2,0,1,1.0,26.0,4.0,4.0,4.0,,15.0,,168.0,37.7,0.0,0,0,,6.0,7.0,62.0,3.0,272.0,12.0,17.0,,4.0,14.0,0.0
Bolton_30,2009-10,284072,8,2009-10-03 15:00:00,"Toughsheet Community Stadium, Bolton",21305,Home,Bolton,Spurs,D,158.0,15.0,14.0,,4.0,,,,3.0,6.0,,4.0,14.0,56.0,50.0,15.0,,1.0,89.0,16.0,16.0,1.0,2.0,2,2.0,2,1,1,,18.0,6.0,7.0,2.0,,36.0,,173.0,39.0,0.0,0,0,,7.0,11.0,38.0,1.0,245.0,17.0,17.0,,5.0,11.0,0.0
Bolton_30,2009-10,284085,9,2009-10-17 15:00:00,"Old Trafford, Manchester",75103,Away,Bolton,Man Utd,L,247.0,11.0,19.0,,2.0,,,,4.0,7.0,,1.0,17.0,50.0,61.0,23.0,,2.0,85.0,10.0,14.0,1.0,1.0,2,2.0,1,2,0,,17.0,5.0,6.0,,1.0,26.0,,162.0,41.5,0.0,0,0,,8.0,11.0,40.0,1.0,344.0,18.0,24.0,,1.0,20.0,0.0
Bolton_30,2009-10,284091,10,2009-10-25 13:30:00,"Toughsheet Community Stadium, Bolton",21547,Home,Bolton,Everton,W,163.0,23.0,22.0,,3.0,,,,3.0,6.0,,5.0,5.0,57.0,62.0,23.0,,,91.0,15.0,16.0,3.0,3.0,2,2.0,3,1,2,,10.0,7.0,5.0,6.0,,33.0,,163.0,43.5,0.0,0,0,,5.0,11.0,41.0,2.0,262.0,13.0,18.0,,4.0,12.0,0.0
