team_dir,season,matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,result,accuratePass,aerialLost,aerialWon,attPenGoal,attSetpiece,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedPass,blockedScoringAtt,challengeLost,cleanSheet,cornerTaken,dispossessed,duelLost,duelWon,effectiveClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,goalAssist,goals,goalsAgainst,goalsConceded,goalsFor,halfTimeAgainst,halfTimeFor,hitWoodwork,interception,ontargetAttAssist,ontargetScoringAtt,outfielderBlock,ownGoals,penAreaEntries,penaltyWon,possLostAll,possessionPercentage,redCard,redCardsAgainst,redCardsFor,saves,shotOffTarget,totalAttAssist,totalClearance,totalDistance,totalOffside,totalPass,totalScoringAtt,totalTackle,touchesInOppBox,wonCorners,wonTackle,yellowCard
West_Ham_21,2009-10,284009,1,2009-08-15 15:00:00,"Molineux Stadium, Wolverhampton",28674.0,Away,West Ham,Wolves,W,327.0,16.0,10.0,,,,,,,4.0,8.0,1.0,6.0,7.0,46.0,32.0,31.0,,,,,,,67.0,6.0,9.0,2.0,2.0,0,,2,0,1,,7.0,10.0,10.0,6.0,,30.0,,156.0,51.4,0.0,0,0,,3.0,13.0,59.0,,7.0,408.0,17.0,7.0,,6.0,5.0,0.0
West_Ham_21,2009-10,284016,2,2009-11-04 19:45:00,"Boleyn Ground, London",30024.0,Home,West Ham,Aston Villa,W,289.0,19.0,11.0,1.0,2.0,,,,,5.0,6.0,,6.0,7.0,55.0,52.0,16.0,,,,,,,67.0,11.0,16.0,1.0,2.0,1,1.0,2,0,1,,14.0,9.0,7.0,7.0,,27.0,1.0,164.0,54.2,0.0,1,0,,8.0,13.0,34.0,,3.0,385.0,20.0,20.0,,6.0,18.0,0.0
West_Ham_21,2009-10,284028,3,2009-08-23 13:30:00,"Boleyn Ground, London",33095.0,Home,West Ham,Spurs,L,255.0,15.0,9.0,,,,,,,5.0,9.0,,4.0,15.0,63.0,43.0,27.0,2.0,,,,,,72.0,16.0,11.0,1.0,1.0,2,2.0,1,0,0,,17.0,8.0,5.0,9.0,,26.0,,140.0,46.9,0.0,0,0,,9.0,17.0,37.0,,1.0,332.0,19.0,19.0,,4.0,13.0,0.0
West_Ham_21,2009-10,284031,4,2009-08-29 15:00:00,"Ewood Park, Blackburn",23421.0,Away,West Ham,Blackburn,D,331.0,14.0,13.0,,,,,,,6.0,9.0,1.0,2.0,14.0,63.0,54.0,27.0,,,,,,,64.0,18.0,13.0,,,0,,0,0,0,,22.0,4.0,1.0,3.0,,22.0,,148.0,53.3,0.0,0,0,,7.0,11.0,54.0,,2.0,416.0,14.0,16.0,,2.0,13.0,0.0
West_Ham_21,2009-10,284049,5,2009-09-12 15:00:00,"The Brick Community Stadium, Wigan",17142.0,Away,West Ham,Wigan,L,271.0,12.0,12.0,,1.0,,,,,2.0,7.0,,7.0,19.0,65.0,59.0,27.0,,1.0,,,,,52.0,13.0,13.0,,,1,1.0,0,0,0,1.0,25.0,5.0,5.0,1.0,,21.0,,161.0,47.0,0.0,0,0,,6.0,10.0,32.0,,3.0,364.0,13.0,21.0,,7.0,17.0,0.0
West_Ham_21,2009-10,284058,6,2009-09-19 17:30:00,"Boleyn Ground, London",34658.0,Home,West Ham,Liverpool,L,280.0,17.0,15.0,1.0,1.0,,,,,4.0,10.0,,4.0,18.0,73.0,65.0,21.0,,,,,,,62.0,15.0,17.0,1.0,2.0,3,3.0,2,2,2,1.0,25.0,5.0,3.0,9.0,,16.0,1.0,146.0,42.1,0.0,0,0,,5.0,8.0,38.0,,2.0,359.0,12.0,23.0,,4.0,17.0,0.0
West_Ham_21,2009-10,284064,7,2009-09-28 20:00:00,"Etihad Stadium, Manchester",42745.0,Away,West Ham,Man City,L,334.0,14.0,7.0,,3.0,,,,,4.0,12.0,,5.0,12.0,67.0,49.0,12.0,,1.0,,,,,59.0,17.0,18.0,1.0,1.0,3,3.0,1,2,1,,24.0,6.0,5.0,2.0,,16.0,,143.0,47.3,0.0,0,0,,5.0,10.0,25.0,,1.0,412.0,14.0,20.0,,5.0,20.0,0.0
West_Ham_21,2009-10,284078,8,2009-10-04 15:00:00,"Boleyn Ground, London",32612.0,Home,West Ham,Fulham,D,505.0,20.0,15.0,,2.0,,,,,10.0,10.0,,8.0,9.0,57.0,63.0,12.0,,,,,,,75.0,14.0,13.0,2.0,2.0,2,2.0,2,0,1,,17.0,12.0,7.0,1.0,,30.0,,130.0,64.8,0.0,1,0,4.0,12.0,24.0,20.0,,1.0,584.0,29.0,20.0,,8.0,14.0,0.0
West_Ham_21,2009-10,284087,9,2009-10-17 15:00:00,"bet365 Stadium, Stoke",,Away,West Ham,Stoke,L,383.0,20.0,13.0,,1.0,,,,,6.0,6.0,,6.0,15.0,68.0,55.0,15.0,,,,,,,75.0,13.0,17.0,1.0,1.0,2,2.0,1,1,1,,23.0,9.0,5.0,3.0,,27.0,,175.0,61.2,0.0,0,0,,2.0,10.0,45.0,,3.0,467.0,13.0,19.0,,6.0,15.0,0.0
West_Ham_21,2009-10,284098,10,2009-10-25 16:15:00,"Boleyn Ground, London",34442.0,Home,West Ham,Arsenal,D,277.0,9.0,23.0,1.0,2.0,,,,,6.0,16.0,,6.0,12.0,69.0,66.0,23.0,1.0,,0.6531,2.09594,1.4827,1.4179,68.0,19.0,16.0,,2.0,2,2.0,2,2,0,,21.0,2.0,3.0,5.0,0.0,32.0,1.0,139.0,46.9,0.0,0,1,4.0,7.0,7.0,42.0,,5.0,361.0,16.0,18.0,22.0,6.0,14.0,0.0
West_Ham_21,2009-10,284109,11,2009-10-31 15:00:00,"Stadium of Light, Sunderland",39033.0,Away,West Ham,Sunderland,D,223.0,17.0,17.0,,2.0,,,,,2.0,12.0,,3.0,20.0,80.0,56.0,38.0,,,,,,,65.0,17.0,13.0,2.0,2.0,2,2.0,2,1,2,,27.0,10.0,8.0,3.0,,17.0,,167.0,43.1,0.0,1,1,,7.0,16.0,59.0,,,312.0,17.0,21.0,,3.0,17.0,0.0
West_Ham_21,2009-10,284117,12,2009-11-08 15:00:00,"Boleyn Ground, London",32466.0,Home,West Ham,Everton,L,363.0,18.0,13.0,,,,,,,4.0,2.0,,5.0,13.0,63.0,72.0,22.0,,,,,,,87.0,13.0,18.0,1.0,1.0,2,2.0,1,1,0,,27.0,6.0,4.0,2.0,,33.0,,186.0,59.3,0.0,0,0,,12.0,16.0,41.0,,2.0,461.0,20.0,30.0,,5.0,22.0,0.0
West_Ham_21,2009-10,284124,13,2009-11-21 15:00:00,"The MKM Stadium, Hull",24909.0,Away,West Ham,Hull,D,244.0,10.0,14.0,,,,,,,1.0,2.0,,3.0,22.0,57.0,48.0,36.0,,,,,,,68.0,21.0,9.0,3.0,3.0,3,3.0,3,3,2,,13.0,8.0,9.0,4.0,,24.0,,141.0,45.6,0.0,1,0,,6.0,12.0,63.0,,,311.0,16.0,22.0,,3.0,14.0,0.0
West_Ham_21,2009-10,284137,14,2009-11-28 15:00:00,"Boleyn Ground, London",34003.0,Home,West Ham,Burnley,W,199.0,23.0,13.0,2.0,3.0,,,,,1.0,8.0,,1.0,13.0,58.0,72.0,27.0,,,,,,,69.0,9.0,16.0,2.0,5.0,3,3.0,5,0,3,1.0,22.0,4.0,7.0,4.0,,23.0,2.0,159.0,41.6,0.0,1,0,2.0,4.0,7.0,42.0,,6.0,307.0,12.0,37.0,20.0,1.0,27.0,0.0
West_Ham_21,2009-10,284147,15,2009-12-05 15:00:00,"Boleyn Ground, London",34980.0,Home,West Ham,Man Utd,L,315.0,11.0,10.0,,1.0,,,,,4.0,11.0,,2.0,9.0,47.0,45.0,26.0,,,,,,,59.0,9.0,16.0,,,4,4.0,0,1,0,,16.0,4.0,3.0,3.0,,22.0,,132.0,42.2,0.0,0,0,,4.0,6.0,41.0,,3.0,395.0,11.0,14.0,,2.0,9.0,0.0
West_Ham_21,2009-10,284150,16,2009-12-12 15:00:00,"St. Andrew's @ Knighthead Park, Birmingham",28203.0,Away,West Ham,Birmingham,L,281.0,23.0,18.0,,1.0,,,,,4.0,8.0,,7.0,7.0,65.0,44.0,29.0,,,,,,,60.0,15.0,12.0,,,1,1.0,0,0,0,1.0,26.0,5.0,3.0,3.0,,23.0,,146.0,52.7,0.0,0,1,,8.0,10.0,47.0,,3.0,362.0,15.0,9.0,,7.0,6.0,0.0
